date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率
2021-04-19,23581701000.0,14.7617,0.1138,23.8117,20.3046,16.2598,1.7179,0.0021,4.2234,3.1118,2.4061,1.7292,0.0144,3.5105,2.8926,2.0641,0.0208
2021-04-16,23581701000.0,14.7617,0.1138,23.8366,20.3066,16.2609,1.7179,0.0021,4.2248,3.1118,2.4076,1.7292,0.0144,3.5119,2.8933,2.0641,0.0208
2021-04-15,23307609000.0,14.5902,0.1044,23.8504,20.3083,16.2676,1.6979,0.0000,4.2286,3.1134,2.4076,1.7091,0.0076,3.5134,2.8938,2.0642,0.0210
2021-04-14,23415288000.0,14.6576,0.1091,23.8582,20.3128,16.2783,1.7058,0.0004,4.2302,3.1136,2.4156,1.7170,0.0110,3.5143,2.8968,2.0645,0.0209
2021-04-13,23346765000.0,14.6147,0.1057,23.8633,20.3132,16.2811,1.7008,0.0000,4.2325,3.1140,2.4166,1.7120,0.0098,3.5178,2.8977,2.0649,0.0210
2021-04-12,23591490000.0,14.7679,0.1125,23.8645,20.3134,16.2863,1.7186,0.0008,4.2336,3.1143,2.4174,1.7299,0.0132,3.5178,2.8981,2.0658,0.0207
2021-04-09,23571912000.0,14.7556,0.1121,23.8819,20.3197,16.3080,1.7172,0.0004,4.2339,3.1154,2.4193,1.7285,0.0127,3.5211,2.8981,2.0660,0.0208
2021-04-08,23591490000.0,14.7679,0.1121,23.8845,20.3206,16.3147,1.7186,0.0004,4.2373,3.1163,2.4213,1.7299,0.0127,3.5251,2.8985,2.0661,0.0207
2021-04-07,23669802000.0,14.8169,0.1142,23.8850,20.3276,16.3147,1.7243,0.0008,4.2389,3.1168,2.4214,1.7357,0.0140,3.5259,2.8986,2.0668,0.0207
2021-04-06,23513178000.0,14.7188,0.1108,23.8867,20.3282,16.3349,1.7129,0.0000,4.2389,3.1172,2.4223,1.7242,0.0119,3.5267,2.8995,2.0680,0.0208
2021-04-02,23679591000.0,14.8230,0.1138,23.8867,20.3322,16.3551,1.7250,0.0004,4.2389,3.1177,2.4223,1.7364,0.0136,3.5267,2.8996,2.0689,0.0207
2021-04-01,23640435000.0,14.7985,0.1134,23.8980,20.3361,16.3614,1.7222,0.0000,4.2390,3.1189,2.4223,1.7335,0.0132,3.5275,2.8997,2.0689,0.0207
2021-03-31,23943894000.0,14.9885,0.1231,23.9027,20.3367,16.3887,1.7443,0.0008,4.2402,3.1198,2.4227,1.7558,0.0170,3.5288,2.8997,2.0695,0.0204
2021-03-30,24090729000.0,15.0804,0.1295,23.9122,20.3376,16.3948,1.7550,0.0021,4.2418,3.1205,2.4227,1.7665,0.0204,3.5288,2.9003,2.0710,0.0203
2021-03-29,23934105000.0,14.9823,0.1223,23.9177,20.3388,16.4156,1.7436,0.0004,4.2461,3.1207,2.4242,1.7551,0.0166,3.5288,2.9012,2.0725,0.0204
2021-03-26,23983050000.0,15.0130,0.1248,23.9209,20.3397,16.4198,1.7471,0.0008,4.2471,3.1214,2.4243,1.7586,0.0174,3.5292,2.9016,2.0732,0.0204
2021-03-25,23953683000.0,14.9946,0.1231,23.9245,20.3418,16.4223,1.7450,0.0004,4.2473,3.1224,2.4271,1.7565,0.0166,3.5292,2.9018,2.0762,0.0204
2021-03-24,23894949000.0,14.9578,0.1202,23.9392,20.3478,16.4557,1.7407,0.0000,4.2507,3.1229,2.4288,1.7522,0.0161,3.5303,2.9019,2.0767,0.0205
2021-03-23,24188619000.0,15.1416,0.1308,23.9453,20.3523,16.4694,1.7621,0.0004,4.2519,3.1243,2.4311,1.7737,0.0204,3.5303,2.9025,2.0767,0.0202
2021-03-22,24541023000.0,15.3622,0.1384,23.9510,20.3530,16.4829,1.7878,0.0034,4.2531,3.1255,2.4322,1.7996,0.0285,3.5303,2.9031,2.0767,0.0199
2021-03-19,24678069000.0,15.4480,0.1431,23.9721,20.3559,16.5031,1.7978,0.0042,4.2540,3.1260,2.4322,1.8096,0.0331,3.5307,2.9040,2.0769,0.0198
2021-03-18,25020684000.0,14.6551,0.1083,23.9739,20.3599,16.5283,1.8255,0.0076,4.2544,3.1277,2.4353,1.8189,0.0378,3.5323,2.9059,2.0772,0.0168
2021-03-17,25010895000.0,14.6494,0.1074,23.9911,20.3619,16.5300,1.8248,0.0068,4.2548,3.1298,2.4356,1.8182,0.0369,3.5333,2.9076,2.0772,0.0168
2021-03-16,25236042000.0,14.7812,0.1113,23.9971,20.3645,16.5367,1.8412,0.0106,4.2557,3.1304,2.4361,1.8345,0.0437,3.5339,2.9088,2.0775,0.0167
2021-03-15,25265409000.0,14.7984,0.1113,24.0014,20.3681,16.5473,1.8434,0.0106,4.2592,3.1309,2.4374,1.8367,0.0446,3.5372,2.9094,2.0788,0.0167
2021-03-12,25001106000.0,14.6436,0.1070,24.0030,20.3713,16.5569,1.8241,0.0064,4.2611,3.1316,2.4384,1.8175,0.0365,3.5384,2.9096,2.0794,0.0168
2021-03-11,25079418000.0,14.6895,0.1079,24.0030,20.3738,16.5783,1.8298,0.0072,4.2619,3.1323,2.4387,1.8232,0.0382,3.5387,2.9115,2.0806,0.0168
2021-03-10,24824904000.0,14.5404,0.1032,24.0118,20.3749,16.5799,1.8112,0.0051,4.2633,3.1335,2.4396,1.8047,0.0310,3.5394,2.9149,2.0807,0.0170
2021-03-09,25108785000.0,14.7067,0.1074,24.0118,20.3774,16.5950,1.8319,0.0068,4.2637,3.1346,2.4421,1.8253,0.0378,3.5423,2.9177,2.0834,0.0168
2021-03-08,25833171000.0,15.1310,0.1270,24.0149,20.3798,16.5950,1.8848,0.0217,4.2641,3.1355,2.4472,1.8780,0.0675,3.5452,2.9205,2.0841,0.0163
2021-03-05,25676547000.0,15.0392,0.1214,24.0187,20.3798,16.6044,1.8734,0.0191,4.2642,3.1360,2.4484,1.8666,0.0607,3.5455,2.9226,2.0841,0.0164
2021-03-04,25617813000.0,15.0048,0.1193,24.0268,20.3800,16.6125,1.8691,0.0174,4.2652,3.1363,2.4513,1.8623,0.0582,3.5456,2.9233,2.0843,0.0164
2021-03-03,25745070000.0,15.0794,0.1227,24.0356,20.3827,16.6309,1.8784,0.0191,4.2665,3.1369,2.4525,1.8716,0.0620,3.5468,2.9239,2.0855,0.0163
2021-03-02,25422033000.0,14.8902,0.1130,24.0387,20.3856,16.6444,1.8548,0.0115,4.2683,3.1374,2.4525,1.8481,0.0476,3.5470,2.9243,2.0862,0.0166
2021-03-01,25862538000.0,15.1482,0.1257,24.0433,20.3893,16.6451,1.8869,0.0200,4.2733,3.1374,2.4527,1.8801,0.0658,3.5487,2.9247,2.0866,0.0163
2021-02-26,25627602000.0,15.0106,0.1189,24.0458,20.3947,16.6533,1.8698,0.0170,4.2748,3.1380,2.4536,1.8630,0.0577,3.5501,2.9255,2.0869,0.0164
2021-02-25,25559079000.0,14.9704,0.1163,24.0652,20.3978,16.6614,1.8648,0.0149,4.2850,3.1388,2.4536,1.8580,0.0544,3.5510,2.9259,2.0870,0.0165
2021-02-24,25745070000.0,15.0794,0.1214,24.0666,20.3991,16.6785,1.8784,0.0178,4.2892,3.1397,2.4559,1.8716,0.0607,3.5511,2.9260,2.0870,0.0163
2021-02-23,26381355000.0,15.4521,0.1359,24.0726,20.4020,16.6829,1.9248,0.0208,4.2894,3.1406,2.4573,1.9178,0.0794,3.5524,2.9262,2.0876,0.0160
2021-02-22,26400933000.0,15.4635,0.1363,24.0749,20.4081,16.6952,1.9262,0.0212,4.2897,3.1410,2.4631,1.9192,0.0807,3.5549,2.9266,2.0885,0.0159
2021-02-19,26391144000.0,15.4578,0.1359,24.0862,20.4123,16.6952,1.9255,0.0208,4.2904,3.1413,2.4652,1.9185,0.0794,3.5569,2.9269,2.0888,0.0159
2021-02-18,26214942000.0,15.3546,0.1299,24.0933,20.4128,16.7035,1.9126,0.0200,4.2921,3.1416,2.4680,1.9057,0.0747,3.5618,2.9273,2.0903,0.0161
2021-02-10,25627602000.0,15.0106,0.1182,24.0981,20.4242,16.7251,1.8698,0.0165,4.2995,3.1440,2.4692,1.8630,0.0572,3.5661,2.9320,2.0914,0.0164
2021-02-09,25598235000.0,14.9934,0.1178,24.1121,20.4278,16.7318,1.8677,0.0161,4.3015,3.1450,2.4699,1.8609,0.0564,3.5673,2.9325,2.0914,0.0164
2021-02-08,25118574000.0,14.7124,0.1077,24.1121,20.4301,16.7348,1.8327,0.0072,4.3015,3.1451,2.4708,1.8260,0.0382,3.5673,2.9327,2.0915,0.0168
2021-02-05,24521445000.0,14.3627,0.0988,24.1121,20.4324,16.7587,1.7891,0.0034,4.3015,3.1451,2.4729,1.7826,0.0233,3.5673,2.9329,2.0919,0.0172
2021-02-04,24775959000.0,14.5118,0.1010,24.1121,20.4335,16.7587,1.8077,0.0038,4.3015,3.1453,2.4729,1.8011,0.0289,3.5678,2.9329,2.0919,0.0170
2021-02-03,24961950000.0,14.6207,0.1044,24.1121,20.4346,16.7593,1.8212,0.0047,4.3015,3.1454,2.4755,1.8146,0.0335,3.5678,2.9330,2.0923,0.0169
2021-02-02,25059840000.0,14.6780,0.1057,24.1121,20.4360,16.7655,1.8284,0.0051,4.3015,3.1458,2.4782,1.8217,0.0357,3.5678,2.9332,2.0924,0.0168
2021-02-01,24815115000.0,14.5347,0.1019,24.1197,20.4421,16.7856,1.8105,0.0038,4.3029,3.1462,2.4802,1.8039,0.0297,3.5700,2.9334,2.0926,0.0170
2021-01-29,24286509000.0,14.2251,0.0947,24.1197,20.4479,16.8110,1.7719,0.0004,4.3035,3.1463,2.4802,1.7655,0.0183,3.5717,2.9334,2.0931,0.0173
2021-01-28,24589968000.0,14.4028,0.0985,24.1324,20.4494,16.8245,1.7941,0.0030,4.3049,3.1465,2.4817,1.7876,0.0242,3.5733,2.9335,2.0931,0.0171
2021-01-27,25559079000.0,14.9704,0.1130,24.1355,20.4525,16.8395,1.8648,0.0115,4.3050,3.1476,2.4818,1.8580,0.0510,3.5757,2.9343,2.0933,0.0165
2021-01-26,25940850000.0,15.1941,0.1202,24.1457,20.4552,16.8397,1.8926,0.0140,4.3067,3.1497,2.4833,1.8858,0.0628,3.5757,2.9355,2.0937,0.0162
2021-01-25,26048529000.0,15.2571,0.1219,24.1546,20.4554,16.8453,1.9005,0.0144,4.3067,3.1511,2.4841,1.8936,0.0650,3.5771,2.9364,2.0938,0.0162
2021-01-22,25784226000.0,15.1023,0.1180,24.1837,20.4564,16.8489,1.8812,0.0132,4.3086,3.1514,2.4849,1.8744,0.0569,3.5807,2.9371,2.0945,0.0163
2021-01-21,25490556000.0,14.9303,0.1113,24.2012,20.4590,16.8529,1.8598,0.0098,4.3158,3.1519,2.4855,1.8530,0.0471,3.5809,2.9372,2.0953,0.0165
2021-01-20,25559079000.0,14.9704,0.1125,24.2031,20.4606,16.8787,1.8648,0.0110,4.3161,3.1530,2.4882,1.8580,0.0505,3.5811,2.9375,2.0953,0.0165
2021-01-19,25392666000.0,14.8730,0.1087,24.2161,20.4623,16.8867,1.8527,0.0076,4.3192,3.1548,2.4883,1.8459,0.0437,3.5840,2.9381,2.0958,0.0166
2021-01-18,25363299000.0,14.8558,0.1079,24.2207,20.4640,16.8870,1.8505,0.0068,4.3193,3.1564,2.4883,1.8438,0.0425,3.5865,2.9388,2.0960,0.0166
2021-01-15,25138152000.0,14.7239,0.1049,24.2207,20.4683,16.9067,1.8341,0.0042,4.3197,3.1570,2.4889,1.8274,0.0361,3.5890,2.9394,2.0974,0.0167
2021-01-14,25647180000.0,15.0220,0.1121,24.2362,20.4763,16.9135,1.8712,0.0102,4.3197,3.1573,2.4890,1.8644,0.0514,3.5905,2.9404,2.0974,0.0164
2021-01-13,25725492000.0,15.0679,0.1138,24.2527,20.4802,16.9141,1.8769,0.0102,4.3208,3.1579,2.4901,1.8701,0.0527,3.5921,2.9415,2.0979,0.0164
2021-01-12,25461189000.0,14.9131,0.1091,24.2540,20.4806,16.9202,1.8577,0.0076,4.3227,3.1589,2.4907,1.8509,0.0442,3.5946,2.9423,2.0982,0.0165
2021-01-11,25519923000.0,14.9475,0.1104,24.2577,20.4825,16.9336,1.8619,0.0089,4.3232,3.1602,2.4967,1.8552,0.0480,3.5958,2.9427,2.0987,0.0165
2021-01-08,25353510000.0,14.8500,0.1066,24.2821,20.4839,16.9371,1.8498,0.0059,4.3237,3.1615,2.4974,1.8431,0.0416,3.5958,2.9434,2.0996,0.0166
2021-01-07,25441611000.0,14.9016,0.1083,24.2915,20.4845,16.9467,1.8562,0.0068,4.3240,3.1621,2.4974,1.8495,0.0429,3.5994,2.9451,2.1001,0.0165
2021-01-06,26019162000.0,15.2399,0.1151,24.2922,20.4865,16.9471,1.8984,0.0089,4.3255,3.1626,2.4991,1.8915,0.0594,3.5994,2.9463,2.1002,0.0162
2021-01-05,25510134000.0,14.9418,0.1087,24.2941,20.4879,16.9606,1.8612,0.0072,4.3267,3.1631,2.5007,1.8545,0.0459,3.6000,2.9479,2.1002,0.0165
2021-01-04,24413766000.0,14.2996,0.0968,24.2968,20.4898,16.9621,1.7812,0.0013,4.3277,3.1635,2.5023,1.7748,0.0200,3.6055,2.9494,2.1007,0.0172
2020-12-31,24413766000.0,14.2996,0.0968,24.2984,20.4924,17.0039,1.7812,0.0013,4.3280,3.1641,2.5023,1.7748,0.0200,3.6067,2.9508,2.1025,0.0172
2020-12-30,24355032000.0,14.2652,0.0960,24.3032,20.4952,17.0282,1.7769,0.0008,4.3300,3.1645,2.5024,1.7705,0.0191,3.6082,2.9523,2.1037,0.0173
2020-12-29,24306087000.0,14.2365,0.0947,24.3292,20.4977,17.0539,1.7734,0.0004,4.3327,3.1645,2.5030,1.7669,0.0183,3.6086,2.9525,2.1044,0.0173
2020-12-28,23992839000.0,14.0531,0.0913,24.3429,20.5006,17.0684,1.7505,0.0000,4.3371,3.1650,2.5047,1.7442,0.0149,3.6093,2.9527,2.1048,0.0175
2020-12-25,24443133000.0,14.3168,0.0960,24.3527,20.5031,17.0785,1.7834,0.0004,4.3376,3.1666,2.5063,1.7769,0.0191,3.6101,2.9532,2.1065,0.0172
2020-12-24,24433344000.0,14.3111,0.0955,24.3660,20.5062,17.1040,1.7827,0.0000,4.3378,3.1676,2.5070,1.7762,0.0187,3.6126,2.9541,2.1090,0.0172
2020-12-23,24893427000.0,14.5806,0.0985,24.3695,20.5098,17.1139,1.8162,0.0000,4.3378,3.1680,2.5073,1.8096,0.0276,3.6146,2.9547,2.1105,0.0169
2020-12-22,25010895000.0,14.6494,0.1006,24.3712,20.5105,17.1157,1.8248,0.0000,4.3378,3.1686,2.5082,1.8182,0.0301,3.6156,2.9549,2.1106,0.0168
2020-12-21,25324143000.0,14.8328,0.1023,24.3801,20.5129,17.1374,1.8477,0.0017,4.3378,3.1690,2.5095,1.8410,0.0369,3.6175,2.9551,2.1127,0.0166
2020-12-18,25147941000.0,14.7296,0.1011,24.3850,20.5167,17.1489,1.8348,0.0004,4.3378,3.1693,2.5095,1.8281,0.0323,3.6178,2.9561,2.1148,0.0167
2020-12-17,25373088000.0,14.8615,0.1023,24.3907,20.5198,17.1624,1.8512,0.0013,4.3378,3.1694,2.5121,1.8445,0.0369,3.6195,2.9573,2.1148,0.0166
2020-12-16,25226253000.0,14.7755,0.1011,24.4034,20.5221,17.1707,1.8405,0.0004,4.3420,3.1695,2.5123,1.8338,0.0335,3.6198,2.9575,2.1164,0.0167
2020-12-15,25108785000.0,14.7067,0.1006,24.4310,20.5228,17.1791,1.8319,0.0000,4.3420,3.1700,2.5141,1.8253,0.0310,3.6229,2.9578,2.1173,0.0168
2020-12-14,25510134000.0,14.9418,0.1028,24.4468,20.5228,17.1986,1.8612,0.0013,4.3436,3.1708,2.5157,1.8545,0.0399,3.6239,2.9589,2.1177,0.0165
2020-12-11,25784226000.0,15.1023,0.1066,24.4505,20.5275,17.1994,1.8812,0.0017,4.3443,3.1716,2.5157,1.8744,0.0454,3.6243,2.9601,2.1177,0.0163
2020-12-10,25568868000.0,14.9762,0.1028,24.4505,20.5380,17.2124,1.8655,0.0013,4.3443,3.1725,2.5163,1.8587,0.0408,3.6307,2.9605,2.1185,0.0165
2020-12-09,25265409000.0,14.7984,0.1006,24.4523,20.5443,17.2216,1.8434,0.0000,4.3505,3.1734,2.5165,1.8367,0.0340,3.6347,2.9612,2.1192,0.0167
2020-12-08,25431822000.0,14.8959,0.1015,24.4553,20.5451,17.2458,1.8555,0.0000,4.3512,3.1740,2.5165,1.8488,0.0361,3.6391,2.9620,2.1198,0.0166
2020-12-07,25470978000.0,14.9188,0.1015,24.4593,20.5469,17.2546,1.8584,0.0000,4.3529,3.1746,2.5171,1.8516,0.0369,3.6392,2.9621,2.1199,0.0165
2020-12-04,26577135000.0,15.5667,0.1227,24.4599,20.5524,17.2573,1.9391,0.0021,4.3529,3.1750,2.5178,1.9320,0.0684,3.6423,2.9624,2.1221,0.0158
2020-12-03,26763126000.0,15.6757,0.1329,24.4663,20.5573,17.2708,1.9526,0.0064,4.3533,3.1752,2.5187,1.9456,0.0820,3.6429,2.9628,2.1228,0.0157
2020-12-02,26645658000.0,15.6069,0.1261,24.4667,20.5600,17.2708,1.9441,0.0030,4.3540,3.1754,2.5187,1.9370,0.0735,3.6487,2.9635,2.1235,0.0158
2020-12-01,26733759000.0,15.6585,0.1316,24.4671,20.5628,17.2875,1.9505,0.0051,4.3654,3.1754,2.5187,1.9434,0.0786,3.6510,2.9649,2.1235,0.0157
2020-11-30,26528190000.0,15.5381,0.1214,24.4904,20.5666,17.3274,1.9355,0.0008,4.3659,3.1754,2.5202,1.9285,0.0654,3.6537,2.9661,2.1245,0.0159
2020-11-27,26772915000.0,15.6814,0.1316,24.5063,20.5695,17.3292,1.9534,0.0051,4.3659,3.1758,2.5206,1.9463,0.0807,3.6591,2.9673,2.1249,0.0157
2020-11-26,26880594000.0,15.7445,0.1338,24.5139,20.5695,17.3345,1.9612,0.0064,4.3663,3.1777,2.5210,1.9541,0.0858,3.6591,2.9685,2.1265,0.0157
2020-11-25,26596713000.0,15.5782,0.1240,24.5142,20.5712,17.3450,1.9405,0.0017,4.3681,3.1803,2.5210,1.9335,0.0688,3.6591,2.9690,2.1271,0.0158
2020-11-24,26567346000.0,15.5610,0.1219,24.5168,20.5754,17.3557,1.9384,0.0013,4.3702,3.1817,2.5210,1.9313,0.0667,3.6650,2.9700,2.1300,0.0158
2020-11-23,26645658000.0,15.6069,0.1248,24.5171,20.5785,17.3960,1.9441,0.0017,4.3761,3.1822,2.5215,1.9370,0.0722,3.6650,2.9710,2.1308,0.0158
2020-11-20,26645658000.0,15.6069,0.1248,24.5331,20.5795,17.3960,1.9441,0.0017,4.3765,3.1823,2.5227,1.9370,0.0722,3.6662,2.9714,2.1308,0.0158
2020-11-19,26616291000.0,15.5897,0.1240,24.5373,20.5848,17.4039,1.9419,0.0013,4.3766,3.1837,2.5230,1.9349,0.0705,3.6700,2.9719,2.1335,0.0158
2020-11-18,26743548000.0,15.6642,0.1291,24.5386,20.5907,17.4548,1.9512,0.0025,4.3776,3.1866,2.5238,1.9441,0.0773,3.6730,2.9724,2.1344,0.0157
2020-11-17,26919750000.0,15.7674,0.1321,24.5386,20.5918,17.4587,1.9641,0.0042,4.3784,3.1881,2.5240,1.9569,0.0854,3.6733,2.9725,2.1344,0.0156
2020-11-16,27007851000.0,15.8190,0.1338,24.5417,20.5929,17.4666,1.9705,0.0051,4.3784,3.1884,2.5241,1.9633,0.0875,3.6758,2.9731,2.1355,0.0156
2020-11-13,26723970000.0,15.6527,0.1282,24.5499,20.5943,17.4684,1.9498,0.0021,4.3802,3.1896,2.5260,1.9427,0.0756,3.6792,2.9738,2.1361,0.0158
2020-11-12,26900172000.0,15.7559,0.1308,24.5504,20.5976,17.4744,1.9626,0.0034,4.3802,3.1905,2.5277,1.9555,0.0841,3.6799,2.9743,2.1373,0.0156
2020-11-11,26714181000.0,15.6470,0.1265,24.5504,20.6010,17.4935,1.9491,0.0017,4.3812,3.1911,2.5289,1.9420,0.0743,3.6799,2.9746,2.1373,0.0158
2020-11-10,26665236000.0,15.6183,0.1245,24.5504,20.6014,17.5002,1.9455,0.0013,4.3812,3.1917,2.5291,1.9384,0.0722,3.6799,2.9746,2.1431,0.0158
2020-11-09,27144897000.0,15.8993,0.1359,24.5619,20.6017,17.5070,1.9805,0.0042,4.3813,3.1923,2.5292,1.9733,0.0947,3.6813,2.9753,2.1451,0.0155
2020-11-06,27086163000.0,15.8649,0.1342,24.5628,20.6019,17.5128,1.9762,0.0038,4.3856,3.1923,2.5300,1.9690,0.0913,3.6867,2.9754,2.1455,0.0155
2020-11-05,26978484000.0,15.8018,0.1308,24.5689,20.6076,17.5137,1.9684,0.0025,4.3864,3.1923,2.5301,1.9612,0.0850,3.6894,2.9756,2.1460,0.0156
2020-11-04,26870805000.0,15.7387,0.1296,24.5734,20.6084,17.5321,1.9605,0.0017,4.3871,3.1927,2.5314,1.9534,0.0816,3.6894,2.9762,2.1474,0.0157
2020-11-03,27007851000.0,15.8190,0.1313,24.5763,20.6089,17.5418,1.9705,0.0025,4.3876,3.1930,2.5321,1.9633,0.0850,3.6921,2.9764,2.1474,0.0156
2020-11-02,26342199000.0,15.4291,0.1138,24.5763,20.6089,17.5499,1.9219,0.0000,4.3877,3.1947,2.5331,1.9150,0.0578,3.6956,2.9765,2.1498,0.0160
2020-10-30,26508612000.0,15.5266,0.1202,24.5776,20.6095,17.5542,1.9341,0.0000,4.3938,3.1950,2.5341,1.9271,0.0633,3.6969,2.9774,2.1502,0.0159
2020-10-29,25823382000.0,17.7971,0.2120,24.5791,20.6095,17.5593,1.9559,0.0051,4.3959,3.1960,2.5350,1.9318,0.0663,3.7021,2.9776,2.1532,0.0163
2020-10-28,25402455000.0,17.5070,0.1971,24.5850,20.6103,17.5593,1.9240,0.0025,4.3983,3.1960,2.5359,1.9003,0.0527,3.7036,2.9777,2.1539,0.0166
2020-10-27,25382877000.0,17.4935,0.1963,24.5905,20.6162,17.5593,1.9225,0.0017,4.3983,3.1970,2.5363,1.8988,0.0518,3.7049,2.9787,2.1539,0.0166
2020-10-26,25392666000.0,17.5002,0.1963,24.6002,20.6240,17.5744,1.9232,0.0017,4.3993,3.1972,2.5377,1.8996,0.0518,3.7057,2.9794,2.1539,0.0166
2020-10-23,25745070000.0,17.7431,0.2082,24.6002,20.6240,17.5745,1.9499,0.0030,4.4024,3.1976,2.5392,1.9259,0.0616,3.7076,2.9794,2.1556,0.0163
2020-10-22,25960428000.0,17.8915,0.2175,24.6177,20.6240,17.5745,1.9662,0.0047,4.4030,3.1983,2.5420,1.9421,0.0709,3.7084,2.9797,2.1578,0.0162
2020-10-21,25989795000.0,17.9117,0.2188,24.6491,20.6335,17.5745,1.9685,0.0059,4.4052,3.1992,2.5431,1.9442,0.0726,3.7098,2.9804,2.1590,0.0162
2020-10-20,26254098000.0,18.0939,0.2307,24.6635,20.6429,17.5745,1.9885,0.0102,4.4063,3.1992,2.5431,1.9640,0.0816,3.7128,2.9805,2.1594,0.0160
2020-10-19,25872327000.0,17.8308,0.2137,24.6741,20.6523,17.5745,1.9596,0.0042,4.4080,3.1999,2.5450,1.9355,0.0680,3.7155,2.9809,2.1597,0.0163
2020-10-16,26391144000.0,18.1883,0.2358,24.6741,20.6526,17.5745,1.9989,0.0127,4.4084,3.2003,2.5451,1.9743,0.0884,3.7212,2.9810,2.1608,0.0159
2020-10-15,25774437000.0,17.7633,0.2086,24.6764,20.6548,17.5745,1.9522,0.0030,4.4104,3.2008,2.5456,1.9281,0.0620,3.7220,2.9825,2.1635,0.0163
2020-10-14,25862538000.0,17.8240,0.2128,24.6764,20.6575,17.5745,1.9588,0.0034,4.4104,3.2009,2.5477,1.9347,0.0667,3.7247,2.9833,2.1649,0.0163
2020-10-13,26058318000.0,17.9590,0.2192,24.6772,20.6600,17.5745,1.9737,0.0055,4.4115,3.2021,2.5481,1.9494,0.0722,3.7261,2.9838,2.1654,0.0162
2020-10-12,25960428000.0,17.8915,0.2162,24.6772,20.6685,17.5745,1.9662,0.0034,4.4128,3.2021,2.5490,1.9421,0.0697,3.7276,2.9838,2.1655,0.0162
2020-10-09,25412244000.0,17.5137,0.1967,24.6864,20.6770,17.5745,1.9247,0.0017,4.4139,3.2021,2.5497,1.9010,0.0518,3.7281,2.9838,2.1659,0.0166
2020-09-30,25040262000.0,17.2573,0.1890,24.6899,20.6773,17.5763,1.8966,0.0004,4.4141,3.2022,2.5500,1.8732,0.0433,3.7420,2.9852,2.1686,0.0168
2020-09-29,25059840000.0,17.2708,0.1890,24.7002,20.6778,17.5919,1.8980,0.0004,4.4145,3.2028,2.5515,1.8747,0.0437,3.7464,2.9853,2.1689,0.0168
2020-09-28,24766170000.0,17.0684,0.1822,24.7146,20.6817,17.5996,1.8758,0.0000,4.4151,3.2038,2.5531,1.8527,0.0369,3.7533,2.9855,2.1698,0.0170
2020-09-25,25167519000.0,17.3450,0.1907,24.7220,20.6898,17.6069,1.9062,0.0000,4.4156,3.2042,2.5542,1.8827,0.0459,3.7622,2.9859,2.1702,0.0167
2020-09-24,25470978000.0,17.5542,0.1963,24.7220,20.6941,17.6070,1.9292,0.0000,4.4156,3.2042,2.5564,1.9054,0.0510,3.7622,2.9861,2.1702,0.0165
2020-09-23,26332410000.0,18.1479,0.2286,24.7220,20.6946,17.6076,1.9944,0.0072,4.4156,3.2045,2.5580,1.9699,0.0820,3.7622,2.9862,2.1703,0.0160
2020-09-22,26126841000.0,18.0062,0.2190,24.7233,20.6952,17.6070,1.9789,0.0030,4.4165,3.2047,2.5580,1.9545,0.0736,3.7622,2.9863,2.1703,0.0161
2020-09-21,26263887000.0,18.1006,0.2258,24.7282,20.7018,17.6070,1.9892,0.0051,4.4170,3.2048,2.5593,1.9648,0.0765,3.7654,2.9863,2.1706,0.0160
2020-09-18,26342199000.0,18.1546,0.2283,24.7282,20.7033,17.6070,1.9952,0.0064,4.4185,3.2058,2.5593,1.9706,0.0816,3.7681,2.9871,2.1726,0.0160
2020-09-17,25980006000.0,17.9050,0.2143,24.7300,20.7096,17.6070,1.9677,0.0009,4.4185,3.2068,2.5601,1.9435,0.0672,3.7699,2.9872,2.1739,0.0162
2020-09-16,26126841000.0,18.0062,0.2185,24.7401,20.7183,17.6070,1.9789,0.0026,4.4186,3.2072,2.5602,1.9545,0.0731,3.7723,2.9872,2.1742,0.0161
2020-09-15,26391144000.0,18.1883,0.2292,24.7401,20.7288,17.6070,1.9989,0.0060,4.4220,3.2072,2.5626,1.9743,0.0816,3.7742,2.9876,2.1753,0.0159
2020-09-14,26175786000.0,18.0399,0.2219,24.7402,20.7302,17.6070,1.9826,0.0030,4.4226,3.2081,2.5655,1.9582,0.0740,3.7744,2.9882,2.1781,0.0161
2020-09-11,26087685000.0,17.9792,0.2168,24.7402,20.7396,17.6070,1.9759,0.0021,4.4230,3.2081,2.5657,1.9516,0.0706,3.7749,2.9884,2.1816,0.0161
2020-09-10,25999584000.0,17.9185,0.2147,24.7483,20.7407,17.6070,1.9692,0.0013,4.4230,3.2093,2.5666,1.9450,0.0680,3.7839,2.9891,2.1816,0.0162
2020-09-09,26430300000.0,18.2153,0.2292,24.7500,20.7407,17.6070,2.0018,0.0047,4.4238,3.2093,2.5670,1.9772,0.0812,3.7839,2.9893,2.1836,0.0159
2020-09-08,27154686000.0,18.7146,0.2679,24.7584,20.7407,17.6070,2.0567,0.0204,4.4248,3.2141,2.5670,2.0314,0.1144,3.7844,2.9895,2.1879,0.0155
