date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率
2026-06-08,40057723842.06,12.4141,0.0128,20.4117,17.7207,14.8558,1.7992,0.0644,2.9971,2.5537,2.1906,1.2183,0.0004,2.8156,2.1335,1.8193,0.0432
2026-06-05,40290714342.18,12.4863,0.0169,20.4117,17.7375,14.8615,1.8097,0.0668,2.9971,2.5542,2.1906,1.2254,0.0004,2.8193,2.1344,1.8196,0.0430
2026-06-04,39824733341.94,12.3419,0.0103,20.4117,17.7378,14.8630,1.7888,0.0606,2.9971,2.5542,2.1906,1.2113,0.0000,2.8193,2.1344,1.8217,0.0435
2026-06-03,40357283056.5,12.5070,0.0190,20.4117,17.7380,14.8684,1.8127,0.0677,2.9971,2.5543,2.1915,1.2275,0.0008,2.8193,2.1344,1.8230,0.0429
2026-06-02,40906474949.64,12.6772,0.0314,20.4117,17.7389,14.8730,1.8374,0.0780,2.9971,2.5558,2.1946,1.2442,0.0029,2.8193,2.1355,1.8232,0.0423
2026-06-01,40806621878.16,12.6462,0.0289,20.4117,17.7404,14.8802,1.8329,0.0751,2.9971,2.5564,2.1946,1.2411,0.0021,2.8193,2.1356,1.8234,0.0424
2026-05-29,40690126628.1,12.6101,0.0264,20.4117,17.7431,14.8802,1.8276,0.0721,2.9971,2.5580,2.1946,1.2376,0.0016,2.8193,2.1366,1.8234,0.0425
2026-05-28,40290714342.18,12.4863,0.0165,20.4117,17.7463,14.8802,1.7333,0.0359,2.9971,2.5581,2.1964,1.2254,0.0000,2.8193,2.1366,1.8253,0.0430
2026-05-27,40823264056.74,12.6514,0.0285,20.4117,17.7494,14.8884,1.7562,0.0441,2.9971,2.5582,2.1983,1.2416,0.0012,2.8193,2.1366,1.8253,0.0424
2026-05-26,40290714342.18,12.4863,0.0165,20.4117,17.7494,14.8902,1.7333,0.0359,2.9971,2.5590,2.1984,1.2254,0.0000,2.8193,2.1370,1.8260,0.0430
2026-05-25,40606915735.2,12.5843,0.0223,20.4117,17.7609,14.8957,1.7469,0.0404,2.9971,2.5593,2.1997,1.2351,0.0000,2.8193,2.1373,1.8260,0.0426
2026-05-22,40673484449.52,12.6050,0.0239,20.4117,17.7633,14.8959,1.7497,0.0412,2.9971,2.5601,2.2008,1.2371,0.0000,2.8193,2.1375,1.8268,0.0426
2026-05-21,41022970199.7,12.7133,0.0305,20.4117,17.7667,14.9016,1.7648,0.0449,2.9971,2.5601,2.2011,1.2477,0.0004,2.8193,2.1385,1.8274,0.0422
2026-05-20,41089538914.02,12.7339,0.0305,20.4117,17.7701,14.9089,1.7676,0.0462,2.9971,2.5602,2.2013,1.2497,0.0004,2.8193,2.1396,1.8281,0.0421
2026-05-19,41505593378.52,12.8628,0.0413,20.4117,17.7701,14.9089,1.7855,0.0565,2.9971,2.5606,2.2029,1.2624,0.0008,2.8193,2.1410,1.8307,0.0417
2026-05-18,40923117128.22,12.6823,0.0289,20.4117,17.7716,14.9131,1.7605,0.0433,2.9971,2.5618,2.2062,1.2447,0.0000,2.8193,2.1425,1.8320,0.0423
2026-05-15,41488951199.94,12.8577,0.0396,20.4117,17.7761,14.9146,1.7848,0.0552,2.9971,2.5626,2.2073,1.2619,0.0000,2.8193,2.1439,1.8335,0.0417
2026-05-14,42121353985.98,13.0537,0.0503,20.4117,17.7799,14.9188,1.8120,0.0631,2.9971,2.5627,2.2076,1.2811,0.0000,2.8193,2.1442,1.8338,0.0411
2026-05-13,42370986664.68,13.1310,0.0524,20.4117,17.7836,14.9226,1.8227,0.0652,2.9971,2.5627,2.2085,1.2887,0.0000,2.8193,2.1445,1.8345,0.0408
2026-05-12,42603977164.8,13.2032,0.0598,20.4117,17.7836,14.9230,1.8328,0.0693,2.9971,2.5633,2.2085,1.2958,0.0000,2.8193,2.1445,1.8349,0.0406
2026-05-11,42870252022.08,13.2857,0.0677,20.4117,17.7836,14.9303,1.8442,0.0755,2.9971,2.5652,2.2097,1.3039,0.0008,2.8193,2.1445,1.8357,0.0404
2026-05-08,42703830236.28,13.2342,0.0618,20.4117,17.7761,14.9318,1.8371,0.0713,2.9971,2.5657,2.2139,1.2988,0.0000,2.8193,2.1455,1.8358,0.0405
2026-05-07,42803683307.76,13.2651,0.0647,20.4117,17.7799,14.9366,1.8414,0.0734,2.9971,2.5662,2.2140,1.3019,0.0000,2.8193,2.1457,1.8367,0.0404
2026-05-06,42870252022.08,13.2857,0.0668,20.4117,17.7836,14.9375,1.8442,0.0747,2.9971,2.5666,2.2147,1.3039,0.0000,2.8193,2.1460,1.8367,0.0404
2026-04-30,43119884700.78,13.3631,0.0733,20.4117,17.7837,14.9418,1.8550,0.0791,2.9971,2.5675,2.2147,1.3115,0.0000,2.8193,2.1474,1.8387,0.0401
2026-04-29,43369517379.48,13.4405,0.0824,20.4117,17.7837,14.9418,1.8657,0.0862,2.9971,2.5679,2.2155,1.3191,0.0004,2.8193,2.1474,1.8390,0.0399
2026-04-28,43436086093.8,13.4611,0.0849,20.4117,17.7837,14.9433,1.8686,0.0870,2.9971,2.5682,2.2155,1.3211,0.0004,2.8193,2.1498,1.8395,0.0398
2026-04-27,43253022129.42,13.4044,0.0796,20.4117,17.7837,14.9433,1.8607,0.0820,2.9971,2.5698,2.2155,1.3155,0.0000,2.8193,2.1502,1.8410,0.0400
2026-04-24,45183514844.7,13.2077,0.0601,20.4114,17.7878,14.9548,2.0379,0.1310,2.9970,2.5713,2.2179,1.4297,0.0000,2.8189,2.1514,1.8431,0.0383
2026-04-23,45399863166.24,13.2709,0.0655,20.4117,17.7904,14.9548,2.0476,0.1323,2.9971,2.5715,2.2179,1.4366,0.0000,2.8193,2.1516,1.8431,0.0381
2026-04-22,45566284952.04,13.3196,0.0680,20.4117,17.7930,14.9578,2.0552,0.1340,2.9971,2.5717,2.2183,1.4419,0.0004,2.8193,2.1517,1.8438,0.0380
2026-04-21,45732706737.84,13.3682,0.0721,20.4117,17.7930,14.9704,2.0627,0.1364,2.9971,2.5726,2.2186,1.4471,0.0008,2.8193,2.1520,1.8445,0.0378
2026-04-20,45832559809.32,13.3974,0.0767,20.4117,17.7930,14.9704,2.0672,0.1369,2.9971,2.5730,2.2198,1.4503,0.0012,2.8193,2.1527,1.8457,0.0378
2026-04-17,45732706737.84,13.3682,0.0721,20.4114,17.7930,14.9722,2.0627,0.1363,2.9970,2.5750,2.2199,1.4471,0.0008,2.8193,2.1536,1.8469,0.0378
2026-04-16,46265256452.4,13.5239,0.0882,20.4117,17.7937,14.9722,2.0867,0.1413,2.9971,2.5750,2.2199,1.4640,0.0012,2.8198,2.1538,1.8469,0.0374
2026-04-15,46681310916.9,13.6455,0.0960,20.4117,17.7943,14.9762,2.1054,0.1505,2.9971,2.5750,2.2206,1.4771,0.0033,2.8198,2.1539,1.8481,0.0371
2026-04-14,45632853666.36,13.3390,0.0692,20.4117,17.7948,14.9777,2.0582,0.1348,2.9973,2.5759,2.2216,1.4440,0.0004,2.8213,2.1539,1.8488,0.0379
2026-04-13,45549642773.46,13.3147,0.0672,20.4117,17.7961,14.9823,2.0544,0.1336,2.9979,2.5761,2.2224,1.4413,0.0000,2.8214,2.1539,1.8495,0.0380
2026-04-10,46265256452.4,13.5239,0.0873,20.4114,17.8047,14.9885,2.0867,0.1404,2.9973,2.5766,2.2225,1.4640,0.0004,2.8219,2.1552,1.8509,0.0374
2026-04-09,46082192488.02,13.4704,0.0824,20.4117,17.8048,14.9885,2.0784,0.1372,2.9979,2.5767,2.2225,1.4582,0.0000,2.8229,2.1554,1.8509,0.0376
2026-04-08,46897659238.44,13.7088,0.0973,20.4117,17.8049,14.9892,2.1152,0.1529,2.9979,2.5767,2.2234,1.4840,0.0021,2.8229,2.1556,1.8515,0.0369
2026-04-07,46415036059.62,13.5677,0.0894,20.4117,17.8049,14.9934,2.0934,0.1434,2.9979,2.5770,2.2249,1.4687,0.0000,2.8229,2.1560,1.8516,0.0373
2026-04-03,46831090524.12,13.6893,0.0960,20.4114,17.8074,14.9946,2.1122,0.1499,3.0002,2.5779,2.2250,1.4819,0.0012,2.8236,2.1578,1.8527,0.0370
2026-04-02,47962758667.56,14.0201,0.1117,20.4117,17.8094,14.9946,2.1632,0.1685,3.0011,2.5789,2.2250,1.5177,0.0049,2.8250,2.1579,1.8527,0.0361
2026-04-01,47280429345.78,13.8206,0.0989,20.4117,17.8113,14.9980,2.1325,0.1583,3.0011,2.5800,2.2256,1.4961,0.0016,2.8250,2.1579,1.8530,0.0366
2026-03-31,46498246952.52,13.5920,0.0911,20.4117,17.8123,15.0048,2.0972,0.1443,3.0011,2.5802,2.2265,1.4713,0.0000,2.8260,2.1584,1.8543,0.0372
2026-03-30,47097365381.4,13.7671,0.0969,20.4117,17.8123,15.0106,2.1242,0.1550,3.0011,2.5820,2.2272,1.4903,0.0008,2.8265,2.1590,1.8543,0.0367
2026-03-27,46531531309.68,13.6017,0.0910,20.4114,17.8151,15.0130,2.0987,0.1446,3.0002,2.5823,2.2273,1.4724,0.0000,2.8270,2.1594,1.8545,0.0372
2026-03-26,46581457845.42,13.6163,0.0915,20.4117,17.8161,15.0130,2.1009,0.1454,3.0011,2.5823,2.2273,1.4740,0.0000,2.8270,2.1596,1.8545,0.0372
2026-03-25,47396924595.84,13.8547,0.0998,20.4117,17.8172,15.0220,2.1377,0.1579,3.0011,2.5823,2.2273,1.4998,0.0000,2.8270,2.1597,1.8545,0.0365
2026-03-24,47579988560.22,13.9082,0.1014,20.4117,17.8225,15.0230,2.1460,0.1599,3.0011,2.5826,2.2276,1.5056,0.0000,2.8281,2.1599,1.8546,0.0364
2026-03-23,47879547774.66,13.9958,0.1068,20.4117,17.8240,15.0275,2.1595,0.1645,3.0011,2.5834,2.2283,1.5151,0.0012,2.8281,2.1608,1.8552,0.0361
2026-03-20,49294132953.96,17.8545,0.5054,20.4114,17.8225,15.0389,2.3345,0.3068,3.0002,2.5850,2.2296,1.6507,0.0589,2.8270,2.1618,1.8580,0.0235
2026-03-19,48478666203.54,17.5591,0.4648,20.4117,17.8198,15.0293,2.2959,0.2719,3.0011,2.5852,2.2289,1.6234,0.0461,2.8281,2.1619,1.8580,0.0239
2026-03-18,48761583239.4,17.6616,0.4786,20.4117,17.8225,15.0293,2.3093,0.2836,3.0011,2.5854,2.2289,1.6329,0.0515,2.8281,2.1620,1.8580,0.0238
2026-03-17,49061142453.84,17.7701,0.4905,20.4117,17.8225,15.0293,2.3234,0.2943,3.0011,2.5855,2.2289,1.6429,0.0548,2.8281,2.1621,1.8580,0.0236
2026-03-16,48794867596.56,17.6736,0.4802,20.4117,17.8225,15.0293,2.3108,0.2848,3.0011,2.5855,2.2289,1.6340,0.0519,2.8281,2.1630,1.8587,0.0238
2026-03-13,48462024024.96,17.5531,0.4642,20.4114,17.8172,15.0389,2.2951,0.2706,3.0002,2.5861,2.2296,1.6228,0.0457,2.8270,2.1632,1.8604,0.0239
2026-03-12,49061142453.84,17.7701,0.4911,20.4117,17.8198,15.0293,2.3234,0.2934,3.0011,2.5862,2.2289,1.6429,0.0540,2.8281,2.1634,1.8604,0.0236
2026-03-11,49377343846.86,17.8846,0.5091,20.4117,17.8225,15.0293,2.3384,0.3083,3.0011,2.5863,2.2289,1.6535,0.0589,2.8281,2.1635,1.8609,0.0235
2026-03-10,49810040489.94,18.0413,0.5280,20.4117,17.8172,15.0293,2.3589,0.3281,3.0011,2.5869,2.2289,1.6680,0.0647,2.8281,2.1640,1.8611,0.0233
2026-03-09,50043030990.06,18.1257,0.5379,20.4117,17.8151,15.0293,2.3699,0.3376,3.0011,2.5872,2.2289,1.6758,0.0684,2.8281,2.1644,1.8612,0.0232
2026-03-06,50192810597.28,18.1800,0.5441,20.4114,17.8172,15.0389,2.3770,0.3423,3.0002,2.5899,2.2296,1.6808,0.0704,2.8293,2.1648,1.8623,0.0231
2026-03-05,49344059489.7,17.8726,0.5080,20.4117,17.8161,15.0293,2.3368,0.3061,3.0011,2.5902,2.2289,1.6524,0.0581,2.8293,2.1649,1.8623,0.0235
2026-03-04,49410628204.02,17.8967,0.5111,20.4117,17.8151,15.0293,2.3400,0.3087,3.0011,2.5905,2.2289,1.6546,0.0585,2.8293,2.1649,1.8630,0.0235
2026-03-03,49177637703.9,17.8123,0.4992,20.4117,17.8151,15.0293,2.3290,0.2993,3.0011,2.5905,2.2289,1.6468,0.0552,2.8301,2.1654,1.8630,0.0236
2026-03-02,48545234917.86,17.5832,0.4707,20.4117,17.8172,15.0293,2.2990,0.2745,3.0011,2.5910,2.2289,1.6256,0.0462,2.8304,2.1655,1.8642,0.0239
2026-02-27,48062611739.04,17.4084,0.4448,20.4114,17.8240,15.0389,2.2762,0.2521,3.0002,2.5923,2.2296,1.6095,0.0375,2.8304,2.1664,1.8649,0.0241
2026-02-26,47779694703.18,17.3059,0.4297,20.4117,17.8255,15.0293,2.2628,0.2361,3.0011,2.5923,2.2289,1.6000,0.0301,2.8304,2.1673,1.8649,0.0243
2026-02-25,48062611739.04,17.4084,0.4446,20.4117,17.8270,15.0293,2.2762,0.2518,3.0011,2.5925,2.2289,1.6095,0.0371,2.8304,2.1683,1.8666,0.0241
2026-02-24,47846263417.5,17.3301,0.4322,20.4117,17.8290,15.0293,2.2659,0.2406,3.0011,2.5929,2.2289,1.6022,0.0313,2.8304,2.1687,1.8672,0.0242
2026-02-13,47812979060.34,17.3180,0.4297,20.4044,17.8427,15.0392,2.2643,0.2371,3.0011,2.5947,2.2297,1.6011,0.0304,2.8328,2.1699,1.8701,0.0243
2026-02-12,48062611739.04,17.4084,0.4427,20.4044,17.8427,15.0392,2.2762,0.2503,3.0011,2.5947,2.2297,1.6095,0.0362,2.8328,2.1700,1.8710,0.0241
2026-02-11,48678372346.5,17.6315,0.4745,20.4114,17.8427,15.0389,2.3053,0.2763,3.0012,2.5948,2.2296,1.6301,0.0456,2.8341,2.1700,1.8710,0.0238
2026-02-10,48844794132.3,17.6917,0.4792,20.4114,17.8434,15.0389,2.3132,0.2814,3.0012,2.5951,2.2296,1.6356,0.0481,2.8341,2.1701,1.8716,0.0237
2026-02-09,49310775132.54,17.8605,0.5012,20.4114,17.8442,15.0389,2.3353,0.3004,3.0012,2.5955,2.2296,1.6512,0.0535,2.8341,2.1702,1.8716,0.0235
2026-02-06,47197218452.88,17.0950,0.4026,20.4114,17.8434,15.0389,2.2352,0.2071,3.0012,2.5955,2.2296,1.5805,0.0193,2.8341,2.1702,1.8732,0.0246
2026-02-05,47763052524.6,17.2999,0.4287,20.4114,17.8442,15.0389,2.2620,0.2343,3.0012,2.5955,2.2296,1.5994,0.0292,2.8341,2.1702,1.8732,0.0243
2026-02-04,47014154488.5,17.0287,0.3933,20.4114,17.8497,15.0389,2.2265,0.1969,3.0012,2.5961,2.2296,1.5743,0.0157,2.8353,2.1703,1.8744,0.0247
2026-02-03,46448320416.78,16.8237,0.3600,20.4114,17.8497,15.0389,2.1997,0.1825,3.0012,2.5965,2.2297,1.5554,0.0095,2.8375,2.1706,1.8744,0.0250
2026-02-02,46764521809.8,16.9382,0.3764,20.4114,17.8634,15.0389,2.2147,0.1874,3.0012,2.5974,2.2300,1.5660,0.0115,2.8391,2.1708,1.8747,0.0248
2026-01-30,46781163988.38,16.9443,0.3775,20.4114,17.8685,15.0389,2.2155,0.1877,3.0012,2.5981,2.2304,1.5665,0.0119,2.8396,2.1723,1.8747,0.0248
2026-01-29,46781163988.38,16.9443,0.3777,20.4114,17.8708,15.0389,2.2155,0.1878,3.0012,2.5987,2.2318,1.5665,0.0119,2.8396,2.1726,1.8770,0.0248
2026-01-28,46481604773.94,16.8358,0.3612,20.4114,17.8716,15.0389,2.2013,0.1833,3.0012,2.5990,2.2318,1.5565,0.0095,2.8396,2.1738,1.8772,0.0250
2026-01-27,47030796667.08,17.0347,0.3913,20.4114,17.8732,15.0389,2.2273,0.1956,3.0012,2.5995,2.2320,1.5749,0.0136,2.8396,2.1739,1.8778,0.0247
2026-01-26,47879547774.66,17.3421,0.4292,20.4114,17.8776,15.0389,2.2675,0.2381,3.0012,2.6004,2.2323,1.6033,0.0280,2.8396,2.1742,1.8778,0.0242
2026-01-23,47163934095.72,17.0829,0.3993,20.4114,17.8821,15.0389,2.2336,0.2021,3.0015,2.6008,2.2323,1.5794,0.0161,2.8397,2.1753,1.8780,0.0246
2026-01-22,47097365381.4,17.0588,0.3954,20.4114,17.8850,15.0389,2.2304,0.1985,3.0015,2.6010,2.2323,1.5771,0.0148,2.8397,2.1753,1.8782,0.0246
2026-01-21,47197218452.88,17.0950,0.3991,20.4114,17.8911,15.0389,2.2352,0.2035,3.0016,2.6010,2.2325,1.5805,0.0157,2.8410,2.1753,1.8801,0.0246
2026-01-20,47430208953.0,17.1794,0.4073,20.4114,17.8915,15.0389,2.2462,0.2154,3.0016,2.6026,2.2325,1.5883,0.0198,2.8410,2.1763,1.8807,0.0245
2026-01-19,47380282417.26,17.1613,0.4053,20.4117,17.8915,15.0389,2.2438,0.2121,3.0016,2.6030,2.2325,1.5866,0.0181,2.8413,2.1765,1.8812,0.0245
2026-01-16,47613272917.38,17.2457,0.4150,20.4194,17.8979,15.0389,2.2549,0.2223,3.0038,2.6048,2.2325,1.5944,0.0218,2.8432,2.1783,1.8814,0.0244
2026-01-15,47563346381.64,17.2276,0.4135,20.4194,17.8982,15.0389,2.2525,0.2203,3.0038,2.6049,2.2325,1.5927,0.0210,2.8432,2.1786,1.8821,0.0244
2026-01-14,47862905596.08,17.3361,0.4259,20.4194,17.8999,15.0389,2.2667,0.2348,3.0045,2.6051,2.2325,1.6028,0.0243,2.8433,2.1798,1.8827,0.0242
2026-01-13,48229033524.84,17.4687,0.4440,20.4198,17.9009,15.0389,2.2840,0.2504,3.0047,2.6053,2.2325,1.6150,0.0305,2.8442,2.1813,1.8836,0.0240
2026-01-12,48062611739.04,17.4084,0.4362,20.4198,17.9050,15.0389,2.2762,0.2434,3.0049,2.6057,2.2325,1.6095,0.0288,2.8443,2.1816,1.8849,0.0241
2026-01-09,48428739667.8,17.5410,0.4529,20.4294,17.9135,15.0389,2.2935,0.2577,3.0066,2.6080,2.2325,1.6217,0.0342,2.8462,2.1822,1.8851,0.0240
2026-01-08,48295602239.16,17.4928,0.4465,20.4294,17.9153,15.0389,2.2872,0.2533,3.0066,2.6087,2.2325,1.6173,0.0317,2.8462,2.1829,1.8858,0.0240
2026-01-07,47796336881.76,17.3120,0.4238,20.4318,17.9172,15.0389,2.2635,0.2306,3.0072,2.6109,2.2325,1.6005,0.0235,2.8465,2.1830,1.8863,0.0243
2026-01-06,47946116488.98,17.3662,0.4300,20.4324,17.9185,15.0389,2.2706,0.2368,3.0079,2.6118,2.2325,1.6056,0.0247,2.8465,2.1833,1.8866,0.0242
2026-01-05,47962758667.56,17.3723,0.4308,20.4346,17.9340,15.0389,2.2714,0.2381,3.0084,2.6124,2.2325,1.6061,0.0255,2.8479,2.1836,1.8873,0.0242
2025-12-31,47363640238.68,17.1553,0.4043,20.4393,17.9343,15.0389,2.2431,0.2100,3.0086,2.6135,2.2325,1.5860,0.0177,2.8498,2.1841,1.8891,0.0245
2025-12-30,47496777667.32,17.2035,0.4080,20.4448,17.9396,15.0389,2.2494,0.2166,3.0098,2.6139,2.2325,1.5905,0.0193,2.8510,2.1846,1.8894,0.0244
2025-12-29,47513419845.9,17.2095,0.4088,20.4499,17.9447,15.0389,2.2501,0.2178,3.0098,2.6156,2.2325,1.5911,0.0193,2.8516,2.1851,1.8915,0.0244
2025-12-26,47946116488.98,17.3662,0.4284,20.4573,17.9513,15.0389,2.2706,0.2354,3.0119,2.6173,2.2325,1.6056,0.0235,2.8533,2.1877,1.8918,0.0510
2025-12-25,48029327381.88,17.3964,0.4306,20.4573,17.9551,15.0389,2.2746,0.2384,3.0119,2.6179,2.2325,1.6083,0.0247,2.8533,2.1878,1.8936,0.0509
2025-12-24,47696483810.28,17.2758,0.4175,20.4606,17.9613,15.0389,2.2588,0.2235,3.0123,2.6190,2.2325,1.5972,0.0214,2.8534,2.1882,1.8947,0.0512
2025-12-23,47247144988.62,17.1131,0.4014,20.4606,17.9637,15.0389,2.2375,0.2058,3.0131,2.6197,2.2325,1.5821,0.0173,2.8555,2.1887,1.8962,0.0517
2025-12-22,47446851131.58,17.1854,0.4063,20.4640,17.9667,15.0389,2.2470,0.2153,3.0139,2.6203,2.2325,1.5888,0.0185,2.8556,2.1897,1.8965,0.0515
2025-12-19,47230502810.04,17.1070,0.3996,20.4803,17.9699,15.0389,2.2367,0.2041,3.0147,2.6209,2.2325,1.5816,0.0165,2.8563,2.1909,1.8971,0.0518
2025-12-18,47413566774.42,17.1733,0.4043,20.4803,17.9717,15.0389,2.2454,0.2128,3.0147,2.6211,2.2325,1.5877,0.0173,2.8563,2.1910,1.8976,0.0516
2025-12-17,46980870131.34,17.0166,0.3890,20.4834,17.9738,15.0389,2.2249,0.1931,3.0157,2.6213,2.2325,1.5732,0.0128,2.8565,2.1917,1.8977,0.0520
2025-12-16,46747879631.22,16.9322,0.3751,20.4839,17.9755,15.0389,2.2139,0.1861,3.0169,2.6217,2.2328,1.5654,0.0107,2.8566,2.1924,1.8988,0.0523
2025-12-15,47147291917.14,17.0769,0.3965,20.4839,17.9780,15.0389,2.2328,0.1997,3.0169,2.6219,2.2329,1.5788,0.0144,2.8579,2.1925,1.8991,0.0518
2025-12-12,47064081024.24,17.0467,0.3922,20.4851,17.9994,15.0389,2.2289,0.1959,3.0178,2.6220,2.2335,1.5760,0.0132,2.8590,2.1927,1.8996,0.0519
2025-12-11,46947585774.18,17.0046,0.3870,20.4851,18.0013,15.0389,2.2234,0.1923,3.0178,2.6221,2.2337,1.5721,0.0119,2.8590,2.1928,1.9002,0.0521
2025-12-10,46781163988.38,16.9443,0.3767,20.4879,18.0042,15.0389,2.2155,0.1869,3.0181,2.6222,2.2340,1.5665,0.0111,2.8598,2.1930,1.9003,0.0522
2025-12-09,46614742202.58,16.8840,0.3685,20.4879,18.0057,15.0389,2.2076,0.1844,3.0185,2.6225,2.2340,1.5610,0.0095,2.8602,2.1930,1.9010,0.0524
2025-12-08,46847732702.7,16.9684,0.3816,20.4887,18.0062,15.0389,2.2186,0.1877,3.0185,2.6230,2.2341,1.5688,0.0107,2.8613,2.1931,1.9011,0.0522
2025-12-05,47080723202.82,17.0528,0.3914,20.4917,18.0094,15.0389,2.2297,0.1947,3.0188,2.6243,2.2356,1.5766,0.0115,2.8649,2.1933,1.9037,0.0519
2025-12-04,46980870131.34,17.0166,0.3870,20.4917,18.0112,15.0389,2.2249,0.1910,3.0188,2.6245,2.2361,1.5732,0.0107,2.8649,2.1937,1.9043,0.0520
2025-12-03,47646557274.54,17.2577,0.4100,20.4930,18.0141,15.0389,2.2565,0.2166,3.0192,2.6257,2.2367,1.5955,0.0148,2.8655,2.1948,1.9054,0.0513
2025-12-02,47030796667.08,17.0347,0.3882,20.4937,18.0176,15.0389,2.2273,0.1927,3.0193,2.6269,2.2367,1.5749,0.0107,2.8659,2.1955,1.9057,0.0520
2025-12-01,47396924595.84,17.1673,0.3993,20.4974,18.0233,15.0389,2.2446,0.2071,3.0219,2.6274,2.2374,1.5872,0.0124,2.8661,2.1969,1.9057,0.0516
2025-11-28,46764521809.8,16.9382,0.3749,20.5031,18.0275,15.0389,2.2147,0.1860,3.0222,2.6281,2.2374,1.5660,0.0103,2.8684,2.1984,1.9063,0.0523
2025-11-27,47130649738.56,17.0709,0.3923,20.5031,18.0289,15.0389,2.2320,0.1947,3.0222,2.6281,2.2374,1.5782,0.0103,2.8684,2.1985,1.9070,0.0519
2025-11-26,47579988560.22,17.2336,0.4047,20.5055,18.0308,15.0389,2.2533,0.2124,3.0228,2.6282,2.2378,1.5933,0.0124,2.8697,2.1986,1.9076,0.0514
2025-11-25,47629915095.96,17.2517,0.4063,20.5062,18.0322,15.0389,2.2557,0.2141,3.0229,2.6284,2.2378,1.5950,0.0124,2.8710,2.1989,1.9082,0.0513
2025-11-24,47746410346.02,17.2939,0.4117,20.5107,18.0364,15.0389,2.2612,0.2170,3.0239,2.6294,2.2378,1.5989,0.0128,2.8716,2.1996,1.9082,0.0512
2025-11-21,47230502810.04,17.1070,0.3942,20.5183,18.0399,15.0389,2.2367,0.1988,3.0253,2.6306,2.2378,1.5816,0.0111,2.8722,2.2005,1.9085,0.0518
2025-11-20,48428739667.8,17.5410,0.4393,20.5183,18.0443,15.0389,2.2935,0.2441,3.0253,2.6310,2.2379,1.6217,0.0206,2.8722,2.2008,1.9090,0.0505
2025-11-19,48578519275.02,17.5953,0.4455,20.5214,18.0491,15.0389,2.3006,0.2495,3.0264,2.6319,2.2379,1.6267,0.0214,2.8728,2.2016,1.9092,0.0503
2025-11-18,49177637703.9,17.8123,0.4718,20.5227,18.0534,15.0389,2.3290,0.2721,3.0268,2.6325,2.2379,1.6468,0.0284,2.8744,2.2029,1.9092,0.0497
2025-11-17,49077784632.42,17.7761,0.4656,20.5228,18.0576,15.0389,2.3242,0.2668,3.0272,2.6340,2.2379,1.6434,0.0272,2.8750,2.2044,1.9098,0.0498
2025-11-14,49543765632.66,17.9449,0.4872,20.5228,18.0601,15.0389,2.3463,0.2852,3.0292,2.6361,2.2379,1.6591,0.0317,2.8755,2.2050,1.9103,0.0493
2025-11-13,50026388811.48,18.1197,0.5060,20.5228,18.0654,15.0389,2.3692,0.3055,3.0292,2.6366,2.2379,1.6752,0.0383,2.8755,2.2052,1.9113,0.0489
2025-11-12,50259379311.6,18.2041,0.5163,20.5261,18.0654,15.0389,2.3802,0.3149,3.0296,2.6374,2.2379,1.6830,0.0403,2.8780,2.2058,1.9113,0.0486
2025-11-11,50808571204.74,18.4030,0.5430,20.5438,18.0654,15.0389,2.4062,0.3339,3.0299,2.6385,2.2379,1.7014,0.0469,2.8785,2.2063,1.9119,0.0481
2025-11-10,50342590204.5,18.2342,0.5212,20.5449,18.0654,15.0389,2.3841,0.3178,3.0301,2.6396,2.2379,1.6858,0.0408,2.8795,2.2068,1.9119,0.0486
2025-11-07,49710187418.46,18.0052,0.4922,20.5486,18.0706,15.0389,2.3542,0.2918,3.0323,2.6402,2.2379,1.6646,0.0325,2.8808,2.2091,1.9125,0.0492
2025-11-06,48030380916.18,17.3967,0.4207,20.5486,18.0734,15.0389,2.2746,0.2285,3.0323,2.6405,2.2379,1.6084,0.0148,2.8808,2.2098,1.9143,0.0509
2025-11-05,48030380916.18,17.3967,0.4207,20.5496,18.0762,15.0389,2.2746,0.2285,3.0327,2.6412,2.2379,1.6084,0.0148,2.8818,2.2106,1.9147,0.0509
2025-11-04,48263376527.0,17.4811,0.4315,20.5499,18.0809,15.0389,2.2857,0.2371,3.0335,2.6417,2.2379,1.6162,0.0165,2.8827,2.2109,1.9150,0.0506
2025-11-03,48230091439.74,17.4691,0.4294,20.5563,18.0855,15.0389,2.2841,0.2359,3.0356,2.6423,2.2379,1.6151,0.0161,2.8833,2.2115,1.9162,0.0507
2025-10-31,47980453285.29,17.3787,0.4189,20.5617,18.0866,15.0389,2.2723,0.2263,3.0367,2.6444,2.2379,1.6067,0.0140,2.8838,2.2127,1.9168,0.0509
2025-10-30,47664244956.32,17.2641,0.4072,20.5617,18.0903,15.0389,2.2573,0.2137,3.0367,2.6449,2.2379,1.5961,0.0119,2.8838,2.2127,1.9168,0.0513
2025-10-29,47913883110.77,17.3546,0.4154,20.5638,18.0973,15.0389,2.2691,0.2240,3.0370,2.6456,2.2379,1.6045,0.0128,2.8845,2.2131,1.9168,0.0510
