date,经营活动产生的现金流量净额,累积同比,自由现金流量,经营活动产生的现金流量净额对净利润的比率
2026-03-31,1056054994,0.0778,4245434057,1.3821
2025-12-31,5513082840,0.2523,4249667828,1.3234
2025-09-30,2925359804,-0.087,3135870851,1.2013
2025-06-30,2860194941,0.2103,4013954333,1.4358
2025-03-31,979855112,0.2457,3773604005,1.257
2024-12-31,4402199387,0.0502,3617298434,1.1653
2024-09-30,3204267651,0.0505,3585828598,1.1673
2024-06-30,2363114807,0.3336,4019167265,1.296
2024-03-31,786578192,1.6118,3923852614,1.3768
2023-12-31,4191742950,0.3943,3360962593,1.3209
2023-09-30,3050175057,0.5116,3085811607,1.2566
2023-06-30,1771924806,-0.0687,1857635206,0.9251
2023-03-31,301166852,-0.3299,1848136124,0.9887
2022-12-31,3006375016,0.5952,2056591279,1.204
2022-09-30,2017864833,0.3868,1576711455,1.0557
2022-06-30,1902704679,0.8062,1908495345,1.2637
2022-03-31,459140530,0.6473,1256392337,0.9001
2021-12-31,1870515968,-0.1589,1004272852,0.8989
2021-09-30,1465722019,-0.0517,1313597712,1.1893
2021-06-30,1054532656,-0.0096,1495207014,1.1508
2021-03-31,278730291,-0.568,1118877603,1.0754
2020-12-31,2223984706,0.1408,1609221707,1.3749
2020-09-30,1545410365,0.0175,1379692876,1.1527
2020-06-30,1067408398,-0.0999,1233544153,1.2517
2020-03-31,644762088,0.945,1766929502,1.515
2019-12-31,1971829766,0.0317,1437156162,0.9218
2019-09-30,1518904571,-0.0033,1446696674,0.8209
2019-06-30,1185931159,0.0927,1519271901,0.8525
2019-03-31,331499982,0.4199,1400014258,0.9077
2018-12-31,1911246818,0.1955,1325886277,1.2959
2018-09-30,1523986905,0.2917,1334980816,1.2753
2018-06-30,1083034823,0.3917,1372706784,1.3117
2018-03-31,233463249,0.729,1274486683,1.2022
2017-12-31,1560392824,0.1209,1206777359,1.1763
2017-09-30,1179857516,0.1857,1245315573,1.2133
2017-06-30,778200196,0.0943,1123056079,1.1107
2017-03-31,135026124,-0.2521,1019905247,1.0608
2016-12-31,1392140677,0.105,1043847437,1.1527
2016-09-30,995089469,0.0817,1006694643,1.0282
2016-06-30,711114704,0.0922,1009080800,1.0372
