日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-03,=43.2800,=43.2800,=43.2800,=43.2800,=149866928648.4001,=89816707688.0,=37643571807.6,,=0.2619,,,,
2026-07-02,=41.9200,=41.9200,=41.9200,=41.9200,=145157616657.6001,=86994371218.0,=36460686926.4,,=0.2537,,,,
2026-07-01,=42.7800,=42.7800,=42.7800,=42.7800,=148135563945.9001,=88779083986.0,=37208687660.1,,=0.2589,,,,
2026-06-30,=43.3000,=43.3000,=43.3000,=43.3000,=149936183236.5,=89858212637.0,=37660967173.5,,=0.2621,,,,
2026-06-29,=44.4900,=44.4900,=44.4900,=44.4900,=154056831228.4501,=92327757048.0,=38695991444.55,,=0.2693,,,,
2026-06-26,=42.3900,=42.3900,=42.3900,=42.3900,=146785099477.9501,=87969737498.0,=36869478025.05,,=0.2566,,,,
2026-06-25,=45.4300,=45.4300,=45.4300,=45.4300,=157311796869.1501,=94278489609.0,=39513573641.85,,=0.2750,,,,
2026-06-24,=47.3300,=47.3300,=47.3300,=47.3300,=163890982738.65,=98221459679.0,=41166133402.35,,=0.2865,,,,
2026-06-23,=49.3700,=49.3700,=49.3700,=49.3700,=170954950724.8501,=102454964385.0,=42940460724.15,,=0.2988,,,,
2026-06-22,=54.8600,=54.8600,=54.8600,=54.8600,=189965335158.3001,=113848072638.0,=47715488663.7,,=0.3320,,,,
2026-06-18,=53.3100,=53.3100,=53.3100,=53.3100,=184598104580.5501,=110631439161.0,=46367347806.45,,=0.3226,,,,
2026-06-17,=48.4600,=48.4600,=48.4600,=48.4600,=167803866966.3001,=100566489246.0,=42148971575.7,,=0.2933,,,,
2026-06-16,=46.5000,=46.5000,=46.5000,=46.5000,=161016917332.5,=96499004333.0,=40444225717.5,,=0.2814,,,,
2026-06-15,=47.3600,=47.3600,=47.3600,=47.3600,=163994864620.8001,=98283717101.0,=41192226451.2,,=0.2866,,,,
2026-06-12,=43.0500,=43.0500,=43.0500,=43.0500,=149070500885.25,=89339400785.0,=37443525099.75,,=0.2606,,,,
2026-06-11,=40.1400,=40.1400,=40.1400,=40.1400,=138993958316.7001,=83300430837.0,=34912499361.3,,=0.2429,,,,
2026-06-10,=40.4900,=40.4900,=40.4900,=40.4900,=140205913608.4501,=84026767428.0,=35216918264.55,,=0.2451,,,,
2026-06-09,=41.3600,=41.3600,=41.3600,=41.3600,=143218488190.8001,=85832232671.0,=35973616681.2,,=0.2503,,,,
2026-06-08,=40.8700,=40.8700,=40.8700,=40.8700,=141521750782.3501,=84815361442.0,=35547430216.65,,=0.2474,,,,
2026-06-05,=44.3600,=44.3600,=44.3600,=44.3600,=153606676405.8001,=92057974886.0,=38582921566.2,,=0.2685,,,,
2026-06-04,=46.0500,=46.0500,=46.0500,=46.0500,=159458689100.25,=95565143000.0,=40052829984.75,,=0.2787,,,,
2026-06-03,=48.0200,=48.0200,=48.0200,=48.0200,=166280266028.1001,=99653380388.0,=41766273525.9,,=0.2906,,,,
2026-06-02,=47.4800,=47.4800,=47.4800,=47.4800,=164410392149.4,=98532746789.0,=41296598646.6,,=0.2874,,,,
2026-06-01,=43.1600,=43.1600,=43.1600,=43.1600,=149451401119.8,=89567678000.0,=37539199612.2,,=0.2612,,,,
2026-05-29,=43.5000,=43.5000,=43.5000,=43.5000,=150628729117.5,=90273262118.0,=37834920832.5,,=0.2633,,,,
2026-05-28,=43.4700,=43.4700,=43.4700,=43.4700,=150524847235.3501,=90211004695.0,=37808827783.65,,=0.2631,,,,
2026-05-27,=44.1200,=44.1200,=44.1200,=44.1200,=152775621348.6001,=91559915509.0,=38374177175.4,,=0.2670,,,,
2026-05-26,=46.5400,=46.5400,=46.5400,=46.5400,=161155426508.7001,=96582014229.0,=40479016449.3,,=0.2817,,,,
2026-05-25,=45.0300,=45.0300,=45.0300,=45.0300,=155926705107.1501,=93448390647.0,=39165666323.85,,=0.2725,,,,
2026-05-22,=45.2800,=45.2800,=45.2800,=45.2800,=156792387458.4001,=93967202498.0,=39383108397.6,,=0.2740,,,,
2026-05-21,=43.4800,=43.4800,=43.4800,=43.4800,=150559474529.4,=90231757169.0,=37817525466.6,,=0.2632,,,,
2026-05-20,=44.9600,=44.9600,=44.9600,=44.9600,=155684314048.8001,=93303123329.0,=39104782543.2,,=0.2721,,,,
2026-05-19,=44.1200,=44.1200,=44.1200,=44.1200,=152775621348.6001,=91559915509.0,=38374177175.4,,=0.2670,,,,
2026-05-18,=45.4400,=45.4400,=45.4400,=45.4400,=157346424163.2001,=94299242083.0,=39522271324.8,,=0.2750,,,,
2026-05-15,=46.3700,=46.3700,=46.3700,=46.3700,=160566762509.8501,=96229222170.0,=40331155839.15,,=0.2806,,,,
2026-05-14,=48.4000,=48.4000,=48.4000,=48.4000,=167596103202.0,=100441974402.0,=42096785478.0,,=0.2929,,,,
2026-05-13,=50.0600,=50.0600,=50.0600,=50.0600,=173344234014.3001,=103886885094.0,=43540600847.7,,=0.3030,,,,
2026-05-12,=49.1400,=49.1400,=49.1400,=49.1400,=170158522961.7001,=101977657482.0,=42740414016.3,,=0.2974,,,,
2026-05-11,=48.2700,=48.2700,=48.2700,=48.2700,=167145948379.3501,=100172192239.0,=41983715599.65,,=0.2921,,,,
2026-05-08,=48.7600,=48.7600,=48.7600,=48.7600,=168842685787.8001,=101189063468.0,=42409902064.2,,=0.2951,,,,
2026-05-07,=47.6000,=47.6000,=47.6000,=47.6000,=164825919678.0001,=98781776478.0,=41400970842.0,,=0.2881,,,,
2026-05-06,=46.9300,=46.9300,=46.9300,=46.9300,=162505890976.6501,=97391360717.0,=40818226084.35,,=0.2840,,,,
2026-04-30,=45.4600,=45.4600,=45.4600,=45.4600,=157415678751.3001,=94340747031.0,=39539666690.7,,=0.2751,,,,
2026-04-29,=46.3800,=46.3800,=46.3800,=46.3800,=160601389803.9001,=96249974644.0,=40339853522.1,,=0.2807,,,,
2026-04-28,=44.2800,=44.2800,=44.2800,=44.2800,=153329658053.4001,=91891955093.0,=38513340102.6,,=0.2815,,,,
2026-04-27,=44.7900,=44.7900,=44.7900,=44.7900,=155095650049.9501,=92950331270.0,=38956921933.05,,=0.2848,,,,
