date,metric,value
2026-03-31,速动比率,1.649
2026-03-31,基本每股收益,0.17
2026-03-31,资产负债率,0.3489
2026-03-31,营业收入,17617218000
2026-03-31,经营活动产生的现金流量净额,5131729000
2026-03-31,货币资金,752537295882.9
2026-03-31,流动负债合计,4270189000
2026-03-31,净利润率,0.0944
2026-03-31,经营活动产生的现金流量净额对净利润的比率,4.0704
2026-03-31,资本回报率(ROIC),0.0272
2026-03-31,负债合计,132789143000
2026-03-31,应收账款,6134838000
2026-03-31,流动比率,2.126
2026-03-31,所有者权益合计,247756712000
2026-03-31,毛利率(GM),0.2124
2026-03-31,流动资产合计,0
2026-03-31,自由现金流量,-29280245000
2026-03-31,归属于母公司普通股股东的净利润,1361209000
2026-03-31,总资产收益率(ROA),0.0179
2026-03-31,有息负债率,0.2642
2026-03-31,净资产收益率(ROE),0.0271
2026-03-31,资产合计,380545855000
2026-03-31,长期负债合计,70617767000
