date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,17617218000,0.0807,0.17,1361209000
2025-12-31,67323192000,0.1649,0.63,5040734000
2025-09-30,49510416000,0.1822,0.48,3818071000
2025-06-30,32348049000,0.2314,0.29,2300866000
2025-03-31,16301085000,0.2944,0.17,1356374000
2024-12-31,57795570000,0.2772,0.46,3698665000
2024-09-30,41878720000,0.2653,0.34,2706192000
2024-06-30,26269310000,0.2323,0.21,1646285000
2024-03-31,12593782000,0.2336,0.06,508959000
2023-12-31,45250425000,-0.0861,0.61,4822814000
2023-09-30,33098244000,-0.1235,0.46,3674784000
2023-06-30,21317790000,-0.1331,0.38,2997265000
2023-03-31,10208898000,-0.1388,0.2,1591324000
2022-12-31,49516084000,0.3897,1.53,12133079000
2022-09-30,37763559000,0.4885,1.19,9389507000
2022-06-30,24592245000,0.5284,0.79,6251770000
2022-03-31,11854010000,0.6256,0.36,2843451000
2021-12-31,35630634000,0.297,1.36,10733098000
2021-09-30,25370997000,0.2198,0.93,7318276000
2021-06-30,16090387000,0.2225,0.66,5241321000
2021-03-31,7291961000,0.1392,0.13,1032154000
2020-12-31,27470709000,0.2477,0.67,4332270000
2020-09-30,20799659000,0.3023,0.51,3080189000
2020-06-30,13161499000,0.2938,0.26,1386406000
2020-03-31,6401135983,0.3842,0.08,436631726
2019-12-31,22017882940,-0.0434,0.34,1793764170
2019-09-30,15971502000,,0.22,1146625000
2019-06-30,10172399000,,0.06,322547000
2019-03-31,4624563624,,0.04,216772469
2018-12-31,23016706842,0.0761,0.14,747278323
2017-12-31,21389822412,,0.27,1244990602
