date,速动比率,基本每股收益,资产负债率,营业收入,经营活动产生的现金流量净额,货币资金,流动负债合计,净利润率,经营活动产生的现金流量净额对净利润的比率,资本回报率(ROIC),负债合计,应收账款,流动比率,所有者权益合计,毛利率(GM),流动资产合计,自由现金流量,归属于母公司普通股股东的净利润,总资产收益率(ROA),有息负债率,净资产收益率(ROE),资产合计,长期负债合计
2026-03-31,1.649,0.17,0.3489,17617218000,5131729000,752537295882.9,4270189000,0.0944,4.0704,0.0272,132789143000,6134838000,2.126,247756712000,0.2124,0,-29280245000,1361209000,0.0179,0.2642,0.0271,380545855000,70617767000
