date,metric,value
2025-12-31,资产负债率,0.902
2025-12-31,自由现金流量,436390000000
2025-12-31,净利润率,0.4477
2025-12-31,营业收入,337532000000
2025-12-31,经营活动产生的现金流量净额对净利润的比率,2.9873
2025-12-31,基本每股收益,5.7
2025-12-31,归属于母公司普通股股东的净利润,150181000000
2025-12-31,净资产收益率(ROE),0.1202
2025-12-31,总资产收益率(ROA),0.012
2025-12-31,经营活动产生的现金流量净额,451457000000
