date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2025-12-31,150181000000,0.0121,5.7,337532000000
2025-09-30,113772000000,0.0052,4.43,251420000000
2025-06-30,74930000000,0.0025,2.89,169969000000
2025-03-31,37286000000,-0.0208,1.48,83751000000
2024-12-31,148391000000,0.0122,5.66,337488000000
2024-09-30,113184000000,-0.0062,4.41,252709000000
2024-06-30,74743000000,-0.0133,2.89,172945000000
2024-03-31,38077000000,-0.0196,1.51,86417000000
2023-12-31,146602000000,0.0622,5.63,339123000000
2023-09-30,113890000000,0.0652,4.44,260279000000
2023-06-30,75752000000,0.0912,2.93,178460000000
2023-03-31,38839000000,0.0782,1.54,90636000000
2022-12-31,138012000000,0.1508,5.26,344783000000
2022-09-30,106922000000,0.1421,4.15,264833000000
2022-06-30,69420000000,0.1352,2.67,179091000000
2022-03-31,36022000000,0.1252,1.43,91990000000
2021-12-31,119922000000,0.232,4.61,331253000000
2021-09-30,93615000000,0.2221,3.62,251410000000
2021-06-30,61150000000,0.2282,2.35,168749000000
2021-03-31,32015000000,0.1518,1.27,84751000000
2020-12-31,97342000000,0.0482,3.79,290482000000
2020-09-30,76603000000,-0.0082,3.02,221430000000
2020-06-30,49788000000,-0.0163,1.97,148353000000
2020-03-31,27795000000,0.1012,1.1,76603000000
2019-12-31,92867000000,0.1528,3.62,269703000000
2019-09-30,77239000000,0.1463,3.05,207730000000
2019-06-30,50612000000,0.1308,2.01,138301000000
2019-03-31,25240000000,0.1132,1,68739000000
2018-12-31,80560000000,0.1484,3.13,248555000000
2018-09-30,67380000000,0.1458,2.66,188221000000
2018-06-30,44756000000,0.14,1.77,126146000000
2018-03-31,22674000000,0.135,0.9,61296000000
2017-12-31,70150000000,0.13,2.78,220897000000
2017-09-30,58805000000,0.1278,2.33,165703000000
2017-06-30,39259000000,0.1143,1.56,112666000000
2017-03-31,19977000000,0.0887,0.79,57075000000
2016-12-31,62081000000,0.076,2.46,209025000000
2016-09-30,52142000000,0.0751,2.07,160291000000
2016-06-30,35231000000,0.0684,1.4,112919000000
