date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,12513846247,-0.0463,2117951995,0.2603
2025-12-31,53014434927,-0.0831,7393381322,0.9166
2025-09-30,40572491647,-0.0861,6517030546,0.8135
2025-06-30,25696904637,-0.0518,3794528035,0.4763
2025-03-31,13121801284,-0.0699,2078173519,0.2676
2024-12-31,57819279281,0.0195,6643033266,0.8669
2024-09-30,44395208099,0.0434,6577795629,0.8634
2024-06-30,27101636544,0.0279,3743702443,0.4902
2024-03-31,14107816667,0.0643,2035488979,0.2671
2023-12-31,56711862470,0.1232,6704936954,0.8754
2023-09-30,42548712586,0.1147,6051980713,0.7938
2023-06-30,26366537416,0.1618,3336922611,0.4356
2023-03-31,13255789154,0.2005,1613692031,0.2105
2022-12-31,50489243624,0.1536,4079375650,0.5213
2022-09-30,38170789628,0.1802,4126335551,0.5342
2022-06-30,22693994083,0.1758,2347976202,0.3022
2022-03-31,11042015520,0.201,1037552667,0.1328
2021-12-31,43681745822,0.1109,2436891837,0.3202
2021-09-30,32310181593,0.0888,3461274196,0.4756
2021-06-30,19288873831,0.1041,2336834246,0.319
2021-03-31,9194080949,0.2122,1219371458,0.1656
2020-12-31,39320364094,-0.0734,5515627276,0.777
2020-09-30,29676002860,-0.0797,5210932944,0.7444
2020-06-30,17470336116,-0.1091,3075779958,0.438
2020-03-31,7584831638,-0.2502,1477728662,0.2102
2019-12-31,42433460266,0.0347,4755460882,0.6705
2019-09-30,32246058972,0.0647,4332672877,0.6034
2019-06-30,19609475054,0.1025,2276029341,0.3204
2019-03-31,10115143589,0.0764,1049957151,0.1473
2018-12-31,41011372736,0.2961,4364098426,0.6256
2018-09-30,30287409359,0.2513,3595335878,0.5298
2018-06-30,17786476420,0.2738,1570506929,0.2314
2018-03-31,9397154644,0.2315,989237776,0.1441
2017-12-31,31645284236,0.0811,3232300016,0.4763
2017-09-30,24205181217,0.0933,2952819231,0.4351
2017-06-30,13963103341,0.0628,1290029978,0.1901
2017-03-31,7630739662,0.1059,930007097,0.137
2016-12-31,29270802965,-0.0642,3916447642,0.5771
2016-09-30,22139965802,-0.0923,3409231825,0.5024
2016-06-30,13138564310,-0.1198,1486337963,0.219
