date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,1.13,-0.0174,23832000000,55090000000
2025-12-31,3.46,-0.0142,77469000000,212741000000
2025-09-30,2.85,-0.0172,63083000000,161234000000
2025-06-30,1.91,-0.0155,43141000000,110458000000
2025-03-31,1.15,-0.0171,23796000000,55683000000
2024-12-31,3.51,0,77205000000,212226000000
2024-09-30,2.9,-0.0301,63006000000,164217000000
2024-06-30,1.94,0.0104,43049000000,113043000000
2024-03-31,1.17,-0.0331,24336000000,57751000000
2023-12-31,3.51,-0.1643,77116000000,210831000000
2023-09-30,2.99,-0.0994,64965000000,161296000000
2023-06-30,1.92,-0.0542,42680000000,111047000000
2023-03-31,1.21,-0.0902,25115000000,55410000000
2022-12-31,4.2,0.1141,91377000000,222374000000
2022-09-30,3.32,0.1254,71808000000,170854000000
2022-06-30,2.03,0.1341,44887000000,115853000000
2022-03-31,1.33,0.1565,27578000000,59403000000
2021-12-31,3.77,0.224,82680000000,221236000000
2021-09-30,2.95,0.2447,64038000000,164047000000
2021-06-30,1.79,0.2345,40112000000,108955000000
2021-03-31,1.15,0.1386,23853000000,55663000000
2020-12-31,3.08,-0.0065,66626000000,203137000000
2020-09-30,2.37,-0.0778,51875000000,151783000000
2020-06-30,1.45,-0.1265,32590000000,100017000000
2020-03-31,1.01,0.0632,20985000000,50258000000
2019-12-31,3.1,0.0877,65868000000,181308000000
2019-09-30,2.57,0.089,54910000000,136606000000
2019-06-30,1.66,0.071,35879000000,89907000000
2019-03-31,0.95,0.1176,19658000000,47619000000
2018-12-31,2.85,0.0401,60620000000,158287000000
2018-09-30,2.36,0.0442,50601000000,114619000000
2018-06-30,1.55,0.0265,33657000000,73385000000
2018-03-31,0.85,-0.0341,17655000000,35332000000
2017-12-31,2.74,-0.0108,57200000000,139975000000
2017-09-30,2.26,0.0044,47149000000,103040000000
2017-06-30,1.51,0.0134,31601000000,68107000000
2017-03-31,0.88,0.0732,16824000000,34546000000
2016-12-31,2.77,0.0532,53850000000,157060000000
2016-09-30,2.25,0.0417,43982000000,118658000000
2016-06-30,1.49,0.0276,29441000000,80870000000
