date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,8337902041,1.0576,2.8,2780222960
2025-12-31,24841854840,1.8729,9.61,9531922730
2025-09-30,16504791211,2.217,6.37,6327092508
2025-06-30,10437170266,2.8264,3.97,3942294268
2025-03-31,4052256538,2.6413,2.22,1572525789
2024-12-31,8646831134,1.7915,4,2837813624
2024-09-30,5130435809,1.4582,2.33,1646072871
2024-06-30,2727674771,1.0907,1.22,865142094
2024-03-31,1112853894,0.8541,0.46,324540534
2023-12-31,3097605751,-0.0643,0.97,688361095
2023-09-30,2087047552,-0.1356,0.61,429563504
2023-06-30,1304683825,-0.1178,0.41,288364884
2023-03-31,600222891,-0.1873,0.21,107834813
2022-12-31,3310573791,0.1383,1.79,903581091
2022-09-30,2414507113,0.1957,1.51,762434252
2022-06-30,1478847956,0.0261,0.91,461086896
2022-03-31,738513304,0.1829,0.26,132422835
2021-12-31,2908376064,0.4557,1.31,661926139
2021-09-30,2019290924,0.4048,0.92,464867506
2021-06-30,1441202576,0.7228,0.64,323005211
2021-03-31,624327163,1.3121,0.3,112405953
2020-12-31,1997937746,0.7152,1.5,491758403
2020-09-30,1437455100,0.8638,1.0402,341847922
2020-06-30,836551633,0.7416,0.5818,191216915
2020-03-31,270030886,0.2061,0.2395,56216207
2019-12-31,1164873682,0.5328,0.9059,212856557
2019-09-30,771245349,0.4441,0.5665,132981191
2019-06-30,480339755,0.4292,0.3436,80662999
2019-03-31,223886415,0.2613,0.1381,32411345
2018-12-31,759950285,-0.1338,0.1366,31832334
2018-09-30,534064923,-0.1932,0.0233,5415476
2018-06-30,336078356,-0.2197,-0.0651,-15154553
2018-03-31,177508928,-0.0732,-0.0156,-3637416
2017-12-31,877365362,0.2289,0.4772,111090906
2017-09-30,661924151,0.2988,0.42,96621576
2017-06-30,430712562,0.2701,0.27,62658606
2017-03-31,191535710,0.309,0.39,29876426
2016-12-31,713931651,0.1606,1.45,105286783
2016-09-30,509629804,0.1327,1.13,80496227
2016-06-30,339112634,0.102,0.71,48470306
