date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2026-04-02,444809227026.88,30.6245,0.9922,11.7641,6.8316,4.4814,22.2169,0.9827,14.9406,9.6666,6.2313,59.1593,0.5699,83.7872,53.9357,31.5827,0.0007
2026-04-01,457840689107.2,31.5217,0.9963,11.7541,6.8313,4.4814,22.8678,0.9926,14.9379,9.6650,6.2313,60.8925,0.5908,83.7872,53.9330,31.5827,0.0007
2026-03-31,440187083726.08,30.3063,0.9893,11.7479,6.8313,4.4814,21.9861,0.9769,14.9364,9.6650,6.2313,58.5446,0.5594,83.7872,53.9330,31.5827,0.0007
2026-03-30,455633988434.56,31.3698,0.9959,11.7461,6.8313,4.4814,22.7576,0.9913,14.9348,9.6650,6.2313,60.5990,0.5883,83.7872,53.9330,31.5827,0.0007
2026-03-27,444729706281.9201,30.6191,0.9930,11.7402,6.8225,4.4814,22.2130,0.9835,14.9337,9.6682,6.2313,59.1488,0.5688,83.7872,53.9383,31.5827,0.0007
2026-03-26,454262255584.0,31.2754,0.9955,11.7347,6.8215,4.4814,22.6891,0.9905,14.9310,9.6666,6.2313,60.4166,0.5860,83.7872,53.9357,31.5827,0.0007
2026-03-25,473347234374.4,32.5893,0.9983,11.7328,6.8206,4.4814,23.6423,0.9975,14.9301,9.6650,6.2313,62.9549,0.6114,83.7872,53.9330,31.5827,0.0007
2026-03-24,465196358016.0,32.0282,0.9983,11.7239,6.8206,4.4814,23.2352,0.9946,14.9279,9.6650,6.2313,61.8708,0.5990,83.7872,53.9330,31.5827,0.0007
2026-03-23,457681647617.28,31.5108,0.9971,11.7166,6.8184,4.4814,22.8599,0.9934,14.9254,9.6650,6.2313,60.8714,0.5887,83.7872,53.9330,31.5827,0.0007
2026-03-20,474192142289.6,32.6475,0.9988,11.7092,6.8146,4.4814,23.6845,0.9979,14.9172,9.6682,6.2313,63.0673,0.6125,83.7872,53.9383,31.5827,0.0007
2026-03-19,437761701004.8,30.1393,0.9922,11.7092,6.8139,4.4814,21.8649,0.9790,14.9160,9.6666,6.2313,58.2220,0.5546,83.7872,53.9357,31.5827,0.0007
2026-03-18,428318612540.8,29.4892,0.9897,11.7003,6.8133,4.4814,21.3933,0.9732,14.8938,9.6650,6.2313,56.9661,0.5408,83.7872,53.9330,31.5827,0.0007
2026-03-17,386997645440.96,26.6443,0.9678,11.6922,6.8129,4.4814,19.3294,0.9394,14.8911,9.6650,6.2313,51.4704,0.4649,83.7872,53.9330,31.5827,0.0008
2026-03-16,410754467997.76,28.2799,0.9785,11.6805,6.8127,4.4814,20.5160,0.9587,14.8849,9.6650,6.2313,54.6301,0.5078,83.7872,53.9383,31.5827,0.0008
2026-03-13,391669489207.36,26.9659,0.9711,11.6767,6.8035,4.4814,19.5628,0.9439,14.8814,9.6612,6.2313,52.0918,0.4720,83.7872,53.9383,31.5827,0.0008
2026-03-12,376500907106.24,25.9216,0.9612,11.6762,6.8017,4.4814,18.8051,0.9274,14.8695,9.6580,6.2313,50.0744,0.4491,83.7872,53.9902,31.5827,0.0008
2026-03-11,390874281757.76,26.9112,0.9711,11.6692,6.8000,4.4814,19.5230,0.9435,14.8618,9.6548,6.2313,51.9860,0.4711,83.7872,54.0421,31.5827,0.0008
2026-03-10,394949719936.96,27.1918,0.9728,11.6601,6.7980,4.4814,19.7266,0.9488,14.8580,9.6469,6.2313,52.5281,0.4777,83.7872,54.0421,31.5827,0.0008
2026-03-09,381699575808.0,26.2795,0.9666,11.6517,6.7978,4.4808,19.0648,0.9356,14.8491,9.6384,6.2313,50.7658,0.4579,83.7872,54.0421,31.5827,0.0008
2026-03-06,399591743424.0,27.5114,0.9757,11.6397,6.7937,4.4725,19.9584,0.9530,14.8352,9.6238,6.2301,53.1454,0.4880,83.7872,53.9383,31.5744,0.0008
2026-03-05,398836296346.88,27.4594,0.9753,11.6333,6.7937,4.4725,19.9207,0.9530,14.8351,9.6213,6.2301,53.0450,0.4866,83.7872,53.9902,31.5744,0.0008
2026-03-04,367157219573.44,25.2783,0.9592,11.6331,6.7937,4.4725,18.3384,0.9204,14.8299,9.6189,6.2301,48.8317,0.4311,83.7872,54.0421,31.5744,0.0009
2026-03-03,379910359046.4,26.1563,0.9653,11.6210,6.7828,4.4710,18.9754,0.9340,14.8205,9.6175,6.2221,50.5278,0.4542,83.7872,54.0421,31.5744,0.0008
2026-03-02,378717547872.0,26.0742,0.9649,11.6170,6.7822,4.4677,18.9158,0.9323,14.7949,9.6171,6.2206,50.3692,0.4530,83.7872,54.0421,31.5579,0.0008
2026-02-27,357704191016.32,24.6275,0.9579,11.6142,6.7814,4.4677,17.8663,0.9142,14.7818,9.6142,6.2206,47.5744,0.4139,83.7872,54.0453,31.5579,0.0009
2026-02-26,383588193500.8,26.4095,0.9682,11.6142,6.7805,4.4611,19.1591,0.9385,14.7818,9.6113,6.2192,51.0170,0.4620,83.9142,54.0484,31.5497,0.0008
2026-02-25,379711557184.0,26.1426,0.9657,11.6108,6.7765,4.4611,18.9655,0.9339,14.7753,9.6107,6.2192,50.5014,0.4539,83.9142,54.0548,31.5497,0.0008
2026-02-24,369831104622.7201,25.4624,0.9620,11.6092,6.7725,4.4611,18.4720,0.9252,14.7536,9.6101,6.2192,49.1873,0.4368,83.9142,54.0613,31.5497,0.0009
2026-02-13,363916749216.32,25.0552,0.9607,11.6072,6.7680,4.4611,18.1766,0.9215,14.7453,9.6094,6.2192,48.4007,0.4291,83.9142,54.1022,31.5497,0.0009
2026-02-12,363568845957.12,25.0312,0.9607,11.6071,6.7636,4.4611,18.1592,0.9214,14.7452,9.6087,6.2192,48.3544,0.4268,83.9142,54.1432,31.5497,0.0009
2026-02-11,369433500897.9201,25.4350,0.9619,11.6071,6.7626,4.4555,18.4521,0.9251,14.7452,9.6042,6.2174,49.1344,0.4344,83.9282,54.1446,31.4909,0.0009
2026-02-10,390755000640.32,26.9030,0.9723,11.6071,6.7616,4.4555,19.5171,0.9445,14.7417,9.5998,6.2174,51.9702,0.4706,83.9282,54.1460,31.4909,0.0008
2026-02-09,387812733076.8,26.7004,0.9710,11.5887,6.7582,4.4555,19.3701,0.9424,14.7336,9.5946,6.2174,51.5788,0.4658,83.9282,54.1499,31.4909,0.0008
2026-02-06,361879030126.7201,24.9149,0.9615,11.5885,6.7549,4.4555,18.0748,0.9209,14.7301,9.5893,6.2174,48.1297,0.4225,83.9282,54.1538,31.4909,0.0009
2026-02-05,380705566496.0,26.2111,0.9673,11.5747,6.7519,4.4555,19.0151,0.9358,14.7287,9.5876,6.2174,50.6336,0.4559,83.9282,54.1586,31.4909,0.0008
2026-02-04,396808517350.4,27.3197,0.9743,11.5747,6.7489,4.4495,19.8194,0.9511,14.7287,9.5858,6.2154,52.7753,0.4793,83.9772,54.1634,31.4672,0.0008
2026-02-03,426529395779.2,29.3660,0.9888,11.5700,6.7415,4.4495,21.3039,0.9710,14.7253,9.5824,6.2154,56.7281,0.5350,83.9772,54.1843,31.4672,0.0007
2026-02-02,436370087968.0,30.0435,0.9921,11.5651,6.7341,4.4495,21.7954,0.9784,14.7252,9.5791,6.2154,58.0369,0.5490,83.9772,54.1634,31.4672,0.0007
2026-01-30,416976966290.88,28.7083,0.9842,11.5631,6.7334,4.4495,20.8268,0.9635,14.7140,9.5725,6.2154,55.4577,0.5156,83.9772,54.1586,31.4672,0.0008
2026-01-29,390645659616.0,26.8954,0.9734,11.5621,6.7328,4.4495,19.5116,0.9456,14.7059,9.5660,6.2154,51.9556,0.4701,83.9772,54.1538,31.4672,0.0008
2026-01-28,390695360081.6001,26.8989,0.9738,11.5621,6.7306,4.4418,19.5141,0.9460,14.7059,9.5649,6.2142,51.9622,0.4703,84.1520,54.1586,31.4342,0.0008
2026-01-27,396848277722.88,27.3225,0.9759,11.5589,6.7284,4.4418,19.8214,0.9526,14.6792,9.5638,6.2142,52.7806,0.4796,84.1520,54.1634,31.4342,0.0008
2026-01-26,386301838922.56,26.5964,0.9730,11.5549,6.7268,4.4418,19.2947,0.9451,14.6695,9.5620,6.2142,51.3779,0.4653,84.1520,54.1843,31.4342,0.0008
2026-01-23,380725446682.24,26.2124,0.9709,11.5543,6.7252,4.4418,19.0161,0.9393,14.6552,9.5602,6.2142,50.6362,0.4576,84.1520,54.2053,31.4342,0.0008
2026-01-22,407245615126.4,28.0383,0.9784,11.5531,6.7200,4.4418,20.3407,0.9584,14.6529,9.5584,6.2142,54.1634,0.4994,84.1520,54.2072,31.4342,0.0008
2026-01-21,392434876377.6001,27.0186,0.9754,11.5531,6.7148,4.4343,19.6010,0.9484,14.6529,9.5567,6.2114,52.1936,0.4709,84.1733,54.2092,31.4260,0.0008
2026-01-20,380268202398.7201,26.1810,0.9717,11.5171,6.7141,4.4343,18.9933,0.9400,14.6442,9.5555,6.2114,50.5754,0.4565,84.1733,54.2263,31.4260,0.0008
2026-01-19,400764674412.1601,27.5921,0.9775,11.5027,6.7133,4.4343,20.0170,0.9558,14.6419,9.5544,6.2114,53.3014,0.4875,84.1733,54.2434,31.4260,0.0008
2026-01-16,394810558633.28,27.1822,0.9762,11.5021,6.7125,4.4343,19.7196,0.9512,14.6335,9.5520,6.2114,52.5096,0.4756,84.1733,54.2451,31.4260,0.0008
2026-01-15,397603724800.0,27.3745,0.9771,11.4977,6.7117,4.4343,19.8591,0.9541,14.6306,9.5496,6.2114,52.8810,0.4808,84.1733,54.2469,31.4260,0.0008
2026-01-14,381669755528.64,26.2775,0.9737,11.4977,6.7112,4.4329,19.0633,0.9424,14.6306,9.5484,6.2086,50.7618,0.4593,84.1858,54.2475,31.3984,0.0008
2026-01-13,380904368358.4,26.2248,0.9737,11.4936,6.7107,4.4329,19.0251,0.9424,14.6247,9.5472,6.2086,50.6600,0.4591,84.1858,54.2480,31.3984,0.0008
2026-01-12,389005544251.2,26.7825,0.9762,11.4840,6.7084,4.4329,19.4297,0.9474,14.6134,9.5411,6.2086,51.7375,0.4672,84.1858,54.3070,31.3984,0.0008
2026-01-09,395834388224.64,27.2527,0.9770,11.4810,6.7061,4.4329,19.7708,0.9532,14.6043,9.5350,6.2086,52.6457,0.4766,84.1858,54.3660,31.3984,0.0008
2026-01-08,407881781086.08,28.0821,0.9787,11.4630,6.7052,4.4329,20.3725,0.9590,14.6012,9.5321,6.2086,54.2480,0.4994,84.1858,54.4148,31.3984,0.0008
2026-01-07,417782113833.6001,28.7638,0.9849,11.4630,6.7044,4.4307,20.8670,0.9640,14.6012,9.5292,6.2047,55.5648,0.5138,84.3006,54.4636,31.3930,0.0008
2026-01-06,415048588225.6001,28.5756,0.9829,11.4570,6.7020,4.4307,20.7305,0.9624,14.5974,9.5252,6.2047,55.2012,0.5098,84.3006,54.4148,31.3930,0.0008
2026-01-05,424074192778.56,29.1970,0.9874,11.4423,6.6996,4.4307,21.1813,0.9682,14.5766,9.5212,6.2047,56.4016,0.5259,84.3006,54.3660,31.3930,0.0008
2025-12-31,428298732354.56,29.4878,0.9900,11.4314,6.6993,4.4307,21.3923,0.9732,14.5632,9.5200,6.2047,56.9635,0.5333,84.3006,54.3064,31.3930,0.0007
2025-12-30,443328153152.0,30.5226,0.9937,11.4276,6.6990,4.4307,22.1430,0.9828,14.5529,9.5188,6.2047,58.9624,0.5582,84.3006,54.2469,31.3930,0.0007
2025-12-29,441837139184.0,30.4199,0.9933,11.4276,6.6986,4.4260,22.0685,0.9816,14.5529,9.5177,6.2027,58.7641,0.5551,84.3379,54.2451,31.3323,0.0007
2025-12-26,442632346633.6001,30.4747,0.9937,11.4249,6.6982,4.4260,22.1082,0.9824,14.5463,9.5166,6.2027,58.8698,0.5570,84.3379,54.2434,31.3323,0.0007
2025-12-25,445289673972.48,30.6589,0.9954,11.4106,6.6932,4.4260,22.2409,0.9870,14.5352,9.5142,6.2027,59.2232,0.5623,84.3379,54.2263,31.3323,0.0007
2025-12-24,450776401355.52,31.0366,0.9966,11.4041,6.6883,4.4260,22.5150,0.9904,14.5342,9.5117,6.2027,59.9530,0.5726,84.3379,54.2092,31.3323,0.0007
2025-12-23,455239337216.0,31.3439,0.9975,11.4039,6.6865,4.4260,22.7379,0.9929,14.5209,9.5117,6.2027,60.5465,0.5787,84.3379,54.2072,31.3323,0.0007
2025-12-22,460199259252.48,31.6854,0.9979,11.4039,6.6848,4.4256,22.9856,0.9941,14.5209,9.5116,6.2015,61.2062,0.5827,84.4407,54.2053,31.2940,0.0007
2025-12-19,431682192473.6001,29.7220,0.9937,11.4007,6.6846,4.4256,21.5613,0.9777,14.5166,9.5114,6.2015,57.4135,0.5397,84.4407,54.1795,31.2940,0.0007
2025-12-18,422935235776.0,29.1197,0.9912,11.3908,6.6845,4.4256,21.1244,0.9710,14.5127,9.5112,6.2015,56.2501,0.5256,84.4407,54.1538,31.2940,0.0008
2025-12-17,443411066227.2,30.5295,0.9958,11.3760,6.6830,4.4256,22.1471,0.9849,14.5082,9.5091,6.2015,58.9734,0.5586,84.4407,54.1499,31.2940,0.0007
2025-12-16,404745541734.4,27.8673,0.9844,11.3749,6.6815,4.4256,20.2159,0.9638,14.4726,9.5069,6.2015,53.8309,0.4966,84.4407,54.1460,31.2940,0.0008
2025-12-15,424237339557.12,29.2094,0.9920,11.3749,6.6810,4.4241,21.1894,0.9731,14.4726,9.5062,6.1956,56.4233,0.5280,84.4623,54.1499,31.2527,0.0008
2025-12-12,425420166656.0,29.2908,0.9928,11.3737,6.6806,4.4241,21.2485,0.9743,14.4645,9.5054,6.1956,56.5806,0.5307,84.4623,54.1460,31.2527,0.0007
2025-12-11,413999424331.52,28.5045,0.9878,11.3605,6.6800,4.4241,20.6781,0.9672,14.4548,9.4902,6.1956,55.0617,0.5091,84.4623,54.1446,31.2527,0.0008
2025-12-10,429654488875.52,29.5824,0.9941,11.3570,6.6795,4.4241,21.4600,0.9777,14.4501,9.4750,6.1956,57.1438,0.5371,84.4623,54.1432,31.2527,0.0007
2025-12-09,416603631893.76,28.6838,0.9903,11.3540,6.6764,4.4241,20.8081,0.9692,14.4488,9.4745,6.1956,55.4080,0.5145,84.4623,54.1022,31.2527,0.0008
2025-12-08,402081695831.04,27.6839,0.9865,11.3540,6.6734,4.4238,20.0828,0.9659,14.4488,9.4740,6.1951,53.4766,0.4937,84.4623,54.0613,31.2162,0.0008
2025-12-05,375234502603.52,25.8355,0.9823,11.3460,6.6714,4.4238,18.7419,0.9473,14.4334,9.4723,6.1951,49.9059,0.4563,84.4623,54.1022,31.2162,0.0009
2025-12-04,371994152736.0,25.6124,0.9819,11.3450,6.6694,4.4238,18.5800,0.9443,14.4318,9.4707,6.1951,49.4750,0.4485,84.4623,54.1432,31.2162,0.0009
2025-12-03,370880903701.76,25.5357,0.9810,11.3314,6.6678,4.4238,18.5244,0.9434,14.4278,9.4683,6.1951,49.3269,0.4466,84.4623,54.1446,31.2162,0.0009
2025-12-02,362799908480.0,24.9793,0.9802,11.3165,6.6662,4.4238,18.1208,0.9392,14.4203,9.4659,6.1951,48.2522,0.4341,84.4623,54.1460,31.2162,0.0009
2025-12-01,353466508094.7201,24.3367,0.9793,11.3165,6.6652,4.4215,17.6546,0.9316,14.4203,9.4607,6.1856,47.0108,0.4128,84.5494,54.1499,31.2115,0.0009
2025-11-28,345703584025.6001,23.8022,0.9776,11.3154,6.6643,4.4215,17.2669,0.9235,14.3894,9.4555,6.1856,45.9784,0.3935,84.5494,54.1538,31.2115,0.0009
2025-11-27,338745777561.6001,23.3232,0.9763,11.3069,6.6585,4.4215,16.9194,0.9154,14.3874,9.4504,6.1856,45.0530,0.3763,84.5494,54.1795,31.2115,0.0009
2025-11-26,329124125194.24,22.6607,0.9755,11.3045,6.6527,4.4215,16.4388,0.9031,14.3851,9.4454,6.1856,43.7733,0.3498,84.5494,54.2053,31.2115,0.0010
2025-11-25,302883255101.44,20.8540,0.9716,11.2847,6.6469,4.4215,15.1281,0.8426,14.3851,9.4438,6.1856,40.2833,0.2802,84.5494,54.2072,31.2115,0.0011
2025-11-24,291233899136.0,20.0519,0.9712,11.2847,6.6410,4.4155,14.5463,0.8082,14.3851,9.4422,6.1808,38.7339,0.2693,84.8753,54.2092,31.0960,0.0011
2025-11-21,298191705600.0,20.5310,0.9716,11.2778,6.6399,4.4155,14.8938,0.8259,14.3655,9.4349,6.1808,39.6593,0.2745,84.8753,54.2263,31.0960,0.0011
2025-11-20,325764498644.48,22.4294,0.9750,11.2773,6.6388,4.4155,16.2710,0.8949,14.3609,9.4276,6.1808,43.3265,0.3407,84.8753,54.2434,31.0960,0.0010
2025-11-19,320456686284.8,22.0639,0.9741,11.2722,6.6367,4.4155,16.0059,0.8851,14.3605,9.4270,6.1808,42.6205,0.3243,84.8753,54.2451,31.0960,0.0010
2025-11-18,314950079454.7201,21.6848,0.9741,11.2611,6.6345,4.4155,15.7308,0.8732,14.3541,9.4264,6.1808,41.8882,0.3036,84.8753,54.2469,31.0960,0.0010
2025-11-17,309821182118.4,21.3317,0.9741,11.2611,6.6334,4.4141,15.4747,0.8613,14.3541,9.4261,6.1780,41.2060,0.2936,84.8977,54.3064,31.0653,0.0010
2025-11-14,308707933084.16,21.2550,0.9741,11.2354,6.6323,4.4141,15.4191,0.8587,14.3509,9.4259,6.1780,41.0580,0.2899,84.8977,54.3660,31.0653,0.0010
2025-11-13,323885890899.2,22.3000,0.9745,11.2341,6.6313,4.4141,16.1772,0.8913,14.3350,9.4240,6.1780,43.0766,0.3333,84.8977,54.4148,31.0653,0.0010
2025-11-12,327116301043.2,22.5225,0.9754,11.2220,6.6304,4.4141,16.3385,0.8963,14.3103,9.4221,6.1780,43.5063,0.3420,84.8977,54.4636,31.0653,0.0010
2025-11-11,324034986752.0,22.3103,0.9754,11.2212,6.6301,4.4141,16.1846,0.8925,14.3020,9.4189,6.1780,43.0964,0.3340,84.8977,54.4754,31.0653,0.0010
2025-11-10,333974710272.0,22.9947,0.9758,11.2212,6.6298,4.4062,16.6811,0.9086,14.3020,9.4157,6.1732,44.4184,0.3576,84.9806,54.4871,31.0630,0.0010
2025-11-07,347681589006.08,23.9384,0.9787,11.1949,6.6257,4.4062,17.3657,0.9256,14.2930,9.4067,6.1732,46.2414,0.3956,84.9806,54.4937,31.0630,0.0009
2025-11-06,354559877681.92,24.4120,0.9800,11.1841,6.6217,4.4062,17.7092,0.9328,14.2906,9.3977,6.1732,47.1562,0.4115,84.9806,54.5002,31.0630,0.0009
2025-11-05,344013831027.2,23.6859,0.9779,11.1769,6.6171,4.4062,17.1825,0.9225,14.2893,9.3903,6.1732,45.7536,0.3840,84.9806,54.5250,31.0630,0.0009
2025-11-04,345942137390.08,23.8186,0.9787,11.1600,6.6126,4.4062,17.2788,0.9246,14.2825,9.3830,6.1732,46.0101,0.3905,84.9806,54.5498,31.0630,0.0009
2025-11-03,344669852779.52,23.7310,0.9787,11.1600,6.6093,4.4053,17.2153,0.9233,14.2825,9.3791,6.1700,45.8409,0.3860,85.0149,54.5618,31.0547,0.0009
2025-10-31,342234620517.12,23.5634,0.9787,11.1582,6.6059,4.4053,17.0936,0.9211,14.2777,9.3752,6.1700,45.5170,0.3806,85.0149,54.5739,31.0547,0.0009
2025-10-30,371745659648.0,25.5953,0.9812,11.1435,6.6047,4.4053,18.5676,0.9433,14.2719,9.3737,6.1700,49.4419,0.4426,85.0149,54.5898,31.0547,0.0009
2025-10-29,403652172147.2,33.3028,0.9996,11.1423,6.6036,4.4053,24.6787,0.9991,14.2692,9.3723,6.1700,68.2425,0.6711,85.0149,54.6058,31.0547,0.0008
2025-10-28,408144927178.24,33.6735,1.0000,11.1242,6.6032,4.4053,24.9533,0.9996,14.2618,9.3721,6.1700,69.0021,0.6812,85.0149,54.5898,31.0547,0.0008
2025-10-27,401515131590.4,33.1265,1.0000,11.1242,6.6029,4.4013,24.5480,0.9996,14.2618,9.3719,6.1697,67.8812,0.6640,85.0157,54.5739,31.0084,0.0008
