date,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,市值(元)
2026-05-06,49.5848,0.8043,49.3336,34.2451,25.9633,0.0083,6.5130,0.8944,5.7924,4.1485,3.0264,6.2112,0.5989,7.9121,5.6972,3.9498,202657951109.6
2026-04-30,48.3081,0.8043,49.3336,34.2451,25.9633,0.0085,6.3453,0.8944,5.7924,4.1485,3.0264,6.0513,0.5989,7.9121,5.6972,3.9498,197440013830.2
2026-04-29,46.4209,0.8043,49.3336,34.2451,25.9633,0.0089,6.0817,0.8944,5.7924,4.1485,3.0264,5.9405,0.5989,7.9121,5.6972,3.9498,188603184566.7
2026-04-28,45.7374,0.8043,49.3336,34.2451,25.9633,0.0091,5.9921,0.8944,5.7924,4.1485,3.0264,5.8530,0.5989,7.9121,5.6972,3.9498,185825895369.6
2026-04-27,47.5499,0.8043,49.3336,34.2451,25.9633,0.0087,6.2296,0.8944,5.7924,4.1485,3.0264,6.0849,0.5989,7.9121,5.6972,3.9498,193189919755.85
2026-04-24,46.5452,0.8043,49.3336,34.2451,25.9633,0.0089,6.0980,0.8944,5.7924,4.1485,3.0264,5.9564,0.5989,7.9121,5.6972,3.9498,189108146238.9
2026-04-23,46.7731,0.8043,49.3336,34.2451,25.9633,0.0089,6.1278,0.8944,5.7924,4.1485,3.0264,5.9855,0.5989,7.9121,5.6972,3.9498,190033909304.6
2026-04-22,47.7363,0.8043,49.3336,34.2451,25.9633,0.0087,6.2540,0.8944,5.7924,4.1485,3.0264,6.1088,0.5989,7.9121,5.6972,3.9498,193947362264.15
2026-04-21,47.7570,0.8043,49.3336,34.2451,25.9633,0.0087,6.2567,0.8944,5.7924,4.1485,3.0264,6.1114,0.5989,7.9121,5.6972,3.9498,194031522542.85
2026-04-20,47.5809,0.8043,49.3336,34.2451,25.9633,0.0087,6.2336,0.8944,5.7924,4.1485,3.0264,6.0889,0.5989,7.9121,5.6972,3.9498,193316160173.9
2026-04-17,47.1666,0.8043,49.3336,34.2451,25.9633,0.0088,6.1794,0.8944,5.7924,4.1485,3.0264,6.0359,0.5989,7.9121,5.6972,3.9498,191632954599.9
2026-04-16,47.4152,0.8043,49.3336,34.2451,25.9633,0.0087,6.2119,0.8944,5.7924,4.1485,3.0264,6.0677,0.5989,7.9121,5.6972,3.9498,192642877944.3
2026-04-15,46.7213,0.8043,49.3336,34.2451,25.9633,0.0089,6.1210,0.8944,5.7924,4.1485,3.0264,5.9789,0.5989,7.9121,5.6972,3.9498,189823508607.85
2026-04-14,47.1666,0.8043,49.3336,34.2451,25.9633,0.0088,6.1794,0.8944,5.7924,4.1485,3.0264,6.0359,0.5989,7.9121,5.6972,3.9498,191632954599.9
2026-04-13,46.0377,0.8043,49.3336,34.2451,25.9633,0.0090,6.0315,0.8944,5.7924,4.1485,3.0264,5.8914,0.5989,7.9121,5.6972,3.9498,187046219410.75
2026-04-10,46.4727,0.8043,49.3336,34.2451,25.9633,0.0089,6.0885,0.8944,5.7924,4.1485,3.0264,5.9471,0.5989,7.9121,5.6972,3.9498,188813585263.45
