date,归属于母公司普通股股东的净利润,基本每股收益,有息负债率,资产合计,总资产收益率(ROA),应收账款,流动比率,流动负债合计,净资产收益率(ROE),毛利率(GM),所有者权益合计,负债合计,经营活动产生的现金流量净额对净利润的比率,自由现金流量,资本回报率(ROIC),流动资产合计,净利润率,资产负债率,营业收入,货币资金,经营活动产生的现金流量净额,长期负债合计,速动比率
2026-03-31,927621854,0.22,0.0818,49364664238,0.0956,7010919405,2.3061,80754057,0.1548,0.2901,32937196859,16427467378,1.3858,2848785236,0.1376,0,0.1329,0.3328,7773555419,178966832655.55,1105790187,635000000,1.8956
