date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-06-02,116862168817.35,31.7354,0.0797,266.6145,80.1709,39.8193,0.0052,3.5577,0.0005,17.1430,8.1787,5.7592,4.0582,0.0472,10.1329,6.1813,5.1054
2026-06-01,116332410469.77,31.5915,0.0768,266.6145,80.1877,39.8663,0.0052,3.5415,0.0000,17.1430,8.1888,5.7629,4.0398,0.0448,10.1329,6.1821,5.1088
2026-05-29,119826292905.0,32.5403,0.0916,266.6145,80.2044,39.8725,0.0051,3.6479,0.0000,17.1430,8.1989,5.7727,4.1611,0.0576,10.1329,6.1829,5.1102
2026-05-28,128529465758.1,34.9038,0.1370,266.6145,80.2844,39.9506,0.0047,3.9128,0.0049,17.1430,8.2025,5.7734,4.4633,0.0976,10.1329,6.1843,5.1150
2026-05-27,132389133719.04,35.9519,0.1598,266.6145,80.3644,39.9571,0.0046,4.0303,0.0074,17.1430,8.2060,5.7742,4.5974,0.1179,10.1329,6.1856,5.1181
2026-05-26,133762127135.25,36.3248,0.1658,269.3427,80.5104,39.9571,0.0045,4.0721,0.0079,17.1678,8.2075,5.7742,4.6450,0.1248,10.1362,6.1858,5.1181
2026-05-25,137381409730.5,37.3076,0.1777,269.3427,80.6565,39.9951,0.0044,4.1823,0.0104,17.1678,8.2089,5.7769,4.7707,0.1372,10.1362,6.1860,5.1192
2026-05-22,131466972318.75,35.7015,0.1541,269.3427,80.7769,40.0219,0.0046,4.0023,0.0069,17.1678,8.2111,5.7800,4.5653,0.1111,10.1362,6.1862,5.1197
2026-05-21,129461864539.5,35.1570,0.1418,269.3427,80.8974,40.0385,0.0047,3.9412,0.0054,17.1678,8.2133,5.7839,4.4957,0.1003,10.1362,6.1864,5.1198
2026-05-20,127746803797.5,34.6912,0.1310,269.3427,80.9131,40.1481,0.0048,3.8890,0.0035,17.1678,8.2182,5.7851,4.4362,0.0929,10.1362,6.1871,5.1259
2026-05-19,129411421576.5,35.1433,0.1409,274.5412,80.9288,40.1481,0.0047,3.9397,0.0045,17.1687,8.2231,5.7851,4.4940,0.0994,10.1454,6.1878,5.1259
2026-05-18,125842581944.25,34.1741,0.1232,274.5412,81.1006,40.1571,0.0048,3.8310,0.0015,17.1687,8.2320,5.7856,4.3700,0.0826,10.1454,6.1891,5.1268
2026-05-15,127860300464.25,34.7220,0.1312,274.5412,81.2725,40.1935,0.0048,3.8925,0.0035,17.1687,8.2409,5.7856,4.4401,0.0941,10.1454,6.1904,5.1280
2026-05-14,126737944537.5,34.4173,0.1253,274.5412,81.2751,40.3306,0.0048,3.8583,0.0020,17.1687,8.2503,5.7874,4.4011,0.0867,10.1454,6.1906,5.1280
2026-05-13,130533777503.25,35.4481,0.1467,274.5412,81.2777,40.3842,0.0047,3.9739,0.0035,17.1687,8.2597,5.7906,4.5329,0.1036,10.1454,6.1909,5.1285
2026-05-12,130281562688.25,35.3796,0.1448,288.3953,81.3938,40.3842,0.0047,3.9662,0.0030,17.2023,8.2602,5.7906,4.5242,0.1006,10.1490,6.1910,5.1285
2026-05-11,127847689723.5,34.7186,0.1305,288.3953,81.5099,40.4958,0.0048,3.8921,0.0025,17.2023,8.2607,5.7912,4.4397,0.0928,10.1490,6.1911,5.1288
2026-05-08,125073326758.5,33.9652,0.1181,288.3953,81.5293,40.5417,0.0049,3.8076,0.0010,17.2023,8.2607,5.7925,4.3433,0.0789,10.1490,6.1920,5.1294
2026-05-07,126435286759.5,34.3351,0.1246,288.3953,81.5487,40.6320,0.0048,3.8491,0.0010,17.2023,8.2607,5.7945,4.3906,0.0854,10.1490,6.1930,5.1294
2026-05-06,127242374167.5,34.5542,0.1267,288.3953,81.6099,40.6521,0.0048,3.8737,0.0010,17.2023,8.2621,5.7949,4.4186,0.0879,10.1490,6.1931,5.1322
2026-04-30,123963581572.5,33.6638,0.1153,291.7337,81.6711,40.6521,0.0049,3.7738,0.0005,17.2164,8.2636,5.7949,4.3048,0.0721,10.1572,6.1931,5.1322
2026-04-29,128112515279.25,31.6686,0.0786,291.7337,81.7381,40.7158,0.0047,4.5781,0.0119,17.2164,8.2642,5.7965,4.4399,0.0910,10.1572,6.1938,5.1329
2026-04-28,131012985651.75,32.3855,0.0896,291.7337,81.8051,40.7957,0.0046,4.6817,0.0159,17.2164,8.2649,5.8044,4.5404,0.1020,10.1572,6.1944,5.1335
2026-04-27,131946180467.25,32.6162,0.0931,291.7337,81.8742,40.8652,0.0046,4.7151,0.0174,17.2164,8.2685,5.8073,4.5728,0.1070,10.1572,6.1944,5.1351
2026-04-24,119953366014.0,29.6517,0.0448,291.7337,81.9433,41.0559,0.0051,4.2865,0.0080,17.2164,8.2720,5.8076,4.1571,0.0578,10.1572,6.1944,5.1366
2026-04-23,116573687493.0,28.8162,0.0309,307.2940,82.0147,41.0559,0.0052,4.1658,0.0030,17.2179,8.2749,5.8076,4.0400,0.0453,10.1619,6.1947,5.1366
2026-04-22,118793177865.0,29.3649,0.0379,307.2940,82.0860,41.1079,0.0051,4.2451,0.0050,17.2179,8.2777,5.8092,4.1169,0.0528,10.1619,6.1950,5.1385
2026-04-21,117090727863.75,28.9440,0.0314,307.2940,82.3672,41.1497,0.0052,4.1842,0.0030,17.2179,8.2858,5.8100,4.0579,0.0464,10.1619,6.1961,5.1426
2026-04-20,118263526753.5,29.2340,0.0344,307.2940,82.6483,41.1531,0.0051,4.2261,0.0040,17.2179,8.2940,5.8105,4.0986,0.0504,10.1619,6.1973,5.1445
2026-04-17,117330331938.0,29.0033,0.0320,307.2940,82.6890,41.1679,0.0052,4.1928,0.0030,17.2179,8.2972,5.8113,4.0662,0.0469,10.1619,6.1986,5.1484
2026-04-16,118175251568.25,29.2121,0.0335,312.2274,82.7298,41.1679,0.0051,4.2230,0.0030,17.2488,8.3003,5.8113,4.0955,0.0495,10.1669,6.2000,5.1484
