date,经营活动产生的现金流量净额对净利润的比率,自由现金流量,经营活动产生的现金流量净额,累积同比
2026-03-31,3.0052,441436000000,175431000000,-0.0888
2025-12-31,2.9378,457159000000,459925000000,0.2142
2025-09-30,2.4992,429137000000,399710000000,0.1532
2025-06-30,3.5644,395962000000,300442000000,0.0709
2025-03-31,3.3071,383455000000,192530000000,0.0477
2024-12-31,3.4771,375077000000,378795000000,-0.0145
2024-09-30,3.5551,391735000000,346601000000,0.0665
2024-06-30,9.1655,406080000000,280552000000,0.1248
2024-03-31,15.7093,395719000000,183759000000,0.0442
2023-12-31,17.1534,385112000000,388232000000,0.103
2023-09-30,21.7056,399536000000,339383000000,0.175
2023-06-30,15.1724,364919000000,258207000000,0.0638
2023-03-31,9.6663,346972000000,172252000000,-0.0122
2022-12-31,10.5021,349255000000,351968000000,0.2287
2022-09-30,9.3709,325005000000,288755000000,0.172
2022-06-30,8.9759,326413000000,242684000000,0.2237
2022-03-31,7.6901,294960000000,174337000000,0.0813
2021-12-31,5.4653,281314000000,286448000000,-0.0578
2021-09-30,5.8712,305813000000,246388000000,0.0313
2021-06-30,5.1497,313375000000,198327000000,0.085
2021-03-31,5.3919,333228000000,161232000000,0.2867
2020-12-31,5.9166,296614000000,304024000000,0.0629
2020-09-30,6.524,307682000000,238918000000,0.1521
2020-06-30,6.1084,306831000000,182792000000,0.2163
2020-03-31,5.9748,288305000000,125309000000,0.1212
2019-12-31,4.8468,274689000000,286032000000,0.9385
2019-09-30,5.5827,263768000000,207380000000,1.7132
2019-06-30,7.6494,238887000000,150290000000,2.4024
2019-03-31,9.6651,217786000000,111765000000,3.9058
2018-12-31,12.3619,128280000000,147552000000,-0.2659
2018-09-30,3.778,83437000000,76433000000,-0.5749
2018-06-30,2.7668,89002000000,44172000000,-0.6909
2018-03-31,2.9354,107939000000,22782000000,-0.785
2017-12-31,6.1367,191474000000,200990000000,1.2558
2017-09-30,7.8209,248353000000,179789000000,14.3299
2017-06-30,11.4405,237761000000,142892000000,11.8416
2017-03-31,9.4969,188257000000,105981000000,298.3814
2016-12-31,4.5493,83903000000,89098000000,5.7365
2016-09-30,-2.9909,-53271000000,11728000000,-0.6873
