date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,93291000000,-0.1533,19505000000,0.69
2025-12-31,615678000000,0.1648,154078000000,5.45
2025-09-30,537895000000,0.2592,167804000000,5.94
2025-06-30,239235000000,0.0214,40931000000,1.45
2025-03-31,110177000000,-0.0892,28802000000,1.02
2024-12-31,528567000000,0.305,106935000000,3.78
2024-09-30,427180000000,0.5484,104523000000,3.7
2024-06-30,234216000000,0.2327,38278000000,1.35
2024-03-31,120970000000,0.1443,20644000000,0.73
2023-12-31,837859000000,0.0143,21110000000,0.75
2023-09-30,709333000000,0.0119,16209000000,0.57
2023-06-30,553595000000,0.0479,16156000000,0.57
2023-03-31,368385000000,0.0716,17885000000,0.63
2022-12-31,826055000000,-0.0378,32082000000,1.14
2022-09-30,701012000000,-0.0368,31117000000,1.1
2022-06-30,528298000000,-0.0441,25416000000,0.9
2022-03-31,343777000000,-0.0795,15178000000,0.54
2021-12-31,858505000000,0.0407,50921000000,1.8
2021-09-30,727711000000,0.0523,48502000000,1.72
2021-06-30,552601000000,0.0757,40975000000,1.45
2021-03-31,373458000000,0.1057,28589000000,1.01
2020-12-31,824961000000,0.1071,50268000000,1.77
2020-09-30,691571000000,0.1082,47078000000,1.66
2020-06-30,513735000000,0.1236,30535000000,1.07
2020-03-31,337772000000,0.0818,17090000000,0.6
2019-12-31,745165000000,0.1587,58287000000,2.05
2019-09-30,624024000000,0.1535,57702000000,2.03
2019-06-30,457233000000,0.1229,37599000000,1.32
2019-03-31,312226000000,0.1787,26034000000,0.92
2018-12-31,643101000000,-0.0155,11395000000,0.39
2018-09-30,540967000000,-0.0122,19869000000,0.69
2018-06-30,407172000000,0.0143,16423000000,0.57
2018-03-31,264892000000,-0.0252,13518000000,0.48
2017-12-31,653195000000,0.1881,32253000000,1.13
2017-09-30,547652000000,0.1998,26825000000,0.94
2017-06-30,401424000000,0.1784,12242000000,0.43
2017-03-31,271728000000,0.2352,6149000000,0.21
2016-12-31,549771000000,0.0751,19127000000,0.66
2016-09-30,456448000000,0.0765,13528000000,0.47
