date,净利润率,总资产收益率(ROA),净资产收益率(ROE),营业收入,自由现金流量,经营活动产生的现金流量净额对净利润的比率,资产负债率,归属于母公司普通股股东的净利润,基本每股收益,经营活动产生的现金流量净额
2026-03-31,0.2461,0.0201,0.2548,93291000000,441436000000,3.0052,0.9207,19505000000,0.69,175431000000
