date,归属于母公司普通股股东的净利润,自由现金流量,资产合计,应收账款,流动资产合计,流动比率,有息负债率,毛利率(GM),所有者权益合计,资本回报率(ROIC),长期负债合计,经营活动产生的现金流量净额,总资产收益率(ROA),营业收入,净资产收益率(ROE),货币资金,基本每股收益,经营活动产生的现金流量净额对净利润的比率,速动比率,资产负债率,负债合计,流动负债合计,净利润率
2026-03-31,3659643487,-1083290142,325616587672,43548712834,1150777450,1.1499,0.385,0.1204,108978157702,0.1009,22407472676,-7068299175,0.0666,83888491960,0.1902,358907611789.86,0.5,0.9034,0.8853,0.6653,216638429970,1129666584,0.0529
