date,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,市值(元)
2026-05-06,28.3892,0.3739,47.2359,33.5745,23.5830,0.0045,1.3789,0.3661,3.8636,2.5471,1.0798,5.5325,0.4841,9.2525,5.6112,4.4710,488743861121.88
2026-04-30,28.3553,0.3739,47.2359,33.5745,23.5830,0.0045,1.3773,0.3661,3.8636,2.5471,1.0798,5.5259,0.4841,9.2525,5.6112,4.4710,488160982337.0
2026-04-29,29.0494,0.3739,47.2359,33.5745,23.5830,0.0044,1.4110,0.3661,3.8636,2.5471,1.0798,5.6612,0.4841,9.2525,5.6112,4.4710,500109997427.04
2026-04-28,30.6718,0.3739,47.2359,33.5745,23.5830,0.0043,1.5320,0.3661,3.8636,2.5471,1.0798,6.0330,0.4841,9.2525,5.6112,4.4710,509144618592.68
2026-04-27,31.5891,0.3739,47.2359,33.5745,23.5830,0.0042,1.5778,0.3661,3.8636,2.5471,1.0798,6.2134,0.4841,9.2525,5.6112,4.4710,524372326847.67
2026-04-24,28.9688,0.3739,47.2359,33.5745,23.5830,0.0045,1.4469,0.3661,3.8636,2.5471,1.0798,5.6980,0.4841,9.2525,5.6112,4.4710,480874997526.0
2026-04-23,29.7457,0.3739,47.2359,33.5745,23.5830,0.0044,1.4857,0.3661,3.8636,2.5471,1.0798,5.8508,0.4841,9.2525,5.6112,4.4710,493771190641.47
2026-04-22,29.8598,0.3739,47.2359,33.5745,23.5830,0.0044,1.4914,0.3661,3.8636,2.5471,1.0798,5.8732,0.4841,9.2525,5.6112,4.4710,495665546692.33
2026-04-21,28.8590,0.3739,47.2359,33.5745,23.5830,0.0046,1.4414,0.3661,3.8636,2.5471,1.0798,5.6764,0.4841,9.2525,5.6112,4.4710,479053501323.25
2026-04-20,28.8503,0.3739,47.2359,33.5745,23.5830,0.0046,1.4410,0.3661,3.8636,2.5471,1.0798,5.6747,0.4841,9.2525,5.6112,4.4710,478907781627.03
2026-04-17,26.2255,0.3739,47.2359,33.5745,23.5830,0.0050,1.3099,0.3661,3.8636,2.5471,1.0798,5.1584,0.4841,9.2525,5.6112,4.4710,435337592457.25
2026-04-16,26.5328,0.3739,47.2359,33.5745,23.5830,0.0050,1.3252,0.3661,3.8636,2.5471,1.0798,5.2188,0.4841,9.2525,5.6112,4.4710,440437781824.95
2026-04-15,25.7998,0.3739,47.2359,33.5745,23.5830,0.0051,1.2886,0.3661,3.8636,2.5471,1.0798,5.0747,0.4841,9.2525,5.6112,4.4710,428270187190.58
2026-04-14,27.2562,0.3739,47.2359,33.5745,23.5830,0.0061,1.3787,0.3661,3.8636,2.5471,1.0798,5.4832,0.4841,9.2525,5.6112,4.4710,430893141722.54
2026-04-13,27.0073,0.3739,47.2359,33.5745,23.5830,0.0061,1.3661,0.3661,3.8636,2.5471,1.0798,5.4331,0.4841,9.2525,5.6112,4.4710,426958709924.6001
2026-04-10,26.8138,0.3739,47.2359,33.5745,23.5830,0.0062,1.3563,0.3661,3.8636,2.5471,1.0798,5.3942,0.4841,9.2525,5.6112,4.4710,423898596303.98
2026-04-09,25.3897,0.3739,47.2359,33.5745,23.5830,0.0065,1.2843,0.3661,3.8636,2.5471,1.0798,5.1077,0.4841,9.2525,5.6112,4.4710,401384903237.9901
2026-04-08,24.0900,0.3739,47.2359,33.5745,23.5830,0.0069,1.2186,0.3661,3.8636,2.5471,1.0798,4.8462,0.4841,9.2525,5.6112,4.4710,380838426070.9701
2026-04-07,22.3018,0.3739,47.2359,33.5745,23.5830,0.0074,1.1281,0.3661,3.8636,2.5471,1.0798,4.4865,0.4841,9.2525,5.6112,4.4710,352568805004.29
