date,metric,value
2026-03-31,归属于母公司普通股股东的净利润,3659643487
2026-03-31,自由现金流量,-1083290142
2026-03-31,资产合计,325616587672
2026-03-31,应收账款,43548712834
2026-03-31,流动资产合计,1150777450
2026-03-31,流动比率,1.1499
2026-03-31,有息负债率,0.385
2026-03-31,毛利率(GM),0.1204
2026-03-31,所有者权益合计,108978157702
2026-03-31,资本回报率(ROIC),0.1009
2026-03-31,长期负债合计,22407472676
2026-03-31,经营活动产生的现金流量净额,-7068299175
2026-03-31,总资产收益率(ROA),0.0666
2026-03-31,营业收入,83888491960
2026-03-31,净资产收益率(ROE),0.1902
2026-03-31,货币资金,358907611789.86
2026-03-31,基本每股收益,0.5
2026-03-31,经营活动产生的现金流量净额对净利润的比率,0.9034
2026-03-31,速动比率,0.8853
2026-03-31,资产负债率,0.6653
2026-03-31,负债合计,216638429970
2026-03-31,流动负债合计,1129666584
2026-03-31,净利润率,0.0529
