date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-06-08,673120669367.16,18.6548,0.4770,21.4587,18.9428,16.1559,0.0364,2.9535,0.6419,3.1615,2.8206,2.5883,7.7071,0.3456,8.8843,8.0023,7.2042
2026-06-05,675567491138.76,18.7226,0.4824,21.4962,18.9497,16.1559,0.0362,2.9643,0.6534,3.1615,2.8193,2.5868,7.7351,0.3607,8.8885,8.0036,7.2042
2026-06-04,678258995087.52,18.7972,0.4892,21.4962,18.9521,16.1559,0.0361,2.9761,0.6645,3.1615,2.8186,2.5868,7.7659,0.3774,8.8885,8.0043,7.2042
2026-06-03,682418592099.24,18.9125,0.4956,21.4962,18.9521,16.1559,0.0359,2.9943,0.6838,3.1615,2.8186,2.5868,7.8135,0.3974,8.8885,8.0043,7.2042
2026-06-02,684131367339.36,18.9599,0.5010,21.5219,18.9521,16.1559,0.0358,3.0018,0.6908,3.1615,2.8185,2.5868,7.8331,0.4036,8.8885,8.0044,7.2042
2026-06-01,679482405973.32,18.8311,0.4932,21.5529,18.9521,16.1559,0.0360,2.9814,0.6693,3.1615,2.8185,2.5865,7.7799,0.3838,8.8885,8.0050,7.2042
2026-05-29,678993041619.0,18.8175,0.4915,21.5905,18.9595,16.1559,0.0360,2.9793,0.6683,3.1615,2.8185,2.5853,7.7743,0.3801,8.8926,8.0062,7.2042
2026-05-28,666024886229.52,18.4581,0.4582,21.5905,18.9629,16.1559,0.0367,2.9224,0.6102,3.1615,2.8184,2.5853,7.6258,0.3152,8.8926,8.0067,7.2042
2026-05-27,666514250583.84,18.4717,0.4600,21.5905,18.9629,16.1559,0.0367,2.9245,0.6125,3.1615,2.8182,2.5853,7.6314,0.3170,8.8926,8.0067,7.2042
2026-05-26,664067428812.24,18.4039,0.4513,21.6037,18.9724,16.1559,0.0368,2.9138,0.5964,3.1615,2.8179,2.5852,7.6034,0.3087,8.8932,8.0070,7.2042
2026-05-25,652567366485.7201,18.0852,0.4148,21.6182,18.9819,16.1559,0.0375,2.8633,0.5412,3.1615,2.8178,2.5848,7.4717,0.2661,8.8946,8.0088,7.2042
2026-05-22,649875862536.96,18.0106,0.4046,21.6691,18.9869,16.1559,0.0377,2.8515,0.5308,3.1615,2.8172,2.5840,7.4409,0.2563,8.9010,8.0112,7.2042
2026-05-21,652322684308.56,18.0784,0.4126,21.6691,18.9913,16.1559,0.0375,2.8623,0.5402,3.1615,2.8166,2.5840,7.4689,0.2647,8.9010,8.0113,7.2042
2026-05-20,658195056560.4,18.2411,0.4322,21.6691,18.9928,16.1559,0.0372,2.8880,0.5644,3.1615,2.8166,2.5840,7.5362,0.2822,8.9010,8.0121,7.2042
2026-05-19,666758932761.0,18.4785,0.4579,21.6954,18.9994,16.1559,0.0367,2.9256,0.6138,3.1615,2.8166,2.5838,7.6342,0.3150,8.9010,8.0131,7.2042
2026-05-18,657950374383.24,18.2343,0.4318,21.7011,19.0047,16.1559,0.0372,2.8870,0.5644,3.1615,2.8165,2.5837,7.5334,0.2818,8.9026,8.0137,7.2042
2026-05-15,661375924863.48,18.3293,0.4402,21.7222,19.0128,16.1559,0.0370,2.9020,0.5830,3.1615,2.8155,2.5817,7.5726,0.2948,8.9052,8.0165,7.2042
2026-05-14,659173785269.04,18.2682,0.4333,21.7222,19.0152,16.1559,0.0371,2.8923,0.5713,3.1615,2.8152,2.5817,7.5474,0.2862,8.9052,8.0168,7.2042
2026-05-13,660641878332.0,18.3089,0.4372,21.7222,19.0388,16.1559,0.0370,2.8988,0.5806,3.1615,2.8151,2.5817,7.5642,0.2918,8.9052,8.0178,7.2042
2026-05-12,661620607040.64,18.3361,0.4418,21.7607,19.0649,16.1559,0.0370,2.9031,0.5835,3.1615,2.8148,2.5817,7.5754,0.2951,8.9052,8.0192,7.2042
2026-05-11,660886560509.16,18.3157,0.4376,21.7607,19.0768,16.1559,0.0370,2.8999,0.5827,3.1615,2.8146,2.5816,7.5670,0.2922,8.9070,8.0198,7.2042
2026-05-08,660641878332.0,18.3089,0.4369,21.8276,19.0957,16.1559,0.0370,2.8988,0.5822,3.1615,2.8141,2.5807,7.5642,0.2915,8.9094,8.0206,7.2042
2026-05-07,661865289217.8,18.3428,0.4416,21.8276,19.0957,16.1559,0.0370,2.9041,0.5866,3.1615,2.8141,2.5807,7.5782,0.2954,8.9094,8.0212,7.2042
2026-05-06,665535521875.2,18.4446,0.4517,21.8276,19.0957,16.1559,0.0368,2.9202,0.6075,3.1615,2.8139,2.5807,7.6202,0.3067,8.9094,8.0213,7.2042
2026-04-30,668471708001.12,18.5259,0.4574,21.8769,19.1052,16.1559,0.0366,2.9331,0.6229,3.1615,2.8137,2.5765,7.6538,0.3162,8.9136,8.0231,7.2042
2026-04-29,655014188257.32,20.0530,0.6240,21.8769,19.1060,16.1559,0.0352,3.0329,0.7172,3.1615,2.8135,2.5765,7.8069,0.3851,8.9136,8.0243,7.2042
2026-04-28,654035459548.68,20.0231,0.6174,21.8841,19.1060,16.1559,0.0353,3.0284,0.7135,3.1615,2.8133,2.5762,7.7952,0.3801,8.9136,8.0254,7.2042
2026-04-27,652322684308.56,19.9706,0.6104,21.8914,19.1060,16.1559,0.0354,3.0205,0.7089,3.1615,2.8131,2.5762,7.7748,0.3735,8.9146,8.0255,7.2042
2026-04-24,655992916965.96,20.0830,0.6293,21.9132,19.1083,16.1559,0.0352,3.0375,0.7203,3.1615,2.8130,2.5752,7.8185,0.3885,8.9220,8.0260,7.2042
2026-04-23,659418467446.2,20.1879,0.6449,21.9132,19.1068,16.1559,0.0350,3.0533,0.7305,3.1615,2.8129,2.5752,7.8593,0.4011,8.9220,8.0264,7.2042
2026-04-22,657216327851.76,20.1204,0.6356,21.9132,19.1060,16.1559,0.0351,3.0431,0.7226,3.1615,2.8129,2.5752,7.8331,0.3930,8.9220,8.0273,7.2042
2026-04-21,663822746635.08,20.3227,0.6654,21.9204,19.1060,16.1559,0.0348,3.0737,0.7466,3.1615,2.8124,2.5752,7.9118,0.4294,8.9220,8.0291,7.2042
2026-04-20,656726963497.44,20.1055,0.6331,21.9205,19.1060,16.1559,0.0351,3.0409,0.7222,3.1615,2.8119,2.5744,7.8273,0.3913,8.9220,8.0301,7.2042
