date,总资产收益率(ROA),长期负债合计,资产负债率,净资产收益率(ROE),流动比率,自由现金流量,应收账款,经营活动产生的现金流量净额,资产合计,流动资产合计,净利润率,归属于母公司普通股股东的净利润,流动负债合计,有息负债率,负债合计,毛利率(GM),所有者权益合计,速动比率,基本每股收益,经营活动产生的现金流量净额对净利润的比率,营业收入,资本回报率(ROIC),货币资金
2026-03-31,0.033,17970452728,0.5526,0.0734,1.0292,-1073916165,6616597836,786537076,118873767003,0,0.1292,1837274971,1944141764,0.2988,65687472212,0.206,53186294791,0.6383,0.88,1.4403,9196158318,0.0592,164338907385.52
