date,metric,value
2026-03-31,总资产收益率(ROA),0.033
2026-03-31,长期负债合计,17970452728
2026-03-31,资产负债率,0.5526
2026-03-31,净资产收益率(ROE),0.0734
2026-03-31,流动比率,1.0292
2026-03-31,自由现金流量,-1073916165
2026-03-31,应收账款,6616597836
2026-03-31,经营活动产生的现金流量净额,786537076
2026-03-31,资产合计,118873767003
2026-03-31,流动资产合计,0
2026-03-31,净利润率,0.1292
2026-03-31,归属于母公司普通股股东的净利润,1837274971
2026-03-31,流动负债合计,1944141764
2026-03-31,有息负债率,0.2988
2026-03-31,负债合计,65687472212
2026-03-31,毛利率(GM),0.206
2026-03-31,所有者权益合计,53186294791
2026-03-31,速动比率,0.6383
2026-03-31,基本每股收益,0.88
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.4403
2026-03-31,营业收入,9196158318
2026-03-31,资本回报率(ROIC),0.0592
2026-03-31,货币资金,164338907385.52
