date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,736383000000,-0.0221,0.264,48332000000
2025-12-31,2864469000000,-0.025,0.86,157302000000
2025-09-30,2169256000000,-0.0392,0.69,126279000000
2025-06-30,1450099000000,-0.0674,0.46,83993000000
2025-03-31,753108000000,-0.0734,0.26,46807000000
2024-12-31,2937981000000,-0.0248,0.9,164676000000
2024-09-30,2256279000000,-0.0113,0.724,132518000000
2024-06-30,1553869000000,0.05,0.48,88607000000
2024-03-31,812184000000,0.1088,0.25,45681000000
2023-12-31,3011012000000,-0.0704,0.88,161144000000
2023-09-30,2282135000000,-0.0706,0.72,131651000000
2023-06-30,1479871000000,-0.0835,0.47,85276000000
2023-03-31,732471000000,-0.0602,0.24,43630000000
2022-12-31,3239167000000,0.239,0.82,149375000000
2022-09-30,2455401000000,0.3058,0.66,120266000000
2022-06-30,1614621000000,0.3494,0.45,82388000000
2022-03-31,779368000000,0.4121,0.21,39059000000
2021-12-31,2614349000000,0.3519,0.5,92161000000
2021-09-30,1880341000000,0.3185,0.41,75122000000
2021-06-30,1196581000000,0.288,0.29,53036000000
2021-03-31,551923000000,0.0841,0.151,27719000000
2020-12-31,1933836000000,-0.2316,0.1,19002000000
2020-09-30,1426170000000,-0.214,0.055,10064000000
2020-06-30,929045000000,-0.2234,-0.164,-29986000000
2020-03-31,509098000000,-0.1441,-0.089,-16234000000
2019-12-31,2516810000000,0.0694,0.25,45677000000
2019-09-30,1814402000000,0.0508,0.204,37282000000
2019-06-30,1196259000000,0.0684,0.155,28420000000
2019-03-31,591041000000,0.0892,0.056,10251000000
2018-12-31,2353588000000,0.1675,0.29,52585000000
2018-09-30,1709933000000,0.173,0.263,48121000000
2018-06-30,1108822000000,0.1362,0.148,27086000000
2018-03-31,542654000000,0.0995,0.06,10150000000
2017-12-31,2015890000000,0.2468,0.12,22793000000
2017-09-30,1457704000000,0.2671,0.09,17362000000
2017-06-30,975909000000,0.3205,0.069,12674000000
2017-03-31,493559000000,0.3989,0.03,5699000000
2016-12-31,1616903000000,-0.0629,0.04,7900000000
2016-09-30,1150437000000,-0.1185,0.01,1724000000
2016-06-30,739067000000,-0.1579,0.003,528000000
