日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-05-19,=417.9200,=417.9200,=417.9200,=417.9200,=1933503879752.32,=1779034324623.0,=1056300571222.4,,=0.0188
2026-05-18,=417.2300,=417.2300,=417.2300,=417.2300,=1930311599705.83,=1776097079016.0,=1054556583391.85,,=0.0188
2026-05-15,=423.6000,=423.6000,=423.6000,=423.6000,=1959782358975.6,=1803213389908.0,=1070656876842.0,,=0.0185
2026-05-14,=427.0000,=427.0000,=427.0000,=427.0000,=1975512434567.0,=1817686774057.0,=1079250440065.0,,=0.0184
2026-05-13,=434.0500,=434.0500,=434.0500,=434.0500,=2008129208955.05,=1847697761779.0,=1097069446159.75,,=0.0181
2026-05-12,=431.2500,=431.2500,=431.2500,=431.2500,=1995175029056.25,=1835778504244.0,=1089992394093.75,,=0.0182
2026-05-11,=446.1100,=446.1100,=446.1100,=446.1100,=2063924712376.31,=1899035706732.0,=1127551320415.45,,=0.0176
2026-05-08,=437.0000,=437.0000,=437.0000,=437.0000,=2021777362777.0,=1860255550967.0,=1104525626015.0,,=0.0180
2026-05-07,=451.6400,=451.6400,=451.6400,=451.6400,=2089509217676.44,=1922576240363.0,=1141528498245.8,,=0.0174
2026-05-06,=460.0000,=460.0000,=460.0000,=460.0000,=2128186697660.0,=1958163737860.0,=1162658553700.0,,=0.0171
2026-04-30,=436.0000,=436.0000,=436.0000,=436.0000,=2017150869956.0,=1855998673276.0,=1101998107420.0,,=0.0180
2026-04-29,=445.0000,=445.0000,=445.0000,=445.0000,=2031015656960.0,=1894298249110.0,=1124745774775.0,,=0.0179
2026-04-28,=427.6700,=427.6700,=427.6700,=427.6700,=1951920148341.76,=1820527038645.0,=1080943877523.65,,=0.0186
2026-04-27,=434.8800,=434.8800,=434.8800,=434.8800,=1984827166064.64,=1851218927130.0,=1099167286593.6,,=0.0183
2026-04-24,=444.9000,=444.9000,=444.9000,=444.9000,=2030559248947.2,=1893872564110.0,=1124493022915.5,,=0.0179
2026-04-23,=438.9000,=438.9000,=438.9000,=438.9000,=2003174768179.2,=1868331464122.0,=1109327911345.5,,=0.0181
2026-04-22,=436.3500,=436.3500,=436.3500,=436.3500,=1991536363852.8,=1857476496627.0,=1102882738928.25,,=0.0182
2026-04-21,=447.6000,=447.6000,=447.6000,=447.6000,=2042882265292.8,=1905366059105.0,=1131317323122.0,,=0.0178
2026-04-20,=432.5000,=432.5000,=432.5000,=432.5000,=1973964655360.0,=1841087624135.0,=1093151792337.5,,=0.0184
2026-04-17,=444.2000,=444.2000,=444.2000,=444.2000,=2027364392857.6,=1890892769112.0,=1122723759899.0,,=0.0179
2026-04-16,=453.9800,=453.9800,=453.9800,=453.9800,=2072001096509.44,=1932524762092.0,=1147442891758.1,,=0.0175
2026-04-15,=431.0000,=431.0000,=431.0000,=431.0000,=1967118535168.0,=1834702349138.0,=1089248566074.0,,=0.0185
2026-04-14,=430.7900,=430.7900,=430.7900,=430.7900,=1966152798420.9104,=1833801130718.0,=1088717841714.66,,=0.0185
2026-04-13,=427.1300,=427.1300,=427.1300,=427.1300,=1949448327002.77,=1818221121576.0,=1079468074309.02,,=0.0186
2026-04-10,=416.0000,=416.0000,=416.0000,=416.0000,=1898650303264.0,=1770842569184.0,=1051339683264.0,,=0.0191
2026-04-09,=389.9900,=389.9900,=389.9900,=389.9900,=1779939018677.71,=1660122340279.0,=985605680471.46,,=0.0204
2026-04-08,=391.3000,=391.3000,=391.3000,=391.3000,=1785917941507.7,=1665622772614.0,=988916389570.2,,=0.0204
2026-04-07,=384.5900,=384.5900,=384.5900,=384.5900,=1755293077241.11,=1637060726091.0,=971958482659.86,,=0.0207
2026-04-03,=386.4600,=386.4600,=386.4600,=386.4600,=1763827875479.3398,=1645020640696.0,=976684456716.84,,=0.0206
2026-04-02,=401.1700,=401.1700,=401.1700,=401.1700,=1830965245577.9304,=1707635797826.0,=1013860434459.18,,=0.0198
2026-04-01,=405.7100,=405.7100,=405.7100,=405.7100,=1851686092637.5896,=1726960938096.0,=1025334189656.34,,=0.0196
2026-03-31,=401.7000,=401.7000,=401.7000,=401.7000,=1833384199089.3,=1709891816404.0,=1015199881651.8,,=0.0198
2026-03-30,=413.0000,=413.0000,=413.0000,=413.0000,=1884877878828.0,=1757991835138.0,=1043757906702.0,,=0.0193
2026-03-27,=416.1800,=416.1800,=416.1800,=416.1800,=1899390982108.08,=1771527946605.0,=1051794589857.72,,=0.0191
2026-03-26,=402.5000,=402.5000,=402.5000,=402.5000,=1836957254790.0,=1713297127465.0,=1017221688735.0,,=0.0198
2026-03-25,=397.8100,=397.8100,=397.8100,=397.8100,=1815552709386.36,=1693333491371.0,=1005368844709.74,,=0.0200
2026-03-24,=396.9900,=396.9900,=396.9900,=396.9900,=1811810336842.44,=1689843047534.0,=1003296492449.46,,=0.0200
2026-03-23,=401.9900,=401.9900,=401.9900,=401.9900,=1834629681622.44,=1711126241664.0,=1015932786719.46,,=0.0197
2026-03-20,=413.0000,=413.0000,=413.0000,=413.0000,=1884877878828.0,=1757991835138.0,=1043757906702.0,,=0.0192
2026-03-19,=400.5000,=400.5000,=400.5000,=400.5000,=1827829516878.0,=1704783849813.0,=1012167171027.0,,=0.0198
2026-03-18,=402.0200,=402.0200,=402.0200,=402.0200,=1834766597691.12,=1711253940829.0,=1016008604485.08,,=0.0197
2026-03-17,=405.0000,=405.0000,=405.0000,=405.0000,=1848366927180.0,=1723938724530.0,=1023539835870.0,,=0.0196
2026-03-16,=408.4000,=408.4000,=408.4000,=408.4000,=1863884081630.4,=1738411296538.0,=1032132515973.6,,=0.0194
2026-03-13,=397.0000,=397.0000,=397.0000,=397.0000,=1811855975532.0,=1689885613922.0,=1003321765038.0,,=0.0200
2026-03-12,=395.5000,=395.5000,=395.5000,=395.5000,=1805010172098.0,=1683500655683.0,=999530876757.0,,=0.0200
2026-03-11,=396.8000,=396.8000,=396.8000,=396.8000,=1810943201740.8,=1689034286157.0,=1002816313267.2,,=0.0200
2026-03-10,=376.3000,=376.3000,=376.3000,=376.3000,=1717383888142.8,=1601773190224.0,=951007506760.2,,=0.0211
2026-03-09,=357.5000,=357.5000,=357.5000,=357.5000,=1631583151770.0,=1521748380295.0,=886843362405.0,,=0.0149
2026-03-06,=354.7700,=354.7700,=354.7700,=354.7700,=1619123789520.12,=1510127756300.0,=880071104001.1799,,=0.0151
2026-03-05,=350.2500,=350.2500,=350.2500,=350.2500,=1598495101839.0,=1490887748807.0,=868858427083.5,,=0.0153
2026-03-04,=338.9000,=338.9000,=338.9000,=338.9000,=1546695189188.4,=1442571499642.0,=840702700752.6,,=0.0158
2026-03-03,=344.0700,=344.0700,=344.0700,=344.0700,=1570290391690.92,=1464578270528.0,=853527820147.38,,=0.0155
2026-03-02,=340.2200,=340.2200,=340.2200,=340.2200,=1552719496210.32,=1448190249656.0,=843977199321.4801,,=0.0157
2026-02-27,=342.0100,=342.0100,=342.0100,=342.0100,=1560885391965.28,=1455809615204.0,=848417617835.34,,=0.0156
2026-02-26,=346.0000,=346.0000,=346.0000,=346.0000,=1579095189088.0,=1472793564108.0,=858315533964.0,,=0.0154
2026-02-25,=362.1800,=362.1800,=362.1800,=362.1800,=1652938426543.04,=1541665818060.0,=898452948240.12,,=0.0148
2026-02-24,=361.9500,=361.9500,=361.9500,=361.9500,=1651888738989.6,=1540688143872.0,=897882391671.2999,,=0.0148
2026-02-13,=365.3400,=365.3400,=365.3400,=365.3400,=1667360220755.5198,=1555118128145.0,=906291899359.56,,=0.0146
2026-02-12,=375.8700,=375.8700,=375.8700,=375.8700,=1715417655267.36,=1599940468675.0,=932413467488.58,,=0.0142
2026-02-11,=368.0000,=368.0000,=368.0000,=368.0000,=1679500085504.0,=1566440770672.0,=912890510112.0,,=0.0177
2026-02-10,=364.9700,=364.9700,=364.9700,=364.9700,=1665671592952.1602,=1553543174109.0,=905374047487.98,,=0.0179
2026-02-09,=368.8200,=368.8200,=368.8200,=368.8200,=1683242449824.96,=1569931209346.0,=914924668313.88,,=0.0177
2026-02-06,=369.1100,=369.1100,=369.1100,=369.1100,=1684562570149.2,=1571162234014.0,=915644065726.74,,=0.0177
2026-02-05,=362.9400,=362.9400,=362.9400,=362.9400,=1656403617376.8,=1544898868124.0,=900338265597.96,,=0.0180
2026-02-04,=365.0300,=365.0300,=365.0300,=365.0300,=1665942063291.6,=1553778334798.0,=905522888332.02,,=0.0179
2026-02-03,=347.9100,=347.9100,=347.9100,=347.9100,=1587808956085.2002,=1480905735034.0,=863053634165.9401,,=0.0188
2026-02-02,=348.9800,=348.9800,=348.9800,=348.9800,=1592692275285.6,=1485460272519.0,=865707962551.3201,,=0.0187
2026-01-30,=350.0000,=350.0000,=350.0000,=350.0000,=1597331220800.0,=1489801981150.0,=868238256900.0,,=0.0186
2026-01-29,=341.8900,=341.8900,=341.8900,=341.8900,=1560318774512.3198,=1455281140958.0,=848119936147.26,,=0.0191
2026-01-28,=339.9900,=339.9900,=339.9900,=339.9900,=1551647547885.12,=1447193644489.0,=843406642752.66,,=0.0192
2026-01-27,=339.4000,=339.4000,=339.4000,=339.4000,=1548954903827.2,=1444682264007.0,=841943041119.6,,=0.0192
2026-01-26,=342.0500,=342.0500,=342.0500,=342.0500,=1561048983070.4,=1455962193292.0,=848516845064.7001,,=0.0191
2026-01-23,=347.0000,=347.0000,=347.0000,=347.0000,=1583639810336.0,=1477032249883.0,=860796214698.0,,=0.0188
2026-01-22,=345.8000,=345.8000,=345.8000,=345.8000,=1578163246150.4,=1471924357376.0,=857819397817.2001,,=0.0189
2026-01-21,=349.8100,=349.8100,=349.8100,=349.8100,=1596464098137.28,=1488993231503.0,=867766927560.54,,=0.0187
2026-01-20,=349.6000,=349.6000,=349.6000,=349.6000,=1595505699404.8,=1488099350314.0,=867245984606.4,,=0.0187
2026-01-19,=348.9000,=348.9000,=348.9000,=348.9000,=1592311036963.2,=1485119746352.0,=865509508092.6,,=0.0187
2026-01-16,=352.3200,=352.3200,=352.3200,=352.3200,=1607919244892.16,=1499677239996.0,=873993436202.88,,=0.0185
2026-01-15,=353.7500,=353.7500,=353.7500,=353.7500,=1614445483880.0,=1505764145234.0,=877540809652.5,,=0.0184
2026-01-14,=353.9800,=353.9800,=353.9800,=353.9800,=1615495158682.24,=1506743157964.0,=878111366221.3201,,=0.0184
2026-01-13,=359.0000,=359.0000,=359.0000,=359.0000,=1638405452192.0,=1528111174951.0,=890564383506.0,,=0.0182
2026-01-12,=361.6800,=361.6800,=361.6800,=361.6800,=1650636445539.84,=1539518801550.0,=897212607873.12,,=0.0180
2026-01-09,=369.2300,=369.2300,=369.2300,=369.2300,=1685093161874.24,=1571655958571.0,=915941747414.82,,=0.0177
2026-01-08,=369.2100,=369.2100,=369.2100,=369.2100,=1685001885804.48,=1571570827030.0,=915892133800.14,,=0.0177
2026-01-07,=371.0100,=371.0100,=371.0100,=371.0100,=1693216732082.88,=1579232665790.0,=920357359121.34,,=0.0176
2026-01-06,=373.9900,=373.9900,=373.9900,=373.9900,=1706816866477.12,=1591844163560.0,=927749787708.66,,=0.0174
2026-01-05,=377.5000,=377.5000,=377.5000,=377.5000,=1722835816720.0,=1606784063060.0,=936456977085.0,,=0.0173
2025-12-31,=367.2600,=367.2600,=367.2600,=367.2600,=1676102469002.88,=1563198715230.0,=911054806368.84,,=0.0178
2025-12-30,=369.2000,=369.2000,=369.2000,=369.2000,=1684884082091.6,=1571456095581.0,=915867326992.8,,=0.0177
2025-12-29,=369.3100,=369.3100,=369.3100,=369.3100,=1685386078974.13,=1571924297559.0,=916140201873.54,,=0.0177
2025-12-26,=374.4300,=374.4300,=374.4300,=374.4300,=1708751752051.89,=1593716971474.0,=928841287231.62,,=0.0174
2025-12-25,=373.0100,=373.0100,=373.0100,=373.0100,=1702271428659.23,=1587672909568.0,=925318720589.34,,=0.0175
2025-12-24,=375.6000,=375.6000,=375.6000,=375.6000,=1714091173438.8,=1598696937974.0,=931743683690.4,,=0.0174
2025-12-23,=378.1000,=378.1000,=378.1000,=378.1000,=1725500193496.3,=1609337892034.0,=937945385525.4,,=0.0173
2025-12-22,=371.8400,=371.8400,=371.8400,=371.8400,=1696932007272.3198,=1582692943068.0,=922416324130.56,,=0.0176
2025-12-19,=374.0000,=374.0000,=374.0000,=374.0000,=1706789400602.0,=1591886727376.0,=927774594516.0,,=0.0175
2025-12-18,=372.0000,=372.0000,=372.0000,=372.0000,=1697662184556.0,=1583373964128.0,=922813233048.0,,=0.0175
2025-12-17,=383.4200,=383.4200,=383.4200,=383.4200,=1749778588178.6602,=1631981842274.0,=951142607030.28,,=0.0170
2025-12-16,=378.4100,=378.4100,=378.4100,=378.4100,=1726914911983.4302,=1610657370338.0,=938714396552.94,,=0.0172
2025-12-15,=385.5000,=385.5000,=385.5000,=385.5000,=1759270892866.5,=1640835116052.0,=956302422957.0,,=0.0169
2025-12-12,=391.8000,=391.8000,=391.8000,=391.8000,=1788021623411.4,=1667650320283.0,=971930711581.2,,=0.0167
2025-12-11,=388.9900,=388.9900,=388.9900,=388.9900,=1775197884866.77,=1655689887920.0,=964959998718.66,,=0.0168
2025-12-10,=382.3800,=382.3800,=382.3800,=382.3800,=1745032435834.74,=1627555205385.0,=948562699066.92,,=0.0171
2025-12-09,=387.5900,=387.5900,=387.5900,=387.5900,=1768808833634.5698,=1649730953646.0,=961487045691.06,,=0.0168
2025-12-08,=392.5000,=392.5000,=392.5000,=392.5000,=1791216149027.5,=1670629787420.0,=973667188095.0,,=0.0166
2025-12-05,=389.0900,=389.0900,=389.0900,=389.0900,=1775654245669.0698,=1656115526082.0,=965208066792.06,,=0.0168
2025-12-04,=383.3500,=383.3500,=383.3500,=383.3500,=1749459135617.05,=1631683895560.0,=950968959378.9,,=0.0170
2025-12-03,=376.0800,=376.0800,=376.0800,=376.0800,=1716281705289.8398,=1600727254674.0,=932934410442.72,,=0.0174
2025-12-02,=380.0800,=380.0800,=380.0800,=380.0800,=1734536137381.8398,=1617752645598.0,=942857133378.72,,=0.0172
2025-12-01,=382.9700,=382.9700,=382.9700,=382.9700,=1747724964568.31,=1630053490541.0,=950026300699.98,,=0.0170
2025-11-28,=373.2000,=373.2000,=373.2000,=373.2000,=1703125865316.0,=1588468973209.0,=925790049928.8,,=0.0175
2025-11-27,=371.2000,=371.2000,=371.2000,=371.2000,=1693998717056.0,=1579956277747.0,=920828688460.8,,=0.0176
2025-11-26,=372.8200,=372.8200,=372.8200,=372.8200,=1701391707146.6,=1586851561071.0,=924847391249.88,,=0.0175
2025-11-25,=372.3600,=372.3600,=372.3600,=372.3600,=1699292463046.8,=1584893641115.0,=923706278112.24,,=0.0175
2025-11-24,=370.5500,=370.5500,=370.5500,=370.5500,=1691032393871.5,=1577189651722.0,=919216245983.7,,=0.0176
2025-11-21,=370.0000,=370.0000,=370.0000,=370.0000,=1688522428100.0,=1574848660470.0,=917851871580.0,,=0.0176
2025-11-20,=379.3900,=379.3900,=379.3900,=379.3900,=1731374389180.7,=1614815765664.0,=941145463672.26,,=0.0172
2025-11-19,=391.1000,=391.1000,=391.1000,=391.1000,=1784681696201.7002,=1664525451162.0,=970194235067.4,,=0.0167
2025-11-18,=385.0000,=385.0000,=385.0000,=385.0000,=1756845955095.0,=1638563791095.0,=955062082590.0,,=0.0170
2025-11-17,=390.7800,=390.7800,=390.7800,=390.7800,=1783221460602.66,=1663163528011.0,=969400417232.52,,=0.0167
2025-11-14,=404.1200,=404.1200,=404.1200,=404.1200,=1844095032137.64,=1719938699370.0,=1002492698224.08,,=0.0162
2025-11-13,=415.6000,=415.6000,=415.6000,=415.6000,=1896480984253.2,=1768733865812.0,=1030970913050.4,,=0.0157
2025-11-12,=386.3800,=386.3800,=386.3800,=386.3800,=1763083882034.6,=1644377745603.0,=958485422002.92,,=0.0169
2025-11-11,=385.6000,=385.6000,=385.6000,=385.6000,=1759524677552.0,=1641058177712.0,=956550491030.4,,=0.0169
2025-11-10,=384.5100,=384.5100,=384.5100,=384.5100,=1754550917441.7,=1636419294378.0,=953846549030.34,,=0.0170
2025-11-07,=395.3700,=395.3700,=395.3700,=395.3700,=1804105995237.9,=1682637893470.0,=980786741801.58,,=0.0165
2025-11-06,=394.6800,=394.6800,=394.6800,=394.6800,=1800957468195.6,=1679701352644.0,=979075072095.12,,=0.0165
2025-11-05,=388.7000,=388.7000,=388.7000,=388.7000,=1773670233829.0,=1654251332149.0,=964240601305.8,,=0.0168
2025-11-04,=378.9500,=378.9500,=378.9500,=378.9500,=1729180177796.5,=1612670079399.0,=940053964149.3,,=0.0172
2025-11-03,=386.8600,=386.8600,=386.8600,=386.8600,=1765274161716.2,=1646332093723.0,=959676148755.24,,=0.0169
2025-10-31,=388.7700,=388.7700,=388.7700,=388.7700,=1773989649615.9,=1654460342441.0,=964414248957.18,,=0.0168
2025-10-30,=398.2900,=398.2900,=398.2900,=398.2900,=1817339120058.29,=1694973917202.0,=988030329544.86,,=0.0164
2025-10-29,=400.0000,=400.0000,=400.0000,=400.0000,=1825141600400.0,=1702251040400.0,=992272293600.0,,=0.0163
2025-10-28,=386.4800,=386.4800,=386.4800,=386.4800,=1763451814306.48,=1644714955234.0,=958733490076.32,,=0.0169
2025-10-27,=386.1800,=386.1800,=386.1800,=386.1800,=1762082958106.18,=1643438266954.0,=957989285856.12,,=0.0169
2025-10-24,=385.7700,=385.7700,=385.7700,=385.7700,=1760212187965.77,=1641693459638.0,=956972206755.18,,=0.0169
2025-10-23,=376.4500,=376.4500,=376.4500,=376.4500,=1717686388676.45,=1602031010396.0,=933852262314.3,,=0.0173
2025-10-22,=372.8600,=372.8600,=372.8600,=372.8600,=1701305742812.86,=1586753307309.0,=924946618479.24,,=0.0175
2025-10-21,=375.9000,=375.9000,=375.9000,=375.9000,=1715176818975.9,=1599690415216.0,=932487887910.6,,=0.0174
2025-10-20,=366.5000,=366.5000,=366.5000,=366.5000,=1672285991366.5,=1559687515767.0,=907886406595.5,,=0.0178
2025-10-17,=358.1400,=358.1400,=358.1400,=358.1400,=1634140531918.14,=1524110469022.0,=887177183241.7799,,=0.0182
2025-10-16,=368.5000,=368.5000,=368.5000,=368.5000,=1681411699368.5,=1568198770969.0,=912840766249.5,,=0.0177
2025-10-15,=369.3000,=369.3000,=369.3000,=369.3000,=1685061982569.3,=1571603273049.0,=914822510111.1,,=0.0177
2025-10-14,=358.0000,=358.0000,=358.0000,=358.0000,=1633501732358.0,=1523514681158.0,=886830378066.0,,=0.0182
2025-10-13,=374.5000,=374.5000,=374.5000,=374.5000,=1708788823374.5,=1593732536575.0,=927703845211.5,,=0.0174
2025-10-10,=381.9500,=381.9500,=381.9500,=381.9500,=1742782085681.95,=1625436962202.0,=946158834922.65,,=0.0171
2025-10-09,=409.8900,=409.8900,=409.8900,=409.8900,=1870268226469.89,=1744339197374.0,=1015371239289.03,,=0.0159
2025-09-30,=402.0000,=402.0000,=402.0000,=402.0000,=1834267308402.0,=1710279261246.0,=995826290454.0,,=0.0162
2025-09-29,=397.3700,=397.3700,=397.3700,=397.3700,=1812663823327.51,=1690581268760.0,=984356947854.99,,=0.0164
2025-09-26,=380.4000,=380.4000,=380.4000,=380.4000,=1735252581709.2,=1618383659149.0,=942319206190.8,,=0.0172
2025-09-25,=392.8500,=392.8500,=392.8500,=392.8500,=1792045154375.55,=1671351263136.0,=973160095036.95,,=0.0166
2025-09-24,=379.9300,=379.9300,=379.9300,=379.9300,=1733108605070.39,=1616384078918.0,=941154931672.11,,=0.0172
2025-09-23,=368.1500,=368.1500,=368.1500,=368.1500,=1679372339527.45,=1566266940367.0,=911973753310.05,,=0.0177
2025-09-22,=370.0500,=370.0500,=370.0500,=370.0500,=1688039479131.15,=1574350349811.0,=916680394981.35,,=0.0176
2025-09-19,=368.4900,=368.4900,=368.4900,=368.4900,=1680923301351.27,=1567713445215.0,=912815994451.23,,=0.0177
2025-09-18,=366.8900,=366.8900,=366.8900,=366.8900,=1673624657474.47,=1560906363578.0,=908852506728.03,,=0.0178
2025-09-17,=377.1000,=377.1000,=377.1000,=377.1000,=1720199128713.3,=1604344053273.0,=934144512761.7,,=0.0173
2025-09-16,=353.4200,=353.4200,=353.4200,=353.4200,=1612179199336.6602,=1503599245049.0,=875484894458.3401,,=0.0185
2025-09-15,=354.7000,=354.7000,=354.7000,=354.7000,=1617381818817.5,=1508423789868.0,=878655684636.9,,=0.0184
2025-09-12,=325.0000,=325.0000,=325.0000,=325.0000,=1481954020625.0,=1382119345100.0,=805083443775.0,,=0.0201
2025-09-11,=322.5500,=322.5500,=322.5500,=322.5500,=1470782367238.75,=1371700291575.0,=799014353198.85,,=0.0203
2025-09-10,=316.0400,=316.0400,=316.0400,=316.0400,=1441097688241.0,=1344015377924.0,=782887912525.0801,,=0.0207
2025-09-09,=320.0000,=320.0000,=320.0000,=320.0000,=1459123404800.0,=1360824647360.0,=792697544640.0,,=0.0204
2025-09-08,=325.3700,=325.3700,=325.3700,=325.3700,=1483609319436.8,=1383660985974.0,=806000000310.99,,=0.0201
2025-09-05,=325.1100,=325.1100,=325.1100,=325.1100,=1482423781670.4,=1382555315948.0,=805355933555.9701,,=0.0201
2025-09-04,=304.0300,=304.0300,=304.0300,=304.0300,=1386304027379.2,=1292910992303.0,=753136982802.8099,,=0.0215
2025-09-03,=309.0000,=309.0000,=309.0000,=309.0000,=1408932582948.0,=1314012845295.0,=765448566543.0,,=0.0211
2025-09-02,=302.8700,=302.8700,=302.8700,=302.8700,=1380879620473.75,=1287842918393.0,=750263454203.49,,=0.0216
2025-09-01,=304.0000,=304.0000,=304.0000,=304.0000,=1386031646000.0,=1292647826432.0,=753062667408.0,,=0.0215
2025-08-29,=306.1800,=306.1800,=306.1800,=306.1800,=1395970951882.5,=1301917472029.0,=758462919430.86,,=0.0213
2025-08-28,=277.4100,=277.4100,=277.4100,=277.4100,=1264799470121.25,=1179583662929.0,=687194455808.0701,,=0.0235
2025-08-27,=278.3000,=278.3000,=278.3000,=278.3000,=1268857260137.5,=1183368059526.0,=689399145854.1,,=0.0235
2025-08-26,=289.5000,=289.5000,=289.5000,=289.5000,=1319921149687.5,=1230991492566.0,=717143559916.5,,=0.0226
2025-08-25,=290.2800,=290.2800,=290.2800,=290.2800,=1323476602882.68,=1234307342540.0,=719075760181.5599,,=0.0225
2025-08-22,=287.1800,=287.1800,=287.1800,=287.1800,=1309342740856.58,=1221125749727.0,=711396502717.86,,=0.0227
2025-08-21,=279.0000,=279.0000,=279.0000,=279.0000,=1272047582349.0,=1186343353206.0,=691133171733.0,,=0.0234
2025-08-20,=279.2000,=279.2000,=279.2000,=279.2000,=1272959444415.2,=1187193778549.0,=691628607698.4,,=0.0234
2025-08-19,=277.8000,=277.8000,=277.8000,=277.8000,=1266576409951.8,=1181240801149.0,=688160555940.6,,=0.0235
2025-08-18,=283.0000,=283.0000,=283.0000,=283.0000,=1290284823673.0,=1203351860062.0,=701041891041.0,,=0.0231
2025-08-15,=280.6700,=280.6700,=280.6700,=280.6700,=1279661630601.77,=1193444404818.0,=695270062044.0901,,=0.0233
2025-08-14,=279.8900,=279.8900,=279.8900,=279.8900,=1276105368543.5898,=1190127745981.0,=693337861779.0299,,=0.0233
2025-08-13,=273.6000,=273.6000,=273.6000,=273.6000,=1247427306561.6,=1163381868950.0,=677756400667.2001,,=0.0239
2025-08-12,=263.2500,=263.2500,=263.2500,=263.2500,=1200238439370.75,=1119372352196.0,=652117589457.75,,=0.0248
