date,市值(元),股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-04-28,2442881576433.54,0.0357,3.3681,0.9571,2.3637,2.0291,1.6947,8.3936,0.9571,6.4631,5.7740,4.7230,0.8828,0.8096,0.8785,0.7141,0.5454
2026-04-27,2421882594401.16,0.0361,3.3391,0.9551,2.3618,2.0284,1.6947,8.3214,0.9551,6.4631,5.7732,4.7230,0.8752,0.7906,0.8785,0.7141,0.5454
2026-04-24,2463880558465.92,0.0354,3.3970,0.9600,2.3618,2.0279,1.6947,8.4658,0.9600,6.4589,5.7681,4.7230,0.8904,0.8270,0.8787,0.7141,0.5454
2026-04-23,2460380728127.19,0.0355,3.3922,0.9600,2.3618,2.0279,1.6947,8.4537,0.9596,6.4589,5.7669,4.7230,0.8891,0.8253,0.8787,0.7141,0.5454
2026-04-22,2474380049482.11,0.0353,3.4115,0.9617,2.3618,2.0279,1.6947,8.5018,0.9608,6.4584,5.7658,4.7230,0.8942,0.8368,0.8787,0.7141,0.5454
2026-04-21,2512878183208.14,0.0347,3.4646,0.9650,2.3604,2.0279,1.6947,8.6341,0.9633,6.4584,5.7658,4.7230,0.9081,0.8652,0.8787,0.7141,0.5454
2026-04-20,2516378013546.87,0.0347,3.4694,0.9654,2.3592,2.0258,1.6947,8.6461,0.9641,6.4584,5.7641,4.7230,0.9094,0.8743,0.8787,0.7141,0.5454
2026-04-17,2470880219143.38,0.0353,3.4067,0.9621,2.3588,2.0243,1.6947,8.4898,0.9617,6.4584,5.7630,4.7230,0.8929,0.8311,0.8787,0.7141,0.5454
2026-04-16,2449881237111.0,0.0356,3.3777,0.9613,2.3588,2.0243,1.6947,8.4176,0.9600,6.4584,5.7630,4.7230,0.8853,0.8150,0.8787,0.7141,0.5454
2026-04-15,2432382085417.35,0.0359,3.3536,0.9600,2.3587,2.0243,1.6947,8.3575,0.9592,6.4584,5.7630,4.7230,0.8790,0.8009,0.8787,0.7141,0.5454
2026-04-14,2365885308981.48,0.0369,3.2619,0.9497,2.3587,2.0243,1.6947,8.1290,0.9472,6.4549,5.7621,4.7230,0.8550,0.7341,0.8787,0.7141,0.5454
2026-04-13,2323887344916.7197,0.0376,3.2040,0.9394,2.3586,2.0243,1.6947,7.9847,0.9386,6.4549,5.7609,4.7230,0.8398,0.7016,0.8787,0.7141,0.5454
2026-04-10,2306388193223.07,0.0379,3.1799,0.9378,2.3555,2.0222,1.6947,7.9246,0.9366,6.4478,5.7609,4.7230,0.8335,0.6767,0.8794,0.7141,0.5454
2026-04-09,2309888023561.8,0.0378,3.1847,0.9386,2.3555,2.0222,1.6947,7.9366,0.9370,6.4478,5.7609,4.7230,0.8347,0.6827,0.8795,0.7141,0.5454
2026-04-08,2320387514577.9897,0.0376,3.1992,0.9394,2.3555,2.0222,1.6947,7.9727,0.9382,6.4478,5.7609,4.7230,0.8385,0.6937,0.8795,0.7141,0.5454
2026-04-07,2341386496610.37,0.0373,3.2281,0.9427,2.3555,2.0221,1.6947,8.0449,0.9402,6.4467,5.7609,4.7230,0.8461,0.7148,0.8795,0.7141,0.5454
2026-04-03,2393883951691.32,0.0365,3.3005,0.9555,2.3549,2.0178,1.6947,8.2252,0.9547,6.4467,5.7609,4.7230,0.8651,0.7607,0.8799,0.7141,0.5454
2026-04-02,2421882594401.16,0.0361,3.3391,0.9588,2.3549,2.0178,1.6947,8.3214,0.9588,6.4467,5.7586,4.7230,0.8752,0.7874,0.8799,0.7141,0.5454
2026-04-01,2341386496610.37,0.0373,3.2281,0.9439,2.3543,2.0178,1.6947,8.0449,0.9415,6.4466,5.7564,4.7230,0.8461,0.7148,0.8799,0.7141,0.5454
2026-03-31,2344886326949.1,0.0372,3.2330,0.9452,2.3535,2.0166,1.6947,8.0569,0.9427,6.4466,5.7560,4.7230,0.8474,0.7185,0.8810,0.7141,0.5454
2026-03-30,2271389889835.77,0.0378,3.1494,0.9386,2.3525,2.0117,1.6947,7.8712,0.9369,6.4465,5.7560,4.7230,0.8423,0.7069,0.8811,0.7141,0.5454
2026-03-27,2267890059497.04,0.0378,3.1445,0.9378,2.3501,2.0117,1.6947,7.8591,0.9362,6.4465,5.7555,4.7230,0.8410,0.7010,0.8811,0.7141,0.5454
2026-03-26,2278389550513.23,0.0376,3.1591,0.9394,2.3501,2.0095,1.6947,7.8954,0.9386,6.4465,5.7554,4.7230,0.8449,0.7116,0.8812,0.7141,0.5454
2026-03-25,2292388871868.15,0.0374,3.1785,0.9406,2.3493,2.0073,1.6947,7.9440,0.9398,6.4457,5.7553,4.7230,0.8501,0.7226,0.8812,0.7141,0.5454
2026-03-24,2274889720174.5,0.0377,3.1542,0.9398,2.3493,2.0073,1.6947,7.8833,0.9386,6.4457,5.7553,4.7230,0.8436,0.7086,0.8813,0.7141,0.5454
2026-03-23,2264390229158.31,0.0379,3.1397,0.9386,2.3487,2.0053,1.6947,7.8469,0.9373,6.4457,5.7553,4.7230,0.8397,0.6983,0.8819,0.7141,0.5454
2026-03-20,2365885308981.48,0.0362,3.2804,0.9535,2.3484,2.0053,1.6947,8.1987,0.9535,6.4376,5.7550,4.7230,0.8773,0.7887,0.8819,0.7141,0.5454
2026-03-19,2390384121352.59,0.0359,3.3144,0.9576,2.3484,2.0053,1.6947,8.2836,0.9576,6.4376,5.7550,4.7230,0.8864,0.8113,0.8819,0.7141,0.5454
2026-03-18,2358885648304.02,0.0364,3.2707,0.9526,2.3484,2.0053,1.6947,8.1744,0.9530,6.4349,5.7550,4.7230,0.8747,0.7836,0.8819,0.7141,0.5454
2026-03-17,2365885308981.48,0.0362,3.2804,0.9542,2.3462,2.0053,1.6947,8.1987,0.9542,6.4346,5.7550,4.7230,0.8773,0.7890,0.8819,0.7141,0.5454
2026-03-16,2327387175255.45,0.0368,3.2270,0.9460,2.3443,2.0053,1.6947,8.0652,0.9452,6.4330,5.7550,4.7230,0.8631,0.7531,0.8825,0.7141,0.5454
2026-03-13,2316887684239.2603,0.0370,3.2125,0.9444,2.3434,2.0016,1.6947,8.0289,0.9436,6.4329,5.7550,4.7230,0.8592,0.7405,0.8835,0.7141,0.5454
2026-03-12,2323887344916.7197,0.0369,3.2222,0.9460,2.3434,2.0016,1.6947,8.0531,0.9448,6.4329,5.7521,4.7230,0.8618,0.7482,0.8835,0.7141,0.5454
2026-03-11,2320387514577.9897,0.0370,3.2173,0.9452,2.3434,2.0016,1.6947,8.0410,0.9444,6.4305,5.7493,4.7230,0.8605,0.7465,0.8835,0.7141,0.5454
2026-03-10,2302888362884.34,0.0372,3.1931,0.9448,2.3431,1.9995,1.6947,7.9803,0.9439,6.4287,5.7493,4.7230,0.8540,0.7275,0.8835,0.7141,0.5454
2026-03-09,2330887005594.18,0.0368,3.2319,0.9464,2.3431,1.9995,1.6947,8.0774,0.9460,6.4287,5.7487,4.7230,0.8644,0.7552,0.8835,0.7141,0.5454
2026-03-06,2344886326949.1,0.0366,3.2513,0.9498,2.3426,1.9990,1.6947,8.1259,0.9493,6.4269,5.7487,4.7230,0.8695,0.7665,0.8836,0.7141,0.5454
2026-03-05,2358885648304.02,0.0364,3.2707,0.9534,2.3426,1.9990,1.6947,8.1744,0.9539,6.4269,5.7487,4.7230,0.8747,0.7804,0.8836,0.7141,0.5454
2026-03-04,2337886666271.64,0.0367,3.2416,0.9489,2.3419,1.9990,1.6947,8.1016,0.9489,6.4269,5.7487,4.7230,0.8670,0.7601,0.8836,0.7141,0.5454
2026-03-03,2355385817965.29,0.0364,3.2658,0.9530,2.3419,1.9990,1.6947,8.1623,0.9526,6.4269,5.7487,4.7230,0.8734,0.7741,0.8838,0.7141,0.5454
2026-03-02,2267890059497.04,0.0378,3.1445,0.9452,2.3405,1.9990,1.6947,7.8591,0.9435,6.4206,5.7470,4.7230,0.8410,0.7012,0.8842,0.7141,0.5454
2026-02-27,2239891416787.2,0.0383,3.1057,0.9428,2.3399,1.9990,1.6947,7.7620,0.9407,6.4206,5.7452,4.7230,0.8306,0.6680,0.8843,0.7141,0.5454
2026-02-26,2246891077464.66,0.0382,3.1154,0.9444,2.3399,1.9990,1.6947,7.7863,0.9423,6.4206,5.7452,4.7230,0.8332,0.6761,0.8843,0.7141,0.5454
2026-02-25,2278389550513.23,0.0376,3.1591,0.9460,2.3399,1.9986,1.6947,7.8954,0.9452,6.4204,5.7452,4.7230,0.8449,0.7095,0.8843,0.7141,0.5454
2026-02-24,2267890059497.04,0.0378,3.1445,0.9460,2.3396,1.9970,1.6947,7.8591,0.9444,6.4203,5.7452,4.7230,0.8410,0.7000,0.8843,0.7141,0.5454
2026-02-13,2278389550513.23,0.0376,3.1591,0.9466,2.3393,1.9927,1.6949,7.8954,0.9458,6.4178,5.7430,4.7230,0.8449,0.7071,0.8843,0.7145,0.5454
2026-02-12,2313387853900.5303,0.0371,3.2076,0.9474,2.3393,1.9927,1.6949,8.0167,0.9466,6.4171,5.7430,4.7230,0.8579,0.7345,0.8843,0.7145,0.5454
2026-02-11,2376384799997.67,0.0361,3.2950,0.9560,2.3393,1.9927,1.6947,8.2350,0.9560,6.4171,5.7430,4.7230,0.8812,0.7907,0.8843,0.7145,0.5454
2026-02-10,2355385817965.29,0.0364,3.2658,0.9539,2.3383,1.9927,1.6947,8.1623,0.9535,6.4158,5.7430,4.7230,0.8734,0.7709,0.8843,0.7145,0.5454
2026-02-09,2348386157287.83,0.0365,3.2561,0.9523,2.3382,1.9927,1.6947,8.1380,0.9523,6.4145,5.7430,4.7230,0.8708,0.7650,0.8843,0.7145,0.5454
2026-02-06,2334386835932.91,0.0367,3.2367,0.9502,2.3382,1.9927,1.6947,8.0895,0.9498,6.4132,5.7430,4.7230,0.8657,0.7526,0.8843,0.7143,0.5454
2026-02-05,2344886326949.1,0.0366,3.2513,0.9522,2.3369,1.9927,1.6947,8.1259,0.9518,6.4132,5.7430,4.7230,0.8695,0.7636,0.8843,0.7141,0.5454
2026-02-04,2334386835932.91,0.0367,3.2367,0.9510,2.3369,1.9927,1.6947,8.0895,0.9506,6.4132,5.7430,4.7230,0.8657,0.7529,0.8843,0.7141,0.5454
2026-02-03,2330887005594.18,0.0368,3.2319,0.9510,2.3369,1.9927,1.6947,8.0774,0.9506,6.4130,5.7420,4.7230,0.8644,0.7521,0.8843,0.7141,0.5454
2026-02-02,2372884969658.94,0.0361,3.2901,0.9555,2.3364,1.9927,1.6947,8.2229,0.9555,6.4130,5.7420,4.7230,0.8799,0.7883,0.8843,0.7141,0.5454
2026-01-30,2351885987626.56,0.0365,3.2610,0.9535,2.3364,1.9924,1.6947,8.1501,0.9539,6.4130,5.7385,4.7230,0.8721,0.7690,0.8843,0.7143,0.5454
2026-01-29,2372884969658.94,0.0361,3.2901,0.9559,2.3364,1.9921,1.6947,8.2229,0.9559,6.4108,5.7384,4.7230,0.8799,0.7887,0.8843,0.7141,0.5454
2026-01-28,2379884630336.4,0.0360,3.2998,0.9563,2.3364,1.9903,1.6947,8.2472,0.9563,6.4108,5.7375,4.7230,0.8825,0.7932,0.8850,0.7141,0.5454
2026-01-27,2411383103384.9697,0.0356,3.3435,0.9592,2.3345,1.9895,1.6947,8.3563,0.9592,6.4108,5.7375,4.7230,0.8942,0.8233,0.8850,0.7141,0.5454
2026-01-26,2393883951691.32,0.0358,3.3192,0.9588,2.3336,1.9895,1.6947,8.2957,0.9588,6.4099,5.7373,4.7230,0.8877,0.8072,0.8843,0.7141,0.5454
2026-01-23,2362385478642.75,0.0363,3.2755,0.9568,2.3333,1.9894,1.6947,8.1865,0.9568,6.4099,5.7373,4.7230,0.8760,0.7777,0.8843,0.7143,0.5454
2026-01-22,2383384460675.13,0.0360,3.3047,0.9584,2.3331,1.9893,1.6947,8.2593,0.9576,6.4094,5.7373,4.7230,0.8838,0.7974,0.8843,0.7141,0.5454
2026-01-21,2435881915756.08,0.0352,3.3775,0.9613,2.3331,1.9881,1.6947,8.4412,0.9605,6.4094,5.7373,4.7230,0.9033,0.8431,0.8850,0.7141,0.5454
2026-01-20,2509378352869.41,0.0342,3.4794,0.9658,2.3322,1.9881,1.6947,8.6959,0.9658,6.4094,5.7340,4.7230,0.9305,0.8970,0.8850,0.7141,0.5454
2026-01-19,2484879540498.3,0.0345,3.4454,0.9638,2.3307,1.9876,1.6947,8.6110,0.9638,6.4094,5.7327,4.7230,0.9215,0.8834,0.8850,0.7141,0.5454
2026-01-16,2523377674224.33,0.0340,3.4988,0.9671,2.3303,1.9864,1.6947,8.7444,0.9671,6.4094,5.7306,4.7230,0.9357,0.9033,0.8850,0.7143,0.5454
2026-01-15,2565375638289.09,0.0334,3.5570,0.9695,2.3296,1.9864,1.6947,8.8900,0.9695,6.4077,5.7306,4.7230,0.9513,0.9172,0.8850,0.7141,0.5454
2026-01-14,2617873093370.04,0.0328,3.6298,0.9757,2.3282,1.9864,1.6947,9.0719,0.9757,6.4077,5.7306,4.7230,0.9708,0.9316,0.8850,0.7141,0.5454
2026-01-13,2663370887773.5303,0.0322,3.6929,0.9811,2.3267,1.9864,1.6947,9.2295,0.9811,6.4075,5.7306,4.7230,0.9876,0.9452,0.8850,0.7141,0.5454
2026-01-12,2631872414724.96,0.0326,3.6492,0.9778,2.3267,1.9864,1.6947,9.1204,0.9778,6.4074,5.7301,4.7230,0.9760,0.9345,0.8850,0.7141,0.5454
2026-01-09,2593374280998.93,0.0331,3.5958,0.9757,2.3263,1.9862,1.6947,8.9870,0.9753,6.4007,5.7291,4.7230,0.9617,0.9251,0.8850,0.7143,0.5454
2026-01-08,2603873772015.12,0.0329,3.6104,0.9761,2.3263,1.9860,1.6947,9.0234,0.9761,6.4007,5.7291,4.7230,0.9656,0.9279,0.8850,0.7141,0.5454
2026-01-07,2621372923708.77,0.0327,3.6346,0.9769,2.3263,1.9860,1.6947,9.0840,0.9769,6.4007,5.7291,4.7230,0.9721,0.9333,0.8850,0.7141,0.5454
2026-01-06,2645871736079.88,0.0324,3.6686,0.9786,2.3245,1.9846,1.6947,9.1689,0.9786,6.4007,5.7289,4.7230,0.9812,0.9370,0.8850,0.7141,0.5454
2026-01-05,2649371566418.61,0.0324,3.6735,0.9794,2.3243,1.9846,1.6947,9.1810,0.9794,6.4007,5.7289,4.7230,0.9825,0.9382,0.8850,0.7141,0.5454
2025-12-31,2687869700144.64,0.0319,3.7268,0.9831,2.3241,1.9846,1.6947,9.3144,0.9831,6.3987,5.7289,4.7230,0.9967,0.9522,0.8850,0.7143,0.5454
2025-12-30,2663370887773.5303,0.0322,3.6929,0.9819,2.3241,1.9846,1.6947,9.2295,0.9819,6.3987,5.7289,4.7230,0.9876,0.9461,0.8850,0.7143,0.5454
2025-12-29,2673870378789.7197,0.0321,3.7074,0.9823,2.3235,1.9846,1.6947,9.2659,0.9823,6.3968,5.7289,4.7230,0.9915,0.9485,0.8850,0.7143,0.5454
2025-12-26,2628372584386.23,0.0326,3.6443,0.9798,2.3234,1.9846,1.6947,9.1083,0.9798,6.3968,5.7289,4.7230,0.9747,0.9362,0.8850,0.7145,0.5454
2025-12-25,2652871396757.34,0.0323,3.6783,0.9811,2.3231,1.9839,1.6947,9.1932,0.9811,6.3951,5.7289,4.7230,0.9838,0.9403,0.8850,0.7143,0.5454
2025-12-24,2673870378789.7197,0.0321,3.7074,0.9827,2.3224,1.9839,1.6947,9.2659,0.9827,6.3951,5.7289,4.7230,0.9915,0.9490,0.8850,0.7143,0.5454
2025-12-23,2680870039467.18,0.0320,3.7171,0.9831,2.3224,1.9839,1.6947,9.2902,0.9831,6.3951,5.7289,4.7230,0.9941,0.9502,0.8850,0.7143,0.5454
2025-12-22,2656371227096.07,0.0323,3.6832,0.9823,2.3224,1.9839,1.6947,9.2053,0.9823,6.3951,5.7289,4.7230,0.9851,0.9448,0.8850,0.7143,0.5454
2025-12-19,2642371905741.15,0.0325,3.6638,0.9819,2.3210,1.9846,1.6947,9.1568,0.9819,6.3951,5.7289,4.7230,0.9799,0.9391,0.8850,0.7145,0.5454
2025-12-18,2659871057434.8,0.0322,3.6880,0.9831,2.3210,1.9839,1.6947,9.2174,0.9831,6.3929,5.7289,4.7230,0.9864,0.9457,0.8850,0.7143,0.5454
2025-12-17,2607373602353.85,0.0329,3.6152,0.9819,2.3203,1.9839,1.6947,9.0355,0.9819,6.3928,5.7289,4.7230,0.9669,0.9337,0.8850,0.7143,0.5454
2025-12-16,2579374959644.0103,0.0332,3.5764,0.9802,2.3203,1.9839,1.6947,8.9385,0.9798,6.3918,5.7289,4.7230,0.9565,0.9259,0.8850,0.7143,0.5454
2025-12-15,2621372923708.77,0.0327,3.6346,0.9823,2.3203,1.9833,1.6947,9.0840,0.9823,6.3918,5.7289,4.7230,0.9721,0.9366,0.8850,0.7143,0.5454
2025-12-12,2701869021499.56,0.0317,3.7463,0.9840,2.3203,1.9833,1.6947,9.3630,0.9840,6.3836,5.7289,4.7230,0.9866,0.9461,0.8850,0.7145,0.5454
2025-12-11,2775365458612.89,0.0309,3.8482,0.9864,2.3203,1.9833,1.6947,9.6177,0.9864,6.3836,5.7289,4.7230,1.0135,0.9679,0.8850,0.7143,0.5454
2025-12-10,2736867324886.86,0.0313,3.7948,0.9848,2.3193,1.9829,1.6947,9.4842,0.9848,6.3824,5.7289,4.7230,0.9994,0.9551,0.8850,0.7143,0.5454
2025-12-09,2813863592338.92,0.0305,3.9015,0.9901,2.3172,1.9825,1.6947,9.7511,0.9901,6.3824,5.7289,4.7230,1.0275,0.9798,0.8850,0.7143,0.5454
2025-12-08,2743866985564.32,0.0313,3.8045,0.9864,2.3169,1.9813,1.6947,9.5085,0.9864,6.3824,5.7289,4.7230,1.0020,0.9584,0.8850,0.7143,0.5454
2025-12-05,2736867324886.86,0.0313,3.7948,0.9860,2.3163,1.9801,1.6947,9.4842,0.9860,6.3824,5.7289,4.7230,0.9994,0.9564,0.8850,0.7145,0.5454
2025-12-04,2764865967596.7,0.0310,3.8336,0.9868,2.3163,1.9795,1.6947,9.5813,0.9868,6.3821,5.7289,4.7230,1.0096,0.9646,0.8850,0.7143,0.5454
2025-12-03,2792864610306.54,0.0307,3.8724,0.9885,2.3139,1.9795,1.6947,9.6783,0.9885,6.3821,5.7289,4.7230,1.0199,0.9745,0.8850,0.7143,0.5454
2025-12-02,2806863931661.46,0.0305,3.8918,0.9897,2.3139,1.9795,1.6947,9.7268,0.9897,6.3821,5.7289,4.7230,1.0250,0.9794,0.8850,0.7143,0.5454
2025-12-01,2796364440645.27,0.0307,3.8773,0.9893,2.3134,1.9789,1.6947,9.6904,0.9893,6.3817,5.7289,4.7230,1.0211,0.9753,0.8850,0.7143,0.5454
2025-11-28,2813863592338.92,0.0305,3.9015,0.9905,2.3130,1.9789,1.6947,9.7511,0.9905,6.3816,5.7275,4.7230,1.0275,0.9802,0.8850,0.7145,0.5454
2025-11-27,2834862574371.3,0.0302,3.9307,0.9930,2.3130,1.9789,1.6947,9.8238,0.9930,6.3816,5.7275,4.7230,1.0352,0.9839,0.8850,0.7143,0.5454
2025-11-26,2778865288951.62,0.0309,3.8530,0.9893,2.3120,1.9789,1.6947,9.6298,0.9893,6.3814,5.7275,4.7230,1.0147,0.9708,0.8850,0.7143,0.5454
2025-11-25,2824363083355.11,0.0304,3.9161,0.9918,2.3120,1.9784,1.6947,9.7874,0.9918,6.3803,5.7275,4.7230,1.0314,0.9823,0.8850,0.7143,0.5454
2025-11-24,2806863931661.46,0.0305,3.8918,0.9914,2.3118,1.9775,1.6947,9.7268,0.9914,6.3803,5.7275,4.7230,1.0250,0.9811,0.8850,0.7143,0.5454
2025-11-21,2817363422677.6504,0.0304,3.9064,0.9918,2.3110,1.9771,1.6947,9.7632,0.9918,6.3793,5.7275,4.7230,1.0288,0.9819,0.8850,0.7145,0.5454
2025-11-20,2855861556403.68,0.0300,3.9598,0.9946,2.3110,1.9771,1.6947,9.8966,0.9946,6.3758,5.7275,4.7230,1.0429,0.9852,0.8850,0.7143,0.5454
2025-11-19,2876860538436.06,0.0298,3.9889,0.9967,2.3109,1.9769,1.6947,9.9694,0.9967,6.3751,5.7275,4.7230,1.0505,0.9872,0.8850,0.7143,0.5454
2025-11-18,2866361047419.8696,0.0299,3.9743,0.9967,2.3109,1.9768,1.6947,9.9330,0.9967,6.3751,5.7275,4.7230,1.0467,0.9868,0.8850,0.7143,0.5454
2025-11-17,2911858841823.36,0.0294,4.0374,0.9984,2.3109,1.9765,1.6947,10.0906,0.9984,6.3751,5.7275,4.7230,1.0633,0.9905,0.8850,0.7143,0.5454
2025-11-14,2974855787920.5,0.0288,4.1248,0.9992,2.3074,1.9761,1.6947,10.3090,0.9992,6.3743,5.7275,4.7230,1.0863,0.9934,0.8850,0.7145,0.5454
2025-11-13,2995854769952.8804,0.0286,4.1539,0.9996,2.3074,1.9750,1.6947,10.3817,0.9996,6.3697,5.7275,4.7230,1.0940,0.9951,0.8850,0.7143,0.5454
2025-11-12,3006354260969.07,0.0285,4.1684,1.0000,2.3074,1.9739,1.6947,10.4181,1.0000,6.3697,5.7275,4.7230,1.0978,0.9967,0.8850,0.7143,0.5454
2025-11-11,2904859181145.9004,0.0295,4.0277,0.9996,2.3058,1.9738,1.6947,10.0664,0.9996,6.3665,5.7275,4.7230,1.0607,0.9905,0.8850,0.7143,0.5454
2025-11-10,2841862235048.76,0.0302,3.9404,0.9967,2.3057,1.9738,1.6947,9.8481,0.9967,6.3665,5.7275,4.7230,1.0377,0.9876,0.8850,0.7143,0.5454
2025-11-07,2827862913693.84,0.0303,3.9209,0.9967,2.3057,1.9738,1.6947,9.7996,0.9967,6.3648,5.7275,4.7230,1.0326,0.9868,0.8850,0.7145,0.5454
2025-11-06,2855861556403.68,0.0300,3.9598,0.9979,2.3057,1.9738,1.6947,9.8966,0.9979,6.3648,5.7275,4.7230,1.0429,0.9885,0.8850,0.7143,0.5454
2025-11-05,2862861217081.14,0.0300,3.9695,0.9988,2.3042,1.9738,1.6947,9.9209,0.9988,6.3647,5.7275,4.7230,1.0454,0.9889,0.8850,0.7143,0.5454
2025-11-04,2852361726064.95,0.0301,3.9549,0.9984,2.3042,1.9738,1.6947,9.8845,0.9984,6.3647,5.7275,4.7230,1.0416,0.9889,0.8850,0.7143,0.5454
