日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-04-02,=17.3600,=17.3600,=17.3600,=17.3600,=131555226871.04,=131555095872.0,=106421409965.36,,=-23.8480,,,,
2026-04-01,=17.8900,=17.8900,=17.8900,=17.8900,=135571601884.96,=135571434238.0,=109670450707.39,,=-24.5761,,,,
2026-03-31,=17.5400,=17.5400,=17.5400,=17.5400,=132919278762.56,=132919114395.0,=107524857764.54,,=-24.0953,,,,
2026-03-30,=17.9600,=17.9600,=17.9600,=17.9600,=136102033732.44,=136101898206.0,=110099569295.96,,=-24.6723,,,,
2026-03-27,=18.5200,=18.5200,=18.5200,=18.5200,=140345749706.28,=140345609954.0,=113532518004.52,,=-25.4416,,,,
2026-03-26,=18.3700,=18.3700,=18.3700,=18.3700,=139209040070.43,=139208901450.0,=112612978171.87,,=-25.2355,,,,
2026-03-25,=18.8900,=18.8900,=18.8900,=18.8900,=143149633474.71,=143149490931.0,=115800716258.39,,=-25.9498,,,,
2026-03-24,=19.0400,=19.0400,=19.0400,=19.0400,=144286343110.56,=144286199435.0,=116720256091.04,,=-26.1559,,,,
2026-03-23,=18.8100,=18.8100,=18.8100,=18.8100,=142543388335.59,=142543246395.0,=115310295014.31,,=-25.8399,,,,
2026-03-20,=18.9900,=18.9900,=18.9900,=18.9900,=143907439898.61,=143907296600.0,=116413742813.49,,=-26.0872,,,,
2026-03-19,=18.5200,=18.5200,=18.5200,=18.5200,=140345749706.28,=140345609954.0,=113532518004.52,,=-25.4416,,,,
2026-03-18,=18.5400,=18.5400,=18.5400,=18.5400,=140497310991.06,=140497171088.0,=113655123315.54,,=-25.4690,,,,
2026-03-17,=18.7900,=18.7900,=18.7900,=18.7900,=142391827050.81,=142391685261.0,=115187689703.29,,=-25.8125,,,,
2026-03-16,=18.6800,=18.6800,=18.6800,=18.6800,=141558239984.52,=141558099025.0,=114513360492.68,,=-25.6614,,,,
2026-03-13,=18.8700,=18.8700,=18.8700,=18.8700,=142998072189.93,=142997929797.0,=115678110947.37,,=-25.9224,,,,
2026-03-12,=18.9400,=18.9400,=18.9400,=18.9400,=143528536686.66,=143528393765.0,=116107229535.94,,=-26.0185,,,,
2026-03-11,=18.7900,=18.7900,=18.7900,=18.7900,=142391827050.81,=142391685261.0,=115187689703.29,,=-25.8125,,,,
2026-03-10,=18.5600,=18.5600,=18.5600,=18.5600,=140648872275.84,=140648732222.0,=113777728626.56,,=-25.4965,,,,
2026-03-09,=18.3900,=18.3900,=18.3900,=18.3900,=139360601355.21,=139360462584.0,=112735583482.89,,=-25.2630,,,,
2026-03-06,=18.0000,=18.0000,=18.0000,=18.0000,=136405156302.0,=136405020474.0,=110344779918.0,,=-24.7272,,,,
2026-03-05,=17.7600,=17.7600,=17.7600,=17.7600,=134586420884.64,=134586286868.0,=108873516185.76,,=-24.3975,,,,
2026-03-04,=17.6600,=17.6600,=17.6600,=17.6600,=133828614460.74,=133828481198.0,=108260489630.66,,=-24.2602,,,,
2026-03-03,=17.9900,=17.9900,=17.9900,=17.9900,=136329375659.61,=136329239907.0,=110283477262.49,,=-24.7135,,,,
2026-03-02,=18.1200,=18.1200,=18.1200,=18.1200,=137314524010.68,=137314387277.0,=111080411784.12,,=-24.8921,,,,
2026-02-27,=18.3200,=18.3200,=18.3200,=18.3200,=138830136858.48,=138829998616.0,=112306464894.32,,=-25.1668,,,,
2026-02-26,=18.2700,=18.2700,=18.2700,=18.2700,=138451233646.53,=138451095781.0,=111999951616.77,,=-25.0981,,,,
2026-02-25,=18.5700,=18.5700,=18.5700,=18.5700,=140724652918.23,=140724512789.0,=113839031282.07,,=-25.5103,,,,
2026-02-24,=18.2800,=18.2800,=18.2800,=18.2800,=138527014288.92,=138526876348.0,=112061254272.28,,=-25.1119,,,,
2026-02-13,=18.1300,=18.1300,=18.1300,=18.1300,=137390304653.07,=137390167844.0,=111141714439.63,,=-24.9058,,,,
2026-02-12,=18.4900,=18.4900,=18.4900,=18.4900,=140118407779.11,=140118268254.0,=113348610037.99,,=-25.4004,,,,
2026-02-11,=18.5900,=18.5900,=18.5900,=18.5900,=140876214203.01,=140876073923.0,=113961636593.09,,=-25.5377,,,,
2026-02-10,=18.8100,=18.8100,=18.8100,=18.8100,=142543388335.59,=142543246395.0,=115310295014.31,,=-25.8399,,,,
2026-02-09,=19.1800,=19.1800,=19.1800,=19.1800,=145347272104.02,=145347127372.0,=117578493268.18,,=-26.3482,,,,
2026-02-06,=18.3600,=18.3600,=18.3600,=18.3600,=139133259428.04,=139133120883.0,=112551675516.36,,=-25.2218,,,,
2026-02-05,=18.2300,=18.2300,=18.2300,=18.2300,=138148111076.97,=138147973513.0,=111754740994.73,,=-25.0432,,,,
2026-02-04,=19.3100,=19.3100,=19.3100,=19.3100,=146332420455.09,=146332274742.0,=118375427789.81,,=-26.5268,,,,
2026-02-03,=18.5700,=18.5700,=18.5700,=18.5700,=140724652918.23,=140724512789.0,=113839031282.07,,=-25.5103,,,,
2026-02-02,=17.6400,=17.6400,=17.6400,=17.6400,=133677053175.96,=133676920065.0,=108137884319.64,,=-24.2327,,,,
2026-01-30,=17.8800,=17.8800,=17.8800,=17.8800,=135495788593.32,=135495653671.0,=109609148051.88,,=-24.5624,,,,
2026-01-29,=18.7700,=18.7700,=18.7700,=18.7700,=142240265766.03,=142240124128.0,=115065084392.27,,=-25.7850,,,,
2026-01-28,=18.8200,=18.8200,=18.8200,=18.8200,=142619168977.98,=142619026962.0,=115371597669.82,,=-25.8537,,,,
2026-01-27,=19.2000,=19.2000,=19.2000,=19.2000,=145498833388.8,=145498688506.0,=117701098579.2,,=-26.3757,,,,
2026-01-26,=19.0900,=19.0900,=19.0900,=19.0900,=144665246322.51,=144665102269.0,=117026769368.59,,=-26.2246,,,,
2026-01-23,=19.3500,=19.3500,=19.3500,=19.3500,=146635543024.65,=146635397010.0,=118620638411.85,,=-26.5818,,,,
2026-01-22,=17.5900,=17.5900,=17.5900,=17.5900,=133298149964.01,=133298017230.0,=107831371042.09,,=-24.1640,,,,
2026-01-21,=17.2200,=17.2200,=17.2200,=17.2200,=130494266195.58,=130494136253.0,=105563172788.22,,=-23.6557,,,,
2026-01-20,=17.3800,=17.3800,=17.3800,=17.3800,=131706756473.82,=131706625324.0,=106544015276.38,,=-23.8755,,,,
2026-01-19,=18.3200,=18.3200,=18.3200,=18.3200,=138830136858.48,=138829998616.0,=112306464894.32,,=-25.1668,,,,
2026-01-16,=18.7300,=18.7300,=18.7300,=18.7300,=141937143196.47,=141937001860.0,=114819873770.23,,=-25.7300,,,,
2026-01-15,=18.5000,=18.5000,=18.5000,=18.5000,=140194188421.5,=140194048820.0,=113409912693.5,,=-25.4141,,,,
2026-01-14,=18.5900,=18.5900,=18.5900,=18.5900,=140876214203.01,=140876073923.0,=113961636593.09,,=-25.5377,,,,
2026-01-13,=18.5000,=18.5000,=18.5000,=18.5000,=140194188421.5,=140194048820.0,=113409912693.5,,=-25.4141,,,,
2026-01-12,=19.2300,=19.2300,=19.2300,=19.2300,=145726175315.97,=145726030206.0,=117885006545.73,,=-26.4169,,,,
2026-01-09,=18.3900,=18.3900,=18.3900,=18.3900,=139360601355.21,=139360462584.0,=112735583482.89,,=-25.2630,,,,
2026-01-08,=18.7700,=18.7700,=18.7700,=18.7700,=142240265766.03,=142240124128.0,=115065084392.27,,=-25.7850,,,,
2026-01-07,=18.6500,=18.6500,=18.6500,=18.6500,=141330898057.35,=141330757324.0,=114329452526.15,,=-25.6201,,,,
2026-01-06,=18.8300,=18.8300,=18.8300,=18.8300,=142694949620.37,=142694807529.0,=115432900325.33,,=-25.8674,,,,
2026-01-05,=18.4900,=18.4900,=18.4900,=18.4900,=140118407779.11,=140118268254.0,=113348610037.99,,=-25.4004,,,,
2025-12-31,=18.2000,=18.2000,=18.2000,=18.2000,=137920769149.8,=137920557029.0,=111570833028.2,,=-25.0020,,,,
2025-12-30,=18.4400,=18.4400,=18.4400,=18.4400,=139739428797.2,=139739289649.0,=113042096760.44,,=-25.3317,,,,
2025-12-29,=18.7000,=18.7000,=18.7000,=18.7000,=141709724431.0,=141709583321.0,=114635965803.7,,=-25.6888,,,,
2025-12-26,=19.0200,=19.0200,=19.0200,=19.0200,=144134703672.6,=144134560148.0,=116597650780.02,,=-26.1284,,,,
2025-12-25,=18.2700,=18.2700,=18.2700,=18.2700,=138451158575.1,=138451020710.0,=111999951616.77,,=-25.0981,,,,
2025-12-24,=18.1300,=18.1300,=18.1300,=18.1300,=137390230156.9,=137390093348.0,=111141714439.63,,=-24.9058,,,,
2025-12-23,=18.0200,=18.0200,=18.0200,=18.0200,=136556643542.6,=136556507564.0,=110467385229.02,,=-24.7547,,,,
2025-12-22,=18.1100,=18.1100,=18.1100,=18.1100,=137238668954.3,=137238532296.0,=111019109128.61,,=-24.8783,,,,
2025-12-19,=18.0800,=18.0800,=18.0800,=18.0800,=137011327150.4,=137011190719.0,=110835201162.08,,=-24.8371,,,,
2025-12-18,=17.7000,=17.7000,=17.7000,=17.7000,=134131664301.0,=134131530737.0,=108505700252.7,,=-24.3151,,,,
2025-12-17,=17.7800,=17.7800,=17.7800,=17.7800,=134737909111.4,=134737774944.0,=108996121496.78,,=-24.4250,,,,
2025-12-16,=17.4600,=17.4600,=17.4600,=17.4600,=132312929869.8,=132312798117.0,=107034436520.46,,=-23.9854,,,,
2025-12-15,=18.0000,=18.0000,=18.0000,=18.0000,=136405082340.0,=136404946512.0,=110344779918.0,,=-24.7272,,,,
2025-12-12,=18.1900,=18.1900,=18.1900,=18.1900,=137844913764.7,=137844776503.0,=111509530372.69,,=-24.9882,,,,
2025-12-11,=17.8800,=17.8800,=17.8800,=17.8800,=135495715124.4,=135495580202.0,=109609148051.88,,=-24.5624,,,,
2025-12-10,=18.2000,=18.2000,=18.2000,=18.2000,=137920694366.0,=137920557029.0,=111570833028.2,,=-25.0020,,,,
2025-12-09,=18.2000,=18.2000,=18.2000,=18.2000,=137920694366.0,=137920557029.0,=111570833028.2,,=-25.0020,,,,
2025-12-08,=18.0800,=18.0800,=18.0800,=18.0800,=137011327150.4,=137011190719.0,=110835201162.08,,=-24.8371,,,,
2025-12-05,=18.0200,=18.0200,=18.0200,=18.0200,=136556643542.6,=136556507564.0,=110467385229.02,,=-24.7547,,,,
2025-12-04,=17.9100,=17.9100,=17.9100,=17.9100,=135723056928.3,=135722921779.0,=109793056018.41,,=-24.6036,,,,
2025-12-03,=18.0200,=18.0200,=18.0200,=18.0200,=136556643542.6,=136556507564.0,=110467385229.02,,=-24.7547,,,,
2025-12-02,=18.3100,=18.3100,=18.3100,=18.3100,=138754280980.3,=138754142813.0,=112245162238.81,,=-25.1531,,,,
2025-12-01,=18.7500,=18.7500,=18.7500,=18.7500,=142088627437.5,=142088485950.0,=114942479081.25,,=-25.7575,,,,
2025-11-28,=18.5700,=18.5700,=18.5700,=18.5700,=140724576614.1,=140724436485.0,=113839031282.07,,=-25.5102,,,,
2025-11-27,=18.5800,=18.5800,=18.5800,=18.5800,=140800357215.4,=140800217011.0,=113900333937.58,,=-25.5240,,,,
2025-11-26,=18.8100,=18.8100,=18.8100,=18.8100,=142543311045.3,=142543169105.0,=115310295014.31,,=-25.8399,,,,
2025-11-25,=18.9800,=18.9800,=18.9800,=18.9800,=143831581267.4,=143831438044.0,=116352440157.98,,=-26.0735,,,,
2025-11-24,=18.7600,=18.7600,=18.7600,=18.7600,=142164408038.8,=142164266476.0,=115003781736.76,,=-25.7712,,,,
2025-11-21,=18.8400,=18.8400,=18.8400,=18.8400,=142770652849.2,=142770510683.0,=115494202980.84,,=-25.8811,,,,
2025-11-20,=20.1000,=20.1000,=20.1000,=20.1000,=152319008613.0,=152318856938.0,=123218337575.1,,=-27.6121,,,,
2025-11-19,=21.2000,=21.2000,=21.2000,=21.2000,=160654874756.0,=160654714781.0,=129961629681.2,,=-29.1232,,,,
2025-11-18,=21.1500,=21.1500,=21.1500,=21.1500,=160275971749.5,=160275812152.0,=129655116403.65,,=-29.0545,,,,
2025-11-17,=21.6900,=21.6900,=21.6900,=21.6900,=164368124219.7,=164367960547.0,=132965459801.19,,=-29.7963,,,,
2025-11-14,=21.8800,=21.8800,=21.8800,=21.8800,=165807955644.4,=165807790538.0,=134130210255.88,,=-30.0573,,,,
2025-11-13,=21.3000,=21.3000,=21.3000,=21.3000,=161412680769.0,=161412520039.0,=130574656236.3,,=-29.2605,,,,
2025-11-12,=20.7900,=20.7900,=20.7900,=20.7900,=157547870102.7,=157547713221.0,=127448220805.29,,=-28.5599,,,,
2025-11-11,=22.4400,=22.4400,=22.4400,=22.4400,=170051669317.2,=170051499985.0,=137563158964.44,,=-30.8266,,,,
2025-11-10,=22.8000,=22.8000,=22.8000,=22.8000,=172779770964.0,=172779598915.0,=139770054562.8,,=-31.3211,,,,
2025-11-07,=22.4300,=22.4300,=22.4300,=22.4300,=169975888715.9,=169975719459.0,=137501856308.93,,=-30.8128,,,,
2025-11-06,=21.7700,=21.7700,=21.7700,=21.7700,=164974369030.1,=164974204754.0,=133455881045.27,,=-29.9062,,,,
2025-11-05,=21.8500,=21.8500,=21.8500,=21.8500,=165580613840.5,=165580448960.0,=133946302289.3501,,=-30.0161,,,,
2025-11-04,=21.3500,=21.3500,=21.3500,=21.3500,=161791583775.5,=161791422668.0,=130881169513.8501,,=-29.3292,,,,
2025-11-03,=21.7600,=21.7600,=21.7600,=21.7600,=164898588428.8,=164898424228.0,=133394578389.76,,=-29.8924,,,,
2025-10-31,=21.1100,=21.1100,=21.1100,=21.1100,=159972849344.3,=159972690048.0,=129409905781.61,,=-28.9995,,,,
2025-10-30,=21.5100,=21.5100,=21.5100,=21.5100,=163004073396.3,=163003911082.0,=123011291807.28,,=-27.4254,,,,
2025-10-29,=20.7900,=20.7900,=20.7900,=20.7900,=157547870102.7,=157547713221.0,=118893759027.12,,=-26.5074,,,,
2025-10-28,=18.9000,=18.9000,=18.9000,=18.9000,=143225336457.0,=143225193838.0,=108085235479.2,,=-24.0976,,,,
2025-10-27,=19.0600,=19.0600,=19.0600,=19.0600,=144437826077.8,=144437682251.0,=109000242763.68,,=-24.3016,,,,
2025-10-24,=18.8400,=18.8400,=18.8400,=18.8400,=142770652849.2,=142770510683.0,=107742107747.52,,=-24.0211,,,,
2025-10-23,=19.0400,=19.0400,=19.0400,=19.0400,=144286264875.2,=144286121199.0,=108885866853.12,,=-24.2761,,,,
2025-10-22,=18.7700,=18.7700,=18.7700,=18.7700,=142240188640.1,=142240047002.0,=107341792060.56,,=-23.9319,,,,
2025-10-21,=19.0100,=19.0100,=19.0100,=19.0100,=144058923071.3,=144058779622.0,=108714302987.28,,=-24.2379,,,,
2025-10-20,=19.0600,=19.0600,=19.0600,=19.0600,=144437826077.8,=144437682251.0,=109000242763.68,,=-24.3016,,,,
2025-10-17,=19.7000,=19.7000,=19.7000,=19.7000,=149287784561.0,=149287635905.0,=112660271901.6,,=-25.1176,,,,
2025-10-16,=20.2500,=20.2500,=20.2500,=20.2500,=153455717632.5,=153455564826.0,=115805609442.0,,=-25.8189,,,,
2025-10-15,=19.7200,=19.7200,=19.7200,=19.7200,=149439345763.6,=149439196956.0,=112774647812.16,,=-25.1431,,,,
2025-10-14,=19.2800,=19.2800,=19.2800,=19.2800,=146104999306.4,=146104853820.0,=110258377779.84,,=-24.5821,,,,
2025-10-13,=18.1300,=18.1300,=18.1300,=18.1300,=137390230156.9,=137390093348.0,=103681762922.64,,=-23.1159,,,,
2025-10-10,=18.4000,=18.4000,=18.4000,=18.4000,=139436306392.0,=139436167546.0,=105225837715.2,,=-23.4601,,,,
2025-10-09,=18.8800,=18.8800,=18.8800,=18.8800,=143073775254.4,=143073625253.0,=107970859568.64,,=-24.0721,,,,
2025-09-30,=18.0000,=18.0000,=18.0000,=18.0000,=136405082340.0,=136404939330.0,=102938319504.0,,=-22.9501,,,,
2025-09-29,=17.5800,=17.5800,=17.5800,=17.5800,=133222290070.98,=133222157412.0,=100536425382.24,,=-22.4146,,,,
2025-09-26,=17.5000,=17.5000,=17.5000,=17.5000,=132616045292.5,=132615913238.0,=100078921740.0,,=-22.3126,,,,
2025-09-25,=17.7600,=17.7600,=17.7600,=17.7600,=134586340822.56,=134586206806.0,=101565808577.28,,=-22.6441,,,,
2025-09-24,=17.4000,=17.4000,=17.4000,=17.4000,=131858239319.4,=131858108019.0,=99507042187.2,,=-22.1851,,,,
2025-09-23,=16.2900,=16.2900,=16.2900,=16.2900,=123446593017.99,=123446470094.0,=93159179151.12,,=-20.7699,,,,
2025-09-22,=16.6000,=16.6000,=16.6000,=16.6000,=125795791534.6,=125795666271.0,=94932005764.8,,=-21.1651,,,,
2025-09-19,=16.9000,=16.9000,=16.9000,=16.9000,=128069209453.9,=128069081926.0,=96647644423.2,,=-21.5476,,,,
2025-09-18,=16.8200,=16.8200,=16.8200,=16.8200,=127462964675.42,=127462837752.0,=96190140780.96,,=-21.4456,,,,
2025-09-17,=17.3000,=17.3000,=17.3000,=17.3000,=131100433346.3,=131100302801.0,=98935162634.4,,=-22.0576,,,,
2025-09-16,=17.0500,=17.0500,=17.0500,=17.0500,=129205918413.55,=129205789754.0,=97505463752.4,,=-21.7389,,,,
2025-09-15,=17.1600,=17.1600,=17.1600,=17.1600,=130039504983.96,=130039375495.0,=98134531260.48,,=-21.8791,,,,
2025-09-12,=17.1200,=17.1200,=17.1200,=17.1200,=129736382594.72,=129736253407.0,=97905779439.36,,=-21.8281,,,,
2025-09-11,=17.2800,=17.2800,=17.2800,=17.2800,=130948872151.68,=130948741757.0,=98820786723.84,,=-22.0321,,,,
2025-09-10,=17.2000,=17.2000,=17.2000,=17.2000,=130342627373.2,=130342497582.0,=98363283081.6,,=-21.9301,,,,
2025-09-09,=17.6100,=17.6100,=17.6100,=17.6100,=133449631862.91,=133449498978.0,=100707989248.08,,=-22.4529,,,,
2025-09-08,=17.9900,=17.9900,=17.9900,=17.9900,=136329294560.69,=136329158808.0,=102881131548.72,,=-22.9374,,,,
2025-09-05,=18.1000,=18.1000,=18.1000,=18.1000,=137162881131.1,=137162744549.0,=103510199056.8,,=-23.0776,,,,
2025-09-04,=17.4000,=17.4000,=17.4000,=17.4000,=131858239319.4,=131858108019.0,=99507042187.2,,=-22.1851,,,,
2025-09-03,=17.1800,=17.1800,=17.1800,=17.1800,=130191066178.58,=130190936538.0,=98248907171.04,,=-21.9046,,,,
2025-09-02,=16.7400,=16.7400,=16.7400,=16.7400,=126856719896.94,=126856593577.0,=95732637138.72,,=-21.3436,,,,
2025-09-01,=17.0800,=17.0800,=17.0800,=17.0800,=129433260205.48,=129433131320.0,=97677027618.24,,=-21.7771,,,,
2025-08-29,=17.1700,=17.1700,=17.1700,=17.1700,=130115285581.27,=130115156016.0,=98191719215.76,,=-21.8919,,,,
2025-08-28,=16.8900,=16.8900,=16.8900,=16.8900,=127993428856.59,=127993301405.0,=96590456467.92,,=-21.5349,,,,
2025-08-27,=16.5500,=16.5500,=16.5500,=16.5500,=125416888548.05,=125416763662.0,=94646065988.4,,=-21.1014,,,,
2025-08-26,=16.8500,=16.8500,=16.8500,=16.8500,=127690306467.35,=127690179317.0,=96361704646.8,,=-21.4839,,,,
