date,经营活动产生的现金流量净额对净利润的比率,自由现金流量,经营活动产生的现金流量净额,累积同比
2026-03-31,0.7995,-41921321000,-86427712000,-0.1166
2025-12-31,1.092,-29463654000,28771766000,0.0257
2025-09-30,0.9604,-18689954000,-72882680000,-0.0228
2025-06-30,0.6288,-32867898000,-79630411000,-0.1485
2025-03-31,0.639,-37356524000,-77399254000,-0.1371
2024-12-31,0.912,-27332954000,28051091000,-0.2688
2024-09-30,0.0246,-47108232000,-71257347000,-1.113
2024-06-30,-0.0286,-54959825000,-69332329000,-1.3136
2024-03-31,0.2262,-47968899000,-68065449000,-0.7901
2023-12-31,1.0193,-18154083000,38363495000,-0.1191
2023-09-30,1.0657,-33743276000,-33723494000,-0.1714
2023-06-30,1.4089,-13863915000,-29967201000,0.2054
2023-03-31,1.5458,-4599561000,-38024251000,0.2303
2022-12-31,1.2453,-16192397000,43551945000,2.3323
2022-09-30,1.0258,-28581969000,-28790139000,0.4221
2022-06-30,1.0391,-21670967000,-37715787000,0.3594
2022-03-31,-0.2045,-57841119000,-49399086000,-0.6557
2021-12-31,0.4289,-40643498000,13069466000,-0.5783
2021-09-30,0.63,-26015579000,-49821085000,-0.3177
2021-06-30,0.7838,-25471667000,-58878538000,-0.1596
2021-03-31,1.315,-2229721000,-29835219000,0.232
2020-12-31,1.1374,-10627455000,30994071000,0.3963
2020-09-30,0.9019,-7417128000,-37809138000,0.0759
2020-06-30,0.8007,-2282902000,-50773442000,-0.0194
2020-03-31,0.8317,-1997562000,-38846596000,-0.0366
2019-12-31,0.8747,3936977000,22197786000,0.8557
2019-09-30,0.1777,-13942326000,-40916475000,-0.252
2019-06-30,-0.4717,-25645995000,-49805304000,-0.7326
2019-03-31,0.0695,-16771981000,-37473958000,-0.3997
2018-12-31,0.686,-5357489000,11961697000,-0.6394
2018-09-30,0.9644,-299694000,-32679917000,-1.1435
2018-06-30,2.0116,15317991000,-28745337000,-0.0307
2018-03-31,1.7246,12036136000,-26773372000,-0.3915
2017-12-31,2.3356,19321763000,33174073000,-0.3912
2017-09-30,2.7043,27127563000,-15246205000,-103.5769
2017-06-30,2.0329,19029864000,-27890308000,-6.7466
2017-03-31,2.8642,26863951000,-19240496000,-6.9052
2016-12-31,4.29,43612012000,54495139000,0.7833
2016-09-30,2.9856,26624391000,148632000,1.0153
2016-06-30,3.3957,30163429000,-3600312000,0.7808
