date,经营活动产生的现金流量净额,营业收入,基本每股收益,净利润率,经营活动产生的现金流量净额对净利润的比率,总资产收益率(ROA),净资产收益率(ROE),资产负债率,自由现金流量,归属于母公司普通股股东的净利润
2026-03-31,188185000000,54649000000,0.36,0.3352,8.2175,0.0072,0.0853,0.9154,554064000000,20098000000
