date,总资产收益率(ROA),资产合计,毛利率(GM),所有者权益合计,净资产收益率(ROE),长期负债合计,流动比率,应收账款,自由现金流量,有息负债率,流动资产合计,营业收入,货币资金,速动比率,流动负债合计,经营活动产生的现金流量净额,资本回报率(ROIC),经营活动产生的现金流量净额对净利润的比率,基本每股收益,资产负债率,负债合计,归属于母公司普通股股东的净利润,净利润率
2026-03-31,0.1018,36581247688,0.4705,24611937366,0.1519,178070811,1.4438,1963703101,3898557306,0.1979,0,6396494547,88684522331.7,1.2679,254477146,1708202556,0.1339,1.6182,0.1274,0.3272,11969310322,1180575734,0.1594
