date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.1274,0.1215,6396494547,1180575734
2025-12-31,0.3496,-0.0912,22352604725,3240259465
2025-09-30,0.337,-0.1004,17483858534,3114740427
2025-06-30,0.2219,-0.0022,11507127176,2050956595
2025-03-31,0.1136,0.1639,6026140251,1049755960
2024-12-31,0.3847,0.0557,20982894149,3556055832
2024-09-30,0.3746,0.0849,16301500343,3451768880
2024-06-30,0.2224,0.2113,10545229547,2049880848
2024-03-31,0.0976,0.155,5196134001,899476292
2023-12-31,0.3644,0.3061,20367156739,3358871536
2023-09-30,0.3453,0.3317,16047172893,3181255517
2023-06-30,0.1836,0.2875,10251764472,1712374308
2023-03-31,0.1101,0.2511,5020539961,781064899
2022-12-31,0.3649,0.0938,16109946687,2524230841
2022-09-30,0.3371,0.1746,13051536030,2357058533
2022-06-30,0.2416,0.1677,8107390598,1291272406
2022-03-31,0.1143,0.2658,4168634167,610600967
2021-12-31,0.4334,0.3282,15000809438,2323343957
2021-09-30,0.3729,0.2771,11596309877,2003497304
2021-06-30,0.2069,0.6101,7347954630,1115786054
2021-03-31,0.1174,4.9293,3511190964,484020052
2020-12-31,0.4231,0.2328,11912409985,1723805336
2020-09-30,0.3809,0.2387,8565499836,1546035448
2020-06-30,0.1679,-0.0339,4163962100,676130356
2020-03-31,0.0257,-0.7351,1641531791,79363352
2019-12-31,0.4468,0.3685,9990103976,1378920970
2019-09-30,0.4004,0.3726,7731938571,1230886017
2019-06-30,0.2264,0.363,4748911758,695017838
2019-03-31,0.1264,0.389,2244509965,298514151
2018-12-31,0.4256,0.3172,8008573955,1008937348
2018-09-30,0.3803,0.3905,6124276323,894833688
2018-06-30,0.2167,0.3838,3779813361,509065718
2018-03-31,0.1365,0.3304,1746635512,216567965
2017-12-31,0.495,0.3415,5962845560,742514537
2017-09-30,0.4165,0.3366,4382404125,632692914
2017-06-30,0.2385,0.314,2590057396,362033117
2017-03-31,0.15,0.25,1197462613,155627709
2016-12-31,0.56,0.2727,4000401671,557467245
2016-09-30,0.4696,0.2883,3082767209,468453151
