date,stockCode,股价振幅
2025-06-30T00:00:00+08:00,000333,0.0083
2025-07-01T00:00:00+08:00,000333,0.0077
2025-07-02T00:00:00+08:00,000333,0.018
2025-07-03T00:00:00+08:00,000333,0.0084
2025-07-04T00:00:00+08:00,000333,0.0171
2025-07-07T00:00:00+08:00,000333,0.0155
2025-07-08T00:00:00+08:00,000333,0.0087
2025-07-09T00:00:00+08:00,000333,0.0077
2025-07-10T00:00:00+08:00,000333,0.009
2025-07-11T00:00:00+08:00,000333,0.0155
2025-07-14T00:00:00+08:00,000333,0.0171
2025-07-15T00:00:00+08:00,000333,0.0095
2025-07-16T00:00:00+08:00,000333,0.0177
2025-07-17T00:00:00+08:00,000333,0.0114
2025-07-18T00:00:00+08:00,000333,0.0105
2025-07-21T00:00:00+08:00,000333,0.0077
2025-07-22T00:00:00+08:00,000333,0.0133
2025-07-23T00:00:00+08:00,000333,0.0092
2025-07-24T00:00:00+08:00,000333,0.0118
2025-07-25T00:00:00+08:00,000333,0.0117
2025-07-28T00:00:00+08:00,000333,0.0156
2025-07-29T00:00:00+08:00,000333,0.0148
2025-07-30T00:00:00+08:00,000333,0.0216
2025-07-31T00:00:00+08:00,000333,0.0306
2025-08-01T00:00:00+08:00,000333,0.0124
2025-08-04T00:00:00+08:00,000333,0.0114
2025-08-05T00:00:00+08:00,000333,0.0117
2025-08-06T00:00:00+08:00,000333,0.0111
2025-08-07T00:00:00+08:00,000333,0.0101
2025-08-08T00:00:00+08:00,000333,0.0076
2025-08-11T00:00:00+08:00,000333,0.0088
2025-08-12T00:00:00+08:00,000333,0.0117
2025-08-13T00:00:00+08:00,000333,0.0096
2025-08-14T00:00:00+08:00,000333,0.0185
2025-08-15T00:00:00+08:00,000333,0.0082
2025-08-18T00:00:00+08:00,000333,0.0133
2025-08-19T00:00:00+08:00,000333,0.0198
2025-08-20T00:00:00+08:00,000333,0.0113
2025-08-21T00:00:00+08:00,000333,0.0117
2025-08-22T00:00:00+08:00,000333,0.0075
2025-08-25T00:00:00+08:00,000333,0.024
2025-08-26T00:00:00+08:00,000333,0.0132
2025-08-27T00:00:00+08:00,000333,0.0256
2025-08-28T00:00:00+08:00,000333,0.0201
2025-08-29T00:00:00+08:00,000333,0.0198
2025-09-01T00:00:00+08:00,000333,0.0316
2025-09-02T00:00:00+08:00,000333,0.0326
2025-09-03T00:00:00+08:00,000333,0.0292
2025-09-04T00:00:00+08:00,000333,0.0212
2025-09-05T00:00:00+08:00,000333,0.0166
2025-09-08T00:00:00+08:00,000333,0.0207
2025-09-09T00:00:00+08:00,000333,0.0164
2025-09-10T00:00:00+08:00,000333,0.0114
2025-09-11T00:00:00+08:00,000333,0.0181
2025-09-12T00:00:00+08:00,000333,0.0302
2025-09-15T00:00:00+08:00,000333,0.0195
2025-09-16T00:00:00+08:00,000333,0.0155
2025-09-17T00:00:00+08:00,000333,0.017
2025-09-18T00:00:00+08:00,000333,0.0295
2025-09-19T00:00:00+08:00,000333,0.0188
2025-09-22T00:00:00+08:00,000333,0.0274
2025-09-23T00:00:00+08:00,000333,0.0128
2025-09-24T00:00:00+08:00,000333,0.0192
2025-09-25T00:00:00+08:00,000333,0.0165
2025-09-26T00:00:00+08:00,000333,0.0248
2025-09-29T00:00:00+08:00,000333,0.0205
2025-09-30T00:00:00+08:00,000333,0.016
2025-10-09T00:00:00+08:00,000333,0.0223
2025-10-10T00:00:00+08:00,000333,0.0226
2025-10-13T00:00:00+08:00,000333,0.0153
2025-10-14T00:00:00+08:00,000333,0.0204
2025-10-15T00:00:00+08:00,000333,0.0123
2025-10-16T00:00:00+08:00,000333,0.0161
2025-10-17T00:00:00+08:00,000333,0.0131
2025-10-20T00:00:00+08:00,000333,0.014
2025-10-21T00:00:00+08:00,000333,0.0094
2025-10-22T00:00:00+08:00,000333,0.019
2025-10-23T00:00:00+08:00,000333,0.0172
2025-10-24T00:00:00+08:00,000333,0.0073
2025-10-27T00:00:00+08:00,000333,0.0132
2025-10-28T00:00:00+08:00,000333,0.0107
2025-10-29T00:00:00+08:00,000333,0.0125
2025-10-30T00:00:00+08:00,000333,0.0215
2025-10-31T00:00:00+08:00,000333,0.023
2025-11-03T00:00:00+08:00,000333,0.0235
2025-11-04T00:00:00+08:00,000333,0.0119
2025-11-05T00:00:00+08:00,000333,0.0281
2025-11-06T00:00:00+08:00,000333,0.0196
2025-11-07T00:00:00+08:00,000333,0.0152
2025-11-10T00:00:00+08:00,000333,0.0211
2025-11-11T00:00:00+08:00,000333,0.0093
2025-11-12T00:00:00+08:00,000333,0.043
2025-11-13T00:00:00+08:00,000333,0.0166
2025-11-14T00:00:00+08:00,000333,0.0173
2025-11-17T00:00:00+08:00,000333,0.019
2025-11-18T00:00:00+08:00,000333,0.0216
2025-11-19T00:00:00+08:00,000333,0.0139
2025-11-20T00:00:00+08:00,000333,0.024
2025-11-21T00:00:00+08:00,000333,0.0284
2025-11-24T00:00:00+08:00,000333,0.0157
2025-11-25T00:00:00+08:00,000333,0.0179
2025-11-26T00:00:00+08:00,000333,0.0203
2025-11-27T00:00:00+08:00,000333,0.0225
2025-11-28T00:00:00+08:00,000333,0.0093
2025-12-01T00:00:00+08:00,000333,0.013
2025-12-02T00:00:00+08:00,000333,0.0206
2025-12-03T00:00:00+08:00,000333,0.0199
2025-12-04T00:00:00+08:00,000333,0.0171
2025-12-05T00:00:00+08:00,000333,0.0109
2025-12-08T00:00:00+08:00,000333,0.0254
2025-12-09T00:00:00+08:00,000333,0.0203
2025-12-10T00:00:00+08:00,000333,0.0115
2025-12-11T00:00:00+08:00,000333,0.0174
2025-12-12T00:00:00+08:00,000333,0.0098
2025-12-15T00:00:00+08:00,000333,0.0208
2025-12-16T00:00:00+08:00,000333,0.0127
2025-12-17T00:00:00+08:00,000333,0.0194
2025-12-18T00:00:00+08:00,000333,0.0138
2025-12-19T00:00:00+08:00,000333,0.014
2025-12-22T00:00:00+08:00,000333,0.0113
2025-12-23T00:00:00+08:00,000333,0.0163
2025-12-24T00:00:00+08:00,000333,0.015
2025-12-25T00:00:00+08:00,000333,0.009
2025-12-26T00:00:00+08:00,000333,0.0066
2025-12-29T00:00:00+08:00,000333,0.0188
2025-12-30T00:00:00+08:00,000333,0.0161
2025-12-31T00:00:00+08:00,000333,0.0312
2026-01-05T00:00:00+08:00,000333,0.0288
2026-01-06T00:00:00+08:00,000333,0.0271
2026-01-07T00:00:00+08:00,000333,0.0195
2026-01-08T00:00:00+08:00,000333,0.0149
2026-01-09T00:00:00+08:00,000333,0.0082
2026-01-12T00:00:00+08:00,000333,0.0254
2026-01-13T00:00:00+08:00,000333,0.025
2026-01-14T00:00:00+08:00,000333,0.0227
2026-01-15T00:00:00+08:00,000333,0.0151
2026-01-16T00:00:00+08:00,000333,0.0091
2026-01-19T00:00:00+08:00,000333,0.0141
2026-01-20T00:00:00+08:00,000333,0.0281
2026-01-21T00:00:00+08:00,000333,0.0182
2026-01-22T00:00:00+08:00,000333,0.0115
2026-01-23T00:00:00+08:00,000333,0.0141
2026-01-26T00:00:00+08:00,000333,0.0243
2026-01-27T00:00:00+08:00,000333,0.0155
2026-01-28T00:00:00+08:00,000333,0.0181
2026-01-29T00:00:00+08:00,000333,0.0346
2026-01-30T00:00:00+08:00,000333,0.0207
2026-02-02T00:00:00+08:00,000333,0.0192
2026-02-03T00:00:00+08:00,000333,0.0189
2026-02-04T00:00:00+08:00,000333,0.024
2026-02-05T00:00:00+08:00,000333,0.0192
2026-02-06T00:00:00+08:00,000333,0.0176
2026-02-09T00:00:00+08:00,000333,0.0119
2026-02-10T00:00:00+08:00,000333,0.0177
2026-02-11T00:00:00+08:00,000333,0.0077
2026-02-12T00:00:00+08:00,000333,0.0096
2026-02-13T00:00:00+08:00,000333,0.0138
2026-02-24T00:00:00+08:00,000333,0.0136
2026-02-25T00:00:00+08:00,000333,0.0187
2026-02-26T00:00:00+08:00,000333,0.0184
2026-02-27T00:00:00+08:00,000333,0.0127
2026-03-02T00:00:00+08:00,000333,0.0177
2026-03-03T00:00:00+08:00,000333,0.0149
2026-03-04T00:00:00+08:00,000333,0.0153
2026-03-05T00:00:00+08:00,000333,0.0114
2026-03-06T00:00:00+08:00,000333,0.0127
2026-03-09T00:00:00+08:00,000333,0.0144
2026-03-10T00:00:00+08:00,000333,0.0144
2026-03-11T00:00:00+08:00,000333,0.0213
2026-03-12T00:00:00+08:00,000333,0.0107
2026-03-13T00:00:00+08:00,000333,0.0106
2026-03-16T00:00:00+08:00,000333,0.0159
2026-03-17T00:00:00+08:00,000333,0.0131
2026-03-18T00:00:00+08:00,000333,0.0131
2026-03-19T00:00:00+08:00,000333,0.0138
2026-03-20T00:00:00+08:00,000333,0.0137
2026-03-23T00:00:00+08:00,000333,0.0224
2026-03-24T00:00:00+08:00,000333,0.0223
2026-03-25T00:00:00+08:00,000333,0.0138
2026-03-26T00:00:00+08:00,000333,0.0183
2026-03-27T00:00:00+08:00,000333,0.0295
2026-03-30T00:00:00+08:00,000333,0.0311
2026-03-31T00:00:00+08:00,000333,0.0405
2026-04-01T00:00:00+08:00,000333,0.0139
2026-04-02T00:00:00+08:00,000333,0.0165
2026-04-03T00:00:00+08:00,000333,0.0151
2026-04-07T00:00:00+08:00,000333,0.0143
2026-04-08T00:00:00+08:00,000333,0.0118
2026-04-09T00:00:00+08:00,000333,0.0148
2026-04-10T00:00:00+08:00,000333,0.0089
2026-04-13T00:00:00+08:00,000333,0.0118
2026-04-14T00:00:00+08:00,000333,0.0139
2026-04-15T00:00:00+08:00,000333,0.022
2026-04-16T00:00:00+08:00,000333,0.0134
