date,stockCode,PE-TTM
2025-09-01T00:00:00+08:00,000333,12.9837
2025-09-02T00:00:00+08:00,000333,13.3573
2025-09-03T00:00:00+08:00,000333,13.2626
2025-09-04T00:00:00+08:00,000333,13.2573
2025-09-05T00:00:00+08:00,000333,13.3678
2025-09-08T00:00:00+08:00,000333,13.5099
2025-09-09T00:00:00+08:00,000333,13.5362
2025-09-10T00:00:00+08:00,000333,13.5081
2025-09-11T00:00:00+08:00,000333,13.5081
2025-09-12T00:00:00+08:00,000333,13.2538
2025-09-15T00:00:00+08:00,000333,13.1837
2025-09-16T00:00:00+08:00,000333,13.0591
2025-09-17T00:00:00+08:00,000333,13.0398
2025-09-18T00:00:00+08:00,000333,12.9329
2025-09-19T00:00:00+08:00,000333,13.0398
2025-09-22T00:00:00+08:00,000333,12.8487
2025-09-23T00:00:00+08:00,000333,12.896
2025-09-24T00:00:00+08:00,000333,12.996
2025-09-25T00:00:00+08:00,000333,12.775
2025-09-26T00:00:00+08:00,000333,13.0135
2025-09-29T00:00:00+08:00,000333,12.9311
2025-09-30T00:00:00+08:00,000333,12.7434
2025-10-09T00:00:00+08:00,000333,12.7382
2025-10-10T00:00:00+08:00,000333,12.7733
2025-10-13T00:00:00+08:00,000333,12.5944
2025-10-14T00:00:00+08:00,000333,12.7329
2025-10-15T00:00:00+08:00,000333,12.789
2025-10-16T00:00:00+08:00,000333,12.8346
2025-10-17T00:00:00+08:00,000333,12.768
2025-10-20T00:00:00+08:00,000333,12.7803
2025-10-21T00:00:00+08:00,000333,12.7873
2025-10-22T00:00:00+08:00,000333,12.9574
2025-10-23T00:00:00+08:00,000333,13.1346
2025-10-24T00:00:00+08:00,000333,13.0854
2025-10-27T00:00:00+08:00,000333,13.1328
2025-10-28T00:00:00+08:00,000333,13.0504
2025-10-29T00:00:00+08:00,000333,13.0486
2025-10-30T00:00:00+08:00,000333,12.9186
2025-10-31T00:00:00+08:00,000333,13.1073
2025-11-03T00:00:00+08:00,000333,12.9341
2025-11-04T00:00:00+08:00,000333,12.8946
2025-11-05T00:00:00+08:00,000333,13.0284
2025-11-06T00:00:00+08:00,000333,13.2154
2025-11-07T00:00:00+08:00,000333,13.073
2025-11-10T00:00:00+08:00,000333,13.2669
2025-11-11T00:00:00+08:00,000333,13.2497
2025-11-12T00:00:00+08:00,000333,13.6598
2025-11-13T00:00:00+08:00,000333,13.6787
2025-11-14T00:00:00+08:00,000333,13.6151
2025-11-17T00:00:00+08:00,000333,13.4759
2025-11-18T00:00:00+08:00,000333,13.3006
2025-11-19T00:00:00+08:00,000333,13.3006
2025-11-20T00:00:00+08:00,000333,13.3934
2025-11-21T00:00:00+08:00,000333,13.5326
2025-11-24T00:00:00+08:00,000333,13.5
2025-11-25T00:00:00+08:00,000333,13.524
2025-11-26T00:00:00+08:00,000333,13.7131
2025-11-27T00:00:00+08:00,000333,13.7131
2025-11-28T00:00:00+08:00,000333,13.7234
2025-12-01T00:00:00+08:00,000333,13.7474
2025-12-02T00:00:00+08:00,000333,14.0155
2025-12-03T00:00:00+08:00,000333,14.1203
2025-12-04T00:00:00+08:00,000333,14.0722
2025-12-05T00:00:00+08:00,000333,14.1306
2025-12-08T00:00:00+08:00,000333,14.0585
2025-12-09T00:00:00+08:00,000333,13.7922
2025-12-10T00:00:00+08:00,000333,13.7699
2025-12-11T00:00:00+08:00,000333,13.6375
2025-12-12T00:00:00+08:00,000333,13.6409
2025-12-15T00:00:00+08:00,000333,13.8283
2025-12-16T00:00:00+08:00,000333,13.751
2025-12-17T00:00:00+08:00,000333,13.8387
2025-12-18T00:00:00+08:00,000333,13.7286
2025-12-19T00:00:00+08:00,000333,13.4979
2025-12-22T00:00:00+08:00,000333,13.4486
2025-12-23T00:00:00+08:00,000333,13.5319
2025-12-24T00:00:00+08:00,000333,13.3875
2025-12-25T00:00:00+08:00,000333,13.3518
2025-12-26T00:00:00+08:00,000333,13.3993
2025-12-29T00:00:00+08:00,000333,13.3212
2025-12-30T00:00:00+08:00,000333,13.3959
2025-12-31T00:00:00+08:00,000333,13.2759
2026-01-05T00:00:00+08:00,000333,13.3659
2026-01-06T00:00:00+08:00,000333,13.3931
2026-01-07T00:00:00+08:00,000333,13.4831
2026-01-08T00:00:00+08:00,000333,13.4254
2026-01-09T00:00:00+08:00,000333,13.5511
2026-01-12T00:00:00+08:00,000333,13.3557
2026-01-13T00:00:00+08:00,000333,12.9446
2026-01-14T00:00:00+08:00,000333,13.106
2026-01-15T00:00:00+08:00,000333,13.1179
2026-01-16T00:00:00+08:00,000333,13.1332
2026-01-19T00:00:00+08:00,000333,13.1858
2026-01-20T00:00:00+08:00,000333,13.4203
2026-01-21T00:00:00+08:00,000333,13.213
2026-01-22T00:00:00+08:00,000333,13.1638
2026-01-23T00:00:00+08:00,000333,13.0431
2026-01-26T00:00:00+08:00,000333,12.9701
2026-01-27T00:00:00+08:00,000333,12.9276
2026-01-28T00:00:00+08:00,000333,12.7985
2026-01-29T00:00:00+08:00,000333,13.23
2026-01-30T00:00:00+08:00,000333,13.1807
2026-02-02T00:00:00+08:00,000333,13.2249
2026-02-03T00:00:00+08:00,000333,13.2351
2026-02-04T00:00:00+08:00,000333,13.5579
2026-02-05T00:00:00+08:00,000333,13.6666
2026-02-06T00:00:00+08:00,000333,13.512
2026-02-09T00:00:00+08:00,000333,13.4474
2026-02-10T00:00:00+08:00,000333,13.6224
2026-02-11T00:00:00+08:00,000333,13.5375
2026-02-12T00:00:00+08:00,000333,13.5562
2026-02-13T00:00:00+08:00,000333,13.4288
2026-02-24T00:00:00+08:00,000333,13.5086
2026-02-25T00:00:00+08:00,000333,13.5392
2026-02-26T00:00:00+08:00,000333,13.4627
2026-02-27T00:00:00+08:00,000333,13.3591
2026-03-02T00:00:00+08:00,000333,13.157
2026-03-03T00:00:00+08:00,000333,13.0058
2026-03-04T00:00:00+08:00,000333,12.9378
2026-03-05T00:00:00+08:00,000333,12.9565
2026-03-06T00:00:00+08:00,000333,12.999
2026-03-09T00:00:00+08:00,000333,12.8104
2026-03-10T00:00:00+08:00,000333,13.0126
2026-03-11T00:00:00+08:00,000333,13.1468
2026-03-12T00:00:00+08:00,000333,13.1485
2026-03-13T00:00:00+08:00,000333,13.0567
2026-03-16T00:00:00+08:00,000333,13.0194
2026-03-17T00:00:00+08:00,000333,13.0126
2026-03-18T00:00:00+08:00,000333,13.0907
2026-03-19T00:00:00+08:00,000333,12.9106
2026-03-20T00:00:00+08:00,000333,12.7611
2026-03-23T00:00:00+08:00,000333,12.4639
2026-03-24T00:00:00+08:00,000333,12.61
2026-03-25T00:00:00+08:00,000333,12.7068
2026-03-26T00:00:00+08:00,000333,12.6252
2026-03-27T00:00:00+08:00,000333,12.7034
2026-03-30T00:00:00+08:00,000333,12.2481
2026-03-31T00:00:00+08:00,000333,13.2098
2026-04-01T00:00:00+08:00,000333,13.2946
2026-04-02T00:00:00+08:00,000333,13.3863
2026-04-03T00:00:00+08:00,000333,13.2098
2026-04-07T00:00:00+08:00,000333,13.17
2026-04-08T00:00:00+08:00,000333,13.2755
2026-04-09T00:00:00+08:00,000333,13.2392
2026-04-10T00:00:00+08:00,000333,13.2202
2026-04-13T00:00:00+08:00,000333,13.1112
2026-04-14T00:00:00+08:00,000333,13.2444
2026-04-15T00:00:00+08:00,000333,13.407
2026-04-16T00:00:00+08:00,000333,13.478
