date,stockCode,融券偿还金额
2025-04-16T00:00:00+08:00,000333,3313356
2025-04-17T00:00:00+08:00,000333,3153650
2025-04-18T00:00:00+08:00,000333,1882398
2025-04-21T00:00:00+08:00,000333,1753353
2025-04-22T00:00:00+08:00,000333,231891
2025-04-23T00:00:00+08:00,000333,1539395
2025-04-24T00:00:00+08:00,000333,2963175
2025-04-25T00:00:00+08:00,000333,2497815
2025-04-28T00:00:00+08:00,000333,1189653
2025-04-29T00:00:00+08:00,000333,8479817
2025-04-30T00:00:00+08:00,000333,3860700
2025-05-06T00:00:00+08:00,000333,7759391
2025-05-07T00:00:00+08:00,000333,1934544
2025-05-08T00:00:00+08:00,000333,1062284
2025-05-09T00:00:00+08:00,000333,3790520
2025-05-12T00:00:00+08:00,000333,1729566
2025-05-13T00:00:00+08:00,000333,1042428
2025-05-14T00:00:00+08:00,000333,4695500
2025-05-15T00:00:00+08:00,000333,1870366
2025-05-16T00:00:00+08:00,000333,3048410
2025-05-19T00:00:00+08:00,000333,3602194
2025-05-20T00:00:00+08:00,000333,1584800
2025-05-21T00:00:00+08:00,000333,8222715
2025-05-22T00:00:00+08:00,000333,968808
2025-05-23T00:00:00+08:00,000333,2518933
2025-05-26T00:00:00+08:00,000333,5287656
2025-05-27T00:00:00+08:00,000333,1804860
2025-05-28T00:00:00+08:00,000333,3055224
2025-05-29T00:00:00+08:00,000333,7480902
2025-05-30T00:00:00+08:00,000333,1247306
2025-06-03T00:00:00+08:00,000333,7940664
2025-06-04T00:00:00+08:00,000333,1912836
2025-06-05T00:00:00+08:00,000333,3148762
2025-06-06T00:00:00+08:00,000333,1786985
2025-06-09T00:00:00+08:00,000333,4337710
2025-06-10T00:00:00+08:00,000333,2119620
2025-06-11T00:00:00+08:00,000333,732295
2025-06-12T00:00:00+08:00,000333,6555193
2025-06-13T00:00:00+08:00,000333,3077256
2025-06-16T00:00:00+08:00,000333,2685330
2025-06-17T00:00:00+08:00,000333,2517622
2025-06-18T00:00:00+08:00,000333,2924766
2025-06-19T00:00:00+08:00,000333,2332288
2025-06-20T00:00:00+08:00,000333,625940
2025-06-23T00:00:00+08:00,000333,2493436
2025-06-24T00:00:00+08:00,000333,2727936
2025-06-25T00:00:00+08:00,000333,2245179
2025-06-26T00:00:00+08:00,000333,193944
2025-06-27T00:00:00+08:00,000333,2183340
2025-06-30T00:00:00+08:00,000333,1435264
2025-07-01T00:00:00+08:00,000333,381745
2025-07-02T00:00:00+08:00,000333,3154556
2025-07-03T00:00:00+08:00,000333,2177335
2025-07-04T00:00:00+08:00,000333,1715401
2025-07-07T00:00:00+08:00,000333,1536733
2025-07-08T00:00:00+08:00,000333,1571372
2025-07-09T00:00:00+08:00,000333,783232
2025-07-10T00:00:00+08:00,000333,1436804
2025-07-11T00:00:00+08:00,000333,1556608
2025-07-14T00:00:00+08:00,000333,729236
2025-07-15T00:00:00+08:00,000333,1897290
2025-07-16T00:00:00+08:00,000333,777035
2025-07-17T00:00:00+08:00,000333,1229048
2025-07-18T00:00:00+08:00,000333,930962
2025-07-21T00:00:00+08:00,000333,574717
2025-07-22T00:00:00+08:00,000333,1705700
2025-07-23T00:00:00+08:00,000333,2712642
2025-07-24T00:00:00+08:00,000333,1056784
2025-07-25T00:00:00+08:00,000333,1296760
2025-07-28T00:00:00+08:00,000333,404802
2025-07-29T00:00:00+08:00,000333,872006
2025-07-30T00:00:00+08:00,000333,2018860
2025-07-31T00:00:00+08:00,000333,5264465
2025-08-01T00:00:00+08:00,000333,2356212
2025-08-04T00:00:00+08:00,000333,550689
2025-08-05T00:00:00+08:00,000333,486892
2025-08-06T00:00:00+08:00,000333,542438
2025-08-07T00:00:00+08:00,000333,357300
2025-08-08T00:00:00+08:00,000333,769320
2025-08-11T00:00:00+08:00,000333,1188060
2025-08-12T00:00:00+08:00,000333,1144375
2025-08-13T00:00:00+08:00,000333,1374921
2025-08-14T00:00:00+08:00,000333,468618
2025-08-15T00:00:00+08:00,000333,2506779
2025-08-18T00:00:00+08:00,000333,1337616
2025-08-19T00:00:00+08:00,000333,1096036
2025-08-20T00:00:00+08:00,000333,1324570
2025-08-21T00:00:00+08:00,000333,283116
2025-08-22T00:00:00+08:00,000333,1256274
2025-08-25T00:00:00+08:00,000333,1255555
2025-08-26T00:00:00+08:00,000333,353844
2025-08-27T00:00:00+08:00,000333,656011
2025-08-28T00:00:00+08:00,000333,272554
2025-08-29T00:00:00+08:00,000333,3212958
2025-09-01T00:00:00+08:00,000333,1135392
2025-09-02T00:00:00+08:00,000333,2053928
2025-09-03T00:00:00+08:00,000333,4170250
2025-09-04T00:00:00+08:00,000333,2061379
2025-09-05T00:00:00+08:00,000333,3260562
2025-09-08T00:00:00+08:00,000333,636496
2025-09-09T00:00:00+08:00,000333,899025
2025-09-10T00:00:00+08:00,000333,939012
2025-09-11T00:00:00+08:00,000333,2564766
2025-09-12T00:00:00+08:00,000333,2824401
2025-09-15T00:00:00+08:00,000333,910664
2025-09-16T00:00:00+08:00,000333,1110672
2025-09-17T00:00:00+08:00,000333,658000
2025-09-18T00:00:00+08:00,000333,1395004
2025-09-19T00:00:00+08:00,000333,2226308
2025-09-22T00:00:00+08:00,000333,2285200
2025-09-23T00:00:00+08:00,000333,1492227
2025-09-24T00:00:00+08:00,000333,1219002
2025-09-25T00:00:00+08:00,000333,1695750
2025-09-26T00:00:00+08:00,000333,2976008
2025-09-29T00:00:00+08:00,000333,2157717
2025-09-30T00:00:00+08:00,000333,1155805
2025-10-09T00:00:00+08:00,000333,2037789
2025-10-10T00:00:00+08:00,000333,62256
2025-10-13T00:00:00+08:00,000333,2666962
2025-10-14T00:00:00+08:00,000333,465010
2025-10-15T00:00:00+08:00,000333,952092
2025-10-16T00:00:00+08:00,000333,701314
2025-10-17T00:00:00+08:00,000333,1017656
2025-10-20T00:00:00+08:00,000333,1743707
2025-10-21T00:00:00+08:00,000333,299690
2025-10-22T00:00:00+08:00,000333,1416277
2025-10-23T00:00:00+08:00,000333,194801
2025-10-24T00:00:00+08:00,000333,897428
2025-10-27T00:00:00+08:00,000333,-7362
2025-10-28T00:00:00+08:00,000333,597672
2025-10-29T00:00:00+08:00,000333,2063416
2025-10-30T00:00:00+08:00,000333,845880
2025-10-31T00:00:00+08:00,000333,971990
2025-11-03T00:00:00+08:00,000333,5116395
2025-11-04T00:00:00+08:00,000333,442086
2025-11-05T00:00:00+08:00,000333,1833730.3
2025-11-06T00:00:00+08:00,000333,68838
2025-11-07T00:00:00+08:00,000333,4958964
2025-11-10T00:00:00+08:00,000333,282215
2025-11-11T00:00:00+08:00,000333,2555657
2025-11-12T00:00:00+08:00,000333,1170739
2025-11-13T00:00:00+08:00,000333,1687992
2025-11-14T00:00:00+08:00,000333,1511500
2025-11-17T00:00:00+08:00,000333,3299307
2025-11-18T00:00:00+08:00,000333,991686
2025-11-19T00:00:00+08:00,000333,193500
2025-11-20T00:00:00+08:00,000333,1919934
2025-11-21T00:00:00+08:00,000333,2137932
2025-11-24T00:00:00+08:00,000333,1379223
2025-11-25T00:00:00+08:00,000333,4191114
2025-11-26T00:00:00+08:00,000333,100370
2025-11-27T00:00:00+08:00,000333,3990000
2025-11-28T00:00:00+08:00,000333,1367958
2025-12-01T00:00:00+08:00,000333,1327382
2025-12-02T00:00:00+08:00,000333,-251400
2025-12-03T00:00:00+08:00,000333,7772246
2025-12-04T00:00:00+08:00,000333,1470258
2025-12-05T00:00:00+08:00,000333,5054519
2025-12-08T00:00:00+08:00,000333,2465646
2025-12-09T00:00:00+08:00,000333,3783288
2025-12-10T00:00:00+08:00,000333,1238116
2025-12-11T00:00:00+08:00,000333,1327129
2025-12-12T00:00:00+08:00,000333,942192
2025-12-15T00:00:00+08:00,000333,962398
2025-12-16T00:00:00+08:00,000333,1113262
2025-12-17T00:00:00+08:00,000333,1048920
2025-12-18T00:00:00+08:00,000333,2302472
2025-12-19T00:00:00+08:00,000333,2531077
2025-12-22T00:00:00+08:00,000333,1865759
2025-12-23T00:00:00+08:00,000333,944164
2025-12-24T00:00:00+08:00,000333,3500435
2025-12-25T00:00:00+08:00,000333,1436746
2025-12-26T00:00:00+08:00,000333,2398839
2025-12-29T00:00:00+08:00,000333,2614509
2025-12-30T00:00:00+08:00,000333,488743
2025-12-31T00:00:00+08:00,000333,4671035
2026-01-05T00:00:00+08:00,000333,703362
2026-01-06T00:00:00+08:00,000333,3789384
2026-01-07T00:00:00+08:00,000333,1383841
2026-01-08T00:00:00+08:00,000333,4012452
2026-01-09T00:00:00+08:00,000333,-154280
2026-01-12T00:00:00+08:00,000333,6047474
2026-01-13T00:00:00+08:00,000333,2190666
2026-01-14T00:00:00+08:00,000333,2599940
2026-01-15T00:00:00+08:00,000333,1908669
2026-01-16T00:00:00+08:00,000333,3690423
2026-01-19T00:00:00+08:00,000333,795987
2026-01-20T00:00:00+08:00,000333,186860
2026-01-21T00:00:00+08:00,000333,2814734
2026-01-22T00:00:00+08:00,000333,3584656
2026-01-23T00:00:00+08:00,000333,867115
2026-01-26T00:00:00+08:00,000333,1511038
2026-01-27T00:00:00+08:00,000333,873530
2026-01-28T00:00:00+08:00,000333,2666792
2026-01-29T00:00:00+08:00,000333,-1149118
2026-01-30T00:00:00+08:00,000333,1694929
2026-02-02T00:00:00+08:00,000333,1180215
2026-02-03T00:00:00+08:00,000333,960129
2026-02-04T00:00:00+08:00,000333,2398280
2026-02-05T00:00:00+08:00,000333,2474710
2026-02-06T00:00:00+08:00,000333,2814775
2026-02-09T00:00:00+08:00,000333,2159330
2026-02-10T00:00:00+08:00,000333,-187096
2026-02-11T00:00:00+08:00,000333,1787420
2026-02-12T00:00:00+08:00,000333,187330
2026-02-13T00:00:00+08:00,000333,2128845
2026-02-24T00:00:00+08:00,000333,887788
2026-02-25T00:00:00+08:00,000333,992788
2026-02-26T00:00:00+08:00,000333,1699985
2026-02-27T00:00:00+08:00,000333,2758216
2026-03-02T00:00:00+08:00,000333,1083875
2026-03-03T00:00:00+08:00,000333,1983551
2026-03-04T00:00:00+08:00,000333,1608112
2026-03-05T00:00:00+08:00,000333,798264
2026-03-06T00:00:00+08:00,000333,3849850
2026-03-09T00:00:00+08:00,000333,2396351
2026-03-10T00:00:00+08:00,000333,-571841
2026-03-11T00:00:00+08:00,000333,1217186
2026-03-12T00:00:00+08:00,000333,1246959
2026-03-13T00:00:00+08:00,000333,3154122
2026-03-16T00:00:00+08:00,000333,1663272
2026-03-17T00:00:00+08:00,000333,1761192
2026-03-18T00:00:00+08:00,000333,-71838
2026-03-19T00:00:00+08:00,000333,3352408
2026-03-20T00:00:00+08:00,000333,3317232
2026-03-23T00:00:00+08:00,000333,1852172
2026-03-24T00:00:00+08:00,000333,3759910
2026-03-25T00:00:00+08:00,000333,661580
2026-03-26T00:00:00+08:00,000333,898504
2026-03-27T00:00:00+08:00,000333,2097918
2026-03-30T00:00:00+08:00,000333,7036316
2026-03-31T00:00:00+08:00,000333,-2138260
2026-04-01T00:00:00+08:00,000333,4197966
2026-04-02T00:00:00+08:00,000333,1142041
2026-04-03T00:00:00+08:00,000333,3932316
2026-04-07T00:00:00+08:00,000333,2404755
2026-04-08T00:00:00+08:00,000333,4152933
2026-04-09T00:00:00+08:00,000333,2189083
2026-04-10T00:00:00+08:00,000333,3450624
2026-04-13T00:00:00+08:00,000333,1207791
2026-04-14T00:00:00+08:00,000333,2154043
2026-04-15T00:00:00+08:00,000333,586970
