date,stockCode,融券余额
2025-08-18T00:00:00+08:00,000333,11932624
2025-08-19T00:00:00+08:00,000333,11875912
2025-08-20T00:00:00+08:00,000333,11020772
2025-08-21T00:00:00+08:00,000333,11392128
2025-08-22T00:00:00+08:00,000333,10460259
2025-08-25T00:00:00+08:00,000333,9792864
2025-08-26T00:00:00+08:00,000333,9955620
2025-08-27T00:00:00+08:00,000333,11444554
2025-08-28T00:00:00+08:00,000333,13178550
2025-08-29T00:00:00+08:00,000333,11307114
2025-09-01T00:00:00+08:00,000333,12259368
2025-09-02T00:00:00+08:00,000333,16503872
2025-09-03T00:00:00+08:00,000333,13437674
2025-09-04T00:00:00+08:00,000333,14830758
2025-09-05T00:00:00+08:00,000333,13315634
2025-09-08T00:00:00+08:00,000333,13934727
2025-09-09T00:00:00+08:00,000333,14556148
2025-09-10T00:00:00+08:00,000333,15134430
2025-09-11T00:00:00+08:00,000333,14348826
2025-09-12T00:00:00+08:00,000333,12990483
2025-09-15T00:00:00+08:00,000333,13530600
2025-09-16T00:00:00+08:00,000333,12583740
2025-09-17T00:00:00+08:00,000333,12743590
2025-09-18T00:00:00+08:00,000333,13988478
2025-09-19T00:00:00+08:00,000333,13457350
2025-09-22T00:00:00+08:00,000333,12087900
2025-09-23T00:00:00+08:00,000333,11941272
2025-09-24T00:00:00+08:00,000333,12767430
2025-09-25T00:00:00+08:00,000333,12288108
2025-09-26T00:00:00+08:00,000333,11233880
2025-09-29T00:00:00+08:00,000333,9548035
2025-09-30T00:00:00+08:00,000333,10048878
2025-10-09T00:00:00+08:00,000333,9129591
2025-10-10T00:00:00+08:00,000333,10968198
2025-10-13T00:00:00+08:00,000333,8545390
2025-10-14T00:00:00+08:00,000333,10643160
2025-10-15T00:00:00+08:00,000333,10602568
2025-10-16T00:00:00+08:00,000333,10918456
2025-10-17T00:00:00+08:00,000333,12958400
2025-10-20T00:00:00+08:00,000333,11899671
2025-10-21T00:00:00+08:00,000333,14049757
2025-10-22T00:00:00+08:00,000333,14236676
2025-10-23T00:00:00+08:00,000333,16528223
2025-10-24T00:00:00+08:00,000333,16518654
2025-10-27T00:00:00+08:00,000333,19348992
2025-10-28T00:00:00+08:00,000333,18870376
2025-10-29T00:00:00+08:00,000333,20333520
2025-10-30T00:00:00+08:00,000333,22371630
2025-10-31T00:00:00+08:00,000333,26037120
2025-11-03T00:00:00+08:00,000333,21727398
2025-11-04T00:00:00+08:00,000333,23803172
2025-11-05T00:00:00+08:00,000333,23647336
2025-11-06T00:00:00+08:00,000333,29548323
2025-11-07T00:00:00+08:00,000333,24772239
2025-11-10T00:00:00+08:00,000333,29354081
2025-11-11T00:00:00+08:00,000333,31161919
2025-11-12T00:00:00+08:00,000333,34172354
2025-11-13T00:00:00+08:00,000333,33789802
2025-11-14T00:00:00+08:00,000333,33538059
2025-11-17T00:00:00+08:00,000333,32803086
2025-11-18T00:00:00+08:00,000333,32043600
2025-11-19T00:00:00+08:00,000333,34257240
2025-11-20T00:00:00+08:00,000333,33732432
2025-11-21T00:00:00+08:00,000333,37650375
2025-11-24T00:00:00+08:00,000333,37347424
2025-11-25T00:00:00+08:00,000333,36209870
2025-11-26T00:00:00+08:00,000333,41727420
2025-11-27T00:00:00+08:00,000333,39357360
2025-11-28T00:00:00+08:00,000333,41423382
2025-12-01T00:00:00+08:00,000333,41752000
2025-12-02T00:00:00+08:00,000333,48479264
2025-12-03T00:00:00+08:00,000333,42153210
2025-12-04T00:00:00+08:00,000333,44204222
2025-12-05T00:00:00+08:00,000333,40662735
2025-12-08T00:00:00+08:00,000333,40643208
2025-12-09T00:00:00+08:00,000333,37685980
2025-12-10T00:00:00+08:00,000333,39050139
2025-12-11T00:00:00+08:00,000333,38254320
2025-12-12T00:00:00+08:00,000333,38803344
2025-12-15T00:00:00+08:00,000333,38902358
2025-12-16T00:00:00+08:00,000333,39932024
2025-12-17T00:00:00+08:00,000333,40572974
2025-12-18T00:00:00+08:00,000333,39348207
2025-12-19T00:00:00+08:00,000333,40543335
2025-12-22T00:00:00+08:00,000333,40482424
2025-12-23T00:00:00+08:00,000333,40772835
2025-12-24T00:00:00+08:00,000333,37792480
2025-12-25T00:00:00+08:00,000333,37298814
2025-12-26T00:00:00+08:00,000333,35546709
2025-12-29T00:00:00+08:00,000333,35151203
2025-12-30T00:00:00+08:00,000333,35829440
2025-12-31T00:00:00+08:00,000333,32025870
2026-01-05T00:00:00+08:00,000333,36279348
2026-01-06T00:00:00+08:00,000333,33822360
2026-01-07T00:00:00+08:00,000333,36367334
2026-01-08T00:00:00+08:00,000333,36922816
2026-01-09T00:00:00+08:00,000333,42102606
2026-01-12T00:00:00+08:00,000333,37997046
2026-01-13T00:00:00+08:00,000333,37749480
2026-01-14T00:00:00+08:00,000333,41082375
2026-01-15T00:00:00+08:00,000333,44084898
2026-01-16T00:00:00+08:00,000333,41523201
2026-01-19T00:00:00+08:00,000333,43700060
2026-01-20T00:00:00+08:00,000333,48292700
2026-01-21T00:00:00+08:00,000333,49040290
2026-01-22T00:00:00+08:00,000333,47710593
2026-01-23T00:00:00+08:00,000333,48954928
2026-01-26T00:00:00+08:00,000333,50635320
2026-01-27T00:00:00+08:00,000333,52782960
2026-01-28T00:00:00+08:00,000333,52564718
2026-01-29T00:00:00+08:00,000333,59274468
2026-01-30T00:00:00+08:00,000333,59007195
2026-02-02T00:00:00+08:00,000333,58270725
2026-02-03T00:00:00+08:00,000333,58744140
2026-02-04T00:00:00+08:00,000333,58580540
2026-02-05T00:00:00+08:00,000333,57578065
2026-02-06T00:00:00+08:00,000333,55972298
2026-02-09T00:00:00+08:00,000333,54438332
2026-02-10T00:00:00+08:00,000333,56614140
2026-02-11T00:00:00+08:00,000333,55065790
2026-02-12T00:00:00+08:00,000333,54926340
2026-02-13T00:00:00+08:00,000333,53975340
2026-02-24T00:00:00+08:00,000333,54343968
2026-02-25T00:00:00+08:00,000333,55455260
2026-02-26T00:00:00+08:00,000333,54904400
2026-02-27T00:00:00+08:00,000333,52177640
2026-03-02T00:00:00+08:00,000333,51357095
2026-03-03T00:00:00+08:00,000333,49779312
2026-03-04T00:00:00+08:00,000333,49305984
2026-03-05T00:00:00+08:00,000333,51085646
2026-03-06T00:00:00+08:00,000333,47710220
2026-03-09T00:00:00+08:00,000333,48858139
2026-03-10T00:00:00+08:00,000333,51567120
2026-03-11T00:00:00+08:00,000333,53561619
2026-03-12T00:00:00+08:00,000333,56594880
2026-03-13T00:00:00+08:00,000333,56292264
2026-03-16T00:00:00+08:00,000333,57541312
2026-03-17T00:00:00+08:00,000333,59441600
2026-03-18T00:00:00+08:00,000333,65254408
2026-03-19T00:00:00+08:00,000333,62016000
2026-03-20T00:00:00+08:00,000333,61868832
2026-03-23T00:00:00+08:00,000333,64264783
2026-03-24T00:00:00+08:00,000333,61907820
2026-03-25T00:00:00+08:00,000333,62420600
2026-03-26T00:00:00+08:00,000333,66999480
2026-03-27T00:00:00+08:00,000333,67578686
2026-03-30T00:00:00+08:00,000333,62698160
2026-03-31T00:00:00+08:00,000333,77434170
2026-04-01T00:00:00+08:00,000333,75595192
2026-04-02T00:00:00+08:00,000333,78205596
2026-04-03T00:00:00+08:00,000333,75594135
2026-04-07T00:00:00+08:00,000333,75412084
2026-04-08T00:00:00+08:00,000333,72916519
2026-04-09T00:00:00+08:00,000333,77568324
2026-04-10T00:00:00+08:00,000333,74797749
2026-04-13T00:00:00+08:00,000333,77303178
2026-04-14T00:00:00+08:00,000333,77147090
2026-04-15T00:00:00+08:00,000333,82263384
