date,stockCode,融券余额
2025-04-16T00:00:00+08:00,000333,25077200
2025-04-17T00:00:00+08:00,000333,23910150
2025-04-18T00:00:00+08:00,000333,25204968
2025-04-21T00:00:00+08:00,000333,24308295
2025-04-22T00:00:00+08:00,000333,26751560
2025-04-23T00:00:00+08:00,000333,28021500
2025-04-24T00:00:00+08:00,000333,27443790
2025-04-25T00:00:00+08:00,000333,31682625
2025-04-28T00:00:00+08:00,000333,34264317
2025-04-29T00:00:00+08:00,000333,26756520
2025-04-30T00:00:00+08:00,000333,28071306
2025-05-06T00:00:00+08:00,000333,24584600
2025-05-07T00:00:00+08:00,000333,30814784
2025-05-08T00:00:00+08:00,000333,32640000
2025-05-09T00:00:00+08:00,000333,30623200
2025-05-12T00:00:00+08:00,000333,32102336
2025-05-13T00:00:00+08:00,000333,32494154
2025-05-14T00:00:00+08:00,000333,29479216
2025-05-15T00:00:00+08:00,000333,29506050
2025-05-16T00:00:00+08:00,000333,30731920
2025-05-19T00:00:00+08:00,000333,29984670
2025-05-20T00:00:00+08:00,000333,31035315
2025-05-21T00:00:00+08:00,000333,23364200
2025-05-22T00:00:00+08:00,000333,25704704
2025-05-23T00:00:00+08:00,000333,27453720
2025-05-26T00:00:00+08:00,000333,26392644
2025-05-27T00:00:00+08:00,000333,28770768
2025-05-28T00:00:00+08:00,000333,31672476
2025-05-29T00:00:00+08:00,000333,25234110
2025-05-30T00:00:00+08:00,000333,26113518
2025-06-03T00:00:00+08:00,000333,19918784
2025-06-04T00:00:00+08:00,000333,20983012
2025-06-05T00:00:00+08:00,000333,18910325
2025-06-06T00:00:00+08:00,000333,19583590
2025-06-09T00:00:00+08:00,000333,16859440
2025-06-10T00:00:00+08:00,000333,18019505
2025-06-11T00:00:00+08:00,000333,22020433
2025-06-12T00:00:00+08:00,000333,20432600
2025-06-13T00:00:00+08:00,000333,18141624
2025-06-16T00:00:00+08:00,000333,17729488
2025-06-17T00:00:00+08:00,000333,17481756
2025-06-18T00:00:00+08:00,000333,15342880
2025-06-19T00:00:00+08:00,000333,14023478
2025-06-20T00:00:00+08:00,000333,17038252
2025-06-23T00:00:00+08:00,000333,18991456
2025-06-24T00:00:00+08:00,000333,18585840
2025-06-25T00:00:00+08:00,000333,16926534
2025-06-26T00:00:00+08:00,000333,18084940
2025-06-27T00:00:00+08:00,000333,18200104
2025-06-30T00:00:00+08:00,000333,17003100
2025-07-01T00:00:00+08:00,000333,17277556
2025-07-02T00:00:00+08:00,000333,16646000
2025-07-03T00:00:00+08:00,000333,15022629
2025-07-04T00:00:00+08:00,000333,14225728
2025-07-07T00:00:00+08:00,000333,13624890
2025-07-08T00:00:00+08:00,000333,14920652
2025-07-09T00:00:00+08:00,000333,14783620
2025-07-10T00:00:00+08:00,000333,13791232
2025-07-11T00:00:00+08:00,000333,13024656
2025-07-14T00:00:00+08:00,000333,13830520
2025-07-15T00:00:00+08:00,000333,12679972
2025-07-16T00:00:00+08:00,000333,14701913
2025-07-17T00:00:00+08:00,000333,16327224
2025-07-18T00:00:00+08:00,000333,15505507
2025-07-21T00:00:00+08:00,000333,15721585
2025-07-22T00:00:00+08:00,000333,15501642
2025-07-23T00:00:00+08:00,000333,12936000
2025-07-24T00:00:00+08:00,000333,12996568
2025-07-25T00:00:00+08:00,000333,13577016
2025-07-28T00:00:00+08:00,000333,13474362
2025-07-29T00:00:00+08:00,000333,13008424
2025-07-30T00:00:00+08:00,000333,15561338
2025-07-31T00:00:00+08:00,000333,12549972
2025-08-01T00:00:00+08:00,000333,11291005
2025-08-04T00:00:00+08:00,000333,11265272
2025-08-05T00:00:00+08:00,000333,11749148
2025-08-06T00:00:00+08:00,000333,11615400
2025-08-07T00:00:00+08:00,000333,12909288
2025-08-08T00:00:00+08:00,000333,12669660
2025-08-11T00:00:00+08:00,000333,11854752
2025-08-12T00:00:00+08:00,000333,11458449
2025-08-13T00:00:00+08:00,000333,11419380
2025-08-14T00:00:00+08:00,000333,12534789
2025-08-15T00:00:00+08:00,000333,11510160
