date,cmc,dyr,ecmc,mc,pb,pe_ttm,ps_ttm,shn,sp,spc,ta,to_r,tv,stockCode
2025-12-15T00:00:00+08:00,557915318974,0.0457,382005795320.16,618424494088.83,2.8536,13.8283,1.3638,308748,80.41,0.0137,2945959175,0.0053,36554700,000333
2025-12-16T00:00:00+08:00,554793046949,0.046,379867969080.96,614963593425.48,2.8376,13.751,1.3562,308748,79.96,-0.0056,1718619061,0.0031,21423100,000333
2025-12-17T00:00:00+08:00,558331621911,0.0457,382290838818.72,618885947510.61,2.8557,13.8387,1.3648,308748,80.47,0.0064,1850597016,0.0033,23028200,000333
2025-12-18T00:00:00+08:00,553891057253,0.0461,379250374834.08,613963777678.29,2.833,13.7286,1.354,308748,79.83,-0.008,1710070019,0.0031,21409800,000333
2025-12-19T00:00:00+08:00,551254471987,0.0469,377445099343.2,603645669062.1,2.7854,13.4979,1.3312,308748,79.45,-0.0048,2205368624,0.0041,27801800,000333
2025-12-22T00:00:00+08:00,549242341126,0.047,376067389100.16,601442305386.48,2.7752,13.4486,1.3264,308748,79.16,-0.0037,1941379877,0.0036,24503700,000333
2025-12-23T00:00:00+08:00,545227961247,0.0467,378395244338.4,605165230217.7001,2.7924,13.5319,1.3346,308748,79.65,0.0062,2029842282,0.0037,25468000,000333
2025-12-24T00:00:00+08:00,539409458208,0.0472,374357128108.8,598707095306.4,2.7626,13.3875,1.3203,308748,78.8,-0.0107,1715476084,0.0032,21704700,000333
2025-12-25T00:00:00+08:00,537971945693,0.0474,373359475863.84,597111556093.02,2.7553,13.3518,1.3168,308748,78.59,-0.0027,1780124525,0.0033,22675800,000333
2025-12-26T00:00:00+08:00,539888629047,0.0472,374689678857.12,599238941710.86,2.7651,13.3993,1.3215,308748,78.87,0.0036,1688269460,0.0031,21410700,000333
2025-12-29T00:00:00+08:00,536739792108,0.0475,372504345368.16,595743951052.98,2.749,13.3212,1.3138,308748,78.41,-0.0058,2026008965,0.0038,25697400,000333
2025-12-30T00:00:00+08:00,539751723093,0.0472,374594664357.6,599086985595.2999,2.7644,13.3959,1.3212,308748,78.85,0.0056,1681118068,0.0031,21362200,000333
2025-12-31T00:00:00+08:00,534960014708,0.0476,371269156874.4,593716908789.9,2.7396,13.2759,1.3093,256237,78.15,-0.0089,2256598466,0.0042,28775800,000333
2026-01-05T00:00:00+08:00,538588022485,0.0473,373787041111.6801,597743395823.28,2.7582,13.3659,1.3182,256237,78.68,0.0068,3501427582,0.0065,44294700,000333
2026-01-06T00:00:00+08:00,539731934421,0.0472,374547157107.84,598958939078.64,2.7638,13.3931,1.3209,256237,78.84,0.002,3572813822,0.0066,45452500,000333
2026-01-07T00:00:00+08:00,543360269343,0.0469,377065041345.12,602985426112.02,2.7824,13.4831,1.3298,256237,79.37,0.0067,3173707530,0.0059,40196800,000333
2026-01-08T00:00:00+08:00,541032658261,0.0471,375449794853.28,600402396694.38,2.7704,13.4254,1.3241,256237,79.03,-0.0043,2464225429,0.0046,31253700,000333
2026-01-09T00:00:00+08:00,546098635322,0.0467,378965331335.52,606024284250.4199,2.7964,13.5511,1.3365,256237,79.77,0.0094,2719435078,0.005,34108100,000333
2026-01-12T00:00:00+08:00,538225833133,0.0474,373501997613.12,597287567102.52,2.7561,13.3557,1.3172,256237,78.62,-0.0144,4117420887,0.0077,52501400,000333
2026-01-13T00:00:00+08:00,521658718961,0.0489,362005243171.2,578902475365.2001,2.6712,12.9446,1.2767,256237,76.2,-0.0308,7277543658,0.0138,94571200,000333
2026-01-14T00:00:00+08:00,528162338161,0.0483,366518431898.4,586119763443.9,2.7045,13.106,1.2926,256237,77.15,0.0125,4151813691,0.0079,53968400,000333
2026-01-15T00:00:00+08:00,528641552207,0.0482,366850982646.72,586651563618.12,2.707,13.1179,1.2937,256237,77.22,0.0009,2794124458,0.0053,36031400,000333
2026-01-16T00:00:00+08:00,529257684553,0.0482,367278547894.56,587335306699.26,2.7102,13.1332,1.2953,256237,77.31,0.0012,2882035811,0.0054,37186900,000333
2026-01-19T00:00:00+08:00,531379918186,0.048,368751272637.12,589690421756.52,2.721,13.1858,1.3005,256237,77.62,0.004,2609235772,0.0049,33637400,000333
2026-01-20T00:00:00+08:00,540827280813,0.0471,375307273104,600174482334,2.7694,13.4203,1.3236,256237,79,0.0178,3580248041,0.0067,45535800,000333
2026-01-21T00:00:00+08:00,532475264578,0.0479,369511388633.28,590905965011.88,2.7266,13.213,1.3031,256237,77.78,-0.0154,2881638098,0.0054,36808600,000333
2026-01-22T00:00:00+08:00,530489949243,0.048,368133678390.24,588702792861.5399,2.7165,13.1638,1.2983,256237,77.49,-0.0037,2673285096,0.005,34404100,000333
2026-01-23T00:00:00+08:00,525629349631,0.0485,364760663657.28,583308819665.88,2.6916,13.0431,1.2864,256237,76.78,-0.0092,2879013288,0.0055,37370700,000333
2026-01-26T00:00:00+08:00,522685606203,0.0488,362717851917.6,580042047167.1,2.6765,12.9701,1.2792,256237,76.35,-0.0056,3631661682,0.0069,47313200,000333
2026-01-27T00:00:00+08:00,520974127467,0.0489,361530170673.6,578142760830.6,2.6677,12.9276,1.275,256237,76.1,-0.0033,2493849777,0.0048,32580700,000333
2026-01-28T00:00:00+08:00,515771232107,0.0494,357919619691.84,572368930367.64,2.6411,12.7985,1.2623,256237,75.34,-0.01,4759175492,0.0092,62893700,000333
2026-01-29T00:00:00+08:00,533159856072,0.0478,369986461130.88,591665679546.48,2.7301,13.23,1.3048,256237,77.88,0.0337,4784027398,0.0091,62244100,000333
2026-01-30T00:00:00+08:00,531174540738,0.048,368608750887.84,589462507396.14,2.72,13.1807,1.2999,256237,77.59,-0.0037,4168550768,0.0078,53250800,000333
2026-02-02T00:00:00+08:00,532954478624,0.0478,369843939381.6,591437765186.1,2.7291,13.2249,1.3043,256237,77.85,0.0034,2696447814,0.0051,34591600,000333
2026-02-03T00:00:00+08:00,533365233521,0.0478,370128982880.16,591893593906.86,2.7312,13.2351,1.3053,256237,77.91,0.0008,2691523350,0.005,34503700,000333
2026-02-04T00:00:00+08:00,546372471920,0.0467,379155360334.56,606328170064.26,2.7978,13.5579,1.3371,256237,79.81,0.0244,3080223023,0.0057,38910300,000333
2026-02-05T00:00:00+08:00,550753857486,0.0463,382195824319.2,611190343085.7001,2.8202,13.6666,1.3479,256237,80.45,0.008,3456314703,0.0063,42919800,000333
2026-02-06T00:00:00+08:00,544524074884,0.0468,377872664591.0401,604276940820.8401,2.7883,13.512,1.3326,256237,79.54,-0.0113,2494058799,0.0046,31256600,000333
2026-02-09T00:00:00+08:00,541922627205,0.047,376067389100.16,601390025589.36,2.775,13.4474,1.3263,256237,79.16,-0.0048,2637206616,0.0049,33467000,000333
2026-02-10T00:00:00+08:00,548973919600,0.0464,380960635825.44,609215085295.74,2.8111,13.6224,1.3435,256237,80.19,0.013,2442130413,0.0045,30618400,000333
2026-02-11T00:00:00+08:00,545550962126,0.0467,378585273337.44,605416512622.74,2.7936,13.5375,1.3351,256237,79.69,-0.0062,1581382077,0.0029,19806600,000333
2026-02-12T00:00:00+08:00,546304012771,0.0467,379107853084.8,606252198610.7999,2.7974,13.5562,1.337,256237,79.8,0.0014,1505278311,0.0028,18878400,000333
2026-02-13T00:00:00+08:00,541169576560,0.0471,375544809352.8,600554339601.2999,2.7711,13.4288,1.3244,256237,79.05,-0.0094,2024367758,0.0037,25510200,000333
2026-02-24T00:00:00+08:00,544387156585,0.0468,377777650091.52,604124997913.9199,2.7876,13.5086,1.3323,256237,79.52,0.0059,2020103221,0.0037,25251400,000333
2026-02-25T00:00:00+08:00,545619421276,0.0467,378632780587.2,605492484076.2001,2.7939,13.5392,1.3353,256237,79.7,0.0023,2280423704,0.0042,28552400,000333
2026-02-26T00:00:00+08:00,542538759550,0.047,376494954348,602073768670.5,2.7782,13.4627,1.3278,256237,79.25,-0.0056,2011764284,0.0037,25327100,000333
2026-02-27T00:00:00+08:00,538362751432,0.0473,373597012112.64,597439510009.4401,2.7568,13.3591,1.3175,256237,78.64,-0.0077,1590463838,0.0029,20160400,000333
2026-03-02T00:00:00+08:00,530216112645,0.0481,367943649391.2,588398907047.7001,2.7151,13.157,1.2976,249628,77.45,-0.0151,2126756401,0.004,27478600,000333
2026-03-03T00:00:00+08:00,524123248342,0.0486,363715504162.56,581637447689.76,2.6839,13.0058,1.2827,249628,76.56,-0.0115,2219134173,0.0042,28800000,000333
2026-03-04T00:00:00+08:00,521384882364,0.0489,361815214172.16,578598589551.36,2.6698,12.9378,1.276,249628,76.16,-0.0052,2165428071,0.0042,28493400,000333
2026-03-05T00:00:00+08:00,522137933008,0.0488,362337793919.52,579434275539.4199,2.6737,12.9565,1.2778,249628,76.27,0.0014,1505981136,0.0029,19687200,000333
2026-03-06T00:00:00+08:00,523849411744,0.0487,363525475163.52,581333561875.9199,2.6825,12.999,1.282,249628,76.52,0.0033,1576695274,0.003,20662900,000333
2026-03-09T00:00:00+08:00,516250446153,0.0494,358252170440.16,572900730541.86,2.6435,12.8104,1.2634,249628,75.41,-0.0145,1958550801,0.0038,25947800,000333
2026-03-10T00:00:00+08:00,524397084940,0.0486,363905533161.6,581941333503.6,2.6853,13.0126,1.2834,249628,76.6,0.0158,1598535440,0.0031,20908600,000333
2026-03-11T00:00:00+08:00,529805357748,0.0481,367658605892.64,587943078326.9401,2.713,13.1468,1.2966,249628,77.39,0.0103,1941618421,0.0037,25135800,000333
2026-03-12T00:00:00+08:00,529873816898,0.0481,367706113142.4,588019049780.4,2.7133,13.1485,1.2968,249628,77.4,0.0001,1493891519,0.0028,19330500,000333
2026-03-13T00:00:00+08:00,526177022826,0.0484,365140721655.36,583916591293.5599,2.6944,13.0567,1.2877,249628,76.86,-0.007,1443018566,0.0027,18729300,000333
2026-03-16T00:00:00+08:00,524670921538,0.0486,364095562160.64,582245219317.4401,2.6867,13.0194,1.284,249628,76.64,-0.0029,1570261577,0.003,20560000,000333
2026-03-17T00:00:00+08:00,524397084940,0.0486,363905533161.6,581941333503.6,2.6853,13.0126,1.2834,249628,76.6,-0.0005,1649202285,0.0031,21407500,000333
2026-03-18T00:00:00+08:00,527546205816,0.0483,366090866650.56,585436020362.76,2.7014,13.0907,1.2911,249628,77.06,0.006,1544837048,0.0029,20071600,000333
2026-03-19T00:00:00+08:00,520289535972,0.049,361055098176,577383046296,2.6642,12.9106,1.2733,249628,76,-0.0138,1777663109,0.0034,23272900,000333
2026-03-20T00:00:00+08:00,514265130819,0.0496,356874460197.12,570697558391.52,2.6334,12.7611,1.2586,249628,75.12,-0.0116,1657477564,0.0032,21912600,000333
2026-03-23T00:00:00+08:00,502284779661,0.0507,348560691489.12,557402554036.02,2.572,12.4639,1.2292,249628,73.37,-0.0233,3377621418,0.0067,46200800,000333
2026-03-24T00:00:00+08:00,508172266516,0.0502,352646314968.4801,563936099033.5801,2.6022,12.61,1.2437,249628,74.23,0.0117,1968463615,0.0039,26714700,000333
2026-03-25T00:00:00+08:00,512074438036,0.0498,355354228204.8,568266471880.7999,2.6222,12.7068,1.2532,249628,74.8,0.0077,1376467588,0.0027,18496400,000333
2026-03-26T00:00:00+08:00,508788398861,0.0501,353073880216.32,564619842114.72,2.6053,12.6252,1.2452,249628,74.32,-0.0064,1325335069,0.0026,17708500,000333
2026-03-27T00:00:00+08:00,511937519737,0.0498,355259213705.28,568114528973.88,2.6215,12.7034,1.2529,249628,74.78,0.0062,2367294087,0.0047,31912500,000333
2026-03-30T00:00:00+08:00,493590467679,0.0516,342527270769.6,547754179446.6,2.5275,12.2481,1.208,249628,72.1,-0.0358,3304801590,0.0067,45622700,000333
2026-03-31T00:00:00+08:00,523156364270,0.0563,357068811465.9,580510136801.1,2.6006,13.2098,1.2661,249628,76.35,0.0589,5310077352,0.0101,69491500,000333
2026-04-01T00:00:00+08:00,526513883831,0.056,359360412220.56,584235742132.24,2.6173,13.2946,1.2742,249628,76.84,0.0064,2100652578,0.004,27361600,000333
2026-04-02T00:00:00+08:00,530145486622,0.0556,361839082424.58,588265478510.8201,2.6353,13.3863,1.283,249628,77.37,0.0069,2523387318,0.0048,32631800,000333
2026-04-03T00:00:00+08:00,523156364270,0.0564,357068811465.9,580510136801.1,2.6006,13.2098,1.2661,249628,76.35,-0.0132,1325461933,0.0025,17277300,000333
2026-04-07T00:00:00+08:00,521580385700,0.0566,355993162132.08,578761383278.3201,2.5928,13.17,1.2623,249628,76.12,-0.003,1246113300,0.0024,16382600,000333
2026-04-08T00:00:00+08:00,525760154950,0.0561,358845971234.82,583399381751.78,2.6135,13.2755,1.2724,249628,76.73,0.008,2200099879,0.0042,28680400,000333
2026-04-09T00:00:00+08:00,524321217995,0.0563,357863856625.68,581802693752.72,2.6064,13.2392,1.2689,249628,76.52,-0.0027,1796387351,0.0034,23502400,000333
2026-04-10T00:00:00+08:00,523567489114,0.0563,357349415639.94,580966333372.26,2.6026,13.2202,1.2671,249628,76.41,-0.0014,1971065632,0.0038,25837300,000333
2026-04-13T00:00:00+08:00,519250678250,0.0568,354403071812.52,576176269375.08,2.5812,13.1112,1.2566,249628,75.78,-0.0082,1384781818,0.0027,18237500,000333
2026-04-14T00:00:00+08:00,524526780417,0.0562,358004158712.7,582030792038.2999,2.6074,13.2444,1.2694,249628,76.55,0.0102,1489302845,0.0029,19578200,000333
2026-04-15T00:00:00+08:00,530967736310,0.0556,362400290772.66,589177871653.14,2.6394,13.407,1.285,249628,77.49,0.0123,2461286853,0.0046,31845100,000333
2026-04-16T00:00:00+08:00,533777089412,0.0553,364317752628.6001,592295214889.4,2.6534,13.478,1.2918,249628,77.9,0.0053,1853913748,0.0035,23807800,000333
