date,stockCode,换手率
2026-01-06T00:00:00+08:00,000333,0.0066
2026-01-07T00:00:00+08:00,000333,0.0059
2026-01-08T00:00:00+08:00,000333,0.0046
2026-01-09T00:00:00+08:00,000333,0.005
2026-01-12T00:00:00+08:00,000333,0.0077
2026-01-13T00:00:00+08:00,000333,0.0138
2026-01-14T00:00:00+08:00,000333,0.0079
2026-01-15T00:00:00+08:00,000333,0.0053
2026-01-16T00:00:00+08:00,000333,0.0054
2026-01-19T00:00:00+08:00,000333,0.0049
2026-01-20T00:00:00+08:00,000333,0.0067
2026-01-21T00:00:00+08:00,000333,0.0054
2026-01-22T00:00:00+08:00,000333,0.005
2026-01-23T00:00:00+08:00,000333,0.0055
2026-01-26T00:00:00+08:00,000333,0.0069
2026-01-27T00:00:00+08:00,000333,0.0048
2026-01-28T00:00:00+08:00,000333,0.0092
2026-01-29T00:00:00+08:00,000333,0.0091
2026-01-30T00:00:00+08:00,000333,0.0078
2026-02-02T00:00:00+08:00,000333,0.0051
2026-02-03T00:00:00+08:00,000333,0.005
2026-02-04T00:00:00+08:00,000333,0.0057
2026-02-05T00:00:00+08:00,000333,0.0063
2026-02-06T00:00:00+08:00,000333,0.0046
2026-02-09T00:00:00+08:00,000333,0.0049
2026-02-10T00:00:00+08:00,000333,0.0045
2026-02-11T00:00:00+08:00,000333,0.0029
2026-02-12T00:00:00+08:00,000333,0.0028
2026-02-13T00:00:00+08:00,000333,0.0037
2026-02-24T00:00:00+08:00,000333,0.0037
2026-02-25T00:00:00+08:00,000333,0.0042
2026-02-26T00:00:00+08:00,000333,0.0037
2026-02-27T00:00:00+08:00,000333,0.0029
2026-03-02T00:00:00+08:00,000333,0.004
2026-03-03T00:00:00+08:00,000333,0.0042
2026-03-04T00:00:00+08:00,000333,0.0042
2026-03-05T00:00:00+08:00,000333,0.0029
2026-03-06T00:00:00+08:00,000333,0.003
2026-03-09T00:00:00+08:00,000333,0.0038
2026-03-10T00:00:00+08:00,000333,0.0031
2026-03-11T00:00:00+08:00,000333,0.0037
2026-03-12T00:00:00+08:00,000333,0.0028
2026-03-13T00:00:00+08:00,000333,0.0027
2026-03-16T00:00:00+08:00,000333,0.003
2026-03-17T00:00:00+08:00,000333,0.0031
2026-03-18T00:00:00+08:00,000333,0.0029
2026-03-19T00:00:00+08:00,000333,0.0034
2026-03-20T00:00:00+08:00,000333,0.0032
2026-03-23T00:00:00+08:00,000333,0.0067
2026-03-24T00:00:00+08:00,000333,0.0039
2026-03-25T00:00:00+08:00,000333,0.0027
2026-03-26T00:00:00+08:00,000333,0.0026
2026-03-27T00:00:00+08:00,000333,0.0047
2026-03-30T00:00:00+08:00,000333,0.0067
2026-03-31T00:00:00+08:00,000333,0.0101
2026-04-01T00:00:00+08:00,000333,0.004
2026-04-02T00:00:00+08:00,000333,0.0048
2026-04-03T00:00:00+08:00,000333,0.0025
2026-04-07T00:00:00+08:00,000333,0.0024
2026-04-08T00:00:00+08:00,000333,0.0042
2026-04-09T00:00:00+08:00,000333,0.0034
2026-04-10T00:00:00+08:00,000333,0.0038
2026-04-13T00:00:00+08:00,000333,0.0027
2026-04-14T00:00:00+08:00,000333,0.0029
2026-04-15T00:00:00+08:00,000333,0.0046
2026-04-16T00:00:00+08:00,000333,0.0035
