date,stockCode,PE-TTM扣非
2025-04-16T00:00:00+08:00,000333,15.2085
2025-04-17T00:00:00+08:00,000333,15.1978
2025-04-18T00:00:00+08:00,000333,15.1914
2025-04-21T00:00:00+08:00,000333,15.292
2025-04-22T00:00:00+08:00,000333,15.3627
2025-04-23T00:00:00+08:00,000333,15.3906
2025-04-24T00:00:00+08:00,000333,15.6262
2025-04-25T00:00:00+08:00,000333,15.5833
2025-04-28T00:00:00+08:00,000333,15.6862
2025-04-29T00:00:00+08:00,000333,15.8939
2025-04-30T00:00:00+08:00,000333,14.3585
2025-05-06T00:00:00+08:00,000333,14.4423
2025-05-07T00:00:00+08:00,000333,14.5028
2025-05-08T00:00:00+08:00,000333,14.6276
2025-05-09T00:00:00+08:00,000333,14.7836
2025-05-12T00:00:00+08:00,000333,14.9358
2025-05-13T00:00:00+08:00,000333,15.0391
2025-05-14T00:00:00+08:00,000333,15.0352
2025-05-15T00:00:00+08:00,000333,14.9202
2025-05-16T00:00:00+08:00,000333,14.9397
2025-05-19T00:00:00+08:00,000333,15.1308
2025-05-20T00:00:00+08:00,000333,15.3434
2025-05-21T00:00:00+08:00,000333,15.3687
2025-05-22T00:00:00+08:00,000333,15.478
2025-05-23T00:00:00+08:00,000333,15.3863
2025-05-26T00:00:00+08:00,000333,15.2654
2025-05-27T00:00:00+08:00,000333,15.3063
2025-05-28T00:00:00+08:00,000333,15.4702
2025-05-29T00:00:00+08:00,000333,15.4008
2025-05-30T00:00:00+08:00,000333,15.4164
2025-06-03T00:00:00+08:00,000333,14.8022
2025-06-04T00:00:00+08:00,000333,14.734
2025-06-05T00:00:00+08:00,000333,14.6735
2025-06-06T00:00:00+08:00,000333,14.8052
2025-06-09T00:00:00+08:00,000333,14.7465
2025-06-10T00:00:00+08:00,000333,14.6781
2025-06-11T00:00:00+08:00,000333,14.7641
2025-06-12T00:00:00+08:00,000333,14.1207
2025-06-13T00:00:00+08:00,000333,13.9799
2025-06-16T00:00:00+08:00,000333,13.9368
2025-06-17T00:00:00+08:00,000333,14.0933
2025-06-18T00:00:00+08:00,000333,14.1011
2025-06-19T00:00:00+08:00,000333,13.9505
2025-06-20T00:00:00+08:00,000333,14.1559
2025-06-23T00:00:00+08:00,000333,14.0268
2025-06-24T00:00:00+08:00,000333,14.2174
2025-06-25T00:00:00+08:00,000333,14.1257
2025-06-26T00:00:00+08:00,000333,14.276
2025-06-27T00:00:00+08:00,000333,14.1159
2025-06-30T00:00:00+08:00,000333,14.1003
2025-07-01T00:00:00+08:00,000333,14.0827
2025-07-02T00:00:00+08:00,000333,14.1589
2025-07-03T00:00:00+08:00,000333,14.235
2025-07-04T00:00:00+08:00,000333,14.3502
2025-07-07T00:00:00+08:00,000333,14.1686
2025-07-08T00:00:00+08:00,000333,14.1042
2025-07-09T00:00:00+08:00,000333,14.0221
2025-07-10T00:00:00+08:00,000333,13.9987
2025-07-11T00:00:00+08:00,000333,14.1549
2025-07-14T00:00:00+08:00,000333,14.276
2025-07-15T00:00:00+08:00,000333,14.2975
2025-07-16T00:00:00+08:00,000333,14.235
2025-07-17T00:00:00+08:00,000333,14.1842
2025-07-18T00:00:00+08:00,000333,14.2233
2025-07-21T00:00:00+08:00,000333,14.1776
2025-07-22T00:00:00+08:00,000333,14.3027
2025-07-23T00:00:00+08:00,000333,14.3632
2025-07-24T00:00:00+08:00,000333,14.3652
2025-07-25T00:00:00+08:00,000333,14.2186
2025-07-28T00:00:00+08:00,000333,14.0611
2025-07-29T00:00:00+08:00,000333,13.9243
2025-07-30T00:00:00+08:00,000333,14.0944
2025-07-31T00:00:00+08:00,000333,13.7191
2025-08-01T00:00:00+08:00,000333,13.8364
2025-08-04T00:00:00+08:00,000333,13.8657
2025-08-05T00:00:00+08:00,000333,13.9517
2025-08-06T00:00:00+08:00,000333,14.0142
2025-08-07T00:00:00+08:00,000333,13.9712
2025-08-08T00:00:00+08:00,000333,13.9908
2025-08-11T00:00:00+08:00,000333,14.026
2025-08-12T00:00:00+08:00,000333,14.0592
2025-08-13T00:00:00+08:00,000333,14.0377
2025-08-14T00:00:00+08:00,000333,14.1374
2025-08-15T00:00:00+08:00,000333,14.1315
2025-08-18T00:00:00+08:00,000333,14.0416
2025-08-19T00:00:00+08:00,000333,14.2058
2025-08-20T00:00:00+08:00,000333,14.1159
2025-08-21T00:00:00+08:00,000333,14.0572
2025-08-22T00:00:00+08:00,000333,14.0905
2025-08-25T00:00:00+08:00,000333,14.37
2025-08-26T00:00:00+08:00,000333,14.4247
2025-08-27T00:00:00+08:00,000333,14.2116
2025-08-28T00:00:00+08:00,000333,14.366
2025-08-29T00:00:00+08:00,000333,14.4071
2025-09-01T00:00:00+08:00,000333,13.5897
2025-09-02T00:00:00+08:00,000333,13.9807
2025-09-03T00:00:00+08:00,000333,13.8816
2025-09-04T00:00:00+08:00,000333,13.8761
2025-09-05T00:00:00+08:00,000333,13.9918
2025-09-08T00:00:00+08:00,000333,14.1404
2025-09-09T00:00:00+08:00,000333,14.168
2025-09-10T00:00:00+08:00,000333,14.1386
2025-09-11T00:00:00+08:00,000333,14.1386
2025-09-12T00:00:00+08:00,000333,13.8724
2025-09-15T00:00:00+08:00,000333,13.799
2025-09-16T00:00:00+08:00,000333,13.6687
2025-09-17T00:00:00+08:00,000333,13.6485
2025-09-18T00:00:00+08:00,000333,13.5365
2025-09-19T00:00:00+08:00,000333,13.6485
2025-09-22T00:00:00+08:00,000333,13.4484
2025-09-23T00:00:00+08:00,000333,13.4979
2025-09-24T00:00:00+08:00,000333,13.6026
2025-09-25T00:00:00+08:00,000333,13.3713
2025-09-26T00:00:00+08:00,000333,13.6209
2025-09-29T00:00:00+08:00,000333,13.5347
2025-09-30T00:00:00+08:00,000333,13.3382
2025-10-09T00:00:00+08:00,000333,13.3327
2025-10-10T00:00:00+08:00,000333,13.3694
2025-10-13T00:00:00+08:00,000333,13.1822
2025-10-14T00:00:00+08:00,000333,13.3272
2025-10-15T00:00:00+08:00,000333,13.386
2025-10-16T00:00:00+08:00,000333,13.4337
2025-10-17T00:00:00+08:00,000333,13.3639
2025-10-20T00:00:00+08:00,000333,13.3768
2025-10-21T00:00:00+08:00,000333,13.3841
2025-10-22T00:00:00+08:00,000333,13.5622
2025-10-23T00:00:00+08:00,000333,13.7476
2025-10-24T00:00:00+08:00,000333,13.6962
2025-10-27T00:00:00+08:00,000333,13.7458
2025-10-28T00:00:00+08:00,000333,13.6595
2025-10-29T00:00:00+08:00,000333,13.6577
2025-10-30T00:00:00+08:00,000333,13.5924
2025-10-31T00:00:00+08:00,000333,13.7909
2025-11-03T00:00:00+08:00,000333,13.6086
2025-11-04T00:00:00+08:00,000333,13.5671
2025-11-05T00:00:00+08:00,000333,13.7079
2025-11-06T00:00:00+08:00,000333,13.9046
2025-11-07T00:00:00+08:00,000333,13.7548
2025-11-10T00:00:00+08:00,000333,13.9588
2025-11-11T00:00:00+08:00,000333,13.9407
2025-11-12T00:00:00+08:00,000333,14.3722
2025-11-13T00:00:00+08:00,000333,14.3921
2025-11-14T00:00:00+08:00,000333,14.3252
2025-11-17T00:00:00+08:00,000333,14.1787
2025-11-18T00:00:00+08:00,000333,13.9943
2025-11-19T00:00:00+08:00,000333,13.9943
2025-11-20T00:00:00+08:00,000333,14.0919
2025-11-21T00:00:00+08:00,000333,14.2384
2025-11-24T00:00:00+08:00,000333,14.204
2025-11-25T00:00:00+08:00,000333,14.2293
2025-11-26T00:00:00+08:00,000333,14.4282
2025-11-27T00:00:00+08:00,000333,14.4282
2025-11-28T00:00:00+08:00,000333,14.4391
2025-12-01T00:00:00+08:00,000333,14.4644
2025-12-02T00:00:00+08:00,000333,14.7464
2025-12-03T00:00:00+08:00,000333,14.8567
2025-12-04T00:00:00+08:00,000333,14.8061
2025-12-05T00:00:00+08:00,000333,14.8676
2025-12-08T00:00:00+08:00,000333,14.7916
2025-12-09T00:00:00+08:00,000333,14.5115
2025-12-10T00:00:00+08:00,000333,14.488
2025-12-11T00:00:00+08:00,000333,14.3487
2025-12-12T00:00:00+08:00,000333,14.3523
2025-12-15T00:00:00+08:00,000333,14.5495
2025-12-16T00:00:00+08:00,000333,14.4681
2025-12-17T00:00:00+08:00,000333,14.5604
2025-12-18T00:00:00+08:00,000333,14.4446
2025-12-19T00:00:00+08:00,000333,14.2018
2025-12-22T00:00:00+08:00,000333,14.15
2025-12-23T00:00:00+08:00,000333,14.2376
2025-12-24T00:00:00+08:00,000333,14.0856
2025-12-25T00:00:00+08:00,000333,14.0481
2025-12-26T00:00:00+08:00,000333,14.0982
2025-12-29T00:00:00+08:00,000333,14.0159
2025-12-30T00:00:00+08:00,000333,14.0946
2025-12-31T00:00:00+08:00,000333,13.9682
2026-01-05T00:00:00+08:00,000333,14.063
2026-01-06T00:00:00+08:00,000333,14.0916
2026-01-07T00:00:00+08:00,000333,14.1863
2026-01-08T00:00:00+08:00,000333,14.1255
2026-01-09T00:00:00+08:00,000333,14.2578
2026-01-12T00:00:00+08:00,000333,14.0523
2026-01-13T00:00:00+08:00,000333,13.6197
2026-01-14T00:00:00+08:00,000333,13.7895
2026-01-15T00:00:00+08:00,000333,13.802
2026-01-16T00:00:00+08:00,000333,13.8181
2026-01-19T00:00:00+08:00,000333,13.8735
2026-01-20T00:00:00+08:00,000333,14.1202
2026-01-21T00:00:00+08:00,000333,13.9021
2026-01-22T00:00:00+08:00,000333,13.8503
2026-01-23T00:00:00+08:00,000333,13.7234
2026-01-26T00:00:00+08:00,000333,13.6465
2026-01-27T00:00:00+08:00,000333,13.6018
2026-01-28T00:00:00+08:00,000333,13.466
2026-01-29T00:00:00+08:00,000333,13.92
2026-01-30T00:00:00+08:00,000333,13.8682
2026-02-02T00:00:00+08:00,000333,13.9146
2026-02-03T00:00:00+08:00,000333,13.9253
2026-02-04T00:00:00+08:00,000333,14.2649
