date,stockCode,PE-TTM扣非
2026-02-05T00:00:00+08:00,000333,14.3793
2026-02-06T00:00:00+08:00,000333,14.2167
2026-02-09T00:00:00+08:00,000333,14.1488
2026-02-10T00:00:00+08:00,000333,14.3329
2026-02-11T00:00:00+08:00,000333,14.2435
2026-02-12T00:00:00+08:00,000333,14.2632
2026-02-13T00:00:00+08:00,000333,14.1291
2026-02-24T00:00:00+08:00,000333,14.2131
2026-02-25T00:00:00+08:00,000333,14.2453
2026-02-26T00:00:00+08:00,000333,14.1649
2026-02-27T00:00:00+08:00,000333,14.0558
2026-03-02T00:00:00+08:00,000333,13.8431
2026-03-03T00:00:00+08:00,000333,13.6841
2026-03-04T00:00:00+08:00,000333,13.6126
2026-03-05T00:00:00+08:00,000333,13.6322
2026-03-06T00:00:00+08:00,000333,13.6769
2026-03-09T00:00:00+08:00,000333,13.4785
2026-03-10T00:00:00+08:00,000333,13.6912
2026-03-11T00:00:00+08:00,000333,13.8324
2026-03-12T00:00:00+08:00,000333,13.8342
2026-03-13T00:00:00+08:00,000333,13.7377
2026-03-16T00:00:00+08:00,000333,13.6984
2026-03-17T00:00:00+08:00,000333,13.6912
2026-03-18T00:00:00+08:00,000333,13.7734
2026-03-19T00:00:00+08:00,000333,13.584
2026-03-20T00:00:00+08:00,000333,13.4267
2026-03-23T00:00:00+08:00,000333,13.1139
2026-03-24T00:00:00+08:00,000333,13.2676
2026-03-25T00:00:00+08:00,000333,13.3695
2026-03-26T00:00:00+08:00,000333,13.2837
2026-03-27T00:00:00+08:00,000333,13.3659
2026-03-30T00:00:00+08:00,000333,12.8869
2026-03-31T00:00:00+08:00,000333,14.0671
2026-04-01T00:00:00+08:00,000333,14.1574
2026-04-02T00:00:00+08:00,000333,14.255
2026-04-03T00:00:00+08:00,000333,14.0671
2026-04-07T00:00:00+08:00,000333,14.0247
2026-04-08T00:00:00+08:00,000333,14.1371
2026-04-09T00:00:00+08:00,000333,14.0984
2026-04-10T00:00:00+08:00,000333,14.0782
2026-04-13T00:00:00+08:00,000333,13.9621
2026-04-14T00:00:00+08:00,000333,14.1039
2026-04-15T00:00:00+08:00,000333,14.2771
2026-04-16T00:00:00+08:00,000333,14.3527
