date,stockCode,总市值
2025-04-16T00:00:00+08:00,002475,214450441869.95
2025-04-17T00:00:00+08:00,002475,213508280415.3
2025-04-18T00:00:00+08:00,002475,217059504359.75
2025-04-21T00:00:00+08:00,002475,223727108500.35
2025-04-22T00:00:00+08:00,002475,219596092891.5
2025-04-23T00:00:00+08:00,002475,228510389731.65
2025-04-24T00:00:00+08:00,002475,222929894961.8
2025-04-25T00:00:00+08:00,002475,229090181396.05
2025-04-28T00:00:00+08:00,002475,224306900164.75
2025-04-29T00:00:00+08:00,002475,221262993926.65
2025-04-30T00:00:00+08:00,002475,223582160584.25
2025-05-06T00:00:00+08:00,002475,230539660557.05
2025-05-07T00:00:00+08:00,002475,228437915773.6
2025-05-08T00:00:00+08:00,002475,237279738655.7
2025-05-09T00:00:00+08:00,002475,232496457424.4
2025-05-12T00:00:00+08:00,002475,247281144866.6
2025-05-13T00:00:00+08:00,002475,244961978209
2025-05-14T00:00:00+08:00,002475,242932707383.6001
2025-05-15T00:00:00+08:00,002475,236699946991.3
2025-05-16T00:00:00+08:00,002475,235540363662.5
2025-05-19T00:00:00+08:00,002475,233583566795.15
2025-05-20T00:00:00+08:00,002475,236265103243
2025-05-21T00:00:00+08:00,002475,232786353256.6
2025-05-22T00:00:00+08:00,002475,230249764724.85
2025-05-23T00:00:00+08:00,002475,226843488696.5
2025-05-26T00:00:00+08:00,002475,226408644948.2
2025-05-27T00:00:00+08:00,002475,221190519968.6
2025-05-28T00:00:00+08:00,002475,220248358513.95
2025-05-29T00:00:00+08:00,002475,227640702235.05
2025-05-30T00:00:00+08:00,002475,220320832472
2025-06-03T00:00:00+08:00,002475,219741040807.6
2025-06-04T00:00:00+08:00,002475,223219790794
2025-06-05T00:00:00+08:00,002475,229235129312.15
2025-06-06T00:00:00+08:00,002475,226988436612.6
2025-06-09T00:00:00+08:00,002475,231409348053.65
2025-06-10T00:00:00+08:00,002475,230322238682.9
2025-06-11T00:00:00+08:00,002475,231699243885.85
2025-06-12T00:00:00+08:00,002475,230757082431.2
2025-06-13T00:00:00+08:00,002475,226481118906.25
2025-06-16T00:00:00+08:00,002475,231264400137.55
2025-06-17T00:00:00+08:00,002475,236772420949.35
2025-06-18T00:00:00+08:00,002475,238729217816.7
2025-06-19T00:00:00+08:00,002475,237134790739.6
2025-06-20T00:00:00+08:00,002475,240686014684.05
2025-06-23T00:00:00+08:00,002475,240541066767.95
2025-06-24T00:00:00+08:00,002475,240830962600.15
2025-06-25T00:00:00+08:00,002475,240903436558.2
2025-06-26T00:00:00+08:00,002475,238946639690.85
2025-06-27T00:00:00+08:00,002475,245469295915.35
2025-06-30T00:00:00+08:00,002475,251550942642.36
2025-07-01T00:00:00+08:00,002475,251695970571.24
2025-07-02T00:00:00+08:00,002475,245967367380.48
2025-07-03T00:00:00+08:00,002475,259382450801.8801
2025-07-04T00:00:00+08:00,002475,255901780508.76
2025-07-07T00:00:00+08:00,002475,252007547903.25
2025-07-08T00:00:00+08:00,002475,256431277521.12
2025-07-09T00:00:00+08:00,002475,255996156575.1
2025-07-10T00:00:00+08:00,002475,259332083827.92
2025-07-11T00:00:00+08:00,002475,259332083827.92
