date,stockCode,总市值
2025-07-14T00:00:00+08:00,002475,256431277521.12
2025-07-15T00:00:00+08:00,002475,266729139910.26
2025-07-16T00:00:00+08:00,002475,268687184167.35
2025-07-17T00:00:00+08:00,002475,285729421219.8
2025-07-18T00:00:00+08:00,002475,280870570655.91
2025-07-21T00:00:00+08:00,002475,280362929552.22
2025-07-22T00:00:00+08:00,002475,276229280565.03
2025-07-23T00:00:00+08:00,002475,275286518515.32
2025-07-24T00:00:00+08:00,002475,274633837096.29
2025-07-25T00:00:00+08:00,002475,277969764349.11
2025-07-28T00:00:00+08:00,002475,273836115361.92
2025-07-29T00:00:00+08:00,002475,272458232366.19
2025-07-30T00:00:00+08:00,002475,273691075046.58
2025-07-31T00:00:00+08:00,002475,265641337545.21
2025-08-01T00:00:00+08:00,002475,265713857702.88
2025-08-04T00:00:00+08:00,002475,262813051396.08
2025-08-05T00:00:00+08:00,002475,264481015022.49
2025-08-06T00:00:00+08:00,002475,262595490923.07
2025-08-07T00:00:00+08:00,002475,268469623694.3401
2025-08-08T00:00:00+08:00,002475,264263454549.48
2025-08-11T00:00:00+08:00,002475,275649119303.67
2025-08-12T00:00:00+08:00,002475,276809441826.39
2025-08-13T00:00:00+08:00,002475,278114804664.45
2025-08-14T00:00:00+08:00,002475,279057566714.16
2025-08-15T00:00:00+08:00,002475,279855288448.53
2025-08-18T00:00:00+08:00,002475,287107304215.53
2025-08-19T00:00:00+08:00,002475,283553816489.7
2025-08-20T00:00:00+08:00,002475,290443231468.35
2025-08-21T00:00:00+08:00,002475,305962545209.73
2025-08-22T00:00:00+08:00,002475,309661073250.9
2025-08-25T00:00:00+08:00,002475,311474077192.65
2025-08-26T00:00:00+08:00,002475,330691918975.2
2025-08-27T00:00:00+08:00,002475,326195669199.66
2025-08-28T00:00:00+08:00,002475,334317926858.7
2025-08-29T00:00:00+08:00,002475,333447684966.66
2025-09-01T00:00:00+08:00,002475,328298753772.09
2025-09-02T00:00:00+08:00,002475,317638290594.6
2025-09-03T00:00:00+08:00,002475,313432121449.74
2025-09-04T00:00:00+08:00,002475,321916979897.13
2025-09-05T00:00:00+08:00,002475,342295144202.4
2025-09-08T00:00:00+08:00,002475,360787784408.25
2025-09-09T00:00:00+08:00,002475,345993672243.57
2025-09-10T00:00:00+08:00,002475,348749438235.03
2025-09-11T00:00:00+08:00,002475,383631634074.3
2025-09-12T00:00:00+08:00,002475,382253751078.57
2025-09-15T00:00:00+08:00,002475,382471311551.58
2025-09-16T00:00:00+08:00,002475,379933106033.13
2025-09-17T00:00:00+08:00,002475,377177340041.67
2025-09-18T00:00:00+08:00,002475,385154557385.37
2025-09-19T00:00:00+08:00,002475,401834193649.47
2025-09-22T00:00:00+08:00,002475,442010360998.65
2025-09-23T00:00:00+08:00,002475,476457435891.9
2025-09-24T00:00:00+08:00,002475,509091506843.4
2025-09-25T00:00:00+08:00,002475,498503563823.58
2025-09-26T00:00:00+08:00,002475,465942013029.75
2025-09-29T00:00:00+08:00,002475,469930621701.6
2025-09-30T00:00:00+08:00,002475,471060190053.68
2025-10-09T00:00:00+08:00,002475,475502093221.6
2025-10-10T00:00:00+08:00,002475,442733955097.6
2025-10-13T00:00:00+08:00,002475,420524439258
2025-10-14T00:00:00+08:00,002475,400572284044.72
2025-10-15T00:00:00+08:00,002475,423801253070.4
2025-10-16T00:00:00+08:00,002475,431083061542.4
2025-10-17T00:00:00+08:00,002475,404067552111.28
2025-10-20T00:00:00+08:00,002475,416155354174.8
2025-10-21T00:00:00+08:00,002475,445282588062.8
2025-10-22T00:00:00+08:00,002475,437709507251.92
2025-10-23T00:00:00+08:00,002475,437927961506.08
2025-10-24T00:00:00+08:00,002475,465380379445.52
2025-10-27T00:00:00+08:00,002475,476230274068.8
2025-10-28T00:00:00+08:00,002475,470841735799.52
2025-10-29T00:00:00+08:00,002475,489920073996.16
2025-10-30T00:00:00+08:00,002475,473608823018.8801
2025-10-31T00:00:00+08:00,002475,458753933736
2025-11-03T00:00:00+08:00,002475,458171389058.24
2025-11-04T00:00:00+08:00,002475,440840684894.88
2025-11-05T00:00:00+08:00,002475,444044680622.56
2025-11-06T00:00:00+08:00,002475,448996310383.52
2025-11-07T00:00:00+08:00,002475,436180327472.8
2025-11-10T00:00:00+08:00,002475,425257614764.8
2025-11-11T00:00:00+08:00,002475,411349360583.28
2025-11-12T00:00:00+08:00,002475,420670075427.44
2025-11-13T00:00:00+08:00,002475,417830170123.3601
2025-11-14T00:00:00+08:00,002475,411494996752.72
2025-11-17T00:00:00+08:00,002475,411786269091.6
2025-11-18T00:00:00+08:00,002475,412223177599.92
2025-11-19T00:00:00+08:00,002475,413242630786
2025-11-20T00:00:00+08:00,002475,405960822314
2025-11-21T00:00:00+08:00,002475,384843577745.2
2025-11-24T00:00:00+08:00,002475,387756301134
2025-11-25T00:00:00+08:00,002475,405596731890.4
2025-11-26T00:00:00+08:00,002475,419432167987.2
2025-11-27T00:00:00+08:00,002475,414771810565.12
2025-11-28T00:00:00+08:00,002475,420742893512.1601
2025-12-01T00:00:00+08:00,002475,426786794543.92
2025-12-02T00:00:00+08:00,002475,436908508320
2025-12-03T00:00:00+08:00,002475,428315974323.04
2025-12-04T00:00:00+08:00,002475,434214239185.3601
2025-12-05T00:00:00+08:00,002475,431447151966
2025-12-08T00:00:00+08:00,002475,437491052997.76
2025-12-09T00:00:00+08:00,002475,441277593403.2
2025-12-10T00:00:00+08:00,002475,433486058338.1601
2025-12-11T00:00:00+08:00,002475,424165343494
2025-12-12T00:00:00+08:00,002475,439675595539.3601
2025-12-15T00:00:00+08:00,002475,417684533953.92
2025-12-16T00:00:00+08:00,002475,417466079699.76
2025-12-17T00:00:00+08:00,002475,427150884967.52
2025-12-18T00:00:00+08:00,002475,414917446734.56
2025-12-19T00:00:00+08:00,002475,413461085040.1601
2025-12-22T00:00:00+08:00,002475,420378803088.56
2025-12-23T00:00:00+08:00,002475,422708981799.6
2025-12-24T00:00:00+08:00,002475,431738424304.88
2025-12-25T00:00:00+08:00,002475,432757877490.96
2025-12-26T00:00:00+08:00,002475,425257614764.8
2025-12-29T00:00:00+08:00,002475,423946889239.84
2025-12-30T00:00:00+08:00,002475,422854617969.04
2025-12-31T00:00:00+08:00,002475,413179015751.64
2026-01-05T00:00:00+08:00,002475,426584929858.2
2026-01-06T00:00:00+08:00,002475,431466431190.48
2026-01-07T00:00:00+08:00,002475,419299106974.2
2026-01-08T00:00:00+08:00,002475,401885990281.44
2026-01-09T00:00:00+08:00,002475,405456043494.6
2026-01-12T00:00:00+08:00,002475,403853162460.12
2026-01-13T00:00:00+08:00,002475,397660213008.72
2026-01-14T00:00:00+08:00,002475,390374390124.72
2026-01-15T00:00:00+08:00,002475,417987658855.08
2026-01-16T00:00:00+08:00,002475,423160593102.72
2026-01-19T00:00:00+08:00,002475,421557712068.24
2026-01-20T00:00:00+08:00,002475,418643382914.64
2026-01-21T00:00:00+08:00,002475,415729053761.0401
2026-01-22T00:00:00+08:00,002475,410993268886.44
2026-01-23T00:00:00+08:00,002475,404363170062
2026-01-26T00:00:00+08:00,002475,394090159795.56
2026-01-27T00:00:00+08:00,002475,391394405328.48
2026-01-28T00:00:00+08:00,002475,388188643259.52
2026-01-29T00:00:00+08:00,002475,378061349450.76
2026-01-30T00:00:00+08:00,002475,376604184873.96
2026-02-02T00:00:00+08:00,002475,380465671002.48
2026-02-03T00:00:00+08:00,002475,382214268494.64
2026-02-04T00:00:00+08:00,002475,378134207679.6
2026-02-05T00:00:00+08:00,002475,376685400873.1001
2026-02-06T00:00:00+08:00,002475,372823829065.31
2026-02-09T00:00:00+08:00,002475,376831120563.96
2026-02-10T00:00:00+08:00,002475,376612541027.67
2026-02-11T00:00:00+08:00,002475,372678109374.45
2026-02-12T00:00:00+08:00,002475,367432201360.8
2026-02-13T00:00:00+08:00,002475,370128015648
2026-02-24T00:00:00+08:00,002475,368889398272.8001
2026-02-25T00:00:00+08:00,002475,375811083604.8
2026-02-26T00:00:00+08:00,002475,372750970089.6
2026-02-27T00:00:00+08:00,002475,365902144603.2
2026-03-02T00:00:00+08:00,002475,357814701741.6
2026-03-03T00:00:00+08:00,002475,345282808298.4
2026-03-04T00:00:00+08:00,002475,337195365436.8
2026-03-05T00:00:00+08:00,002475,342441274320
2026-03-06T00:00:00+08:00,002475,344627069688
2026-03-09T00:00:00+08:00,002475,338798282040
2026-03-10T00:00:00+08:00,002475,359854777418.4
2026-03-11T00:00:00+08:00,002475,365537845375.2
2026-03-12T00:00:00+08:00,002475,362113432632
2026-03-13T00:00:00+08:00,002475,359417618344.8
2026-03-16T00:00:00+08:00,002475,358907599425.6
2026-03-17T00:00:00+08:00,002475,363060610624.8
2026-03-18T00:00:00+08:00,002475,359490478190.4
2026-03-19T00:00:00+08:00,002475,350018698262.4
2026-03-20T00:00:00+08:00,002475,351330175483.2
2026-03-23T00:00:00+08:00,002475,337341085128
2026-03-24T00:00:00+08:00,002475,337632524510.4
2026-03-25T00:00:00+08:00,002475,371366633023.2
2026-03-26T00:00:00+08:00,002475,365683565066.4
2026-03-27T00:00:00+08:00,002475,368743678581.6
2026-03-30T00:00:00+08:00,002475,355264607145.6
2026-03-31T00:00:00+08:00,002475,358907611789.86
2026-04-01T00:00:00+08:00,002475,367213634474.4
2026-04-02T00:00:00+08:00,002475,363497782220.79
2026-04-03T00:00:00+08:00,002475,355556058776.8
2026-04-07T00:00:00+08:00,002475,352568805004.29
2026-04-08T00:00:00+08:00,002475,380838426070.9701
2026-04-09T00:00:00+08:00,002475,401384903237.9901
2026-04-10T00:00:00+08:00,002475,423898596303.98
2026-04-13T00:00:00+08:00,002475,426958709924.6001
2026-04-14T00:00:00+08:00,002475,430893141722.54
2026-04-15T00:00:00+08:00,002475,428270187190.58
2026-04-16T00:00:00+08:00,002475,440437781824.95
