date,stockCode,陆股通净买入金额
2025-06-30T00:00:00+08:00,002475,-3934568789.7792
2025-09-30T00:00:00+08:00,002475,5474520037.9123
2025-12-31T00:00:00+08:00,002475,5747717677.5613
2026-03-31T00:00:00+08:00,002475,-5591100095.7103
