date,stockCode,融券偿还金额
2026-01-09T00:00:00+08:00,002475,3116183
2026-01-12T00:00:00+08:00,002475,5905026
2026-01-13T00:00:00+08:00,002475,4019342
2026-01-14T00:00:00+08:00,002475,5399816
2026-01-15T00:00:00+08:00,002475,1027937
2026-01-16T00:00:00+08:00,002475,5233963
2026-01-19T00:00:00+08:00,002475,3180663
2026-01-20T00:00:00+08:00,002475,8574593
2026-01-21T00:00:00+08:00,002475,4238665
2026-01-22T00:00:00+08:00,002475,6435231
2026-01-23T00:00:00+08:00,002475,3110598
2026-01-26T00:00:00+08:00,002475,8526613
2026-01-27T00:00:00+08:00,002475,3150852
2026-01-28T00:00:00+08:00,002475,2108689
2026-01-29T00:00:00+08:00,002475,2519604
2026-01-30T00:00:00+08:00,002475,2179134
2026-02-02T00:00:00+08:00,002475,1451528
2026-02-03T00:00:00+08:00,002475,1544828
2026-02-04T00:00:00+08:00,002475,3116638
2026-02-05T00:00:00+08:00,002475,988072
2026-02-06T00:00:00+08:00,002475,1102992
2026-02-09T00:00:00+08:00,002475,180559
2026-02-10T00:00:00+08:00,002475,1074250
2026-02-11T00:00:00+08:00,002475,1117040
2026-02-12T00:00:00+08:00,002475,970899
2026-02-13T00:00:00+08:00,002475,232124
2026-02-24T00:00:00+08:00,002475,1158263
2026-02-25T00:00:00+08:00,002475,324623
2026-02-26T00:00:00+08:00,002475,2011282
2026-02-27T00:00:00+08:00,002475,1075437
2026-03-02T00:00:00+08:00,002475,1120960
2026-03-03T00:00:00+08:00,002475,2874045
2026-03-04T00:00:00+08:00,002475,2082704
2026-03-05T00:00:00+08:00,002475,1346682
2026-03-06T00:00:00+08:00,002475,415203
2026-03-09T00:00:00+08:00,002475,3085416
2026-03-10T00:00:00+08:00,002475,-203919
2026-03-11T00:00:00+08:00,002475,3689671
2026-03-12T00:00:00+08:00,002475,3530980
2026-03-13T00:00:00+08:00,002475,2686245
2026-03-16T00:00:00+08:00,002475,1148395
2026-03-17T00:00:00+08:00,002475,983073
2026-03-18T00:00:00+08:00,002475,4990365
2026-03-19T00:00:00+08:00,002475,2987377
2026-03-20T00:00:00+08:00,002475,673274
2026-03-23T00:00:00+08:00,002475,2404299
2026-03-24T00:00:00+08:00,002475,3854126
2026-03-25T00:00:00+08:00,002475,2983587
2026-03-26T00:00:00+08:00,002475,7667757
2026-03-27T00:00:00+08:00,002475,4909818
2026-03-30T00:00:00+08:00,002475,5270041
2026-03-31T00:00:00+08:00,002475,1431467
2026-04-01T00:00:00+08:00,002475,1692870
2026-04-02T00:00:00+08:00,002475,2559219
2026-04-03T00:00:00+08:00,002475,2797511
2026-04-07T00:00:00+08:00,002475,20686749
2026-04-08T00:00:00+08:00,002475,11592433
2026-04-09T00:00:00+08:00,002475,551144
2026-04-10T00:00:00+08:00,002475,4328140
2026-04-13T00:00:00+08:00,002475,1846208
2026-04-14T00:00:00+08:00,002475,1659692
2026-04-15T00:00:00+08:00,002475,4236975
