date,stockCode,陆股通持仓金额
2025-06-30T00:00:00+08:00,002475,11902706737
2025-09-30T00:00:00+08:00,002475,27657397576
2025-12-31T00:00:00+08:00,002475,29941003976
2026-03-31T00:00:00+08:00,002475,20462647694
