date,stockCode,PCF-TTM
2025-04-16T00:00:00+08:00,002475,7.9256
2025-04-17T00:00:00+08:00,002475,7.8908
2025-04-18T00:00:00+08:00,002475,8.022
2025-04-21T00:00:00+08:00,002475,8.2684
2025-04-22T00:00:00+08:00,002475,8.1157
2025-04-23T00:00:00+08:00,002475,8.4452
2025-04-24T00:00:00+08:00,002475,8.239
2025-04-25T00:00:00+08:00,002475,8.4666
2025-04-28T00:00:00+08:00,002475,10.5459
2025-04-29T00:00:00+08:00,002475,10.4027
2025-04-30T00:00:00+08:00,002475,10.5118
2025-05-06T00:00:00+08:00,002475,10.8389
2025-05-07T00:00:00+08:00,002475,10.7401
2025-05-08T00:00:00+08:00,002475,11.1558
2025-05-09T00:00:00+08:00,002475,10.9309
2025-05-12T00:00:00+08:00,002475,11.626
2025-05-13T00:00:00+08:00,002475,11.517
2025-05-14T00:00:00+08:00,002475,11.4215
2025-05-15T00:00:00+08:00,002475,11.1285
2025-05-16T00:00:00+08:00,002475,11.074
2025-05-19T00:00:00+08:00,002475,10.982
2025-05-20T00:00:00+08:00,002475,11.1081
2025-05-21T00:00:00+08:00,002475,10.9445
2025-05-22T00:00:00+08:00,002475,10.8253
2025-05-23T00:00:00+08:00,002475,10.6651
2025-05-26T00:00:00+08:00,002475,10.6447
2025-05-27T00:00:00+08:00,002475,10.3993
2025-05-28T00:00:00+08:00,002475,10.355
2025-05-29T00:00:00+08:00,002475,10.7026
2025-05-30T00:00:00+08:00,002475,10.3584
2025-06-03T00:00:00+08:00,002475,10.3312
2025-06-04T00:00:00+08:00,002475,10.4947
2025-06-05T00:00:00+08:00,002475,10.7776
2025-06-06T00:00:00+08:00,002475,10.6719
2025-06-09T00:00:00+08:00,002475,10.8798
2025-06-10T00:00:00+08:00,002475,10.8287
2025-06-11T00:00:00+08:00,002475,10.8934
2025-06-12T00:00:00+08:00,002475,10.8491
2025-06-13T00:00:00+08:00,002475,10.6481
2025-06-16T00:00:00+08:00,002475,10.873
2025-06-17T00:00:00+08:00,002475,11.1319
2025-06-18T00:00:00+08:00,002475,11.2239
2025-06-19T00:00:00+08:00,002475,11.149
2025-06-20T00:00:00+08:00,002475,11.3159
2025-06-23T00:00:00+08:00,002475,11.3091
2025-06-24T00:00:00+08:00,002475,11.3227
2025-06-25T00:00:00+08:00,002475,11.3261
2025-06-26T00:00:00+08:00,002475,11.2341
2025-06-27T00:00:00+08:00,002475,11.5408
2025-06-30T00:00:00+08:00,002475,11.8267
2025-07-01T00:00:00+08:00,002475,11.8336
2025-07-02T00:00:00+08:00,002475,11.5642
2025-07-03T00:00:00+08:00,002475,12.1949
2025-07-04T00:00:00+08:00,002475,12.0313
2025-07-07T00:00:00+08:00,002475,11.8482
2025-07-08T00:00:00+08:00,002475,12.0562
2025-07-09T00:00:00+08:00,002475,12.0357
2025-07-10T00:00:00+08:00,002475,12.1926
2025-07-11T00:00:00+08:00,002475,12.1926
2025-07-14T00:00:00+08:00,002475,12.0562
2025-07-15T00:00:00+08:00,002475,12.5403
2025-07-16T00:00:00+08:00,002475,12.6324
2025-07-17T00:00:00+08:00,002475,13.4336
2025-07-18T00:00:00+08:00,002475,13.2052
2025-07-21T00:00:00+08:00,002475,13.1813
2025-07-22T00:00:00+08:00,002475,12.987
2025-07-23T00:00:00+08:00,002475,12.9427
2025-07-24T00:00:00+08:00,002475,12.912
2025-07-25T00:00:00+08:00,002475,13.0688
2025-07-28T00:00:00+08:00,002475,12.8745
2025-07-29T00:00:00+08:00,002475,12.8097
2025-07-30T00:00:00+08:00,002475,12.8677
2025-07-31T00:00:00+08:00,002475,12.4892
2025-08-01T00:00:00+08:00,002475,12.4926
2025-08-04T00:00:00+08:00,002475,12.3562
2025-08-05T00:00:00+08:00,002475,12.4346
2025-08-06T00:00:00+08:00,002475,12.346
2025-08-07T00:00:00+08:00,002475,12.6222
2025-08-08T00:00:00+08:00,002475,12.4244
2025-08-11T00:00:00+08:00,002475,12.9597
2025-08-12T00:00:00+08:00,002475,13.0143
2025-08-13T00:00:00+08:00,002475,13.0756
2025-08-14T00:00:00+08:00,002475,13.12
2025-08-15T00:00:00+08:00,002475,13.1575
2025-08-18T00:00:00+08:00,002475,13.4984
2025-08-19T00:00:00+08:00,002475,13.3314
2025-08-20T00:00:00+08:00,002475,13.6553
2025-08-21T00:00:00+08:00,002475,14.3849
2025-08-22T00:00:00+08:00,002475,14.5588
2025-08-25T00:00:00+08:00,002475,14.644
2025-08-26T00:00:00+08:00,002475,14.3415
2025-08-27T00:00:00+08:00,002475,14.1466
2025-08-28T00:00:00+08:00,002475,14.4988
2025-08-29T00:00:00+08:00,002475,14.4611
2025-09-01T00:00:00+08:00,002475,14.2378
2025-09-02T00:00:00+08:00,002475,13.7754
2025-09-03T00:00:00+08:00,002475,13.593
2025-09-04T00:00:00+08:00,002475,13.961
2025-09-05T00:00:00+08:00,002475,14.8448
2025-09-08T00:00:00+08:00,002475,15.6468
2025-09-09T00:00:00+08:00,002475,15.0052
2025-09-10T00:00:00+08:00,002475,15.1247
2025-09-11T00:00:00+08:00,002475,16.6375
2025-09-12T00:00:00+08:00,002475,16.5777
2025-09-15T00:00:00+08:00,002475,16.5871
2025-09-16T00:00:00+08:00,002475,16.4771
2025-09-17T00:00:00+08:00,002475,16.3575
2025-09-18T00:00:00+08:00,002475,16.7035
2025-09-19T00:00:00+08:00,002475,17.4269
2025-09-22T00:00:00+08:00,002475,19.1692
2025-09-23T00:00:00+08:00,002475,20.6631
2025-09-24T00:00:00+08:00,002475,22.0784
2025-09-25T00:00:00+08:00,002475,21.6193
2025-09-26T00:00:00+08:00,002475,20.2071
2025-09-29T00:00:00+08:00,002475,20.3801
2025-09-30T00:00:00+08:00,002475,20.4291
2025-10-09T00:00:00+08:00,002475,20.6217
2025-10-10T00:00:00+08:00,002475,19.2006
2025-10-13T00:00:00+08:00,002475,18.2374
2025-10-14T00:00:00+08:00,002475,17.3721
2025-10-15T00:00:00+08:00,002475,18.3795
2025-10-16T00:00:00+08:00,002475,18.6953
2025-10-17T00:00:00+08:00,002475,17.5237
2025-10-20T00:00:00+08:00,002475,18.0479
2025-10-21T00:00:00+08:00,002475,19.3111
2025-10-22T00:00:00+08:00,002475,18.9827
2025-10-23T00:00:00+08:00,002475,18.9922
2025-10-24T00:00:00+08:00,002475,20.1828
2025-10-27T00:00:00+08:00,002475,20.6533
2025-10-28T00:00:00+08:00,002475,20.4196
2025-10-29T00:00:00+08:00,002475,21.247
2025-10-30T00:00:00+08:00,002475,20.5396
2025-10-31T00:00:00+08:00,002475,19.1787
2025-11-03T00:00:00+08:00,002475,19.1544
2025-11-04T00:00:00+08:00,002475,18.4298
2025-11-05T00:00:00+08:00,002475,18.5638
2025-11-06T00:00:00+08:00,002475,18.7708
2025-11-07T00:00:00+08:00,002475,18.235
2025-11-10T00:00:00+08:00,002475,17.7784
2025-11-11T00:00:00+08:00,002475,17.1969
2025-11-12T00:00:00+08:00,002475,17.5866
2025-11-13T00:00:00+08:00,002475,17.4679
2025-11-14T00:00:00+08:00,002475,17.203
2025-11-17T00:00:00+08:00,002475,17.2152
2025-11-18T00:00:00+08:00,002475,17.2335
2025-11-19T00:00:00+08:00,002475,17.2761
2025-11-20T00:00:00+08:00,002475,16.9717
2025-11-21T00:00:00+08:00,002475,16.0888
2025-11-24T00:00:00+08:00,002475,16.2106
2025-11-25T00:00:00+08:00,002475,16.9564
2025-11-26T00:00:00+08:00,002475,17.5348
