date,stockCode,PCF-TTM
2025-11-27T00:00:00+08:00,002475,17.34
2025-11-28T00:00:00+08:00,002475,17.5896
2025-12-01T00:00:00+08:00,002475,17.8423
2025-12-02T00:00:00+08:00,002475,18.2655
2025-12-03T00:00:00+08:00,002475,17.9062
2025-12-04T00:00:00+08:00,002475,18.1528
2025-12-05T00:00:00+08:00,002475,18.0371
2025-12-08T00:00:00+08:00,002475,18.2898
2025-12-09T00:00:00+08:00,002475,18.4481
2025-12-10T00:00:00+08:00,002475,18.1224
2025-12-11T00:00:00+08:00,002475,17.7327
2025-12-12T00:00:00+08:00,002475,18.3811
2025-12-15T00:00:00+08:00,002475,17.4618
2025-12-16T00:00:00+08:00,002475,17.4526
2025-12-17T00:00:00+08:00,002475,17.8575
2025-12-18T00:00:00+08:00,002475,17.3461
2025-12-19T00:00:00+08:00,002475,17.2852
2025-12-22T00:00:00+08:00,002475,17.5744
2025-12-23T00:00:00+08:00,002475,17.6718
2025-12-24T00:00:00+08:00,002475,18.0493
2025-12-25T00:00:00+08:00,002475,18.0919
2025-12-26T00:00:00+08:00,002475,17.7784
2025-12-29T00:00:00+08:00,002475,17.7236
2025-12-30T00:00:00+08:00,002475,17.6779
2025-12-31T00:00:00+08:00,002475,17.2734
2026-01-05T00:00:00+08:00,002475,17.8339
2026-01-06T00:00:00+08:00,002475,18.0379
2026-01-07T00:00:00+08:00,002475,17.5293
2026-01-08T00:00:00+08:00,002475,16.8013
2026-01-09T00:00:00+08:00,002475,16.9506
2026-01-12T00:00:00+08:00,002475,16.8835
2026-01-13T00:00:00+08:00,002475,16.6246
2026-01-14T00:00:00+08:00,002475,16.32
2026-01-15T00:00:00+08:00,002475,17.4744
2026-01-16T00:00:00+08:00,002475,17.6907
2026-01-19T00:00:00+08:00,002475,17.6237
2026-01-20T00:00:00+08:00,002475,17.5019
2026-01-21T00:00:00+08:00,002475,17.38
2026-01-22T00:00:00+08:00,002475,17.182
2026-01-23T00:00:00+08:00,002475,16.9049
2026-01-26T00:00:00+08:00,002475,16.4754
2026-01-27T00:00:00+08:00,002475,16.3627
2026-01-28T00:00:00+08:00,002475,16.2287
2026-01-29T00:00:00+08:00,002475,15.8053
2026-01-30T00:00:00+08:00,002475,15.7444
2026-02-02T00:00:00+08:00,002475,15.9058
2026-02-03T00:00:00+08:00,002475,15.9789
2026-02-04T00:00:00+08:00,002475,15.8083
2026-02-05T00:00:00+08:00,002475,15.7478
2026-02-06T00:00:00+08:00,002475,15.5863
2026-02-09T00:00:00+08:00,002475,15.7539
2026-02-10T00:00:00+08:00,002475,15.7447
2026-02-11T00:00:00+08:00,002475,15.5802
2026-02-12T00:00:00+08:00,002475,15.3609
2026-02-13T00:00:00+08:00,002475,15.4736
2026-02-24T00:00:00+08:00,002475,15.4218
2026-02-25T00:00:00+08:00,002475,15.7112
2026-02-26T00:00:00+08:00,002475,15.5833
2026-02-27T00:00:00+08:00,002475,15.297
2026-03-02T00:00:00+08:00,002475,14.9588
2026-03-03T00:00:00+08:00,002475,14.4349
2026-03-04T00:00:00+08:00,002475,14.0968
2026-03-05T00:00:00+08:00,002475,14.3161
2026-03-06T00:00:00+08:00,002475,14.4075
2026-03-09T00:00:00+08:00,002475,14.1638
2026-03-10T00:00:00+08:00,002475,15.0441
2026-03-11T00:00:00+08:00,002475,15.2817
2026-03-12T00:00:00+08:00,002475,15.1386
2026-03-13T00:00:00+08:00,002475,15.0259
2026-03-16T00:00:00+08:00,002475,15.0045
2026-03-17T00:00:00+08:00,002475,15.1782
2026-03-18T00:00:00+08:00,002475,15.0289
2026-03-19T00:00:00+08:00,002475,14.6329
2026-03-20T00:00:00+08:00,002475,14.6878
2026-03-23T00:00:00+08:00,002475,14.1029
2026-03-24T00:00:00+08:00,002475,14.1151
2026-03-25T00:00:00+08:00,002475,15.5254
2026-03-26T00:00:00+08:00,002475,15.2878
2026-03-27T00:00:00+08:00,002475,15.4157
2026-03-30T00:00:00+08:00,002475,14.8522
2026-03-31T00:00:00+08:00,002475,15.0045
2026-04-01T00:00:00+08:00,002475,15.3518
2026-04-02T00:00:00+08:00,002475,15.1964
2026-04-03T00:00:00+08:00,002475,14.8644
2026-04-07T00:00:00+08:00,002475,14.7395
2026-04-08T00:00:00+08:00,002475,15.9214
2026-04-09T00:00:00+08:00,002475,16.7804
2026-04-10T00:00:00+08:00,002475,17.7216
2026-04-13T00:00:00+08:00,002475,17.8495
2026-04-14T00:00:00+08:00,002475,18.014
2026-04-15T00:00:00+08:00,002475,24.7193
2026-04-16T00:00:00+08:00,002475,25.4216
