date,stockCode,流通市值
2025-04-16T00:00:00+08:00,002475,214061498186
2025-04-17T00:00:00+08:00,002475,213121045508
2025-04-18T00:00:00+08:00,002475,216665828681
2025-04-21T00:00:00+08:00,002475,223321339946
2025-04-22T00:00:00+08:00,002475,219197816663
2025-04-23T00:00:00+08:00,002475,228095945854
2025-04-24T00:00:00+08:00,002475,222525572295
2025-04-25T00:00:00+08:00,002475,228674685964
2025-04-28T00:00:00+08:00,002475,223900080056
2025-04-29T00:00:00+08:00,002475,220861694479
2025-04-30T00:00:00+08:00,002475,223176654919
2025-05-06T00:00:00+08:00,002475,230121536239
2025-05-07T00:00:00+08:00,002475,228023603340
2025-05-08T00:00:00+08:00,002475,236849390018
2025-05-09T00:00:00+08:00,002475,232074784110
2025-05-12T00:00:00+08:00,002475,246832656915
2025-05-13T00:00:00+08:00,002475,244517696475
2025-05-14T00:00:00+08:00,002475,242492106090
2025-05-15T00:00:00+08:00,002475,236270649907
2025-05-16T00:00:00+08:00,002475,235113169688
2025-05-19T00:00:00+08:00,002475,233159921816
2025-05-20T00:00:00+08:00,002475,235836594825
2025-05-21T00:00:00+08:00,002475,232364154165
2025-05-22T00:00:00+08:00,002475,229832166184
2025-05-23T00:00:00+08:00,002475,226432068038
2025-05-26T00:00:00+08:00,002475,225998012955
2025-05-27T00:00:00+08:00,002475,220789351965
2025-05-28T00:00:00+08:00,002475,219848899286
2025-05-29T00:00:00+08:00,002475,227227835689
2025-05-30T00:00:00+08:00,002475,219921241800
2025-06-03T00:00:00+08:00,002475,219342501690
2025-06-04T00:00:00+08:00,002475,222814942350
2025-06-05T00:00:00+08:00,002475,228819370991
2025-06-06T00:00:00+08:00,002475,226576753065
2025-06-09T00:00:00+08:00,002475,230989646404
2025-06-10T00:00:00+08:00,002475,229904508698
2025-06-11T00:00:00+08:00,002475,231279016459
2025-06-12T00:00:00+08:00,002475,230338563780
2025-06-13T00:00:00+08:00,002475,226070355469
2025-06-16T00:00:00+08:00,002475,230844961376
2025-06-17T00:00:00+08:00,002475,236342992421
2025-06-18T00:00:00+08:00,002475,238296240292
