date,stockCode,流通市值
2025-06-19T00:00:00+08:00,002475,236704704990
2025-06-20T00:00:00+08:00,002475,240249488164
2025-06-23T00:00:00+08:00,002475,240104803136
2025-06-24T00:00:00+08:00,002475,240394173191
2025-06-25T00:00:00+08:00,002475,240466515705
2025-06-26T00:00:00+08:00,002475,238513267834
2025-06-27T00:00:00+08:00,002475,245024094071
2025-06-30T00:00:00+08:00,002475,250956180199
2025-07-01T00:00:00+08:00,002475,251100865226
2025-07-02T00:00:00+08:00,002475,245521508315
2025-07-03T00:00:00+08:00,002475,258912274541
2025-07-04T00:00:00+08:00,002475,255437913574
2025-07-07T00:00:00+08:00,002475,251529257487
2025-07-08T00:00:00+08:00,002475,255966490476
2025-07-09T00:00:00+08:00,002475,255532158196
2025-07-10T00:00:00+08:00,002475,258862039011
2025-07-11T00:00:00+08:00,002475,258862039011
2025-07-14T00:00:00+08:00,002475,255966490476
2025-07-15T00:00:00+08:00,002475,266245687775
2025-07-16T00:00:00+08:00,002475,268200183036
2025-07-17T00:00:00+08:00,002475,285211530678
2025-07-18T00:00:00+08:00,002475,280361486882
2025-07-21T00:00:00+08:00,002475,279854765888
2025-07-22T00:00:00+08:00,002475,275728609226
2025-07-23T00:00:00+08:00,002475,274787555953
2025-07-24T00:00:00+08:00,002475,274136057532
2025-07-25T00:00:00+08:00,002475,277465938347
2025-07-28T00:00:00+08:00,002475,273339781685
2025-07-29T00:00:00+08:00,002475,271964396131
2025-07-30T00:00:00+08:00,002475,273195004258
2025-07-31T00:00:00+08:00,002475,265159857074
2025-08-01T00:00:00+08:00,002475,265232245788
2025-08-04T00:00:00+08:00,002475,262336697253
2025-08-05T00:00:00+08:00,002475,264001637660
2025-08-06T00:00:00+08:00,002475,262119531113
2025-08-07T00:00:00+08:00,002475,267983016896
2025-08-08T00:00:00+08:00,002475,263784471520
2025-08-11T00:00:00+08:00,002475,275149499519
2025-08-12T00:00:00+08:00,002475,276284079374
2025-08-13T00:00:00+08:00,002475,277586964737
2025-08-14T00:00:00+08:00,002475,278527937499
2025-08-15T00:00:00+08:00,002475,279324145220
2025-08-18T00:00:00+08:00,002475,286562397234
2025-08-19T00:00:00+08:00,002475,283015653747
2025-08-20T00:00:00+08:00,002475,289891993161
2025-08-21T00:00:00+08:00,002475,305381852471
2025-08-22T00:00:00+08:00,002475,309073360998
2025-08-25T00:00:00+08:00,002475,310882924001
2025-08-26T00:00:00+08:00,002475,330092532967
2025-08-27T00:00:00+08:00,002475,325604432738
2025-08-28T00:00:00+08:00,002475,333711968636
2025-08-29T00:00:00+08:00,002475,332843304075
2025-09-01T00:00:00+08:00,002475,327703705426
2025-09-02T00:00:00+08:00,002475,317062564561
2025-09-03T00:00:00+08:00,002475,312864019185
2025-09-04T00:00:00+08:00,002475,321333498649
2025-09-05T00:00:00+08:00,002475,341674727106
2025-09-08T00:00:00+08:00,002475,360133849016
2025-09-09T00:00:00+08:00,002475,345366551488
2025-09-10T00:00:00+08:00,002475,348117322596
2025-09-11T00:00:00+08:00,002475,382936293727
2025-09-12T00:00:00+08:00,002475,381560908173
2025-09-15T00:00:00+08:00,002475,381778074313
2025-09-16T00:00:00+08:00,002475,379244469345
2025-09-17T00:00:00+08:00,002475,376493698237
2025-09-18T00:00:00+08:00,002475,384456456708
2025-09-19T00:00:00+08:00,002475,401105860783
2025-09-22T00:00:00+08:00,002475,441209207990
2025-09-23T00:00:00+08:00,002475,475593846841
2025-09-24T00:00:00+08:00,002475,508168767857
2025-09-25T00:00:00+08:00,002475,497600015705
2025-09-26T00:00:00+08:00,002475,465097483402
2025-09-29T00:00:00+08:00,002475,469078862638
2025-09-30T00:00:00+08:00,002475,468282586791
2025-10-09T00:00:00+08:00,002475,472698298306
2025-10-10T00:00:00+08:00,002475,441732104554
2025-10-13T00:00:00+08:00,002475,419572846019
2025-10-14T00:00:00+08:00,002475,399665839992
2025-10-15T00:00:00+08:00,002475,422842244819
2025-10-16T00:00:00+08:00,002475,430107575486
2025-10-17T00:00:00+08:00,002475,403153198712
2025-10-20T00:00:00+08:00,002475,415213647619
2025-10-21T00:00:00+08:00,002475,444274970287
2025-10-22T00:00:00+08:00,002475,436719026393
2025-10-23T00:00:00+08:00,002475,436936986313
2025-10-24T00:00:00+08:00,002475,464327282928
2025-10-27T00:00:00+08:00,002475,475152625622
2025-10-28T00:00:00+08:00,002475,469776280928
2025-10-29T00:00:00+08:00,002475,488811447276
2025-10-30T00:00:00+08:00,002475,472537106582
2025-10-31T00:00:00+08:00,002475,457715832021
2025-11-03T00:00:00+08:00,002475,457134605568
2025-11-04T00:00:00+08:00,002475,439843118580
2025-11-05T00:00:00+08:00,002475,443039864074
2025-11-06T00:00:00+08:00,002475,447980288927
2025-11-07T00:00:00+08:00,002475,435193306953
2025-11-10T00:00:00+08:00,002475,424295310953
2025-11-11T00:00:00+08:00,002475,410418529379
2025-11-12T00:00:00+08:00,002475,419718152633
2025-11-13T00:00:00+08:00,002475,416884673672
2025-11-14T00:00:00+08:00,002475,410563835992
2025-11-17T00:00:00+08:00,002475,410854449219
2025-11-18T00:00:00+08:00,002475,411290369059
2025-11-19T00:00:00+08:00,002475,412307515352
2025-11-20T00:00:00+08:00,002475,405042184685
2025-11-21T00:00:00+08:00,002475,383972725751
2025-11-24T00:00:00+08:00,002475,386878858018
2025-11-25T00:00:00+08:00,002475,404678918152
2025-11-26T00:00:00+08:00,002475,418483046419
2025-11-27T00:00:00+08:00,002475,413833234792
2025-11-28T00:00:00+08:00,002475,419790805939
2025-12-01T00:00:00+08:00,002475,425821030393
2025-12-02T00:00:00+08:00,002475,435919840020
2025-12-03T00:00:00+08:00,002475,427346749833
2025-12-04T00:00:00+08:00,002475,433231667673
2025-12-05T00:00:00+08:00,002475,430470842020
2025-12-08T00:00:00+08:00,002475,436501066473
2025-12-09T00:00:00+08:00,002475,440279038420
2025-12-10T00:00:00+08:00,002475,432505134607
2025-12-11T00:00:00+08:00,002475,423205511353
2025-12-12T00:00:00+08:00,002475,438680665673
2025-12-15T00:00:00+08:00,002475,416739367059
2025-12-16T00:00:00+08:00,002475,416521407139
2025-12-17T00:00:00+08:00,002475,426184296926
2025-12-18T00:00:00+08:00,002475,413978541406
2025-12-19T00:00:00+08:00,002475,412525475272
2025-12-22T00:00:00+08:00,002475,419427539406
2025-12-23T00:00:00+08:00,002475,421752445219
2025-12-24T00:00:00+08:00,002475,430761455246
2025-12-25T00:00:00+08:00,002475,431778601540
2025-12-26T00:00:00+08:00,002475,424295310953
2025-12-29T00:00:00+08:00,002475,422987551433
2025-12-30T00:00:00+08:00,002475,421897751833
2025-12-31T00:00:00+08:00,002475,412016902126
2026-01-05T00:00:00+08:00,002475,425385110553
2026-01-06T00:00:00+08:00,002475,430476758098
2026-01-07T00:00:00+08:00,002475,418337342596
2026-01-08T00:00:00+08:00,002475,400964167118
2026-01-09T00:00:00+08:00,002475,404526031546
2026-01-12T00:00:00+08:00,002475,402926827109
2026-01-13T00:00:00+08:00,002475,396748082692
2026-01-14T00:00:00+08:00,002475,389478971613
2026-01-15T00:00:00+08:00,002475,417028902602
2026-01-16T00:00:00+08:00,002475,422189971468
2026-01-19T00:00:00+08:00,002475,420590767031
2026-01-20T00:00:00+08:00,002475,417683122599
2026-01-21T00:00:00+08:00,002475,414775478168
2026-01-22T00:00:00+08:00,002475,410050555966
2026-01-23T00:00:00+08:00,002475,403435664884
2026-01-26T00:00:00+08:00,002475,393186218263
2026-01-27T00:00:00+08:00,002475,390496647164
2026-01-28T00:00:00+08:00,002475,387298238289
2026-01-29T00:00:00+08:00,002475,377194173889
2026-01-30T00:00:00+08:00,002475,375740351674
2026-02-02T00:00:00+08:00,002475,379592980545
2026-02-03T00:00:00+08:00,002475,381337567204
2026-02-04T00:00:00+08:00,002475,377266865000
2026-02-05T00:00:00+08:00,002475,375813042784
2026-02-06T00:00:00+08:00,002475,371968686003
2026-02-09T00:00:00+08:00,002475,375966786009
2026-02-10T00:00:00+08:00,002475,375748707827
2026-02-11T00:00:00+08:00,002475,371823300549
2026-02-12T00:00:00+08:00,002475,366589424177
2026-02-13T00:00:00+08:00,002475,369279055090
2026-02-24T00:00:00+08:00,002475,368043279586
2026-02-25T00:00:00+08:00,002475,374949088703
2026-02-26T00:00:00+08:00,002475,371895994146
2026-02-27T00:00:00+08:00,002475,365062877756
2026-03-02T00:00:00+08:00,002475,356993984998
2026-03-03T00:00:00+08:00,002475,344490835859
2026-03-04T00:00:00+08:00,002475,336421943101
2026-03-05T00:00:00+08:00,002475,341655819485
2026-03-06T00:00:00+08:00,002475,343836601312
2026-03-09T00:00:00+08:00,002475,338021183108
2026-03-10T00:00:00+08:00,002475,359029381369
2026-03-11T00:00:00+08:00,002475,364699414118
2026-03-12T00:00:00+08:00,002475,361282855924
2026-03-13T00:00:00+08:00,002475,358593225004
2026-03-16T00:00:00+08:00,002475,358084375911
2026-03-17T00:00:00+08:00,002475,362227861382
2026-03-18T00:00:00+08:00,002475,358665917732
2026-03-19T00:00:00+08:00,002475,349215863150
2026-03-20T00:00:00+08:00,002475,350524332246
2026-03-23T00:00:00+08:00,002475,336567328557
2026-03-24T00:00:00+08:00,002475,336858099467
2026-03-25T00:00:00+08:00,002475,370514832322
2026-03-26T00:00:00+08:00,002475,364844799573
2026-03-27T00:00:00+08:00,002475,367897894131
2026-03-30T00:00:00+08:00,002475,354449739534
2026-03-31T00:00:00+08:00,002475,358084375911
2026-04-01T00:00:00+08:00,002475,366371346852
2026-04-02T00:00:00+08:00,002475,362655951731
2026-04-03T00:00:00+08:00,002475,354732620655
2026-04-07T00:00:00+08:00,002475,351752285113
2026-04-08T00:00:00+08:00,002475,379956436099
2026-04-09T00:00:00+08:00,002475,400455329342
2026-04-10T00:00:00+08:00,002475,422916882576
2026-04-13T00:00:00+08:00,002475,425969909229
2026-04-14T00:00:00+08:00,002475,429895229212
2026-04-15T00:00:00+08:00,002475,427287867351
2026-04-16T00:00:00+08:00,002475,439427553273
