date,stockCode,EV_EBIT
2025-04-16T00:00:00+08:00,002475,14.7429
2025-04-17T00:00:00+08:00,002475,14.6801
2025-04-18T00:00:00+08:00,002475,14.9168
2025-04-21T00:00:00+08:00,002475,15.3613
2025-04-22T00:00:00+08:00,002475,15.0859
2025-04-23T00:00:00+08:00,002475,15.6801
2025-04-24T00:00:00+08:00,002475,15.3081
2025-04-25T00:00:00+08:00,002475,15.7188
2025-04-28T00:00:00+08:00,002475,12.9925
2025-04-29T00:00:00+08:00,002475,12.8217
2025-04-30T00:00:00+08:00,002475,12.9518
2025-05-06T00:00:00+08:00,002475,13.3424
2025-05-07T00:00:00+08:00,002475,13.2244
2025-05-08T00:00:00+08:00,002475,13.7208
2025-05-09T00:00:00+08:00,002475,13.4523
2025-05-12T00:00:00+08:00,002475,14.2822
2025-05-13T00:00:00+08:00,002475,14.152
2025-05-14T00:00:00+08:00,002475,14.0381
2025-05-15T00:00:00+08:00,002475,13.6882
2025-05-16T00:00:00+08:00,002475,13.6231
2025-05-19T00:00:00+08:00,002475,13.5133
2025-05-20T00:00:00+08:00,002475,13.6638
2025-05-21T00:00:00+08:00,002475,13.4685
2025-05-22T00:00:00+08:00,002475,13.3261
2025-05-23T00:00:00+08:00,002475,13.1349
2025-05-26T00:00:00+08:00,002475,13.1105
2025-05-27T00:00:00+08:00,002475,12.8176
2025-05-28T00:00:00+08:00,002475,12.7647
2025-05-29T00:00:00+08:00,002475,13.1797
2025-05-30T00:00:00+08:00,002475,12.7688
2025-06-03T00:00:00+08:00,002475,12.7362
2025-06-04T00:00:00+08:00,002475,12.9315
2025-06-05T00:00:00+08:00,002475,13.2692
2025-06-06T00:00:00+08:00,002475,13.1431
2025-06-09T00:00:00+08:00,002475,13.3912
2025-06-10T00:00:00+08:00,002475,13.3302
2025-06-11T00:00:00+08:00,002475,13.4075
2025-06-12T00:00:00+08:00,002475,13.3546
2025-06-13T00:00:00+08:00,002475,13.1146
2025-06-16T00:00:00+08:00,002475,13.3831
2025-06-17T00:00:00+08:00,002475,13.6923
2025-06-18T00:00:00+08:00,002475,13.8021
2025-06-19T00:00:00+08:00,002475,13.7126
2025-06-20T00:00:00+08:00,002475,13.912
2025-06-23T00:00:00+08:00,002475,13.9039
2025-06-24T00:00:00+08:00,002475,13.9201
2025-06-25T00:00:00+08:00,002475,13.9242
2025-06-26T00:00:00+08:00,002475,13.8143
2025-06-27T00:00:00+08:00,002475,14.1805
2025-06-30T00:00:00+08:00,002475,14.5219
2025-07-01T00:00:00+08:00,002475,14.53
2025-07-02T00:00:00+08:00,002475,14.2085
2025-07-03T00:00:00+08:00,002475,14.9615
2025-07-04T00:00:00+08:00,002475,14.7661
2025-07-07T00:00:00+08:00,002475,14.5475
2025-07-08T00:00:00+08:00,002475,14.7959
2025-07-09T00:00:00+08:00,002475,14.7714
2025-07-10T00:00:00+08:00,002475,14.9587
2025-07-11T00:00:00+08:00,002475,14.9587
2025-07-14T00:00:00+08:00,002475,14.7959
2025-07-15T00:00:00+08:00,002475,15.374
2025-07-16T00:00:00+08:00,002475,15.4839
2025-07-17T00:00:00+08:00,002475,16.4406
2025-07-18T00:00:00+08:00,002475,16.1678
2025-07-21T00:00:00+08:00,002475,16.1393
2025-07-22T00:00:00+08:00,002475,15.9073
2025-07-23T00:00:00+08:00,002475,15.8543
2025-07-24T00:00:00+08:00,002475,15.8177
2025-07-25T00:00:00+08:00,002475,16.005
2025-07-28T00:00:00+08:00,002475,15.7729
2025-07-29T00:00:00+08:00,002475,15.6956
2025-07-30T00:00:00+08:00,002475,15.7648
2025-07-31T00:00:00+08:00,002475,15.3129
2025-08-01T00:00:00+08:00,002475,15.317
2025-08-04T00:00:00+08:00,002475,15.1541
2025-08-05T00:00:00+08:00,002475,15.2477
2025-08-06T00:00:00+08:00,002475,15.1419
2025-08-07T00:00:00+08:00,002475,15.4717
2025-08-08T00:00:00+08:00,002475,15.2355
2025-08-11T00:00:00+08:00,002475,15.8747
2025-08-12T00:00:00+08:00,002475,15.9398
2025-08-13T00:00:00+08:00,002475,16.0131
2025-08-14T00:00:00+08:00,002475,16.066
2025-08-15T00:00:00+08:00,002475,16.1108
2025-08-18T00:00:00+08:00,002475,16.5179
2025-08-19T00:00:00+08:00,002475,16.3184
2025-08-20T00:00:00+08:00,002475,16.7052
2025-08-21T00:00:00+08:00,002475,17.5764
2025-08-22T00:00:00+08:00,002475,17.784
2025-08-25T00:00:00+08:00,002475,17.8858
2025-08-26T00:00:00+08:00,002475,18.1436
2025-08-27T00:00:00+08:00,002475,17.9034
2025-08-28T00:00:00+08:00,002475,18.3374
2025-08-29T00:00:00+08:00,002475,18.2909
2025-09-01T00:00:00+08:00,002475,18.0158
2025-09-02T00:00:00+08:00,002475,17.4462
2025-09-03T00:00:00+08:00,002475,17.2215
2025-09-04T00:00:00+08:00,002475,17.6748
2025-09-05T00:00:00+08:00,002475,18.7636
2025-09-08T00:00:00+08:00,002475,19.7516
2025-09-09T00:00:00+08:00,002475,18.9612
2025-09-10T00:00:00+08:00,002475,19.1084
2025-09-11T00:00:00+08:00,002475,20.9721
2025-09-12T00:00:00+08:00,002475,20.8985
2025-09-15T00:00:00+08:00,002475,20.9101
2025-09-16T00:00:00+08:00,002475,20.7745
2025-09-17T00:00:00+08:00,002475,20.6273
2025-09-18T00:00:00+08:00,002475,21.0535
2025-09-19T00:00:00+08:00,002475,21.9446
2025-09-22T00:00:00+08:00,002475,24.0912
2025-09-23T00:00:00+08:00,002475,25.9316
2025-09-24T00:00:00+08:00,002475,27.6752
2025-09-25T00:00:00+08:00,002475,27.1095
2025-09-26T00:00:00+08:00,002475,25.3698
2025-09-29T00:00:00+08:00,002475,25.5829
2025-09-30T00:00:00+08:00,002475,25.6433
2025-10-09T00:00:00+08:00,002475,25.8806
2025-10-10T00:00:00+08:00,002475,24.1298
2025-10-13T00:00:00+08:00,002475,22.9432
2025-10-14T00:00:00+08:00,002475,21.8772
2025-10-15T00:00:00+08:00,002475,23.1183
2025-10-16T00:00:00+08:00,002475,23.5074
2025-10-17T00:00:00+08:00,002475,22.064
2025-10-20T00:00:00+08:00,002475,22.7098
2025-10-21T00:00:00+08:00,002475,24.266
2025-10-22T00:00:00+08:00,002475,23.8614
2025-10-23T00:00:00+08:00,002475,23.8731
2025-10-24T00:00:00+08:00,002475,25.3398
2025-10-27T00:00:00+08:00,002475,25.9195
2025-10-28T00:00:00+08:00,002475,25.6316
2025-10-29T00:00:00+08:00,002475,26.6509
2025-10-30T00:00:00+08:00,002475,25.7794
2025-10-31T00:00:00+08:00,002475,23.3408
2025-11-03T00:00:00+08:00,002475,23.3125
2025-11-04T00:00:00+08:00,002475,22.4694
2025-11-05T00:00:00+08:00,002475,22.6252
2025-11-06T00:00:00+08:00,002475,22.8661
2025-11-07T00:00:00+08:00,002475,22.2426
2025-11-10T00:00:00+08:00,002475,21.7112
2025-11-11T00:00:00+08:00,002475,21.0346
2025-11-12T00:00:00+08:00,002475,21.4881
2025-11-13T00:00:00+08:00,002475,21.3499
2025-11-14T00:00:00+08:00,002475,21.0417
2025-11-17T00:00:00+08:00,002475,21.0559
2025-11-18T00:00:00+08:00,002475,21.0771
2025-11-19T00:00:00+08:00,002475,21.1267
2025-11-20T00:00:00+08:00,002475,20.7725
2025-11-21T00:00:00+08:00,002475,19.7451
2025-11-24T00:00:00+08:00,002475,19.8868
2025-11-25T00:00:00+08:00,002475,20.7547
2025-11-26T00:00:00+08:00,002475,21.4278
2025-11-27T00:00:00+08:00,002475,21.2011
2025-11-28T00:00:00+08:00,002475,21.4916
2025-12-01T00:00:00+08:00,002475,21.7856
2025-12-02T00:00:00+08:00,002475,22.2781
2025-12-03T00:00:00+08:00,002475,21.86
2025-12-04T00:00:00+08:00,002475,22.147
2025-12-05T00:00:00+08:00,002475,22.0124
2025-12-08T00:00:00+08:00,002475,22.3064
2025-12-09T00:00:00+08:00,002475,22.4906
2025-12-10T00:00:00+08:00,002475,22.1116
2025-12-11T00:00:00+08:00,002475,21.6581
2025-12-12T00:00:00+08:00,002475,22.4127
2025-12-15T00:00:00+08:00,002475,21.3428
2025-12-16T00:00:00+08:00,002475,21.3322
2025-12-17T00:00:00+08:00,002475,21.8034
2025-12-18T00:00:00+08:00,002475,21.2082
2025-12-19T00:00:00+08:00,002475,21.1373
2025-12-22T00:00:00+08:00,002475,21.4739
2025-12-23T00:00:00+08:00,002475,21.5873
2025-12-24T00:00:00+08:00,002475,22.0265
2025-12-25T00:00:00+08:00,002475,22.0761
2025-12-26T00:00:00+08:00,002475,21.7112
2025-12-29T00:00:00+08:00,002475,21.6475
2025-12-30T00:00:00+08:00,002475,21.5943
2025-12-31T00:00:00+08:00,002475,21.1236
2026-01-05T00:00:00+08:00,002475,21.7758
2026-01-06T00:00:00+08:00,002475,22.0133
2026-01-07T00:00:00+08:00,002475,21.4214
2026-01-08T00:00:00+08:00,002475,20.5742
2026-01-09T00:00:00+08:00,002475,20.7479
2026-01-12T00:00:00+08:00,002475,20.6699
2026-01-13T00:00:00+08:00,002475,20.3686
2026-01-14T00:00:00+08:00,002475,20.0142
2026-01-15T00:00:00+08:00,002475,21.3576
2026-01-16T00:00:00+08:00,002475,21.6092
2026-01-19T00:00:00+08:00,002475,21.5312
2026-01-20T00:00:00+08:00,002475,21.3895
2026-01-21T00:00:00+08:00,002475,21.2477
2026-01-22T00:00:00+08:00,002475,21.0173
2026-01-23T00:00:00+08:00,002475,20.6947
2026-01-26T00:00:00+08:00,002475,20.1949
2026-01-27T00:00:00+08:00,002475,20.0638
2026-01-28T00:00:00+08:00,002475,19.9078
2026-01-29T00:00:00+08:00,002475,19.4151
2026-01-30T00:00:00+08:00,002475,19.3442
2026-02-02T00:00:00+08:00,002475,19.5321
2026-02-03T00:00:00+08:00,002475,19.6172
2026-02-04T00:00:00+08:00,002475,19.4187
2026-02-05T00:00:00+08:00,002475,19.3482
2026-02-06T00:00:00+08:00,002475,19.1603
2026-02-09T00:00:00+08:00,002475,19.3553
2026-02-10T00:00:00+08:00,002475,19.3447
2026-02-11T00:00:00+08:00,002475,19.1532
2026-02-12T00:00:00+08:00,002475,18.898
2026-02-13T00:00:00+08:00,002475,19.0292
2026-02-24T00:00:00+08:00,002475,18.9689
2026-02-25T00:00:00+08:00,002475,19.3057
2026-02-26T00:00:00+08:00,002475,19.1568
2026-02-27T00:00:00+08:00,002475,18.8236
2026-03-02T00:00:00+08:00,002475,18.4301
2026-03-03T00:00:00+08:00,002475,17.8205
2026-03-04T00:00:00+08:00,002475,17.427
2026-03-05T00:00:00+08:00,002475,17.6822
2026-03-06T00:00:00+08:00,002475,17.7886
2026-03-09T00:00:00+08:00,002475,17.505
2026-03-10T00:00:00+08:00,002475,18.5294
2026-03-11T00:00:00+08:00,002475,18.8059
2026-03-12T00:00:00+08:00,002475,18.6393
2026-03-13T00:00:00+08:00,002475,18.5081
2026-03-16T00:00:00+08:00,002475,18.4833
2026-03-17T00:00:00+08:00,002475,18.6853
2026-03-18T00:00:00+08:00,002475,18.5117
2026-03-19T00:00:00+08:00,002475,18.0509
2026-03-20T00:00:00+08:00,002475,18.1147
2026-03-23T00:00:00+08:00,002475,17.4341
2026-03-24T00:00:00+08:00,002475,17.4483
2026-03-25T00:00:00+08:00,002475,19.0894
2026-03-26T00:00:00+08:00,002475,18.813
2026-03-27T00:00:00+08:00,002475,18.9618
2026-03-30T00:00:00+08:00,002475,18.3061
2026-03-31T00:00:00+08:00,002475,18.4833
2026-04-01T00:00:00+08:00,002475,18.8874
2026-04-02T00:00:00+08:00,002475,18.7066
2026-04-03T00:00:00+08:00,002475,18.3202
2026-04-07T00:00:00+08:00,002475,18.1749
2026-04-08T00:00:00+08:00,002475,19.5502
2026-04-09T00:00:00+08:00,002475,20.5498
2026-04-10T00:00:00+08:00,002475,21.6451
2026-04-13T00:00:00+08:00,002475,21.794
2026-04-14T00:00:00+08:00,002475,21.9854
2026-04-15T00:00:00+08:00,002475,21.6456
2026-04-16T00:00:00+08:00,002475,22.2445
