日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2026-07-03,=3.7700,=3.7700,=3.7700,=3.7700,=107775441035.34,=107775441035.0,=53656321974.19,,=51.2697,,,,
2026-07-02,=3.7600,=3.7600,=3.7600,=3.7600,=107489564533.92,=107489564534.0,=53513997512.72,,=51.1337,,,,
2026-07-01,=3.7600,=3.7600,=3.7600,=3.7600,=107489564533.92,=107489564534.0,=53513997512.72,,=51.1337,,,,
2026-06-30,=3.7100,=3.7100,=3.7100,=3.7100,=106060182026.82,=106060182027.0,=52802375205.37,,=50.4537,,,,
2026-06-29,=3.7300,=3.7300,=3.7300,=3.7300,=106631935029.66,=106631935030.0,=53087024128.31,,=50.7257,,,,
2026-06-26,=3.7800,=3.7800,=3.7800,=3.7800,=108061317536.76,=108061317537.0,=53798646435.66,,=51.4057,,,,
2026-06-25,=3.7500,=3.7500,=3.7500,=3.7500,=107203688032.5,=107203688033.0,=53371673051.25,,=50.9977,,,,
2026-06-24,=3.9200,=3.9200,=3.9200,=3.9200,=112063588556.64,=112063588557.0,=55791188896.24,,=53.3096,,,,
2026-06-23,=4.0000,=4.0000,=4.0000,=4.0000,=114350600568.0,=114350600568.0,=56929784588.0,,=54.3975,,,,
2026-06-22,=4.0400,=4.0400,=4.0400,=4.0400,=115494106573.68,=115494106574.0,=57499082433.88,,=54.9415,,,,
2026-06-18,=4.0700,=4.0700,=4.0700,=4.0700,=116351736077.94,=116351736078.0,=57926055818.29,,=55.3495,,,,
2026-06-17,=4.1300,=4.1300,=4.1300,=4.1300,=118066995086.46,=118066995086.0,=58780002587.11,,=56.1654,,,,
2026-06-16,=4.1200,=4.1200,=4.1200,=4.1200,=117781118585.04,=117781118585.0,=58637678125.64,,=56.0294,,,,
2026-06-15,=4.1800,=4.1800,=4.1800,=4.1800,=119496377593.56,=119496377594.0,=59491624894.46,,=56.8454,,,,
2026-06-12,=4.1800,=4.1800,=4.1800,=4.1800,=119496377593.56,=119496377594.0,=59491624894.46,,=56.8454,,,,
2026-06-11,=4.1600,=4.1600,=4.1600,=4.1600,=118924624590.72,=118924624591.0,=59206975971.52,,=56.5734,,,,
2026-06-10,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58495353664.17,,=55.8935,,,,
2026-06-09,=4.1300,=4.1300,=4.1300,=4.1300,=118066995086.46,=118066995086.0,=58780002587.11,,=56.1654,,,,
2026-06-08,=4.1200,=4.1200,=4.1200,=4.1200,=117781118585.04,=117781118585.0,=58637678125.64,,=56.0294,,,,
2026-06-05,=4.2100,=4.2100,=4.2100,=4.2100,=120354007097.82,=120354007098.0,=59918598278.87,,=57.2534,,,,
2026-06-04,=4.3000,=4.3000,=4.3000,=4.3000,=122926895610.6,=122926895611.0,=61199518432.1,,=58.4773,,,,
2026-06-03,=4.2900,=4.2900,=4.2900,=4.2900,=122641019109.18,=122641019109.0,=61057193970.63,,=58.3413,,,,
2026-06-02,=4.3200,=4.3200,=4.3200,=4.3200,=123498648613.44,=123498648613.0,=61484167355.04,,=58.7493,,,,
2026-06-01,=4.3800,=4.3800,=4.3800,=4.3800,=125213907621.96,=125213907622.0,=62338114123.86,,=59.5653,,,,
2026-05-29,=4.1700,=4.1700,=4.1700,=4.1700,=119210501092.14,=119210501092.0,=59349300432.99,,=56.7094,,,,
2026-05-28,=4.1500,=4.1500,=4.1500,=4.1500,=118638748089.3,=118638748089.0,=59064651510.05,,=56.4374,,,,
2026-05-27,=4.0800,=4.0800,=4.0800,=4.0800,=116637612579.36,=116637612579.0,=58068380279.76,,=55.4855,,,,
2026-05-26,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58495353664.17,,=55.8935,,,,
2026-05-25,=4.1200,=4.1200,=4.1200,=4.1200,=117781118585.04,=117781118585.0,=58637678125.64,,=56.0294,,,,
2026-05-22,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58495353664.17,,=55.8935,,,,
2026-05-21,=4.0900,=4.0900,=4.0900,=4.0900,=116923489080.78,=116923489081.0,=58210704741.23,,=55.6215,,,,
2026-05-20,=4.1200,=4.1200,=4.1200,=4.1200,=117781118585.04,=117781118585.0,=58637678125.64,,=56.0294,,,,
2026-05-19,=4.2000,=4.2000,=4.2000,=4.2000,=120068130596.4,=120068130596.0,=59776273817.4,,=57.1174,,,,
2026-05-18,=4.1400,=4.1400,=4.1400,=4.1400,=118352871587.88,=118352871588.0,=58922327048.58,,=56.3014,,,,
2026-05-15,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58495353664.17,,=55.8935,,,,
2026-05-14,=4.1600,=4.1600,=4.1600,=4.1600,=118924624590.72,=118924624591.0,=59206975971.52,,=56.5734,,,,
2026-05-13,=4.2600,=4.2600,=4.2600,=4.2600,=121783389604.92,=121783389605.0,=60630220586.22,,=57.9334,,,,
2026-05-12,=4.2000,=4.2000,=4.2000,=4.2000,=120068130596.4,=120068130596.0,=59776273817.4,,=57.1174,,,,
2026-05-11,=4.1700,=4.1700,=4.1700,=4.1700,=119210501092.14,=119210501092.0,=59349300432.99,,=56.7094,,,,
2026-05-08,=4.1600,=4.1600,=4.1600,=4.1600,=118924624590.72,=118924624591.0,=59206975971.52,,=56.5734,,,,
2026-05-07,=4.1300,=4.1300,=4.1300,=4.1300,=118066995086.46,=118066995086.0,=58780002587.11,,=56.1654,,,,
2026-05-06,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58495353664.17,,=55.8935,,,,
2026-04-30,=4.0900,=4.0900,=4.0900,=4.0900,=116923489080.78,=116923489081.0,=58210704741.23,,=55.6215,,,,
2026-04-29,=4.1000,=4.1000,=4.1000,=4.1000,=117209365582.2,=117209365582.0,=58816864662.7,,=24.8630,,,,
2026-04-28,=4.1000,=4.1000,=4.1000,=4.1000,=117209365582.2,=117209365582.0,=58816864662.7,,=24.8630,,,,
2026-04-27,=4.1000,=4.1000,=4.1000,=4.1000,=117209365582.2,=117209365582.0,=58816864662.7,,=24.8630,,,,
2026-04-24,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58960320430.17,,=24.9237,,,,
2026-04-23,=4.1500,=4.1500,=4.1500,=4.1500,=118638748089.3,=118638748089.0,=59534143500.05,,=25.1662,,,,
2026-04-22,=4.0900,=4.0900,=4.0900,=4.0900,=116923489080.78,=116923489081.0,=58673408895.23,,=24.8024,,,,
2026-04-21,=4.1200,=4.1200,=4.1200,=4.1200,=117781118585.04,=117781118585.0,=59103776197.64,,=24.9843,,,,
2026-04-20,=4.0900,=4.0900,=4.0900,=4.0900,=116923489080.78,=116923489081.0,=58673408895.23,,=24.8024,,,,
2026-04-17,=4.1000,=4.1000,=4.1000,=4.1000,=117209365582.2,=117209365582.0,=58816864662.7,,=24.8630,,,,
2026-04-16,=4.1000,=4.1000,=4.1000,=4.1000,=117209365582.2,=117209365582.0,=58816864662.7,,=24.8630,,,,
2026-04-15,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58960320430.17,,=24.9237,,,,
2026-04-14,=4.1200,=4.1200,=4.1200,=4.1200,=117781118585.04,=117781118585.0,=59103776197.64,,=24.9843,,,,
2026-04-13,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58960320430.17,,=24.9237,,,,
2026-04-10,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58960320430.17,,=24.9237,,,,
2026-04-09,=4.1000,=4.1000,=4.1000,=4.1000,=117209365582.2,=117209365582.0,=58816864662.7,,=24.8630,,,,
2026-04-08,=4.1300,=4.1300,=4.1300,=4.1300,=118066995086.46,=118066995086.0,=59247231965.11,,=25.0449,,,,
2026-04-07,=4.0900,=4.0900,=4.0900,=4.0900,=116923489080.78,=116923489081.0,=58673408895.23,,=24.8024,,,,
2026-04-03,=4.0900,=4.0900,=4.0900,=4.0900,=116923489080.78,=116923489081.0,=58673408895.23,,=24.8024,,,,
2026-04-02,=4.1800,=4.1800,=4.1800,=4.1800,=119496377593.56,=119496377594.0,=59964510802.46,,=25.3482,,,,
2026-04-01,=4.1800,=4.1800,=4.1800,=4.1800,=119496377593.56,=119496377594.0,=59964510802.46,,=25.3482,,,,
2026-03-31,=4.2600,=4.2600,=4.2600,=4.2600,=121783389604.92,=121783389605.0,=61112156942.22,,=25.8333,,,,
2026-03-30,=4.3900,=4.3900,=4.3900,=4.3900,=125499784123.38,=125499784123.0,=62977081919.33,,=26.6216,,,,
2026-03-27,=4.4400,=4.4400,=4.4400,=4.4400,=126929166630.48,=126929166630.0,=63694360756.68,,=26.9248,,,,
2026-03-26,=4.5000,=4.5000,=4.5000,=4.5000,=128644425639.0,=128644425639.0,=64555095361.5,,=27.2887,,,,
2026-03-25,=4.5600,=4.5600,=4.5600,=4.5600,=130359684647.52,=130359684648.0,=65415829966.32,,=27.6525,,,,
2026-03-24,=4.4400,=4.4400,=4.4400,=4.4400,=126929166630.48,=126929166630.0,=63694360756.68,,=26.9248,,,,
2026-03-23,=4.3000,=4.3000,=4.3000,=4.3000,=122926895610.6,=122926895611.0,=61685980012.1,,=26.0759,,,,
2026-03-20,=4.3300,=4.3300,=4.3300,=4.3300,=123784525114.86,=123784525115.0,=62116347314.51,,=26.2578,,,,
2026-03-19,=4.3200,=4.3200,=4.3200,=4.3200,=123498648613.44,=123498648613.0,=61972891547.04,,=26.1971,,,,
2026-03-18,=4.3000,=4.3000,=4.3000,=4.3000,=122926895610.6,=122926895611.0,=61685980012.1,,=26.0759,,,,
2026-03-17,=4.3400,=4.3400,=4.3400,=4.3400,=124070401616.28,=124070401616.0,=62259803081.98,,=26.3184,,,,
2026-03-16,=4.3600,=4.3600,=4.3600,=4.3600,=124642154619.12,=124642154619.0,=62546714616.92,,=26.4397,,,,
2026-03-13,=4.4300,=4.4300,=4.4300,=4.4300,=126643290129.06,=126643290129.0,=63550904989.21,,=26.8642,,,,
2026-03-12,=4.4900,=4.4900,=4.4900,=4.4900,=128358549137.58,=128358549138.0,=64411639594.03,,=27.2280,,,,
2026-03-11,=4.4900,=4.4900,=4.4900,=4.4900,=128358549137.58,=128358549138.0,=64411639594.03,,=27.2280,,,,
2026-03-10,=4.3600,=4.3600,=4.3600,=4.3600,=124642154619.12,=124642154619.0,=62546714616.92,,=26.4397,,,,
2026-03-09,=4.3300,=4.3300,=4.3300,=4.3300,=123784525114.86,=123784525115.0,=62116347314.51,,=26.2578,,,,
2026-03-06,=4.2700,=4.2700,=4.2700,=4.2700,=122069266106.34,=122069266106.0,=61255612709.69,,=25.8939,,,,
2026-03-05,=4.2500,=4.2500,=4.2500,=4.2500,=121497513103.5,=121497513104.0,=60968701174.75,,=25.7726,,,,
2026-03-04,=4.2100,=4.2100,=4.2100,=4.2100,=120354007097.82,=120354007098.0,=60394878104.87,,=25.5301,,,,
2026-03-03,=4.1900,=4.1900,=4.1900,=4.1900,=119782254094.98,=119782254095.0,=60107966569.93,,=25.4088,,,,
2026-03-02,=4.2000,=4.2000,=4.2000,=4.2000,=120068130596.4,=120068130596.0,=60251422337.4,,=25.4694,,,,
2026-02-27,=4.1600,=4.1600,=4.1600,=4.1600,=118924624590.72,=118924624591.0,=59677599267.52,,=25.2269,,,,
2026-02-26,=4.1000,=4.1000,=4.1000,=4.1000,=117209365582.2,=117209365582.0,=58816864662.7,,=24.8630,,,,
2026-02-25,=4.1100,=4.1100,=4.1100,=4.1100,=117495242083.62,=117495242084.0,=58960320430.17,,=24.9237,,,,
2026-02-24,=4.0900,=4.0900,=4.0900,=4.0900,=116923489080.78,=116923489081.0,=58673408895.23,,=24.8024,,,,
2026-02-13,=4.0800,=4.0800,=4.0800,=4.0800,=116637612579.36,=116637612579.0,=58529953127.76,,=24.7417,,,,
2026-02-12,=4.0900,=4.0900,=4.0900,=4.0900,=116923489080.78,=116923489081.0,=58673408895.23,,=24.8024,,,,
