日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-07-03,=3.0900,=3.0900,=3.0900,=3.0900,=36865892265.39,=30025331823.0,=20005046478.66,,=0.3335,,,,
2026-07-02,=3.0600,=3.0600,=3.0600,=3.0600,=36507970981.26,=29733823747.0,=19810822726.44,,=0.3303,,,,
2026-07-01,=3.0800,=3.0800,=3.0800,=3.0800,=36746585170.68,=29928162464.0,=19940305227.92,,=0.3324,,,,
2026-06-30,=2.9600,=2.9600,=2.9600,=2.9600,=35314900034.16,=28762130160.0,=19163410219.04,,=0.3195,,,,
2026-06-29,=3.0400,=3.0400,=3.0400,=3.0400,=36269356791.84,=29539485030.0,=19681340224.96,,=0.3281,,,,
2026-06-26,=3.0100,=3.0100,=3.0100,=3.0100,=35911435507.71,=29247976954.0,=19487116472.74,,=0.3249,,,,
2026-06-25,=2.9500,=2.9500,=2.9500,=2.9500,=35195592939.45,=28664960802.0,=19098668968.3,,=0.3184,,,,
2026-06-24,=2.9700,=2.9700,=2.9700,=2.9700,=35434207128.87,=28859299519.0,=19228151469.78,,=0.3206,,,,
2026-06-23,=3.0900,=3.0900,=3.0900,=3.0900,=36865892265.39,=30025331823.0,=20005046478.66,,=0.3335,,,,
2026-06-22,=3.1100,=3.1100,=3.1100,=3.1100,=37104506454.81,=30219670540.0,=20134528980.14,,=0.3357,,,,
2026-06-18,=3.0600,=3.0600,=3.0600,=3.0600,=36507970981.26,=29733823747.0,=19810822726.44,,=0.3303,,,,
2026-06-17,=3.0900,=3.0900,=3.0900,=3.0900,=36865892265.39,=30025331823.0,=20005046478.66,,=0.3335,,,,
2026-06-16,=3.0700,=3.0700,=3.0700,=3.0700,=36627278075.97,=29830993106.0,=19875563977.18,,=0.3314,,,,
2026-06-15,=3.1300,=3.1300,=3.1300,=3.1300,=37343120644.23,=30414009257.0,=20264011481.62,,=0.3378,,,,
2026-06-12,=3.1600,=3.1600,=3.1600,=3.1600,=37701041928.36,=30705517333.0,=20458235233.84,,=0.3411,,,,
2026-06-11,=3.1200,=3.1200,=3.1200,=3.1200,=37223813549.52,=30316839899.0,=20199270230.88,,=0.3368,,,,
2026-06-10,=3.1500,=3.1500,=3.1500,=3.1500,=37581734833.65,=30608347975.0,=20393493983.1,,=0.3400,,,,
2026-06-09,=3.1200,=3.1200,=3.1200,=3.1200,=37223813549.52,=30316839899.0,=20199270230.88,,=0.3368,,,,
2026-06-08,=3.1400,=3.1400,=3.1400,=3.1400,=37462427738.94,=30511178616.0,=20328752732.36,,=0.3389,,,,
2026-06-05,=3.2500,=3.2500,=3.2500,=3.2500,=38774805780.75,=31580041561.0,=21040906490.5,,=0.3508,,,,
2026-06-04,=3.2100,=3.2100,=3.2100,=3.2100,=38297577401.91,=31191364127.0,=20781941487.54,,=0.3465,,,,
2026-06-03,=3.2800,=3.2800,=3.2800,=3.2800,=39132727064.88,=31871549637.0,=21235130242.72,,=0.3540,,,,
2026-06-02,=3.3900,=3.3900,=3.3900,=3.3900,=40445105106.69,=32940412582.0,=21947284000.86,,=0.3659,,,,
2026-06-01,=3.4700,=3.4700,=3.4700,=3.4700,=41399561864.37,=33717767452.0,=22465214006.78,,=0.3745,,,,
2026-05-29,=3.5500,=3.5500,=3.5500,=3.5500,=42354018622.05,=34495122321.0,=22983144012.7,,=0.3832,,,,
2026-05-28,=3.3100,=3.3100,=3.3100,=3.3100,=39490648349.01,=32163057713.0,=21429353994.94,,=0.3573,,,,
2026-05-27,=3.3300,=3.3300,=3.3300,=3.3300,=39729262538.43,=32357396430.0,=21558836496.42,,=0.3594,,,,
2026-05-26,=3.3900,=3.3900,=3.3900,=3.3900,=40445105106.69,=32940412582.0,=21947284000.86,,=0.3659,,,,
2026-05-25,=3.4900,=3.4900,=3.4900,=3.4900,=41638176053.79,=33912106169.0,=22594696508.26,,=0.3767,,,,
2026-05-22,=3.4600,=3.4600,=3.4600,=3.4600,=41280254769.66,=33620598093.0,=22400472756.04,,=0.3735,,,,
2026-05-21,=3.4700,=3.4700,=3.4700,=3.4700,=41399561864.37,=33717767452.0,=22465214006.78,,=0.3745,,,,
2026-05-20,=3.6000,=3.6000,=3.6000,=3.6000,=42950554095.6,=34980969114.0,=23306850266.4,,=0.3886,,,,
2026-05-19,=3.7100,=3.7100,=3.7100,=3.7100,=44262932137.41,=36049832059.0,=24019004024.54,,=0.4004,,,,
2026-05-18,=3.6800,=3.6800,=3.6800,=3.6800,=43905010853.28,=35758323983.0,=23824780272.32,,=0.3972,,,,
2026-05-15,=3.7800,=3.7800,=3.7800,=3.7800,=45098081800.38,=36730017570.0,=24472192779.72,,=0.4080,,,,
2026-05-14,=3.8700,=3.8700,=3.8700,=3.8700,=46171845652.77,=37604541798.0,=25054864036.38,,=0.4177,,,,
2026-05-13,=3.9900,=3.9900,=3.9900,=3.9900,=47603530789.29,=38770574101.0,=25831759045.26,,=0.4307,,,,
2026-05-12,=4.1000,=4.1000,=4.1000,=4.1000,=48915908831.1,=39839437047.0,=26543912803.4,,=0.4425,,,,
2026-05-11,=4.0900,=4.0900,=4.0900,=4.0900,=48796601736.39,=39742267688.0,=26479171552.66,,=0.4415,,,,
2026-05-08,=4.0000,=4.0000,=4.0000,=4.0000,=47722837884.0,=38867743460.0,=25896500296.0,,=0.4317,,,,
2026-05-07,=3.9800,=3.9800,=3.9800,=3.9800,=47484223694.58,=38673404743.0,=25767017794.52,,=0.4296,,,,
2026-05-06,=4.0100,=4.0100,=4.0100,=4.0100,=47842144978.71,=38964912819.0,=25961241546.74,,=0.4328,,,,
2026-04-30,=3.9100,=3.9100,=3.9100,=3.9100,=46649074031.61,=37993219232.0,=25313829039.34,,=0.4220,,,,
2026-04-29,=3.8700,=3.8700,=3.8700,=3.8700,=46171845652.77,=37604541798.0,=25054864036.38,,=0.3950,,,,
2026-04-28,=3.7500,=3.7500,=3.7500,=3.7500,=44740160516.25,=36438509494.0,=24277969027.5,,=0.3827,,,,
2026-04-27,=3.7300,=3.7300,=3.7300,=3.7300,=44501546326.83,=36244170776.0,=24148486526.02,,=0.3807,,,,
2026-04-24,=3.7500,=3.7500,=3.7500,=3.7500,=44740160516.25,=36438509494.0,=24277969027.5,,=0.3827,,,,
2026-04-23,=3.8100,=3.8100,=3.8100,=3.8100,=45456003084.51,=37021525646.0,=24666416531.94,,=0.3888,,,,
2026-04-22,=3.8800,=3.8800,=3.8800,=3.8800,=46291152747.48,=37701711156.0,=25119605287.12,,=0.3960,,,,
2026-04-21,=3.9000,=3.9000,=3.9000,=3.9000,=46529766936.9,=37896049874.0,=25249087788.6,,=0.3980,,,,
2026-04-20,=3.9300,=3.9300,=3.9300,=3.9300,=46887688221.03,=38187557949.0,=25443311540.82,,=0.4011,,,,
2026-04-17,=3.9600,=3.9600,=3.9600,=3.9600,=47245609505.16,=38479066025.0,=25637535293.04,,=0.4041,,,,
2026-04-16,=3.9600,=3.9600,=3.9600,=3.9600,=47245609505.16,=38479066025.0,=25637535293.04,,=0.4041,,,,
2026-04-15,=3.9700,=3.9700,=3.9700,=3.9700,=47364916599.87,=38576235384.0,=25702276543.78,,=0.4052,,,,
2026-04-14,=4.0200,=4.0200,=4.0200,=4.0200,=47961452073.42,=39062082177.0,=26025982797.48,,=0.4103,,,,
2026-04-13,=3.9100,=3.9100,=3.9100,=3.9100,=46649074031.61,=37993219232.0,=25313829039.34,,=0.3990,,,,
2026-04-10,=3.8900,=3.8900,=3.8900,=3.8900,=46410459842.19,=37798880515.0,=25184346537.86,,=0.3970,,,,
2026-04-09,=3.8700,=3.8700,=3.8700,=3.8700,=46171845652.77,=37604541798.0,=25054864036.38,,=0.3950,,,,
2026-04-08,=3.9500,=3.9500,=3.9500,=3.9500,=47126302410.45,=38381896667.0,=25572794042.3,,=0.4031,,,,
2026-04-07,=3.8100,=3.8100,=3.8100,=3.8100,=45456003084.51,=37021525646.0,=24666416531.94,,=0.3888,,,,
2026-04-03,=3.8200,=3.8200,=3.8200,=3.8200,=45575310179.22,=37118695004.0,=24731157782.68,,=0.3898,,,,
2026-04-02,=3.9200,=3.9200,=3.9200,=3.9200,=46768381126.32,=38090388591.0,=25378570290.08,,=0.4001,,,,
2026-04-01,=4.0400,=4.0400,=4.0400,=4.0400,=48200066262.84,=39256420895.0,=26155465298.96,,=0.4123,,,,
2026-03-31,=3.9900,=3.9900,=3.9900,=3.9900,=47603530789.29,=38768434520.0,=25829619463.62,,=0.2709,,,,
2026-03-30,=4.0100,=4.0100,=4.0100,=4.0100,=47842144978.71,=38962762512.0,=25959091240.38,,=0.2722,,,,
2026-03-27,=4.0600,=4.0600,=4.0600,=4.0600,=48438680452.26,=39448582494.0,=26282770682.28,,=0.2756,,,,
2026-03-26,=4.0400,=4.0400,=4.0400,=4.0400,=48200066262.84,=39254254501.0,=26153298905.52,,=0.2742,,,,
2026-03-25,=4.1200,=4.1200,=4.1200,=4.1200,=49154523020.52,=40031566471.0,=26671186012.56,,=0.2797,,,,
2026-03-24,=4.0900,=4.0900,=4.0900,=4.0900,=48796601736.39,=39740074483.0,=26476978347.42,,=0.2776,,,,
2026-03-23,=4.0200,=4.0200,=4.0200,=4.0200,=47961452073.42,=39059926509.0,=26023827128.76,,=0.2729,,,,
2026-03-20,=4.3400,=4.3400,=4.3400,=4.3400,=51779279104.14,=42169174390.0,=28095375556.92,,=0.2946,,,,
2026-03-19,=4.5000,=4.5000,=4.5000,=4.5000,=53688192619.5,=43723798331.0,=29131149771.0,,=0.3055,,,,
2026-03-18,=4.6300,=4.6300,=4.6300,=4.6300,=55239184850.73,=44986930282.0,=29972716319.94,,=0.3143,,,,
2026-03-17,=4.7000,=4.7000,=4.7000,=4.7000,=56074334513.7,=45667078256.0,=30425867538.6,,=0.3190,,,,
2026-03-16,=4.6600,=4.6600,=4.6600,=4.6600,=55597106134.86,=45278422271.0,=30166923985.08,,=0.3163,,,,
2026-03-13,=4.6600,=4.6600,=4.6600,=4.6600,=55597106134.86,=45278422271.0,=30166923985.08,,=0.3163,,,,
2026-03-12,=4.6500,=4.6500,=4.6500,=4.6500,=55477799040.15,=45181258275.0,=30102188096.7,,=0.3157,,,,
2026-03-11,=4.6700,=4.6700,=4.6700,=4.6700,=55716413229.57,=45375586267.0,=30231659873.46,,=0.3170,,,,
2026-03-10,=4.6700,=4.6700,=4.6700,=4.6700,=55716413229.57,=45375586267.0,=30231659873.46,,=0.3170,,,,
2026-03-09,=4.6500,=4.6500,=4.6500,=4.6500,=55477799040.15,=45181258275.0,=30102188096.7,,=0.3157,,,,
2026-03-06,=4.7200,=4.7200,=4.7200,=4.7200,=56312948703.12,=45861406249.0,=30555339315.36,,=0.3204,,,,
