日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-07-03,=18.5600,=18.5600,=18.5600,=18.5600,=170659282350.72,=157284679087.0,=111254241036.8,,=1.8842,,,,
2026-07-02,=17.7700,=17.7700,=17.7700,=17.7700,=163395228845.49,=150589910957.0,=106518742630.6,,=1.8040,,,,
2026-07-01,=17.4300,=17.4300,=17.4300,=17.4300,=160268927336.91,=147708618345.0,=104480680025.4,,=1.7695,,,,
2026-06-30,=17.2800,=17.2800,=17.2800,=17.2800,=158889676671.36,=146437459839.0,=103581534758.4,,=1.7542,,,,
2026-06-29,=18.0200,=18.0200,=18.0200,=18.0200,=165693979954.74,=152708508467.0,=108017318075.6,,=1.8294,,,,
2026-06-26,=17.6800,=17.6800,=17.6800,=17.6800,=162567678446.16,=149827215854.0,=105979255470.4,,=1.7948,,,,
2026-06-25,=17.7500,=17.7500,=17.7500,=17.7500,=163211328756.75,=150420423157.0,=106398856595.0,,=1.8019,,,,
2026-06-24,=17.6200,=17.6200,=17.6200,=17.6200,=162015978179.94,=149318752452.0,=105619597363.6,,=1.7887,,,,
2026-06-23,=18.0500,=18.0500,=18.0500,=18.0500,=165969830087.85,=152962740168.0,=108197147129.0,,=1.8324,,,,
2026-06-22,=18.9500,=18.9500,=18.9500,=18.9500,=174245334081.15,=160589691201.0,=113592018731.0,,=1.9238,,,,
2026-06-18,=18.3700,=18.3700,=18.3700,=18.3700,=168912231507.69,=155674544980.0,=110115323698.6,,=1.8649,,,,
2026-06-17,=18.9100,=18.9100,=18.9100,=18.9100,=173877533903.67,=160250715600.0,=113352246659.8,,=1.9197,,,,
2026-06-16,=18.6500,=18.6500,=18.6500,=18.6500,=171486832750.05,=158047374190.0,=111793728197.0,,=1.8933,,,,
2026-06-15,=19.1900,=19.1900,=19.1900,=19.1900,=176452135146.03,=162623544810.0,=115030651158.2,,=1.9481,,,,
2026-06-12,=18.9100,=18.9100,=18.9100,=18.9100,=173877533903.67,=160250715600.0,=113352246659.8,,=1.9197,,,,
2026-06-11,=18.2200,=18.2200,=18.2200,=18.2200,=167532980842.14,=154403386474.0,=109216178431.6,,=1.8497,,,,
2026-06-10,=18.8500,=18.8500,=18.8500,=18.8500,=173325833637.45,=159742252197.0,=112992588553.0,,=1.9136,,,,
2026-06-09,=19.9200,=19.9200,=19.9200,=19.9200,=183164488385.04,=168809849537.0,=119406491457.6,,=2.0222,,,,
2026-06-08,=19.5100,=19.5100,=19.5100,=19.5100,=179394536565.87,=165335349622.0,=116948827727.8,,=1.9806,,,,
2026-06-05,=18.6500,=18.6500,=18.6500,=18.6500,=171486832750.05,=158047374190.0,=111793728197.0,,=1.8933,,,,
