日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-07-03,=18.5600,=18.5600,=18.5600,=18.5600,=170659282350.72,=157284679087.0,=111254241036.8,,=0.0250
2026-07-02,=17.7700,=17.7700,=17.7700,=17.7700,=163395228845.49,=150589910957.0,=106518742630.6,,=0.0261
2026-07-01,=17.4300,=17.4300,=17.4300,=17.4300,=160268927336.91,=147708618345.0,=104480680025.4,,=0.0266
2026-06-30,=17.2800,=17.2800,=17.2800,=17.2800,=158889676671.36,=146437459839.0,=103581534758.4,,=0.0269
2026-06-29,=18.0200,=18.0200,=18.0200,=18.0200,=165693979954.74,=152708508467.0,=108017318075.6,,=0.0258
2026-06-26,=17.6800,=17.6800,=17.6800,=17.6800,=162567678446.16,=149827215854.0,=105979255470.4,,=0.0263
2026-06-25,=17.7500,=17.7500,=17.7500,=17.7500,=163211328756.75,=150420423157.0,=106398856595.0,,=0.0262
2026-06-24,=17.6200,=17.6200,=17.6200,=17.6200,=162015978179.94,=149318752452.0,=105619597363.6,,=0.0263
2026-06-23,=18.0500,=18.0500,=18.0500,=18.0500,=165969830087.85,=152962740168.0,=108197147129.0,,=0.0257
2026-06-22,=18.9500,=18.9500,=18.9500,=18.9500,=174245334081.15,=160589691201.0,=113592018731.0,,=0.0245
2026-06-18,=18.3700,=18.3700,=18.3700,=18.3700,=168912231507.69,=155674544980.0,=110115323698.6,,=0.0253
2026-06-17,=18.9100,=18.9100,=18.9100,=18.9100,=173877533903.67,=160250715600.0,=113352246659.8,,=0.0246
2026-06-16,=18.6500,=18.6500,=18.6500,=18.6500,=171486832750.05,=158047374190.0,=111793728197.0,,=0.0249
2026-06-15,=19.1900,=19.1900,=19.1900,=19.1900,=176452135146.03,=162623544810.0,=115030651158.2,,=0.0242
2026-06-12,=18.9100,=18.9100,=18.9100,=18.9100,=173877533903.67,=160250715600.0,=113352246659.8,,=0.0246
2026-06-11,=18.2200,=18.2200,=18.2200,=18.2200,=167532980842.14,=154403386474.0,=109216178431.6,,=0.0255
2026-06-10,=18.8500,=18.8500,=18.8500,=18.8500,=173325833637.45,=159742252197.0,=112992588553.0,,=0.0246
2026-06-09,=19.9200,=19.9200,=19.9200,=19.9200,=183164488385.04,=168809849537.0,=119406491457.6,,=0.0233
2026-06-08,=19.5100,=19.5100,=19.5100,=19.5100,=179394536565.87,=165335349622.0,=116948827727.8,,=0.0238
2026-06-05,=18.6500,=18.6500,=18.6500,=18.6500,=171486832750.05,=158047374190.0,=111793728197.0,,=0.0249
