date,流动比率,应收账款,资产合计,归属于母公司普通股股东的净利润,有息负债率,流动负债合计,毛利率(GM),所有者权益合计,基本每股收益,资本回报率(ROIC),经营活动产生的现金流量净额,速动比率,货币资金,资产负债率,营业收入,总资产收益率(ROA),长期负债合计,净资产收益率(ROE),经营活动产生的现金流量净额对净利润的比率,净利润率,自由现金流量,流动资产合计,负债合计
2026-03-31,0.8549,123136000000,2153534000000,29342000000,0.0475,58958000000,0.2846,1427106000000,1.36,0.0939,71447000000,0.7887,2031251257457.88,0.3373,266478000000,0.0641,9474000000,0.0964,2.0079,0.1292,122955000000,19051000000,726428000000
