date,有息负债率,流动资产合计,资产合计,自由现金流量,应收账款,流动比率,总资产收益率(ROA),长期负债合计,净资产收益率(ROE),所有者权益合计,毛利率(GM),资本回报率(ROIC),经营活动产生的现金流量净额,资产负债率,营业收入,货币资金,归属于母公司普通股股东的净利润,基本每股收益,速动比率,经营活动产生的现金流量净额对净利润的比率,流动负债合计,负债合计,净利润率
2026-03-31,0.0068,1419259144,95863440812,9319733124,26652280492,2.0568,0.0959,7000000,0.1605,57331144983,0.2595,0.1589,-1514283397,0.4019,9564242922,208745342494.44,721291973,0.09,1.5045,1.2955,8634661875,38532295829,0.1332
