date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,2.0772,0.8256,8062764941,22838024164
2025-12-31,2.3068,-0.7189,8954257203,40528509770
2025-09-30,1.668,-0.7403,6474551792,30637727655
2025-06-30,1.1912,-0.7574,4623850715,23509972049
2025-03-31,1.138,-0.6855,4416313048,17085765658
2024-12-31,8.2062,0.0544,31853172534,89175178323
2024-09-30,6.423,0.092,24930782557,67915580112
2024-06-30,4.91,0.1187,19056829529,50648026579
2024-03-31,3.618,0.1198,14045140541,34832906763
2023-12-31,7.783,0.1319,30210585269,83272067317
2023-09-30,5.882,0.1424,22832929162,62536387639
2023-06-30,4.389,0.1283,17036708791,45506384818
2023-03-31,3.231,0.1589,12542086213,31138862489
2022-12-31,6.876,0.1416,26690661397,73968640705
2022-09-30,5.15,0.1537,19989335349,55779686820
2022-06-30,3.89,0.1438,15098936574,41222377583
2022-03-31,2.788,0.1607,10822866097,27548160168
2021-12-31,6.023,0.1716,23377074353,66209053612
2021-09-30,4.464,0.1914,17327440999,49720797309
2021-06-30,3.401,0.2159,13200371747,36751547827
2021-03-31,2.402,0.2101,9323613990,24324839645
2020-12-31,5.141,0.1468,19954809595,57321059453
2020-09-30,3.747,0.1593,14545454675,42492767200
2020-06-30,2.797,0.163,10855391968,30767525988
2020-03-31,1.985,0.19,7704289544,20238226409
2019-12-31,4.483,0.2904,17402164190,50118105877
2019-09-30,3.232,0.3085,12543547316,37101632093
2019-06-30,2.405,0.2937,9335637379,27151044853
2019-03-31,1.668,0.2733,6475113303,17590253203
2018-12-31,3.474,0.3634,13384246684,40030189600
2018-09-30,2.47,0.346,9494416490,29250287403
2018-06-30,1.859,0.4191,7110255594,21421181221
2018-03-31,1.31,0.3833,4971013118,13897660045
2017-12-31,2.548,0.4259,9673721498,30186780409
2017-09-30,1.835,0.3653,6964763243,21977596630
2017-06-30,1.31,0.2793,4971505554,15621127661
2017-03-31,0.947,0.2379,3593112441,10158807519
2016-12-31,1.787,0.0983,6784533260,24543792661
2016-09-30,1.344,0.108,5101313178,17699643832
