date,自由现金流量,速动比率,经营活动产生的现金流量净额对净利润的比率,净资产收益率(ROE),经营活动产生的现金流量净额,资产负债率,流动资产合计,货币资金,营业收入,总资产收益率(ROA),净利润率,负债合计,长期负债合计,毛利率(GM),所有者权益合计,基本每股收益,应收账款,流动比率,有息负债率,资产合计,归属于母公司普通股股东的净利润,流动负债合计,资本回报率(ROIC)
2026-03-31,9468201971,2.2573,0.8713,0.0957,-2535371232,0.3431,0,400853658676.35,22838024164,0.0648,0.2808,68159329199,0,0.789,130478844014,2.0772,186892599,2.5596,0.0022,198638173212,8062764941,14138270216,0.0956
