date,metric,value
2026-03-31,自由现金流量,9468201971
2026-03-31,速动比率,2.2573
2026-03-31,经营活动产生的现金流量净额对净利润的比率,0.8713
2026-03-31,净资产收益率(ROE),0.0957
2026-03-31,经营活动产生的现金流量净额,-2535371232
2026-03-31,资产负债率,0.3431
2026-03-31,流动资产合计,0
2026-03-31,货币资金,400853658676.35
2026-03-31,营业收入,22838024164
2026-03-31,总资产收益率(ROA),0.0648
2026-03-31,净利润率,0.2808
2026-03-31,负债合计,68159329199
2026-03-31,长期负债合计,0
2026-03-31,毛利率(GM),0.789
2026-03-31,所有者权益合计,130478844014
2026-03-31,基本每股收益,2.0772
2026-03-31,应收账款,186892599
2026-03-31,流动比率,2.5596
2026-03-31,有息负债率,0.0022
2026-03-31,资产合计,198638173212
2026-03-31,归属于母公司普通股股东的净利润,8062764941
2026-03-31,流动负债合计,14138270216
2026-03-31,资本回报率(ROIC),0.0956
