date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,3717707874,0.2062,1.19,54052165361
2025-12-31,12527201094,-0.0388,3.99,203234573814
2025-09-30,9157288305,-0.1745,2.92,144225795451
2025-06-30,6122729613,-0.251,1.95,90901436923
2025-03-31,3082066208,-0.2587,0.98,43067850762
2024-12-31,13033066613,-0.2249,4.15,182069119161
2024-09-30,11093324150,-0.1267,3.53,147604150411
2024-06-30,8174372560,-0.046,2.6,97067363557
2024-03-31,4157379176,0.0257,1.32,46161004693
2023-12-31,16815755534,0.0359,5.36,175360935668
2023-09-30,12703183328,-0.0665,4.05,132554140992
2023-06-30,8568236438,-0.1748,2.73,87626375827
2023-03-31,4053161512,-0.2458,1.29,41939325956
2022-12-31,16233626024,-0.3414,5.17,165565484374
2022-09-30,13608249924,-0.3036,4.33,130420439347
2022-06-30,10383021457,-0.2326,3.31,89118765298
2022-03-31,5373995040,-0.1884,1.71,41784424325
2021-12-31,24648748123,1.4547,7.85,145537817629
2021-09-30,19541760750,2.6532,6.22,107318461437
2021-06-30,13530397801,3.7721,4.31,67657002327
2021-03-31,6621369973,3.8082,2.11,31312426109
2020-12-31,10041428015,-0.0087,3.2,73432968476
2020-09-30,5349173376,-0.3228,1.7,49231686513
2020-06-30,2835296712,-0.4956,0.9,30906682480
2020-03-31,1377088601,-0.5074,0.44,15343054664
2019-12-31,10129985098,-0.3492,3.23,68050668651
2019-09-30,7899299228,-0.4175,2.52,48539171300
2019-06-30,5621102649,-0.4649,1.79,31538997771
2019-03-31,2795804828,-0.4598,0.89,15952006780
2018-12-31,10610379859,-0.0471,3.88,60621193437
2018-09-30,9021021454,0.1549,3.3,45923234744
2018-06-30,6949934414,0.4297,2.54,30054174639
2018-03-31,3545722178,0.6153,1.3,13601913515
2017-12-31,11134790282,2.0262,4.09,53123173259
2017-09-30,7810995979,2.1241,2.87,38963503949
2017-06-30,4861037879,2.5535,1.79,24430086477
2017-03-31,2195059806,3.9478,0.96,11007048625
2016-12-31,3679421832,1.2857,1.7,30099861530
2016-09-30,2500252821,0.7414,1.16,20932181907
2016-06-30,1367975076,0.3429,0.63,12475770001
