date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-03-16,248653361253.18,0.0092,22.4072,0.8501,21.1547,15.8478,12.7229,1.3915,0.1821,2.4279,1.8615,1.4252,2.3647,0.1056,4.6156,3.6222,2.7158
2026-03-13,264524852397.0,0.0087,23.8374,0.8932,21.1329,15.8499,12.7246,1.4803,0.2319,2.4270,1.8605,1.4261,2.5156,0.1429,4.6122,3.6216,2.7193
2026-03-12,271098842811.6,0.0085,24.4299,0.9096,21.1329,15.8478,12.7229,1.5171,0.2459,2.4279,1.8614,1.4255,2.5782,0.1577,4.6156,3.6222,2.7193
2026-03-11,280020686945.7,0.0082,25.2338,0.9257,21.1308,15.8478,12.7229,1.5671,0.2790,2.4279,1.8615,1.4255,2.6630,0.1847,4.6156,3.6222,2.7204
2026-03-10,276138902129.46,0.0083,24.8840,0.9218,21.1286,15.8478,12.7229,1.5453,0.2638,2.4279,1.8615,1.4255,2.6261,0.1730,4.6156,3.6222,2.7204
2026-03-09,281617227474.96,0.0081,25.3777,0.9266,21.1286,15.8478,12.7229,1.5760,0.2860,2.4279,1.8615,1.4255,2.6782,0.1890,4.6156,3.6222,2.7204
2026-03-06,291133861218.0,0.0079,26.2353,0.9314,21.1090,15.8499,12.7246,1.6293,0.3131,2.4270,1.8605,1.4261,2.7687,0.2162,4.6122,3.6216,2.7204
2026-03-05,279238069039.2,0.0082,25.1633,0.9257,21.1090,15.8478,12.7229,1.5627,0.2776,2.4279,1.8614,1.4255,2.6556,0.1833,4.6156,3.6222,2.7204
2026-03-04,276921520035.96,0.0083,24.9546,0.9239,21.1044,15.8478,12.7229,1.5497,0.2668,2.4279,1.8615,1.4255,2.6335,0.1747,4.6156,3.6222,2.7204
2026-03-03,285154660412.34,0.0080,25.6965,0.9296,21.1032,15.8478,12.7229,1.5958,0.2925,2.4279,1.8615,1.4255,2.7118,0.1969,4.6156,3.6222,2.7229
2026-03-02,295266083764.32,0.0078,26.6077,0.9331,21.1011,15.8478,12.7229,1.6524,0.3290,2.4279,1.8615,1.4255,2.8080,0.2286,4.6156,3.6222,2.7238
2026-02-27,291133861218.0,0.0079,26.2353,0.9323,21.0689,15.8499,12.7246,1.6293,0.3131,2.4270,1.8605,1.4261,2.7687,0.2162,4.6122,3.6216,2.7204
2026-02-26,281805055772.52,0.0081,25.3946,0.9288,21.0689,15.8478,12.7229,1.5771,0.2858,2.4279,1.8614,1.4255,2.6800,0.1903,4.6156,3.6222,2.7204
2026-02-25,280834609568.46,0.0082,25.3072,0.9288,21.0676,15.8478,12.7229,1.5716,0.2824,2.4279,1.8614,1.4255,2.6707,0.1881,4.6156,3.6222,2.7204
2026-02-24,273133649368.5,0.0084,24.6132,0.9179,21.0458,15.8478,12.7229,1.5285,0.2546,2.4279,1.8614,1.4255,2.5975,0.1655,4.6156,3.6222,2.7204
2026-02-13,265964869344.96,0.0086,23.9672,0.9030,21.0219,15.8565,12.7318,1.4884,0.2356,2.4267,1.8590,1.4265,2.5293,0.1481,4.6117,3.6179,2.7119
2026-02-12,275481503088.0,0.0083,24.8248,0.9242,21.0197,15.8558,12.7318,1.5417,0.2621,2.4267,1.8591,1.4265,2.6198,0.1729,4.6117,3.6183,2.7139
2026-02-11,278142403970.1,0.0082,25.0646,0.9276,21.0197,15.8543,12.7246,1.5566,0.2718,2.4270,1.8591,1.4261,2.6451,0.1786,4.6122,3.6196,2.7139
2026-02-10,269220559836.0,0.0085,24.2606,0.9107,21.0008,15.8528,12.7246,1.5066,0.2415,2.4270,1.8592,1.4261,2.5603,0.1548,4.6122,3.6209,2.7158
2026-02-09,272413640894.52,0.0084,24.5483,0.9176,20.9983,15.8524,12.7246,1.5245,0.2521,2.4270,1.8594,1.4261,2.5907,0.1631,4.6122,3.6209,2.7158
2026-02-06,271411889974.2,0.0084,24.4581,0.9167,20.9605,15.8521,12.7246,1.5189,0.2478,2.4270,1.8595,1.4261,2.5811,0.1597,4.6122,3.6210,2.7193
2026-02-05,261738732649.86,0.0088,23.5864,0.8958,20.9605,15.8499,12.7246,1.4648,0.2223,2.4270,1.8605,1.4261,2.4891,0.1372,4.6122,3.6216,2.7204
2026-02-04,265463993884.8,0.0086,23.9221,0.9036,20.9497,15.8499,12.7246,1.4856,0.2340,2.4270,1.8605,1.4261,2.5246,0.1472,4.6122,3.6216,2.7204
2026-02-03,260893505310.84,0.0088,23.5102,0.8932,20.9497,15.8499,12.7246,1.4600,0.2206,2.4270,1.8605,1.4261,2.4811,0.1359,4.6122,3.6216,2.7204
2026-02-02,251470785716.58,0.0091,22.6611,0.8710,20.9417,15.8499,12.7246,1.4073,0.1906,2.4270,1.8605,1.4261,2.3915,0.1103,4.6122,3.6216,2.7204
2026-01-30,275387588939.22,0.0083,24.8163,0.9245,20.9375,15.8521,12.7246,1.5411,0.2609,2.4270,1.8595,1.4265,2.6189,0.1714,4.6122,3.6210,2.7193
2026-01-29,274229314437.6,0.0084,24.7120,0.9223,20.9282,15.8499,12.7246,1.5347,0.2575,2.4270,1.8605,1.4265,2.6079,0.1685,4.6122,3.6216,2.7204
2026-01-28,273321477666.06,0.0084,24.6301,0.9214,20.8559,15.8499,12.7246,1.5296,0.2527,2.4270,1.8605,1.4265,2.5993,0.1654,4.6122,3.6216,2.7204
2026-01-27,265150946722.2,0.0086,23.8939,0.9045,20.8411,15.8499,12.7246,1.4839,0.2332,2.4270,1.8605,1.4265,2.5216,0.1446,4.6122,3.6216,2.7204
2026-01-26,265996174061.22,0.0086,23.9700,0.9066,20.8133,15.8499,12.7246,1.4886,0.2345,2.4270,1.8605,1.4265,2.5296,0.1476,4.6122,3.6216,2.7204
2026-01-23,263742234490.5,0.0087,23.7669,0.9028,20.7805,15.8521,12.7246,1.4760,0.2266,2.4270,1.8595,1.4265,2.5082,0.1424,4.6122,3.6210,2.7204
2026-01-22,267029229697.8,0.0086,24.0631,0.9088,20.7692,15.8499,12.7246,1.4944,0.2362,2.4270,1.8605,1.4265,2.5395,0.1485,4.6122,3.6216,2.7204
2026-01-21,263210054314.08,0.0087,23.7190,0.9032,20.7555,15.8499,12.7246,1.4730,0.2249,2.4270,1.8605,1.4265,2.5031,0.1403,4.6122,3.6216,2.7229
2026-01-20,269283169268.52,0.0085,24.2662,0.9132,20.7145,15.8499,12.7246,1.5070,0.2393,2.4270,1.8605,1.4265,2.5609,0.1528,4.6122,3.6216,2.7238
2026-01-19,257950861982.4,0.0089,23.2450,0.8914,20.7145,15.8499,12.7246,1.4436,0.2110,2.4270,1.8605,1.4265,2.4531,0.1246,4.6122,3.6216,2.7243
2026-01-16,246430726398.72,0.0093,22.2069,0.8520,20.6872,15.8521,12.7246,1.3791,0.1758,2.4270,1.8595,1.4265,2.3436,0.1020,4.6122,3.6210,2.7246
2026-01-15,248747275401.96,0.0092,22.4157,0.8658,20.6872,15.8499,12.7246,1.3921,0.1819,2.4270,1.8605,1.4267,2.3656,0.1051,4.6122,3.6216,2.7246
2026-01-14,243550692502.8,0.0094,21.9474,0.8446,20.6865,15.8499,12.7246,1.3630,0.1689,2.4270,1.8605,1.4267,2.3162,0.0973,4.6122,3.6216,2.7263
2026-01-13,246555945263.76,0.0093,22.2182,0.8537,20.6603,15.8499,12.7246,1.3798,0.1759,2.4270,1.8605,1.4270,2.3448,0.1016,4.6122,3.6216,2.7299
2026-01-12,244615052855.64,0.0094,22.0433,0.8489,20.6599,15.8499,12.7246,1.3689,0.1715,2.4270,1.8605,1.4272,2.3263,0.0990,4.6122,3.6216,2.7306
2026-01-09,248402923523.1,0.0092,22.3846,0.8646,20.6060,15.8521,12.7246,1.3901,0.1793,2.4270,1.8595,1.4277,2.3623,0.1033,4.6122,3.6210,2.7323
2026-01-08,249467283875.94,0.0092,22.4805,0.8680,20.6060,15.8499,12.7246,1.3961,0.1824,2.4270,1.8605,1.4296,2.3724,0.1046,4.6122,3.6216,2.7333
2026-01-07,256479540318.18,0.0089,23.1124,0.8875,20.6059,15.8499,12.7246,1.4353,0.2023,2.4270,1.8615,1.4298,2.4391,0.1190,4.6122,3.6216,2.7335
2026-01-06,259672621376.7,0.0088,23.4002,0.8958,20.5886,15.8499,12.7246,1.4532,0.2115,2.4270,1.8615,1.4298,2.4695,0.1277,4.6122,3.6216,2.7340
2026-01-05,242079370838.58,0.0095,21.8148,0.8437,20.5886,15.8499,12.7246,1.3547,0.1659,2.4270,1.8617,1.4298,2.3022,0.0916,4.6122,3.6216,2.7340
2025-12-31,240044564281.68,0.0095,21.6314,0.8368,20.6059,15.8521,12.7246,1.3434,0.1602,2.4270,1.8618,1.4325,2.2828,0.0846,4.6122,3.6210,2.7354
2025-12-30,241046315202.0,0.0095,21.7217,0.8403,20.6059,15.8521,12.7246,1.3490,0.1623,2.4270,1.8626,1.4334,2.2924,0.0872,4.6122,3.6210,2.7363
2025-12-29,238385414319.9,0.0096,21.4819,0.8299,20.6059,15.8521,12.7246,1.3341,0.1571,2.4270,1.8661,1.4343,2.2671,0.0812,4.6122,3.6210,2.7399
2025-12-26,240983705769.48,0.0095,21.7161,0.8390,20.6060,15.8524,12.7246,1.3486,0.1614,2.4270,1.8680,1.4347,2.2918,0.0863,4.6122,3.6209,2.7439
2025-12-25,240138478430.46,0.0095,21.6399,0.8368,20.6059,15.8521,12.7246,1.3439,0.1597,2.4270,1.8683,1.4356,2.2837,0.0842,4.6122,3.6210,2.7450
2025-12-24,241265448215.82,0.0095,21.7414,0.8407,20.6059,15.8521,12.7246,1.3502,0.1619,2.4270,1.8683,1.4379,2.2944,0.0881,4.6122,3.6210,2.7471
2025-12-23,234159277624.8,0.0098,21.1011,0.8151,20.6059,15.8521,12.7246,1.3104,0.1445,2.4270,1.8700,1.4383,2.2269,0.0760,4.6122,3.6210,2.7476
2025-12-22,237258444534.54,0.0097,21.3804,0.8264,20.6059,15.8521,12.7246,1.3278,0.1536,2.4270,1.8708,1.4384,2.2563,0.0777,4.6122,3.6210,2.7493
2025-12-19,236632350209.34,0.0097,21.3239,0.8239,20.6060,15.8524,12.7246,1.3243,0.1523,2.4270,1.8710,1.4389,2.2504,0.0772,4.6122,3.6209,2.7501
2025-12-18,236475826628.04,0.0097,21.3098,0.8238,20.6059,15.8521,12.7246,1.3234,0.1519,2.4270,1.8713,1.4391,2.2489,0.0768,4.6122,3.6210,2.7513
2025-12-17,232343604081.72,0.0099,20.9375,0.8082,20.6059,15.8521,12.7246,1.3003,0.1398,2.4270,1.8713,1.4392,2.2096,0.0747,4.6122,3.6210,2.7542
2025-12-16,219352146833.82,0.0104,19.7667,0.7700,20.6059,15.8521,12.7246,1.2276,0.1168,2.4270,1.8717,1.4404,2.0860,0.0655,4.6122,3.6210,2.7545
2025-12-15,218162567615.94,0.0105,19.6595,0.7674,20.6060,15.8521,12.7246,1.2209,0.1137,2.4270,1.8734,1.4416,2.0747,0.0634,4.6122,3.6210,2.7550
2025-12-12,214343392232.22,0.0107,19.3154,0.7536,20.6599,15.8524,12.7246,1.1995,0.0959,2.4270,1.8741,1.4421,2.0384,0.0573,4.6122,3.6209,2.7564
2025-12-11,214343392232.22,0.0107,19.3154,0.7539,20.6599,15.8521,12.7246,1.1995,0.0959,2.4270,1.8745,1.4431,2.0384,0.0573,4.6122,3.6210,2.7567
2025-12-10,216941683681.8,0.0106,19.5495,0.7635,20.6603,15.8521,12.7246,1.2141,0.1089,2.4270,1.8760,1.4435,2.0631,0.0603,4.6122,3.6210,2.7574
2025-12-09,216941683681.8,0.0106,19.5495,0.7635,20.6865,15.8521,12.7246,1.2141,0.1089,2.4270,1.8769,1.4450,2.0631,0.0603,4.6122,3.6210,2.7581
2025-12-08,219039099671.22,0.0105,19.7385,0.7665,20.6872,15.8521,12.7246,1.2258,0.1133,2.4270,1.8801,1.4457,2.0831,0.0625,4.6122,3.6210,2.7592
2025-12-05,219070404387.48,0.0105,19.7414,0.7662,20.7145,15.8524,12.7246,1.2260,0.1132,2.4270,1.8811,1.4471,2.0834,0.0625,4.6122,3.6209,2.7602
2025-12-04,211870319647.68,0.0108,19.0925,0.7405,20.7145,15.8521,12.7246,1.1857,0.0877,2.4270,1.8820,1.4486,2.0149,0.0499,4.6122,3.6210,2.7603
2025-12-03,213498164893.2,0.0107,19.2392,0.7491,20.7145,15.8521,12.7246,1.1948,0.0924,2.4270,1.8837,1.4493,2.0304,0.0547,4.6122,3.6210,2.7620
2025-12-02,209741598942.0,0.0109,18.9007,0.7300,20.7342,15.8521,12.7246,1.1738,0.0829,2.4270,1.8839,1.4495,1.9947,0.0469,4.6122,3.6210,2.7629
2025-12-01,212746851702.96,0.0108,19.1715,0.7457,20.7465,15.8521,12.7246,1.1906,0.0903,2.4270,1.8852,1.4511,2.0232,0.0516,4.6122,3.6210,2.7633
2025-11-28,210117255537.12,0.0109,18.9345,0.7315,20.7692,15.8524,12.7246,1.1759,0.0833,2.4270,1.8855,1.4518,1.9982,0.0469,4.6122,3.6209,2.7676
2025-11-27,206298080153.4,0.0111,18.5904,0.7192,20.7692,15.8521,12.7246,1.1545,0.0773,2.4270,1.8856,1.4529,1.9619,0.0395,4.6122,3.6210,2.7689
2025-11-26,199411042576.2,0.0115,17.9698,0.6866,20.7805,15.8521,12.7246,1.1160,0.0508,2.4270,1.8894,1.4532,1.8964,0.0330,4.6122,3.6210,2.7709
2025-11-25,197344931303.04,0.0116,17.7836,0.6736,20.8133,15.8521,12.7246,1.1044,0.0460,2.4270,1.8898,1.4538,1.8768,0.0326,4.6122,3.6210,2.7718
2025-11-24,196562313396.54,0.0117,17.7131,0.6706,20.8411,15.8521,12.7246,1.1000,0.0447,2.4270,1.8901,1.4560,1.8693,0.0321,4.6122,3.6210,2.7751
2025-11-21,196311875666.46,0.0117,17.6905,0.6690,20.9282,15.8524,12.7246,1.0986,0.0438,2.4270,1.8908,1.4564,1.8669,0.0317,4.6122,3.6209,2.7756
2025-11-20,201289325551.8,0.0114,18.1390,0.6931,20.9282,15.8521,12.7246,1.1265,0.0595,2.4270,1.8910,1.4564,1.9143,0.0321,4.6122,3.6210,2.7778
2025-11-19,205390243381.86,0.0112,18.5086,0.7140,20.9417,15.8521,12.7246,1.1494,0.0716,2.4270,1.8918,1.4567,1.9533,0.0356,4.6122,3.6210,2.7804
2025-11-18,204732844340.4,0.0112,18.4493,0.7092,20.9497,15.8521,12.7246,1.1457,0.0703,2.4270,1.8920,1.4570,1.9470,0.0343,4.6122,3.6210,2.7815
2025-11-17,207800706533.88,0.0110,18.7258,0.7201,20.9497,15.8521,12.7246,1.1629,0.0764,2.4270,1.8926,1.4575,1.9762,0.0382,4.6122,3.6210,2.7816
2025-11-14,205985032990.8,0.0111,18.5622,0.7153,20.9605,15.8521,12.7246,1.1527,0.0734,2.4270,1.8942,1.4580,1.9589,0.0356,4.6122,3.6210,2.7829
2025-11-13,215094705422.46,0.0107,19.3831,0.7508,20.9605,15.8499,12.7246,1.2037,0.0955,2.4270,1.8947,1.4584,2.0456,0.0512,4.6122,3.6216,2.7859
2025-11-12,212152062094.02,0.0108,19.1179,0.7376,20.9605,15.8478,12.7229,1.1873,0.0834,2.4279,1.8952,1.4584,2.0176,0.0452,4.6156,3.6222,2.7859
2025-11-11,212715546986.7,0.0108,19.1687,0.7405,20.9605,15.8478,12.7229,1.1904,0.0843,2.4279,1.8959,1.4607,2.0229,0.0461,4.6156,3.6222,2.7893
2025-11-10,212433804540.36,0.0108,19.1433,0.7396,20.9605,15.8477,12.7229,1.1888,0.0839,2.4279,1.8967,1.4609,2.0203,0.0457,4.6156,3.6223,2.7902
2025-11-07,204325883029.02,0.0112,18.4127,0.7086,20.9605,15.8467,12.7229,1.1435,0.0696,2.4279,1.8972,1.4641,1.9431,0.0339,4.6156,3.6224,2.7909
2025-11-06,193150099324.2,0.0119,17.4056,0.6514,20.9605,15.8457,12.7229,1.0809,0.0357,2.4279,1.8978,1.4650,1.8369,0.0283,4.6156,3.6225,2.7916
2025-11-05,192430090850.22,0.0119,17.3407,0.6465,20.9983,15.8455,12.7227,1.0769,0.0344,2.4280,1.8995,1.4650,1.8300,0.0261,4.6159,3.6227,2.7916
2025-11-04,192837052161.6,0.0119,17.3774,0.6498,20.9983,15.8454,12.7227,1.0792,0.0348,2.4280,1.9012,1.4657,1.8339,0.0266,4.6159,3.6229,2.7934
2025-11-03,195717086057.52,0.0117,17.6369,0.6672,21.0008,15.8454,12.7227,1.0953,0.0414,2.4280,1.9022,1.4658,1.8613,0.0292,4.6159,3.6229,2.7935
2025-10-31,196061437936.38,0.0117,17.6679,0.6683,21.0219,15.8455,12.7227,1.0972,0.0414,2.4280,1.9030,1.4662,1.8646,0.0296,4.6159,3.6227,2.7938
2025-10-30,193181404040.46,0.0119,17.4084,0.6511,21.0219,15.8454,12.7227,1.0811,0.0348,2.4280,1.9032,1.4693,1.8372,0.0274,4.6159,3.6229,2.7963
2025-10-29,194057936095.74,0.0118,17.4874,0.6564,21.0263,15.8454,12.7227,1.0860,0.0366,2.4280,1.9032,1.4707,1.8455,0.0279,4.6159,3.6229,2.7968
2025-10-28,192461395566.48,0.0119,17.3435,0.6472,21.0306,15.8454,12.7227,1.0771,0.0344,2.4280,1.9054,1.4711,1.8303,0.0261,4.6159,3.6229,2.7975
2025-10-27,195623171908.74,0.0117,17.6284,0.6651,21.0458,15.8454,12.7227,1.0948,0.0392,2.4280,1.9058,1.4721,1.8604,0.0274,4.6159,3.6229,2.7994
