date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.2711,-0.0709,24042362000,2480743000
2025-12-31,0.9834,0.3973,89231023000,8408057000
2025-09-30,0.8455,0.4686,65741014000,7135595000
2025-06-30,0.6175,0.4619,44533644000,5216316000
2025-03-31,0.2921,0.5645,21049036000,2471239000
2024-12-31,0.7061,0.3206,77773391000,5975451000
2024-09-30,0.5757,0.1971,57890665000,4867966000
2024-06-30,0.4224,0.0497,38738160000,3572764000
2024-03-31,0.1867,0.0424,17662094000,1580101000
2023-12-31,0.5347,0.0534,73221725000,4527498000
2023-09-30,0.4785,0.1217,55522201000,4047535000
2023-06-30,0.4019,0.2865,39496879000,3400084000
2023-03-31,0.1786,-0.0525,17787615000,1511612000
2022-12-31,0.5055,-0.6462,80018098000,4272802000
2022-09-30,0.4266,-0.714,58560973000,3596954000
2022-06-30,0.3124,-0.7389,39673067000,2634110000
2022-03-31,0.1885,-0.7135,20077134000,1589772000
2021-12-31,1.4287,-0.2236,106113346000,12033364000
2021-09-30,1.4918,0.0116,87718220000,12566794000
2021-06-30,1.1965,0.1734,67127888000,10073672000
2021-03-31,0.6579,1.465,33327574000,5538031000
2020-12-31,1.8397,0.3389,99341988000,15431465000
2020-09-30,1.4743,0.3053,72892048000,12450341000
2020-06-30,1.0042,0.2041,49187513000,8467738000
2020-03-31,0.2603,-0.3693,17266415000,2193674000
2019-12-31,1.3595,0.7194,75665760000,11206662000
2019-09-30,1.119,0.7678,58690952000,9159443000
2019-06-30,0.834,0.8912,43386440000,6748013000
2019-03-31,0.4127,1.1099,21294618000,3221072000
2018-12-31,0.7907,1.8932,55821504000,6116288000
2018-09-30,0.633,1.6822,41077480000,4883396000
2018-06-30,0.441,1.9205,28123823000,3388559000
2018-03-31,0.1956,1.0165,12158955000,1500185000
2017-12-31,0.2733,9.236,38335087000,2092253000
2017-09-30,0.236,9.2609,28159070000,1802687000
2017-06-30,0.151,7.3889,19207820000,1160110000
2017-03-31,0.097,7.0833,9376807000,745704000
2016-12-31,0.0267,37.1429,23280072000,203457000
2016-09-30,0.023,3.3,16489661000,174584000
